Z,N,2003,2003_sd,2016,2016_sd,2017,2017_sd,2018,2018_sd,SKM*,SKP,SLY4,SVMIN,UNEDF0,UNEDF1,UNEDF2,FRDM2012,HFB24
51,84,6.90767,0.10583,6.90945,0.00409,*,*,*,*,7.821139,8.576992,5.850803,7.425613,7.951462,6.916173,6.642454,7.56,7.36
51,86,*,*,6.5127,0.05223,*,*,*,*,7.452094,7.299172,5.589999,6.388745,7.013292,6.324002,6.105979,6.33,6.57
51,88,*,*,*,*,*,*,*,*,6.878537,6.842004,5.142904,6.174621,6.505506,5.899005,5.833808,5.89,6.05
51,90,*,*,*,*,*,*,*,*,6.123949,6.043423,4.399532,5.497138,5.92953,5.359227,5.334589,5.4,5.37
51,92,*,*,*,*,*,*,*,*,5.475944,5.293351,3.540604,4.917312,5.337858,4.850387,4.654077,5.12,4.79
51,94,*,*,*,*,*,*,*,*,5.09982,4.656837,3.450939,4.478723,4.844764,4.369767,4.484116,4.63,5.02
51,96,*,*,*,*,*,*,*,*,4.933182,4.186657,3.80837,4.287145,4.421994,4.162354,4.015817,4.63,5.17
51,98,*,*,*,*,*,*,*,*,5.380944,3.936973,3.911668,4.28977,4.189848,3.915096,3.670217,4.58,4.45
51,100,*,*,*,*,*,*,*,*,5.20941,3.725173,3.540663,4.232324,4.072986,3.850014,4.075698,3.85,3.95
51,102,*,*,*,*,*,*,*,*,4.538671,3.390604,2.89365,3.618152,3.786589,3.426306,3.448436,3.4,3.92
51,104,*,*,*,*,*,*,*,*,3.981607,3.012317,2.098954,3.1271,3.489556,3.052987,2.828764,2.91,3.26
51,106,*,*,*,*,*,*,*,*,3.687504,2.661029,1.55936,2.785117,3.214616,2.805772,2.521263,2.45,2.68
51,108,*,*,*,*,*,*,*,*,3.466142,2.304553,1.376976,2.442572,3.076611,2.559522,2.277109,2.07,2.06
51,110,*,*,*,*,*,*,*,*,3.17402,1.994939,1.255199,2.349972,2.792969,2.077062,1.956053,1.69,1.38
51,112,*,*,*,*,*,*,*,*,2.792917,1.783742,0.974108,2.226513,2.556241,2.155359,1.532624,1.3,2.05
51,114,*,*,*,*,*,*,*,*,2.628435,1.56537,0.677859,2.154566,2.460291,1.969951,1.142562,1.57,1.93
51,116,*,*,*,*,*,*,*,*,2.907313,1.380943,0.985726,2.11397,2.079285,1.836643,1.232998,1.16,1.58
51,118,*,*,*,*,*,*,*,*,3.072575,1.204365,1.216961,1.959571,1.687881,1.696692,1.489479,1.06,1.32
51,120,*,*,*,*,*,*,*,*,3.262212,0.98036,1.22886,1.7802,1.35844,1.471966,1.523725,0.6,1.25
51,122,*,*,*,*,*,*,*,*,3.415017,0.878908,1.272978,1.704556,1.074668,1.264142,1.697773,*,0.31
51,124,*,*,*,*,*,*,*,*,3.656257,0.413264,1.563415,1.472709,0.67108,1.142334,1.81391,*,1.98
51,126,*,*,*,*,*,*,*,*,2.360319,*,0.351924,0.186847,*,0.137474,0.518989,*,0.17
53,40,*,*,*,*,*,*,*,*,39.934681,41.16864,41.688973,41.091429,41.132137,41.537163,*,*,*
53,42,*,*,*,*,*,*,*,*,37.651671,37.952977,38.550267,38.647455,38.683136,38.779313,*,*,*
53,44,*,*,*,*,*,*,*,*,36.410477,36.217415,37.277128,36.928513,37.107329,37.468721,*,*,*
53,46,*,*,*,*,*,*,*,*,35.923795,35.367742,36.292817,36.038306,35.946463,36.516017,*,*,36.67
53,48,*,*,*,*,*,*,*,*,34.807165,33.84061,34.745903,34.432947,34.820921,34.796651,*,*,35.45
53,50,*,*,*,*,*,*,*,*,33.61009,32.094948,33.021712,32.692228,33.09811,33.042785,*,33.81,33.79
53,52,*,*,*,*,*,*,*,*,25.681152,27.644791,26.635808,27.267188,27.158907,27.388613,*,28.54,29.36
53,54,*,*,*,*,*,*,*,*,24.922712,26.161336,25.670039,25.913216,25.607658,26.180199,25.746714,26.38,27.23
53,56,*,*,*,*,*,*,*,*,23.605755,24.774556,24.208093,24.48614,24.164588,24.537636,24.414469,24.72,25.0
53,58,*,*,23.42392,0.00824,*,*,*,*,22.473957,23.305756,22.616792,23.079017,22.961819,22.971514,22.855743,23.5,23.21
53,60,*,*,22.30836,0.00932,*,*,*,*,21.830225,22.087392,21.412343,21.933964,21.846173,21.861613,22.020078,22.69,22.27
53,62,21.35209,0.06074,21.36092,0.02997,*,*,*,*,21.320612,21.160444,20.793602,21.067875,20.998087,21.223174,21.311917,21.37,21.33
53,64,20.23934,0.04018,20.24091,0.03899,*,*,*,*,20.436963,20.392359,20.297226,20.378828,20.266595,20.221172,20.285922,20.46,20.61
53,66,19.47366,0.03952,19.47209,0.0383,*,*,*,*,19.725958,19.552739,19.539425,19.542021,19.440748,19.298614,19.344566,19.46,19.58
53,68,18.66436,0.0298,18.62855,0.02845,*,*,*,*,19.083921,18.696652,18.528004,18.663783,18.603146,18.370842,18.540106,18.55,18.28
53,70,17.79869,0.01088,17.83491,0.00619,*,*,*,*,18.350029,17.839393,17.512871,17.818803,17.772634,17.385099,17.578047,17.78,17.76
53,72,17.03575,0.00345,17.03611,0.00345,*,*,*,*,17.446447,17.148584,16.860289,17.050918,17.060294,16.597604,16.563025,16.9,16.88
53,74,16.28933,0.00348,16.28934,0.00357,*,*,*,*,16.750446,16.533915,16.304855,16.436078,16.515937,16.107022,16.005533,15.96,16.22
53,76,15.66288,0.00469,15.66585,0.00481,*,*,*,*,16.592566,15.914436,16.033434,16.100961,15.913861,15.595569,15.681169,16.0,15.65
53,78,15.08363,0.00336,15.07822,0.00323,*,*,*,*,16.540566,15.257953,15.657453,15.580561,15.288781,15.023251,15.263338,15.36,15.08
53,80,14.58487,0.0048,14.55818,0.00646,*,*,*,*,16.569237,14.628578,15.201808,15.174472,14.845713,14.640176,15.163898,14.92,14.4
53,82,14.04567,0.00868,14.06352,0.00675,*,*,*,*,15.815144,13.274678,14.586911,13.889963,13.423166,13.800032,14.513005,13.75,14.09
53,84,8.85582,0.02858,8.71975,0.00863,*,*,*,*,9.401254,9.878511,7.45076,8.600718,9.15647,8.22918,7.959316,8.9,8.99
53,86,8.47771,0.04165,8.25733,0.00929,*,*,*,*,9.032333,8.954099,7.602286,8.244109,8.508173,7.987741,7.651933,7.53,8.17
53,88,*,*,7.59834,0.01633,*,*,*,*,8.050268,8.210048,6.881993,7.760999,7.867324,7.359893,7.010709,7.6,7.8
53,90,*,*,*,*,*,*,*,*,7.452031,7.366029,6.02956,6.990934,7.188599,6.655696,6.595038,7.19,7.63
53,92,*,*,*,*,*,*,*,*,7.237587,6.693941,5.401069,6.435596,6.567599,6.132211,6.189162,6.96,7.15
53,94,*,*,*,*,*,*,*,*,7.133025,6.186698,5.319841,6.087984,6.143798,5.80879,6.214985,6.5,6.53
53,96,*,*,*,*,*,*,*,*,6.967221,5.780966,5.278497,5.939948,5.773696,5.713781,5.802002,6.04,5.97
53,98,*,*,*,*,*,*,*,*,6.677685,5.486985,5.033044,5.68841,5.47319,5.472336,5.479479,5.59,5.69
53,100,*,*,*,*,*,*,*,*,6.23757,5.119403,4.764007,5.261201,5.184391,5.039763,5.176421,4.94,5.53
53,102,*,*,*,*,*,*,*,*,5.63217,4.60197,4.15576,4.706776,4.768776,4.470139,4.560106,4.63,4.8
53,104,*,*,*,*,*,*,*,*,5.052251,4.118806,3.261219,4.142286,4.410067,3.977137,3.782512,4.02,4.15
53,106,*,*,*,*,*,*,*,*,4.634918,3.680768,2.552433,3.722148,4.075164,3.648445,3.384979,3.48,3.89
53,108,*,*,*,*,*,*,*,*,4.370567,3.277265,2.307384,3.398419,3.75227,3.397358,3.21092,3.01,3.08
53,110,*,*,*,*,*,*,*,*,4.09598,2.861075,2.213097,3.125571,3.454372,3.07641,2.934878,2.61,2.77
53,112,*,*,*,*,*,*,*,*,3.751816,2.477396,1.990616,2.813612,3.207336,2.7585,2.477079,2.33,2.38
53,114,*,*,*,*,*,*,*,*,3.448926,2.22514,1.432583,2.637891,3.162909,2.558261,1.997847,1.9,1.75
53,116,*,*,*,*,*,*,*,*,3.28847,2.02015,1.345251,2.564675,2.879676,2.448934,1.899709,2.12,2.19
53,118,*,*,*,*,*,*,*,*,3.411404,1.843559,1.526491,2.529966,2.605236,2.359963,2.060415,1.89,1.46
53,120,*,*,*,*,*,*,*,*,3.604901,1.661246,1.751793,2.494602,2.292376,2.216076,1.970112,1.43,2.25
53,122,*,*,*,*,*,*,*,*,3.695851,1.650174,1.937996,2.440702,1.917331,2.04356,2.264452,1.64,2.07
53,124,*,*,*,*,*,*,*,*,4.22237,1.411311,2.45012,2.613053,1.576223,2.127926,2.777925,1.34,1.84
53,126,*,*,*,*,*,*,*,*,3.384222,0.370495,1.516958,1.232988,0.699642,1.17229,1.591997,0.93,1.67
55,42,*,*,*,*,*,*,*,*,38.771338,39.243902,39.857245,39.856556,39.880058,39.888711,*,*,*
55,44,*,*,*,*,*,*,*,*,37.546712,37.555278,39.342712,38.447182,38.358478,39.168805,*,*,*
55,46,*,*,*,*,*,*,*,*,37.474302,37.224144,38.242384,37.78641,37.410637,38.344966,*,*,*
55,48,*,*,*,*,*,*,*,*,35.708414,35.034717,35.801657,35.583884,36.062855,35.947533,*,*,*
55,50,*,*,*,*,*,*,*,*,34.754172,33.309505,33.635177,33.685071,34.559092,33.899688,*,*,*
55,52,*,*,*,*,*,*,*,*,27.644983,29.656655,29.519116,29.787599,28.95239,30.144162,*,*,*
55,54,*,*,*,*,*,*,*,*,27.027361,28.327159,27.963182,28.201747,27.625935,28.481674,*,29.31,*
55,56,*,*,*,*,*,*,*,*,25.707013,26.678746,26.417184,26.538919,26.265467,26.75502,26.65014,27.86,27.64
55,58,*,*,*,*,*,*,*,*,24.56069,24.97759,24.519126,24.943866,24.723116,24.943598,24.914628,25.25,25.47
55,60,*,*,*,*,*,*,*,*,24.262757,23.654031,23.441553,23.857031,23.80992,24.051769,24.28228,24.09,23.89
55,62,*,*,*,*,*,*,*,*,22.948607,22.777108,22.745706,23.005566,22.891131,23.018349,23.068129,23.17,22.85
55,64,22.0049,0.06395,21.95459,0.06395,*,*,*,*,21.748893,21.990442,21.689259,21.889369,21.795889,21.745021,21.851043,21.9,21.97
55,66,20.93805,0.01963,20.93991,0.01996,*,*,*,*,20.910886,21.126314,21.031069,20.979677,20.875834,20.791485,20.812878,21.19,21.16
55,68,20.08581,0.01837,20.08395,0.01873,*,*,*,*,20.391244,20.209913,20.114467,20.095121,20.021304,19.855204,20.078645,19.92,20.02
55,70,19.18654,0.01437,19.18694,0.01437,*,*,*,*,19.686198,19.206912,18.824384,19.117946,19.069514,18.825306,19.068575,18.98,18.99
55,72,18.29508,0.00954,18.29484,0.00954,*,*,*,*,18.601071,18.285764,17.78159,18.123466,18.071146,17.781986,17.937373,18.25,18.09
55,74,17.40304,0.00723,17.40173,0.0072,*,*,*,*,17.485097,17.58926,17.240132,17.450911,17.369935,17.061789,16.879513,17.3,17.39
55,76,16.702,0.00679,16.70217,0.00673,*,*,*,*,17.210945,17.019399,17.039708,17.017277,16.929384,16.606409,16.604253,16.47,16.52
55,78,16.15381,0.00502,16.15478,0.00497,*,*,*,*,17.221429,16.322978,16.640891,16.505096,16.409875,16.106399,16.281736,16.4,16.19
55,80,15.65353,0.001,15.65335,0.00099,*,*,*,*,17.119125,15.517746,15.871437,15.899722,15.894321,15.4667,15.932831,16.19,15.41
55,82,15.10638,0.0011,15.1066,0.00105,*,*,*,*,16.688174,14.473448,15.67331,15.295181,14.81911,15.037311,15.786161,15.12,15.07
55,84,10.29795,0.00313,10.29795,0.00313,*,*,*,*,11.189701,11.440696,9.226,10.065515,10.492638,9.728189,9.402929,10.18,10.29
55,86,9.91862,0.01099,9.91924,0.00972,*,*,*,*,10.518134,10.677423,9.379585,10.121862,10.108161,9.673508,9.213817,9.27,10.09
55,88,9.33714,0.02605,9.34062,0.01191,*,*,*,*,9.573637,9.655923,8.731465,9.284681,9.339396,8.934352,8.460725,9.52,9.61
55,90,8.52821,0.02552,8.52154,0.01181,*,*,*,*,9.187693,8.801696,7.687693,8.518712,8.576208,8.130219,8.17041,8.8,8.95
55,92,8.10492,0.05322,8.00828,0.01235,*,*,*,*,9.120292,8.120123,7.100358,7.960072,7.954328,7.584324,8.118712,8.34,8.44
55,94,*,*,*,*,*,*,*,*,8.722022,7.639005,7.032937,7.68078,7.592039,7.344414,7.652556,7.94,7.96
55,96,*,*,*,*,*,*,*,*,8.225398,7.266836,6.6812,7.3428,7.278036,7.030476,7.056976,7.32,7.55
55,98,*,*,*,*,*,*,*,*,7.906328,6.860194,6.370881,6.925509,6.851655,6.661017,6.667989,6.83,6.93
55,100,*,*,*,*,*,*,*,*,7.47398,6.335664,6.019855,6.439422,6.302332,6.162135,6.296203,6.2,6.25
55,102,*,*,*,*,*,*,*,*,6.849812,5.737336,5.318891,5.811123,5.731269,5.516742,5.622055,5.89,5.94
55,104,*,*,*,*,*,*,*,*,6.135656,5.178574,4.345125,5.148972,5.277829,4.91352,4.782655,5.1,5.32
55,106,*,*,*,*,*,*,*,*,5.530071,4.691362,3.534864,4.631644,4.933175,4.498373,4.316829,4.47,4.75
55,108,*,*,*,*,*,*,*,*,5.193946,4.280946,3.276365,4.297708,4.60152,4.223767,4.145339,4.01,4.27
55,110,*,*,*,*,*,*,*,*,4.948308,3.841549,3.212897,4.023537,4.267225,3.924629,3.900699,3.56,3.94
55,112,*,*,*,*,*,*,*,*,4.641414,3.418493,3.026906,3.693329,3.950924,3.598469,3.44491,3.2,3.2
55,114,*,*,*,*,*,*,*,*,4.255607,3.032527,2.378419,3.351084,3.69403,3.334935,2.920312,2.87,2.81
55,116,*,*,*,*,*,*,*,*,3.858914,2.712576,1.708035,3.087063,3.504055,3.128338,2.662812,2.59,2.65
55,118,*,*,*,*,*,*,*,*,3.655319,2.491626,1.908562,3.038485,3.342042,2.976098,2.623596,2.72,2.89
55,120,*,*,*,*,*,*,*,*,3.907092,2.333272,2.350543,3.096362,3.109553,2.910217,2.691495,2.07,2.43
55,122,*,*,*,*,*,*,*,*,4.297394,2.229713,2.593528,3.014982,2.683836,2.830209,2.913775,2.49,2.38
55,124,*,*,*,*,*,*,*,*,4.797119,2.254171,3.179611,3.542267,2.293244,3.030989,3.779263,2.22,2.74
55,126,*,*,*,*,*,*,*,*,4.362856,1.38406,2.633712,2.283201,1.705254,2.229986,2.650603,1.76,2.73
55,128,*,*,*,*,*,*,*,*,*,*,*,*,0.152792,*,*,*,*
55,130,*,*,*,*,*,*,*,*,*,*,*,*,0.154506,*,*,*,*
57,42,*,*,*,*,*,*,*,*,39.728383,40.437394,41.132798,40.966582,40.963388,41.087656,*,*,*
57,44,*,*,*,*,*,*,*,*,38.898645,39.05458,40.897448,40.138935,39.59425,40.614484,*,*,*
57,46,*,*,*,*,*,*,*,*,38.815078,38.789284,39.925615,39.334398,39.076956,39.899735,*,*,*
57,48,*,*,*,*,*,*,*,*,36.85705,36.497609,37.320547,37.054107,37.30282,37.452352,*,*,*
57,50,*,*,*,*,*,*,*,*,35.57773,34.354307,34.521233,34.598318,35.805771,34.950643,*,*,*
57,52,*,*,*,*,*,*,*,*,29.781963,31.608836,31.678755,31.85402,30.821338,32.210541,*,*,*
57,54,*,*,*,*,*,*,*,*,29.091292,30.158048,30.084298,30.217325,29.641494,30.588377,*,*,*
57,56,*,*,*,*,*,*,*,*,27.863764,28.510135,28.483643,28.513815,28.209753,28.837958,28.75167,29.95,*
57,58,*,*,*,*,*,*,*,*,27.268032,26.672481,26.948438,27.192008,26.92166,27.378445,27.491597,27.77,27.58
57,60,*,*,*,*,*,*,*,*,26.582051,25.749816,26.057072,26.20816,26.180952,26.561044,26.705646,26.4,26.89
57,62,*,*,*,*,*,*,*,*,24.515086,24.653386,24.545924,24.832138,24.733017,24.742573,24.826342,24.82,24.61
57,64,*,*,*,*,*,*,*,*,23.110525,23.478117,23.053806,23.315754,23.236093,23.186748,23.300496,23.33,23.32
57,66,*,*,*,*,*,*,*,*,21.921765,22.425785,22.245804,22.251136,22.140518,22.08365,21.960477,22.58,22.33
57,68,*,*,*,*,*,*,*,*,21.419393,21.48037,21.35911,21.310507,21.251106,21.116045,21.292858,21.3,21.31
57,70,20.27901,0.03669,20.27926,0.03677,*,*,*,*,20.718283,20.465915,19.995986,20.279411,20.288305,20.030626,20.290804,20.27,20.23
57,72,19.57298,0.03333,19.5711,0.03364,*,*,*,*,19.557476,19.445556,18.761734,19.176866,19.185261,18.908052,19.162507,19.26,19.5
57,74,18.58577,0.03491,18.58732,0.03517,*,*,*,*,18.229939,18.708901,18.151269,18.421893,18.272792,18.115948,18.040988,18.49,18.55
57,76,17.86776,0.03952,17.86776,0.03952,*,*,*,*,18.000853,18.208481,18.068674,18.090144,17.896669,17.741289,17.734419,17.72,17.89
57,78,17.29876,0.02968,17.29157,0.02949,*,*,*,*,18.163483,17.593007,17.835716,17.680862,17.552237,17.328957,17.514976,17.17,17.13
57,80,16.59277,0.01673,16.64001,0.00957,*,*,*,*,18.040588,16.659991,17.114484,16.920444,16.824294,16.682164,17.099516,17.16,16.37
57,82,16.27335,0.0136,16.22816,0.00259,*,*,*,*,17.567641,15.587557,16.626714,16.532263,16.148504,16.239478,17.182523,16.56,16.42
57,84,11.84948,0.00431,11.84806,0.00429,*,*,*,*,12.493166,12.884973,10.53345,11.534648,11.890607,10.99408,10.541457,11.49,11.67
57,86,11.39149,0.01587,11.38251,0.00843,*,*,*,*,11.79889,11.931759,10.756724,11.311654,11.471322,10.940677,10.393128,10.94,11.38
57,88,10.9424,0.09139,10.80644,0.01429,*,*,*,*,11.126228,11.005646,10.336889,10.733383,10.771274,10.358791,9.784584,11.14,10.86
57,90,10.0042,0.10209,9.98571,0.01629,*,*,*,*,11.30744,10.145819,9.451044,10.068849,10.036793,9.614972,9.787182,10.47,10.3
57,92,*,*,9.68416,0.20055,*,*,*,*,11.180055,9.442289,9.318652,9.830551,9.652364,9.487053,10.061882,9.99,10.14
57,94,*,*,9.23305,0.47931,*,*,*,*,10.260551,9.239166,8.792573,9.351906,9.234605,8.975237,9.195275,9.32,9.5
57,96,*,*,*,*,*,*,*,*,9.47924,8.793938,8.068468,8.730698,8.716344,8.349183,8.323024,8.63,8.79
57,98,*,*,*,*,*,*,*,*,9.01176,8.232309,7.66659,8.169073,8.157675,7.834971,7.759509,8.04,8.25
57,100,*,*,*,*,*,*,*,*,8.564649,7.568635,7.186525,7.577452,7.495449,7.249005,7.33784,7.46,7.5
57,102,*,*,*,*,*,*,*,*,7.920593,6.826894,6.320337,6.853858,6.76057,6.502844,6.634548,6.85,6.69
57,104,*,*,*,*,*,*,*,*,7.052804,6.14401,5.274602,6.082697,6.149985,5.803815,5.705258,6.12,6.08
57,106,*,*,*,*,*,*,*,*,6.254896,5.593315,4.347818,5.444956,5.709543,5.272272,5.146084,5.47,6.16
57,108,*,*,*,*,*,*,*,*,5.80441,5.153255,4.116,5.034869,5.334845,4.893953,5.018988,4.85,5.33
57,110,*,*,*,*,*,*,*,*,5.570002,4.838373,4.234184,4.833805,4.979004,4.725023,4.869042,4.51,4.76
57,112,*,*,*,*,*,*,*,*,5.502999,4.431382,4.108334,4.606544,4.618474,4.494655,4.464889,4.11,4.35
57,114,*,*,*,*,*,*,*,*,5.24949,3.987717,3.399471,4.190216,4.303157,4.185111,3.926221,3.77,3.69
57,116,*,*,*,*,*,*,*,*,4.683902,3.567421,2.4476,3.795756,4.087731,3.88157,3.56638,3.45,3.53
57,118,*,*,*,*,*,*,*,*,4.248563,3.294221,2.481758,3.679544,3.984088,3.664922,3.393064,3.48,3.36
57,120,*,*,*,*,*,*,*,*,4.283432,3.144051,2.954759,3.788118,3.892505,3.63245,3.538664,3.02,3.44
57,122,*,*,*,*,*,*,*,*,4.988066,3.048078,3.246614,3.825202,3.602211,3.670473,3.771765,2.94,3.12
57,124,*,*,*,*,*,*,*,*,5.632314,3.176113,4.179572,4.46246,3.16603,4.214026,4.954824,3.33,3.86
57,126,*,*,*,*,*,*,*,*,5.272094,2.374773,3.655685,3.291813,2.725349,3.262999,3.652971,2.5,3.39
57,128,*,*,*,*,*,*,*,*,0.504907,0.362729,*,*,0.692637,0.037321,*,*,*
57,130,*,*,*,*,*,*,*,*,0.347108,*,*,*,0.760148,*,*,*,*
57,132,*,*,*,*,*,*,*,*,0.422603,*,*,*,0.431472,*,*,*,*
57,134,*,*,*,*,*,*,*,*,*,*,*,*,0.08365,*,*,*,*
57,140,*,*,*,*,*,*,*,*,0.129448,*,*,*,*,*,*,*,*
57,142,*,*,*,*,*,*,*,*,0.127764,*,*,*,*,*,*,*,*
59,46,*,*,*,*,*,*,*,*,39.741909,40.126157,41.409491,40.763291,40.689376,41.340198,*,*,*
59,48,*,*,*,*,*,*,*,*,37.962789,37.988054,38.943937,38.519665,38.683512,38.980996,*,*,*
59,50,*,*,*,*,*,*,*,*,36.29095,35.709349,35.956008,35.976628,36.879693,36.324437,*,*,*
59,52,*,*,*,*,*,*,*,*,32.2461,33.180251,33.300079,33.537715,32.670284,33.983307,*,*,*
59,54,*,*,*,*,*,*,*,*,31.045678,31.784249,31.920751,32.036857,31.537571,32.418377,*,*,*
59,56,*,*,*,*,*,*,*,*,30.243481,30.22997,30.692177,30.629119,30.176425,30.946879,*,*,*
59,58,*,*,*,*,*,*,*,*,29.803615,28.876432,29.817387,29.725268,29.427386,30.103727,*,30.7,*
59,60,*,*,*,*,*,*,*,*,28.507154,28.000287,28.54733,28.430965,28.316347,28.774443,28.901687,28.8,28.17
59,62,*,*,*,*,*,*,*,*,26.1296,26.417646,26.032118,26.402844,26.376515,26.317932,26.492289,26.49,26.96
59,64,*,*,*,*,*,*,*,*,24.53622,24.850745,24.423199,24.722801,24.745218,24.656886,24.731905,24.9,24.87
59,66,*,*,*,*,*,*,*,*,23.017566,23.654961,23.384579,23.511231,23.461678,23.396142,23.130893,23.78,23.47
59,68,*,*,*,*,*,*,*,*,22.344703,22.628277,22.443667,22.476069,22.454561,22.329791,22.363622,22.59,23.02
59,70,*,*,*,*,*,*,*,*,21.609375,21.576966,21.158316,21.376901,21.446823,21.176097,21.357636,21.48,21.59
59,72,20.64734,0.06008,20.66973,0.05565,*,*,*,*,20.45993,20.48387,19.978753,20.180319,20.31729,19.98152,20.11983,20.29,20.67
59,74,19.80198,0.05364,19.77956,0.04863,*,*,*,*,19.153168,19.736559,18.816428,19.274306,19.156121,19.088203,19.29442,19.65,19.57
59,76,19.14091,0.0172,19.14091,0.0172,*,*,*,*,18.813002,19.461644,19.078333,19.205298,18.756337,18.942077,18.97226,18.82,18.89
59,78,18.38408,0.01669,18.40847,0.01435,*,*,*,*,18.828718,18.961502,19.132969,18.920928,18.673033,18.608682,18.80474,18.27,18.32
59,80,17.78864,0.01418,17.75974,0.01128,*,*,*,*,19.137701,18.024428,18.451017,18.274472,18.051897,17.997346,18.533576,18.19,17.52
59,82,17.34019,0.00782,17.33948,0.00781,*,*,*,*,18.805861,16.964474,18.032563,17.826429,17.419019,17.736763,18.814271,17.87,17.67
59,84,13.19524,0.00193,13.19524,0.00192,*,*,*,*,13.388667,13.935522,11.484746,12.633054,13.125779,12.021059,11.480464,12.82,12.94
59,86,12.70097,0.0072,12.70033,0.00717,*,*,*,*,12.879042,13.009599,11.825582,12.40231,12.746447,11.979069,11.37555,12.38,12.69
59,88,11.96554,0.024,11.96076,0.01735,*,*,*,*,12.819351,12.193354,11.77322,12.119522,12.230361,11.699036,10.864726,12.7,12.36
59,90,11.74444,0.08523,11.73793,0.01868,*,*,*,*,13.615742,11.40158,11.538168,11.843034,11.732046,11.387803,11.754007,11.93,11.73
59,92,11.85686,0.08524,11.8829,0.01527,*,*,*,*,13.073262,11.152326,11.609752,11.8179,11.533897,11.533371,11.958705,11.78,11.38
59,94,11.00052,0.10616,10.93147,0.01664,*,*,*,*,11.794745,10.897522,10.391693,10.925754,10.793489,10.53403,10.736654,10.78,10.91
59,96,*,*,9.98944,0.0209,*,*,*,*,10.808769,10.205081,9.398033,10.026831,9.993474,9.605756,9.632604,9.94,10.07
59,98,*,*,*,*,*,*,*,*,10.05177,9.48538,8.887203,9.346138,9.35777,8.959912,8.802417,9.25,9.4
59,100,*,*,*,*,*,*,*,*,9.516469,8.730476,8.294819,8.668017,8.660913,8.301359,8.32303,8.57,8.69
59,102,*,*,*,*,*,*,*,*,8.875908,7.914824,7.277538,7.884502,7.848018,7.506326,7.655245,7.97,8.09
59,104,*,*,*,*,*,*,*,*,7.956712,7.146356,6.249993,7.067701,7.138649,6.773013,6.641852,7.09,7.3
59,106,*,*,*,*,*,*,*,*,7.071131,6.497607,5.408258,6.327101,6.578375,6.130252,5.904768,6.36,6.85
59,108,*,*,*,*,*,*,*,*,6.405431,5.933577,4.423615,5.704489,6.064786,5.500682,5.720475,5.88,6.03
59,110,*,*,*,*,*,*,*,*,6.032991,5.576267,5.267469,5.426475,5.642491,5.281972,5.714281,5.3,6.01
59,112,*,*,*,*,*,*,*,*,6.009927,5.513628,5.178688,5.517379,5.267671,5.403793,5.421522,5.03,5.5
59,114,*,*,*,*,*,*,*,*,6.334291,5.017964,4.431117,5.090905,4.907179,5.053199,4.933559,4.66,4.69
59,116,*,*,*,*,*,*,*,*,5.663265,4.53195,3.34424,4.58521,4.600024,4.636765,4.489539,4.33,4.62
59,118,*,*,*,*,*,*,*,*,4.991039,4.199735,3.20029,4.390113,4.542772,4.344977,4.464987,4.39,3.96
59,120,*,*,*,*,*,*,*,*,4.902752,4.04444,3.62411,4.523131,4.648822,4.359991,4.582253,3.69,3.79
59,122,*,*,*,*,*,*,*,*,5.810399,4.007215,4.207747,4.72548,4.516076,4.699353,4.644012,3.76,4.23
59,124,*,*,*,*,*,*,*,*,6.471944,4.405993,5.157238,5.609656,4.331976,5.419049,5.764813,4.26,4.57
59,126,*,*,*,*,*,*,*,*,6.131266,3.367471,4.616691,4.255854,3.749421,4.232554,4.581066,3.35,4.25
59,128,*,*,*,*,*,*,*,*,1.166003,1.143669,*,0.484844,1.130779,0.598781,0.164974,*,0.37
59,130,*,*,*,*,*,*,*,*,0.696597,0.214609,*,*,1.238295,0.229483,*,*,*
59,132,*,*,*,*,*,*,*,*,1.071488,0.295423,*,0.101741,1.021096,0.407822,*,*,*
59,134,*,*,*,*,*,*,*,*,0.58399,*,*,*,0.719781,0.192918,*,*,*
59,136,*,*,*,*,*,*,*,*,0.314864,*,*,*,0.389554,*,*,*,*
59,138,*,*,*,*,*,*,*,*,1.237897,*,*,*,0.036533,*,*,*,*
59,140,*,*,*,*,*,*,*,*,1.365707,*,*,*,0.065795,*,*,*,*
59,142,*,*,*,*,*,*,*,*,1.141785,*,*,*,*,*,*,*,*
59,144,*,*,*,*,*,*,*,*,0.685898,*,*,*,*,*,*,*,*
59,146,*,*,*,*,*,*,*,*,0.013234,*,*,*,*,*,*,*,*
61,50,*,*,*,*,*,*,*,*,37.391339,37.303847,37.70818,37.637417,38.101434,38.08187,*,*,*
61,52,*,*,*,*,*,*,*,*,34.255911,34.630397,34.952064,35.223944,34.354343,35.565289,*,*,*
61,54,*,*,*,*,*,*,*,*,32.80814,33.285541,33.581548,33.679051,33.373605,34.027477,*,*,*
61,56,*,*,*,*,*,*,*,*,32.30479,32.045928,32.81196,32.67763,32.128287,33.068754,*,*,*
61,58,*,*,*,*,*,*,*,*,31.563307,31.104875,31.977801,31.725634,31.544788,32.166669,*,*,*
61,60,*,*,*,*,*,*,*,*,30.30252,29.692171,30.283375,30.099873,30.076918,30.500181,*,*,*
61,62,*,*,*,*,*,*,*,*,27.754433,27.897826,27.590641,27.965044,28.008955,27.929702,*,28.6,29.17
61,64,*,*,*,*,*,*,*,*,25.960286,26.313532,25.917969,26.231013,26.310697,26.212627,26.23228,26.38,26.84
