Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,new_other,new_other_sd,SKM*,SKP,SLY4,SVMIN,UNEDF0,UNEDF1,UNEDF2,FRDM2012,HFB24
17,6,*,*,*,*,*,*,*,*,*,*,*,*,-7.636329,-7.794188,-8.288345,-7.178576,-7.23206,-6.947355,*,*,*
17,8,*,*,*,*,*,*,*,*,*,*,*,*,-6.055283,-6.030657,-6.500411,-5.708555,-5.811458,-5.845914,-6.588402,-6.62,-8.43
17,10,*,*,*,*,*,*,*,*,*,*,*,*,-4.181932,-3.917219,-4.313475,-3.747712,-4.09016,-3.979091,-4.64322,-4.81,-5.68
17,12,*,*,*,*,*,*,*,*,*,*,*,*,-2.104427,-1.628101,-1.942101,-1.572724,-2.074408,-1.764115,-2.339899,-2.08,-3.71
17,14,0.2936,0.05009,0.26427,0.00345,*,*,*,*,*,*,*,*,0.05277,0.662602,0.463003,0.717363,0.132467,0.677429,0.184207,0.18,-0.37
17,16,2.27671,0.00044,2.27677,0.00039,*,*,*,*,*,*,*,*,2.229369,3.022988,2.80516,2.984696,2.349903,3.110654,2.657613,2.13,0.59
17,18,6.37072,0.0001,6.37081,4e-05,*,*,*,*,*,*,*,*,4.772647,5.485173,5.331764,5.421409,4.789478,5.812035,5.332616,6.33,6.18
17,20,8.38643,0.00019,8.38638,0.00019,*,*,*,*,*,*,*,*,7.154203,7.886892,7.763805,7.811293,7.129318,8.432014,7.99373,8.27,7.13
17,22,10.22798,0.00738,10.22797,0.00738,*,*,*,*,*,*,*,*,9.156061,9.979539,9.954537,9.961175,9.291226,10.736113,10.357575,10.4,9.73
17,24,11.72959,0.15712,11.75831,0.06884,*,*,*,*,*,*,*,*,11.065155,11.978794,11.674073,11.837848,11.420002,12.419346,11.973499,12.31,12.27
17,26,13.77964,0.20049,13.81073,0.06192,*,*,*,*,*,*,*,*,12.778172,13.77957,13.478892,13.581012,13.242901,14.358237,14.055853,13.76,14.52
17,28,16.53545,0.4135,16.34728,0.13626,*,*,*,*,*,*,*,*,14.667617,15.517644,15.548562,15.420785,15.069608,16.283225,16.205543,15.73,16.57
17,30,*,*,*,*,*,*,*,*,*,*,*,*,16.138425,17.247849,17.048015,17.170455,16.699114,18.04432,18.061807,17.08,17.62
17,32,*,*,*,*,*,*,*,*,*,*,*,*,17.341681,18.631812,18.648727,18.353089,17.907384,19.351472,19.234324,18.61,19.2
17,34,*,*,*,*,*,*,*,*,*,*,*,*,18.401084,19.924334,19.878868,19.453568,18.932742,20.293825,20.150847,20.05,20.32
17,36,*,*,*,*,*,*,*,*,*,*,*,*,19.811628,21.381422,21.361825,20.836644,20.292519,21.711152,21.570207,20.82,21.66
17,38,*,*,*,*,*,*,*,*,*,*,*,*,21.234809,22.859567,22.874187,22.247495,21.610394,23.075114,23.029641,22.73,22.36
17,40,*,*,*,*,*,*,*,*,*,*,*,*,22.284747,24.246942,24.352908,23.571215,22.802134,24.234969,24.347718,24.17,**
17,42,*,*,*,*,*,*,*,*,*,*,*,*,22.853714,25.432248,25.672085,24.637531,23.731578,24.905512,24.694166,26.11,24.77
17,44,*,*,*,*,*,*,*,*,*,*,*,*,23.762568,25.973482,26.148255,25.140925,24.404086,25.286847,25.284213,26.71,25.34
17,46,*,*,*,*,*,*,*,*,*,*,*,*,24.796171,26.863365,27.004802,25.893429,25.135591,25.980526,26.178247,27.51,25.77
17,48,*,*,*,*,*,*,*,*,*,*,*,*,25.856218,27.742984,27.857946,26.689434,25.872272,26.753272,27.176994,28.99,**
17,50,*,*,*,*,*,*,*,*,*,*,*,*,27.055406,28.765399,28.775666,27.477467,26.68396,27.417195,27.975261,29.4,**
17,52,*,*,*,*,*,*,*,*,*,*,*,*,28.248422,29.59144,29.753168,28.221533,27.385595,28.059033,**,29.56,**
17,54,*,*,*,*,*,*,*,*,*,*,*,*,28.992463,30.377226,30.539901,28.926587,28.053767,28.671902,**,31.18,**
