Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,SKM*,SKP,SLY4,SVMIN,UNEDF0,UNEDF1,UNEDF2,FRDM2012,HFB24
36,37,8.01336,0.03226,7.98319,0.00715,*,*,*,*,*,*,7.689124,7.412731,7.061501,7.182448,6.660124,7.476508,7.684793,8.1,7.21
36,39,10.68392,0.01341,10.67418,0.01099,*,*,*,*,*,*,10.252127,9.844539,9.801131,9.7436,8.973027,10.284376,10.371741,10.61,9.49
36,41,12.57837,0.00257,12.5779,0.00196,*,*,*,*,*,*,12.119296,12.220993,12.338422,12.157035,11.379265,12.934298,12.583755,12.41,11.21
36,43,14.42108,0.00372,14.42071,0.00349,*,*,*,*,*,*,13.437048,14.344915,14.424703,14.262449,13.733352,15.146731,14.734508,14.32,12.84
36,45,16.35438,0.00228,16.35666,0.0011,*,*,*,*,*,*,14.728208,16.247329,16.180393,16.156389,15.937173,17.029446,16.826499,16.72,15.04
36,47,18.17013,0.00333,18.17959,0.00099,*,*,*,*,*,*,16.689021,18.344274,18.357002,18.334371,18.113824,19.277753,19.162962,18.72,17.05
36,49,20.71755,0.0041,20.71774,0.00364,*,*,*,*,*,*,19.087743,20.650258,21.005964,20.805226,20.416751,21.918399,22.040176,20.98,19.62
36,51,22.8591,0.0299,22.87383,0.00262,*,*,*,*,*,*,21.003357,22.733429,23.09443,22.890091,22.474261,24.092637,24.327613,23.27,21.61
36,53,24.72263,0.06492,24.6876,0.0031,*,*,*,*,*,*,22.425084,24.521411,24.344265,24.474212,24.167215,25.647014,25.908466,24.61,23.45
36,55,*,*,26.55951,0.00435,*,*,*,*,*,*,24.076799,26.23882,25.531228,26.025019,25.710253,27.223834,27.728766,26.12,25.12
36,57,*,*,28.13381,0.43315,*,*,*,*,*,*,25.590891,27.913238,27.235657,27.548657,27.137218,28.710097,29.41931,27.98,26.91
36,59,*,*,*,*,*,*,*,*,*,*,27.503964,29.508267,29.376296,29.077965,28.753153,30.143577,30.629901,30.03,28.57
36,61,*,*,*,*,*,*,*,*,*,*,29.87949,31.087308,31.310172,30.702011,30.554509,31.675704,32.049364,32.21,30.26
36,63,*,*,*,*,*,*,*,*,*,*,31.80249,32.692783,33.128389,32.375851,32.243518,33.280388,33.785913,34.26,32.14
36,65,*,*,*,*,*,*,*,*,*,*,33.420036,34.335542,34.949623,34.048488,33.835161,34.92626,35.385044,35.67,33.66
36,67,*,*,*,*,*,*,*,*,*,*,34.840993,36.015074,36.762581,35.697504,35.270835,36.56131,36.960286,37.15,35.24
36,69,*,*,*,*,*,*,*,*,*,*,36.032932,37.7112,38.582109,37.341746,36.692507,38.171185,38.330182,38.58,36.34
36,71,*,*,*,*,*,*,*,*,*,*,37.02771,39.221424,39.981887,38.826596,38.308757,39.406706,39.438435,40.02,38.37
36,73,*,*,*,*,*,*,*,*,*,*,37.853601,40.504191,41.236256,40.125898,39.618586,40.317712,40.449347,41.0,39.37
36,75,*,*,*,*,*,*,*,*,*,*,38.472885,41.943169,42.769323,41.528531,40.742322,41.500198,41.701928,42.56,40.74
36,77,*,*,*,*,*,*,*,*,*,*,39.838477,43.589166,44.438928,43.063725,42.03677,42.927641,43.445392,44.62,42.13
36,79,*,*,*,*,*,*,*,*,*,*,42.262482,45.212247,46.491075,44.758021,43.229522,44.304697,45.684634,45.49,44.24
36,81,*,*,*,*,*,*,*,*,*,*,44.695998,46.685454,48.61714,46.380765,44.301125,45.481947,47.932199,47.2,44.84
36,83,*,*,*,*,*,*,*,*,*,*,46.023358,47.956694,49.907289,47.435536,45.256848,46.555593,49.351998,48.52,46.49
36,85,*,*,*,*,*,*,*,*,*,*,46.420024,49.147983,50.501115,48.22537,46.328409,47.754899,49.887092,49.68,48.02
36,87,*,*,*,*,*,*,*,*,*,*,46.947438,50.18853,51.079804,48.989336,47.426422,48.82917,50.362402,*,48.86
36,89,*,*,*,*,*,*,*,*,*,*,47.683599,51.098611,51.754785,49.689075,48.300795,49.66327,51.111677,*,*
36,91,*,*,*,*,*,*,*,*,*,*,48.523917,52.04335,52.517921,50.458301,49.11111,50.493023,51.952636,*,*
36,93,*,*,*,*,*,*,*,*,*,*,49.457835,53.055963,53.332018,51.318884,49.938004,51.377808,52.825448,*,*
36,95,*,*,*,*,*,*,*,*,*,*,50.189394,53.912675,54.062945,52.085168,50.841801,52.258413,*,*,*
36,97,*,*,*,*,*,*,*,*,*,*,50.642841,54.517023,54.650454,52.605686,51.555594,52.850136,*,*,*
36,99,*,*,*,*,*,*,*,*,*,*,51.081269,55.08951,55.180057,53.03717,51.987534,53.195111,*,*,*
36,101,*,*,*,*,*,*,*,*,*,*,51.55283,55.648588,55.857296,53.508556,52.448496,53.499068,*,*,*
36,103,*,*,*,*,*,*,*,*,*,*,52.217143,56.160246,56.7598,54.088293,53.084583,53.766993,*,*,*
36,105,*,*,*,*,*,*,*,*,*,*,52.899472,56.691285,57.552861,54.85405,53.878459,53.996829,*,*,*
36,107,*,*,*,*,*,*,*,*,*,*,53.638732,57.337906,58.157211,55.572004,54.530083,54.352307,*,*,*
38,15,*,*,*,*,*,*,*,*,*,*,-18.863871,-19.332009,-20.134124,-18.807451,-18.479841,-18.190572,*,*,*
38,17,*,*,*,*,*,*,*,*,*,*,-17.958024,-18.317879,-18.92481,-17.815457,-17.57569,-17.512626,*,*,*
38,19,*,*,*,*,*,*,*,*,*,*,-16.173609,-16.435197,-16.763397,-16.023136,-15.972853,-16.179804,*,*,*
38,21,*,*,*,*,*,*,*,*,*,*,-13.923855,-14.021417,-14.151786,-13.705741,-13.903838,-14.1422,*,*,*
38,23,*,*,*,*,*,*,*,*,*,*,-11.113779,-11.644119,-11.701349,-11.366586,-11.762606,-11.898411,*,*,*
38,25,*,*,*,*,*,*,*,*,*,*,-8.707099,-9.268661,-9.373657,-9.126414,-9.547765,-9.779684,*,*,*
38,27,*,*,*,*,*,*,*,*,*,*,-7.120439,-6.886234,-7.064847,-6.969493,-7.273831,-7.481702,*,*,*
38,29,*,*,*,*,*,*,*,*,*,*,-5.252524,-4.547525,-4.998625,-4.84485,-5.062708,-5.235295,-5.153175,*,-7.67
38,31,*,*,*,*,*,*,*,*,*,*,-3.113799,-2.269369,-3.006712,-2.835016,-2.902316,-3.085276,-2.953116,-4.37,-5.29
38,33,*,*,*,*,*,*,*,*,*,*,-0.56343,-0.124561,-0.742886,-0.656724,-0.662992,-0.771824,-0.72206,-1.83,-3.14
38,35,*,*,*,*,*,*,*,*,*,*,2.384385,2.136282,1.872763,1.885869,1.726903,1.91612,2.01963,0.3,-0.98
38,37,4.64787,0.22022,4.64488,0.2201,*,*,*,*,*,*,5.233865,4.890495,4.817697,4.508259,4.621986,5.032975,5.202059,4.43,2.61
38,39,8.05838,0.01235,8.05775,0.01133,*,*,*,*,*,*,7.643624,7.582281,7.729861,7.240029,7.239397,7.948935,8.127981,8.0,6.42
38,41,9.88508,0.00861,9.88539,0.00861,*,*,*,*,*,*,9.66317,9.885443,10.307485,9.807126,9.175128,10.401186,10.617822,9.99,8.63
38,43,11.66291,0.00732,11.66381,0.00468,*,*,*,*,*,*,11.220307,12.094722,12.356316,12.046158,11.277425,12.630231,12.626874,11.25,10.35
38,45,13.67934,0.0104,13.67937,0.00692,*,*,*,*,*,*,12.588446,14.19241,14.107305,14.101836,13.336813,14.653303,14.381628,13.67,12.2
38,47,15.6988,0.00391,15.69059,0.00281,*,*,*,*,*,*,14.550716,16.332567,16.278584,16.256261,15.534098,16.907751,16.834696,15.94,14.92
38,49,17.97809,0.00222,17.97768,0.002,*,*,*,*,*,*,17.023849,18.476656,18.889881,18.48983,17.921367,19.360343,19.503013,17.96,16.81
38,51,20.07766,0.00112,20.07744,0.00026,*,*,*,*,*,*,18.823461,20.250901,20.795963,20.299151,19.788921,21.290177,21.487905,19.91,18.59
38,53,21.4966,0.05193,21.69408,0.00586,*,*,*,*,*,*,20.146952,21.769853,22.105859,21.797054,21.320969,22.813061,23.174931,21.87,20.32
38,55,23.35222,0.05761,23.68981,0.00788,*,*,*,*,*,*,21.718605,23.421904,23.55085,23.323885,22.964791,24.449049,25.044507,23.13,22.24
38,57,25.67724,0.10056,25.5615,0.00633,*,*,*,*,*,*,23.556111,25.129574,24.907381,24.819708,24.561488,25.972906,26.831955,25.07,23.77
38,59,*,*,27.00048,0.01893,*,*,*,*,*,*,25.741429,26.574536,26.774166,26.35725,26.164184,27.34653,28.222712,27.22,25.52
38,61,*,*,29.67585,0.1305,*,*,*,*,*,*,27.877726,28.041424,29.341235,28.339824,28.133805,29.152801,29.854985,29.09,27.11
38,63,*,*,*,*,*,*,*,*,*,*,29.702821,29.726311,31.538054,30.38271,30.159659,31.121352,31.754938,30.74,29.03
38,65,*,*,*,*,*,*,*,*,*,*,31.263451,31.422655,33.179989,32.064585,31.945858,32.77834,33.272188,32.6,30.39
38,67,*,*,*,*,*,*,*,*,*,*,32.543689,33.06755,34.644803,33.596947,33.537628,34.275656,34.470612,33.94,32.04
38,69,*,*,*,*,*,*,*,*,*,*,33.761433,34.879362,36.10142,34.994272,34.712082,35.682073,35.660447,35.48,33.89
38,71,*,*,*,*,*,*,*,*,*,*,35.033108,36.889874,37.61653,36.556159,35.873906,37.352422,36.829343,36.63,35.14
38,73,*,*,*,*,*,*,*,*,*,*,36.149441,38.813322,39.181009,38.330917,37.425572,39.161636,38.268172,37.96,36.41
38,75,*,*,*,*,*,*,*,*,*,*,37.351132,40.498476,40.824059,39.889513,38.886464,40.582432,40.098028,39.84,37.66
38,77,*,*,*,*,*,*,*,*,*,*,38.924266,42.089928,42.442596,41.381043,40.21445,41.897727,41.880471,41.26,39.98
38,79,*,*,*,*,*,*,*,*,*,*,40.819397,43.787956,44.179471,42.949823,41.699952,43.479308,43.606371,42.88,41.24
38,81,*,*,*,*,*,*,*,*,*,*,42.521071,45.35162,45.843819,44.398717,43.071792,45.010876,45.095021,43.99,44.4
38,83,*,*,*,*,*,*,*,*,*,*,43.6471,46.508159,47.065598,45.535214,44.081798,45.912539,46.173269,45.31,45.19
38,85,*,*,*,*,*,*,*,*,*,*,44.34667,47.23696,47.831134,46.131142,44.84096,46.247365,46.81947,46.57,44.88
38,87,*,*,*,*,*,*,*,*,*,*,44.894254,47.835939,48.413252,46.53215,45.535758,46.645446,47.329771,47.65,45.16
38,89,*,*,*,*,*,*,*,*,*,*,45.580715,48.645375,49.120714,47.116134,46.264118,47.314282,48.119405,*,46.42
38,91,*,*,*,*,*,*,*,*,*,*,46.512032,49.720275,49.954018,47.979126,47.003024,48.154716,49.25571,*,*
38,93,*,*,*,*,*,*,*,*,*,*,47.530399,50.830279,50.999704,49.067637,47.900957,49.280957,50.213276,*,*
38,95,*,*,*,*,*,*,*,*,*,*,48.215257,51.648273,51.842047,49.853908,48.793517,50.1665,50.71116,*,*
38,97,*,*,*,*,*,*,*,*,*,*,48.698,52.267922,52.406388,50.350268,49.398833,50.598645,51.075082,*,*
38,99,*,*,*,*,*,*,*,*,*,*,49.240541,52.930704,53.04727,50.855835,49.869256,50.962798,*,*,*
38,101,*,*,*,*,*,*,*,*,*,*,49.890283,53.672647,53.716762,51.452143,50.410041,51.31753,*,*,*
38,103,*,*,*,*,*,*,*,*,*,*,50.603487,54.498787,54.482657,52.245724,51.174001,51.794945,*,*,*
38,105,*,*,*,*,*,*,*,*,*,*,51.576464,55.323145,55.350432,53.167778,52.153539,52.393732,*,*,*
38,107,*,*,*,*,*,*,*,*,*,*,52.501039,55.98931,56.205843,54.021933,53.18464,52.82792,*,*,*
38,109,*,*,*,*,*,*,*,*,*,*,53.061072,56.462911,57.045732,54.781576,54.093922,53.043835,*,*,*
38,111,*,*,*,*,*,*,*,*,*,*,53.60297,56.90864,57.782245,55.439526,54.816863,53.28365,*,*,*
40,17,*,*,*,*,*,*,*,*,*,*,-18.576791,-19.132164,-19.577981,-18.570272,-18.284758,-18.173101,*,*,*
40,19,*,*,*,*,*,*,*,*,*,*,-17.214376,-17.845436,-18.135879,-17.249537,-17.182714,-17.15921,*,*,*
40,21,*,*,*,*,*,*,*,*,*,*,-15.372637,-16.094049,-16.122089,-15.630545,-15.687989,-15.824937,*,*,*
40,23,*,*,*,*,*,*,*,*,*,*,-12.916261,-13.898669,-13.748807,-13.50868,-13.683836,-13.821329,*,*,*
40,25,*,*,*,*,*,*,*,*,*,*,-10.467192,-11.606166,-11.337616,-11.225839,-11.513822,-11.551026,*,*,*
40,27,*,*,*,*,*,*,*,*,*,*,-8.60344,-9.281291,-8.916069,-8.975919,-9.350746,-9.377164,*,*,*
40,29,*,*,*,*,*,*,*,*,*,*,-6.879239,-6.997682,-6.551628,-6.778668,-7.185168,-7.129992,*,*,*
40,31,*,*,*,*,*,*,*,*,*,*,-4.75433,-4.727842,-4.613606,-4.570932,-5.063499,-5.164652,-4.543148,*,-7.84
40,33,*,*,*,*,*,*,*,*,*,*,-2.55627,-2.362823,-2.749517,-2.516954,-2.803671,-3.090571,-2.558379,-4.21,-5.42
40,35,*,*,*,*,*,*,*,*,*,*,-0.556894,0.056572,-0.54922,-0.368073,-0.401544,-0.680609,-0.677693,-1.93,-3.53
40,37,*,*,*,*,*,*,*,*,*,*,1.615509,2.458191,2.031132,2.262107,1.929124,1.834848,1.674477,0.3,-2.63
40,39,*,*,*,*,*,*,*,*,*,*,3.839653,4.783434,4.93146,4.761817,4.175051,4.609731,4.541738,3.4,1.54
40,41,7.58985,0.16675,6.56119,0.09445,*,*,*,*,*,*,5.875366,6.984612,7.444474,6.92723,6.49033,7.184443,7.173901,6.31,5.87
40,43,9.50879,0.09606,8.96147,0.00715,*,*,*,*,*,*,7.873312,9.098788,9.595048,9.045953,8.770001,9.372566,9.286089,8.81,8.11
40,45,10.93163,0.10133,10.95552,0.00938,*,*,*,*,*,*,10.209552,11.182091,11.703323,11.130267,10.956427,11.518706,11.319732,10.7,9.65
40,47,12.82352,0.00881,12.8218,0.00501,*,*,*,*,*,*,12.436121,13.227025,13.735605,13.183508,13.143573,13.634791,13.294105,12.73,10.99
40,49,14.56641,0.00374,14.57344,0.00308,*,*,*,*,*,*,14.306691,15.221295,15.721393,15.191833,15.264484,15.695068,15.259428,14.88,13.78
40,51,16.2592,0.00246,16.26449,0.00014,*,*,*,*,*,*,16.058384,17.081652,17.616552,17.072187,17.145145,17.626408,17.198864,16.76,15.66
40,53,18.0497,0.00436,18.04805,0.00547,*,*,*,*,*,*,17.627559,18.796131,19.292971,18.801409,18.812636,19.432542,19.115609,18.62,17.25
40,55,20.1511,0.00786,20.15204,0.0076,*,*,*,*,*,*,19.193615,20.469795,20.834556,20.45477,20.374941,21.131524,20.943819,20.37,19.2
40,57,22.40776,0.00776,22.40105,0.00582,*,*,*,*,*,*,20.518134,22.131759,22.370539,22.010709,21.895285,22.77156,22.632464,21.98,20.99
40,59,23.5583,0.02759,23.6171,0.01103,*,*,*,*,*,*,21.628465,23.821549,23.493736,23.492981,23.646346,24.371178,24.219236,23.52,22.67
40,61,25.84949,0.08556,25.2225,0.00959,*,*,*,*,*,*,23.081409,25.366381,24.73382,24.959751,25.438492,25.830352,25.705607,25.3,24.41
40,63,27.54274,0.16524,27.06837,0.01254,*,*,*,*,*,*,24.779664,26.817029,26.492196,26.506368,27.048822,27.329476,27.285727,27.03,25.9
40,65,*,*,*,*,*,*,*,*,*,*,26.403969,28.46622,28.2354,28.108107,28.623804,29.009702,28.932598,28.68,27.74
40,67,*,*,*,*,*,*,*,*,*,*,27.919421,30.349071,29.952344,29.688263,30.138905,30.752144,30.44589,30.27,29.54
40,69,*,*,*,*,*,*,*,*,*,*,29.393323,32.146286,31.625874,31.315581,31.598097,32.383023,31.955505,31.8,31.2
40,71,*,*,*,*,*,*,*,*,*,*,30.803334,33.727929,33.493582,33.048913,32.985511,33.886961,33.814724,33.27,32.68
40,73,*,*,*,*,*,*,*,*,*,*,32.011179,35.274989,35.540356,34.703459,34.475535,35.37829,35.500592,34.59,34.09
40,75,*,*,*,*,*,*,*,*,*,*,33.753904,36.786429,37.363057,36.199728,36.040905,36.842065,36.751568,36.71,36.0
40,77,*,*,*,*,*,*,*,*,*,*,35.637135,38.291237,38.908406,37.664445,37.548057,38.269703,38.101511,38.02,36.67
40,79,*,*,*,*,*,*,*,*,*,*,36.971319,39.759811,40.351976,39.112317,39.060386,39.685301,39.512283,39.38,38.47
40,81,*,*,*,*,*,*,*,*,*,*,38.288627,41.160708,41.763965,40.509941,40.47803,41.043305,40.890314,40.75,39.76
40,83,*,*,*,*,*,*,*,*,*,*,39.483476,42.454844,43.017053,41.687128,41.625392,42.139724,42.033663,42.09,41.27
40,85,*,*,*,*,*,*,*,*,*,*,40.568929,43.61071,44.133071,42.64876,42.343704,42.900853,42.977784,43.24,41.31
40,87,*,*,*,*,*,*,*,*,*,*,41.600718,44.673439,45.136006,43.462996,42.917788,43.483098,43.864134,44.44,42.27
40,89,*,*,*,*,*,*,*,*,*,*,42.564216,45.660514,46.03991,44.289178,43.596195,44.175889,44.742673,45.7,42.99
40,91,*,*,*,*,*,*,*,*,*,*,43.40108,46.562293,46.925862,45.121551,44.453748,45.085725,45.59082,47.42,43.97
40,93,*,*,*,*,*,*,*,*,*,*,44.051381,47.353886,47.642841,45.781442,45.345806,45.880376,46.279855,47.87,*
40,95,*,*,*,*,*,*,*,*,*,*,44.62431,48.066427,48.225697,46.355064,45.98639,46.445685,46.798595,*,*
40,97,*,*,*,*,*,*,*,*,*,*,45.224098,48.775175,48.87284,46.921242,46.502435,46.93399,47.227284,*,*
40,99,*,*,*,*,*,*,*,*,*,*,45.898008,49.545123,49.645339,47.539213,47.021353,47.360436,47.656988,*,*
40,101,*,*,*,*,*,*,*,*,*,*,46.660413,50.405755,50.644826,48.257048,47.6263,47.83238,48.168116,*,*
40,103,*,*,*,*,*,*,*,*,*,*,47.567131,51.372084,51.783513,49.121838,48.412591,48.540959,*,*,*
40,105,*,*,*,*,*,*,*,*,*,*,48.421377,52.416222,52.88946,50.120037,49.389015,49.466728,*,*,*
40,107,*,*,*,*,*,*,*,*,*,*,49.116355,53.462088,53.964289,51.162668,50.394181,50.405622,*,*,*
40,109,*,*,*,*,*,*,*,*,*,*,49.749721,54.498026,54.984293,52.196156,51.344559,51.228216,*,*,*
40,111,*,*,*,*,*,*,*,*,*,*,50.283644,55.428902,55.676051,53.197274,52.222989,51.858702,*,*,*
40,113,*,*,*,*,*,*,*,*,*,*,50.896459,56.171165,56.180379,54.120436,52.927229,52.482707,*,*,*
40,115,*,*,*,*,*,*,*,*,*,*,51.555325,56.837829,56.763853,54.460973,53.31241,53.216979,*,*,*
40,117,*,*,*,*,*,*,*,*,*,*,52.101354,57.371074,57.339882,54.652257,53.664896,53.771512,*,*,*
42,19,*,*,*,*,*,*,*,*,*,*,-18.351718,-19.061602,-19.687507,-18.517461,-18.226633,-18.092558,*,*,*
42,21,*,*,*,*,*,*,*,*,*,*,-16.572971,-18.132473,-18.798381,-17.754044,-17.363499,-17.355526,*,*,*
42,23,*,*,*,*,*,*,*,*,*,*,-14.170549,-15.998612,-17.260379,-15.970816,-15.274467,-15.537707,*,*,*
42,25,*,*,*,*,*,*,*,*,*,*,-12.13459,-13.69435,-15.061408,-13.947386,-12.961558,-13.363252,*,*,*
42,27,*,*,*,*,*,*,*,*,*,*,-10.510934,-12.065148,-12.730858,-12.184349,-11.409075,-12.00734,*,*,*
42,29,*,*,*,*,*,*,*,*,*,*,-8.526396,-10.089511,-10.445978,-10.000316,-9.565209,-10.312248,*,*,*
42,31,*,*,*,*,*,*,*,*,*,*,-6.226128,-7.95104,-8.169745,-7.811159,-7.46711,-7.945569,*,*,*
42,33,*,*,*,*,*,*,*,*,*,*,-4.532529,-5.71236,-5.662897,-5.50494,-5.172872,-5.569621,-5.846696,*,-7.63
42,35,*,*,*,*,*,*,*,*,*,*,-2.996444,-3.387584,-3.237235,-3.154714,-2.905118,-3.299795,-3.312265,-4.53,-5.44
42,37,*,*,*,*,*,*,*,*,*,*,-1.309474,-1.083431,-0.986989,-0.835173,-0.851691,-0.878111,-1.070622,-2.87,-2.13
42,39,*,*,*,*,*,*,*,*,*,*,0.516502,1.146632,1.276629,1.408931,1.465,1.447399,1.193354,-0.88,-1.59
42,41,*,*,*,*,*,*,*,*,*,*,2.639399,3.289455,3.461563,3.576379,3.966599,3.675525,3.354959,2.23,1.8
42,43,*,*,6.17604,0.01709,*,*,*,*,*,*,5.134067,5.34722,5.617228,5.720411,6.2484,5.892491,5.484633,6.09,4.9
42,45,9.12374,0.24498,8.28756,0.00704,*,*,*,*,*,*,7.533524,7.350063,7.733507,7.830142,8.399948,8.09219,7.604348,8.05,8.01
42,47,10.23368,0.01741,10.24574,0.0057,*,*,*,*,*,*,9.540168,9.352104,9.819101,9.900238,10.512171,10.238867,9.690352,9.87,9.41
42,49,11.91322,0.01155,11.9112,0.00696,*,*,*,*,*,*,11.388507,11.312033,11.842812,11.921036,12.584895,12.341535,11.729843,11.8,11.14
42,51,13.49103,0.00372,13.48944,0.00021,*,*,*,*,*,*,13.05579,13.118919,13.688721,13.767084,14.459939,14.239973,13.577458,13.88,12.85
42,53,15.16839,0.00203,15.16777,0.00047,*,*,*,*,*,*,14.528545,14.766582,15.378363,15.431398,16.113551,15.890304,15.211064,15.8,14.56
42,55,16.46062,0.00184,16.46269,0.00088,*,*,*,*,*,*,15.936512,16.330214,17.018354,17.013477,17.670599,17.436592,16.736415,17.63,16.39
42,57,17.59714,0.00219,17.60538,0.00046,*,*,*,*,*,*,17.315966,17.89632,18.842537,18.610103,19.209571,19.011214,18.279127,19.1,18.21
42,59,20.3207,0.01917,20.47727,0.01051,*,*,*,*,*,*,18.69885,19.508876,20.757677,20.3674,20.684582,20.913821,20.390238,20.43,20.03
42,61,21.96774,0.06841,22.37265,0.01243,*,*,*,*,*,*,20.026306,21.15568,22.241948,22.014428,22.120541,22.856666,22.497494,21.93,21.56
42,63,23.54357,0.12987,24.09975,0.01292,*,*,*,*,*,*,21.342972,22.797596,23.728375,23.559399,23.65543,24.609112,24.054312,23.34,23.26
42,65,*,*,25.66477,0.01522,*,*,*,*,*,*,22.766521,24.422452,25.665098,25.340751,25.254675,26.411887,25.651012,24.96,24.94
42,67,*,*,26.86425,1.12251,*,*,*,*,*,*,24.313103,26.035122,27.645954,27.200895,26.882117,28.159536,27.524071,26.49,26.72
42,69,*,*,*,*,*,*,*,*,*,*,25.833603,27.633434,29.448458,28.916491,28.506786,29.739982,29.47779,28.1,28.27
42,71,*,*,*,*,*,*,*,*,*,*,27.477755,29.211173,31.010806,30.112802,30.134454,30.782233,31.104823,29.89,29.76
42,73,*,*,*,*,*,*,*,*,*,*,29.712185,30.76945,32.282747,31.278864,31.720537,31.872965,32.43371,32.33,31.24
42,75,*,*,*,*,*,*,*,*,*,*,31.578494,32.340003,33.569147,32.826615,33.256765,33.455873,33.500435,33.63,32.87
42,77,*,*,*,*,*,*,*,*,*,*,32.540563,33.867967,35.081252,34.360351,34.777161,35.009402,34.696346,34.95,34.16
42,79,*,*,*,*,*,*,*,*,*,*,33.659858,35.375862,36.614843,35.881718,36.281395,36.54993,36.214579,36.35,34.99
42,81,*,*,*,*,*,*,*,*,*,*,35.058837,36.836008,38.101039,37.342466,37.718517,38.008293,37.682221,37.84,37.03
42,83,*,*,*,*,*,*,*,*,*,*,36.20567,38.083661,39.376037,38.530161,38.880751,39.114558,38.822493,39.14,38.17
42,85,*,*,*,*,*,*,*,*,*,*,37.103167,39.121587,40.407382,39.449808,39.750167,39.88931,39.644606,40.41,39.27
42,87,*,*,*,*,*,*,*,*,*,*,37.94805,40.05938,41.375808,40.289542,40.485192,40.572417,40.389121,41.54,39.81
42,89,*,*,*,*,*,*,*,*,*,*,38.705673,40.943803,42.23566,41.052153,41.243215,41.191611,41.053602,42.55,40.95
42,91,*,*,*,*,*,*,*,*,*,*,39.332665,41.735743,42.926294,41.707523,41.99798,41.754955,41.632265,43.65,41.42
42,93,*,*,*,*,*,*,*,*,*,*,39.838894,42.439877,43.476311,42.267659,42.613069,42.246434,42.094578,44.93,42.58
42,95,*,*,*,*,*,*,*,*,*,*,40.334105,43.113424,44.023374,42.804618,43.150063,42.660989,42.503194,45.99,*
42,97,*,*,*,*,*,*,*,*,*,*,40.937652,43.831897,44.919632,43.408611,43.695528,43.093274,43.010559,47.01,*
42,99,*,*,*,*,*,*,*,*,*,*,41.951097,44.650836,46.569594,44.118322,44.292247,43.577442,43.650713,*,*
42,101,*,*,*,*,*,*,*,*,*,*,43.693858,45.597717,48.442692,44.950798,44.998537,44.166359,44.381474,*,*
42,103,*,*,*,*,*,*,*,*,*,*,45.594377,46.610264,49.829289,45.861108,45.824086,44.974979,*,*,*
42,105,*,*,*,*,*,*,*,*,*,*,46.915254,47.638268,50.879612,46.825213,46.736852,46.013078,*,*,*
42,107,*,*,*,*,*,*,*,*,*,*,47.840822,48.753606,51.824466,47.866058,47.712016,47.119526,*,*,*
42,109,*,*,*,*,*,*,*,*,*,*,48.697072,49.953072,52.754367,48.947459,48.680176,48.161116,*,*,*
42,111,*,*,*,*,*,*,*,*,*,*,49.526305,51.103447,53.670088,50.024638,49.626022,49.531599,*,*,*
42,113,*,*,*,*,*,*,*,*,*,*,50.166642,52.16922,54.358778,51.074324,50.54071,50.958087,*,*,*
42,115,*,*,*,*,*,*,*,*,*,*,50.67052,53.109723,54.784038,52.241266,51.475632,51.818633,*,*,*
42,117,*,*,*,*,*,*,*,*,*,*,51.31044,53.984077,55.564513,53.269926,52.273223,52.382728,*,*,*
42,119,*,*,*,*,*,*,*,*,*,*,52.030563,54.844416,56.772764,53.99741,52.842788,52.885857,*,*,*
44,21,*,*,*,*,*,*,*,*,*,*,-17.828127,-18.818957,-20.049217,-18.620974,-18.010943,-17.992168,*,*,*
44,23,*,*,*,*,*,*,*,*,*,*,-15.862203,-16.955436,-17.474546,-16.834952,-16.369873,-16.63318,*,*,*
44,25,*,*,*,*,*,*,*,*,*,*,-14.034603,-14.996185,-14.99856,-14.754011,-14.681116,-15.010913,*,*,*
44,27,*,*,*,*,*,*,*,*,*,*,-12.18272,-13.398354,-13.973055,-13.270704,-13.215522,-13.608294,*,*,*
44,29,*,*,*,*,*,*,*,*,*,*,-10.134508,-11.725154,-11.829089,-11.639081,-11.645881,-11.652786,*,*,*
44,31,*,*,*,*,*,*,*,*,*,*,-8.016868,-9.457576,-8.703737,-9.18257,-9.321325,-9.013222,*,*,*
44,33,*,*,*,*,*,*,*,*,*,*,-6.239732,-7.256996,-6.66045,-6.875808,-6.797959,-6.946937,*,*,*
44,35,*,*,*,*,*,*,*,*,*,*,-4.971544,-5.470404,-5.000495,-5.077187,-4.705623,-5.133154,-4.869359,*,-7.59
44,37,*,*,*,*,*,*,*,*,*,*,-3.786843,-3.561723,-3.121253,-3.241801,-2.708944,-3.223298,-3.016362,-4.75,-5.67
44,39,*,*,*,*,*,*,*,*,*,*,-2.112973,-1.376113,-1.215239,-1.135849,-0.520238,-1.188477,-1.170531,-2.83,-3.05
44,41,*,*,*,*,*,*,*,*,*,*,0.216753,0.711886,0.946972,1.000702,1.656308,1.01144,0.946401,-0.02,-1.45
44,43,*,*,*,*,*,*,*,*,*,*,3.097094,2.733339,3.093783,3.129911,3.794303,3.245715,3.413501,2.52,1.89
44,45,*,*,*,*,*,*,*,*,*,*,5.699009,4.747381,5.223876,5.255403,5.92123,5.467085,6.038544,4.96,4.68
44,47,*,*,7.80283,0.0045,*,*,*,*,*,*,7.588014,6.748655,7.293678,7.355138,8.034221,7.650611,7.830333,7.48,7.27
