Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,SKM*,SKP,SLY4,SVMIN,UNEDF0,UNEDF1,UNEDF2,FRDM2012,HFB24
34,55,*,*,3.17951,0.00501,*,*,*,*,*,*,3.390307,3.288495,2.955337,3.096926,3.657107,3.120888,2.851879,3.37,2.99
34,57,*,*,2.85122,0.54438,*,*,*,*,*,*,2.868546,2.627066,2.262407,2.646233,2.947121,2.707899,2.197874,2.59,2.61
34,59,*,*,*,*,*,*,*,*,*,*,2.680385,2.12628,1.909492,2.241727,2.172192,2.275253,1.78637,2.42,2.14
34,61,*,*,*,*,*,*,*,*,*,*,2.335455,1.678241,1.389525,1.798935,1.987712,1.841658,1.673189,2.04,1.92
34,63,*,*,*,*,*,*,*,*,*,*,1.975978,1.244586,1.144622,1.43667,1.661568,1.460607,1.316407,1.32,1.22
34,65,*,*,*,*,*,*,*,*,*,*,1.682307,0.831071,0.851406,1.06436,1.303605,1.074755,0.945025,1.32,1.16
34,67,*,*,*,*,*,*,*,*,*,*,1.490712,0.457442,0.406128,0.669455,1.143543,0.724172,0.73209,1.21,0.76
34,69,*,*,*,*,*,*,*,*,*,*,1.300124,0.142632,-0.085561,0.353176,0.948558,0.469936,0.51973,0.72,0.46
34,71,*,*,*,*,*,*,*,*,*,*,1.033521,0.035804,-0.139316,0.311587,0.51909,0.612239,0.264748,0.22,0.05
34,73,*,*,*,*,*,*,*,*,*,*,0.852206,-0.114326,-0.282094,0.209405,0.544937,0.413018,0.116082,0.08,0.26
34,75,*,*,*,*,*,*,*,*,*,*,0.655327,-0.384465,-0.336022,0.007245,0.287856,0.171402,-0.059445,-0.49,-0.17
34,77,*,*,*,*,*,*,*,*,*,*,0.384698,-0.665452,-0.385533,-0.266905,0.013844,-0.12995,-0.345524,-0.57,-0.2
34,79,*,*,*,*,*,*,*,*,*,*,0.129693,-0.939127,-0.892625,-0.579111,-0.255523,-0.403802,-0.651542,-0.21,-0.83
34,81,*,*,*,*,*,*,*,*,*,*,-0.052502,-1.205177,-1.132242,-0.88061,-0.511024,-0.586677,-0.856052,-0.16,-0.76
34,83,*,*,*,*,*,*,*,*,*,*,-0.684137,-1.489792,-2.25604,-1.154939,-0.744556,-0.769765,-1.120423,-2.35,0.02
34,85,*,*,*,*,*,*,*,*,*,*,-0.750754,-1.729001,-2.044179,-1.400523,-0.990305,-0.992414,-1.037553,-2.72,-0.67
34,87,*,*,*,*,*,*,*,*,*,*,-0.964525,-1.805331,-2.196957,-1.374983,-1.004977,-0.937569,-1.22,*,-1.06
34,89,*,*,*,*,*,*,*,*,*,*,-1.196443,-2.070095,-2.389735,-1.620421,-1.166168,-1.159291,-1.440585,*,*
34,91,*,*,*,*,*,*,*,*,*,*,-1.465895,-2.314749,-2.681413,-1.836542,-1.36682,-1.347096,-1.580428,*,*
34,93,*,*,*,*,*,*,*,*,*,*,-1.626691,-2.493066,-2.869822,-2.000419,-1.526283,-1.470647,-1.382266,*,*
34,95,*,*,*,*,*,*,*,*,*,*,-1.549351,-2.392153,-2.767694,-1.817477,-1.578417,-1.304787,*,*,*
34,97,*,*,*,*,*,*,*,*,*,*,-2.027762,-2.738943,-3.171294,-2.095489,-1.461382,-1.500022,*,*,*
34,99,*,*,*,*,*,*,*,*,*,*,-2.270303,-3.066296,-3.429333,-2.330597,-1.608976,-1.612494,*,*,*
34,101,*,*,*,*,*,*,*,*,*,*,-2.576013,-3.318714,-3.649561,-2.718971,-2.049731,-1.955545,*,*,*
34,103,*,*,*,*,*,*,*,*,*,*,-2.858852,-3.552191,-3.809787,-3.119196,-2.703134,-2.633541,*,*,*
34,105,*,*,*,*,*,*,*,*,*,*,-2.715926,-3.703891,-3.854284,-3.395226,-2.95476,-2.736238,*,*,*
34,107,*,*,*,*,*,*,*,*,*,*,-2.737294,-3.773567,-3.995204,-3.221296,-2.821879,-2.725523,*,*,*
36,15,*,*,*,*,*,*,*,*,*,*,25.228033,26.631114,26.320368,25.893806,26.223777,26.345245,*,*,*
36,17,*,*,*,*,*,*,*,*,*,*,24.178206,25.652482,25.670155,24.90692,24.92351,25.433905,*,*,*
36,19,*,*,*,*,*,*,*,*,*,*,23.269626,24.266645,24.473951,23.811175,23.869379,24.715413,*,*,*
36,21,*,*,*,*,*,*,*,*,*,*,19.937638,20.678029,20.784506,20.661137,21.02158,20.883167,*,*,*
36,23,*,*,*,*,*,*,*,*,*,*,19.570968,19.895534,20.060598,19.847186,20.348071,20.554867,*,*,*
36,25,*,*,*,*,*,*,*,*,*,*,19.155254,19.081216,19.461012,19.202596,19.629366,19.853534,*,*,*
36,27,*,*,*,*,*,*,*,*,*,*,17.931953,17.801396,18.09896,17.984412,18.490761,18.609522,*,*,18.01
36,29,*,*,*,*,*,*,*,*,*,*,15.334144,15.9952,15.397376,15.898763,16.370123,16.380996,16.075996,16.35,17.28
36,31,*,*,*,*,*,*,*,*,*,*,13.960539,14.456615,14.358344,14.378393,14.66662,15.084767,14.566093,15.32,15.22
36,33,*,*,*,*,*,*,*,*,*,*,13.157488,13.390691,13.425469,13.333197,13.06242,13.982369,13.815479,14.14,14.3
36,35,*,*,*,*,*,*,*,*,*,*,12.371356,12.333645,11.926938,12.184425,12.350958,12.404946,12.289027,13.14,12.76
36,37,10.68215,0.01035,10.68249,0.01037,*,*,*,*,*,*,11.758237,11.313829,11.301985,11.281493,11.372033,11.690894,11.637105,11.08,11.08
36,39,10.06343,0.00836,10.0631,0.00835,*,*,*,*,*,*,10.505311,10.639677,10.389939,10.510131,10.839407,10.71753,10.510583,10.33,9.73
36,41,9.22644,0.00448,9.22705,0.00446,*,*,*,*,*,*,9.64802,9.513437,9.456706,9.652421,9.868461,9.788256,9.472877,9.39,8.69
36,43,8.33433,0.00404,8.3353,0.0035,*,*,*,*,*,*,8.957675,8.73381,9.006893,8.950947,9.154993,9.163652,9.330084,8.8,8.24
36,45,7.87286,0.00225,7.87415,0.00125,*,*,*,*,*,*,9.1385,8.341002,8.723224,8.579085,8.800766,8.754099,8.876491,8.15,7.72
36,47,7.46352,0.00325,7.47017,1e-05,*,*,*,*,*,*,8.737094,7.742424,7.997235,7.919115,7.994519,7.986666,8.061916,7.68,6.81
36,49,7.12059,0.00328,7.11231,0.002,*,*,*,*,*,*,7.832108,6.851799,7.01819,7.00826,7.165251,7.109751,7.390638,7.02,6.87
36,51,5.51517,0.00025,5.51517,0.00025,*,*,*,*,*,*,5.530353,5.739804,4.603803,5.281205,5.807873,5.212986,4.893991,5.04,5.58
36,53,5.1058,0.05345,4.91582,0.00338,*,*,*,*,*,*,5.137865,4.929311,4.232232,4.619989,5.098908,4.695184,4.564067,3.95,4.39
36,55,4.41179,0.06006,4.08603,0.00291,*,*,*,*,*,*,4.378112,4.18461,3.577194,3.909379,4.402103,3.953862,3.847974,4.21,3.81
36,57,3.30379,0.10097,3.43799,0.00369,*,*,*,*,*,*,3.445381,3.453718,3.375139,3.385095,3.617185,3.385443,2.914658,3.53,3.41
36,59,*,*,2.88246,0.02222,*,*,*,*,*,*,3.991078,2.917376,2.956704,3.020171,3.082681,3.00392,2.253183,3.49,2.95
36,61,*,*,2.41513,0.13201,*,*,*,*,*,*,3.43794,2.470959,2.262206,2.621932,2.857419,2.609288,2.603827,2.95,2.74
36,63,*,*,*,*,*,*,*,*,*,*,2.924975,2.056364,2.072473,2.264531,2.485631,2.266705,2.172251,2.47,2.19
36,65,*,*,*,*,*,*,*,*,*,*,2.569056,1.666583,1.801359,1.895273,2.09278,1.900445,1.865854,2.0,2.0
36,67,*,*,*,*,*,*,*,*,*,*,2.270895,1.309426,1.411544,1.483551,1.818627,1.528863,1.596509,1.83,1.48
36,69,*,*,*,*,*,*,*,*,*,*,1.906502,0.995563,0.88147,1.180322,1.774761,1.270401,1.177883,1.44,0.72
36,71,*,*,*,*,*,*,*,*,*,*,1.551829,0.706246,0.462405,0.959168,1.360091,1.018289,0.808244,0.93,0.9
36,73,*,*,*,*,*,*,*,*,*,*,1.282818,0.503728,0.535559,0.83348,0.999916,0.849866,0.68602,0.48,1.05
36,75,*,*,*,*,*,*,*,*,*,*,0.975209,0.426068,0.430044,0.765502,0.967414,0.827358,0.595011,0.3,0.49
36,77,*,*,*,*,*,*,*,*,*,*,1.457489,0.159915,0.509138,0.521622,0.624876,0.548156,0.580779,0.64,0.51
36,79,*,*,*,*,*,*,*,*,*,*,1.40496,-0.146587,0.320907,0.351894,0.289008,0.196071,0.51438,0.15,-0.23
36,81,*,*,*,*,*,*,*,*,*,*,1.018188,-0.538699,-0.138301,-0.208989,-0.009553,-0.108928,0.038924,0.72,-1.15
36,83,*,*,*,*,*,*,*,*,*,*,-0.50056,-0.905991,-1.969125,-0.875466,-0.298895,-0.305464,-0.853595,-1.88,-1.36
36,85,*,*,*,*,*,*,*,*,*,*,-0.414816,-1.107415,-1.748678,-0.903248,-0.368434,-0.342239,-0.773036,-2.26,-0.64
36,87,*,*,*,*,*,*,*,*,*,*,-0.529041,-1.3198,-1.841376,-0.976353,-0.52663,-0.493589,-0.753572,-2.28,-0.51
36,89,*,*,*,*,*,*,*,*,*,*,-0.722116,-1.566226,-2.008268,-1.189981,-0.75002,-0.71036,-0.96035,*,-1.27
36,91,*,*,*,*,*,*,*,*,*,*,-0.986436,-1.809784,-2.268309,-1.4117,-0.941969,-0.907779,-1.092907,*,*
36,93,*,*,*,*,*,*,*,*,*,*,-1.114851,-1.937292,-2.462865,-1.517769,-1.105167,-0.995433,-0.946714,*,*
36,95,*,*,*,*,*,*,*,*,*,*,-1.344504,-2.075196,-2.483254,-1.534039,-1.082805,-0.918413,-1.524805,*,*
36,97,*,*,*,*,*,*,*,*,*,*,-1.826285,-2.457656,-2.942078,-1.885511,-1.223957,-1.316093,-2.158977,*,*
36,99,*,*,*,*,*,*,*,*,*,*,-2.10806,-2.812501,-3.245444,-2.172671,-1.40774,-1.447331,*,*,*
36,101,*,*,*,*,*,*,*,*,*,*,-2.379718,-3.124382,-3.347675,-2.513753,-1.819838,-1.857222,*,*,*
36,103,*,*,*,*,*,*,*,*,*,*,-2.499525,-3.415065,-3.490676,-2.872721,-2.322,-2.555822,*,*,*
36,105,*,*,*,*,*,*,*,*,*,*,-2.504711,-3.555065,-3.668228,-3.049145,-2.613556,-2.791143,*,*,*
36,107,*,*,*,*,*,*,*,*,*,*,-2.316943,-3.599389,-3.795065,-3.078942,-2.649842,-2.626131,*,*,*
36,109,*,*,*,*,*,*,*,*,*,*,-2.217215,-3.648326,-3.879292,-3.168385,-2.695946,-2.619017,*,*,*
36,111,*,*,*,*,*,*,*,*,*,*,-2.314876,-3.700558,-3.630454,-3.191005,-2.753089,-2.641808,*,*,*
38,15,*,*,*,*,*,*,*,*,*,*,25.517478,26.982108,26.739037,26.223617,26.54198,26.507715,*,*,*
38,17,*,*,*,*,*,*,*,*,*,*,24.820196,26.319251,26.471886,25.559261,25.526237,25.951402,*,*,*
38,19,*,*,*,*,*,*,*,*,*,*,24.436096,25.505793,25.858163,24.947015,24.896641,25.529403,*,*,*
38,21,*,*,*,*,*,*,*,*,*,*,21.010857,21.849842,22.0259,21.847751,22.070781,22.10202,*,*,*
38,23,*,*,*,*,*,*,*,*,*,*,21.305796,21.112475,21.289585,21.019517,21.454649,21.592903,*,*,*
38,25,*,*,*,*,*,*,*,*,*,*,19.712265,20.28603,20.591699,20.310596,20.788286,20.956715,*,*,*
38,27,*,*,*,*,*,*,*,*,*,*,18.806836,19.01124,19.289802,19.069028,19.653558,19.830485,*,*,*
38,29,*,*,*,*,*,*,*,*,*,*,16.28096,17.143225,16.239191,16.93185,17.430434,17.393176,17.228045,*,18.79
38,31,*,*,*,*,*,*,*,*,*,*,15.193634,15.593417,15.480588,15.344378,15.747352,16.20683,15.670277,16.66,16.49
38,33,*,*,*,*,*,*,*,*,*,*,14.570967,14.420761,14.592413,14.541004,14.225858,15.193676,14.979655,15.45,15.44
38,35,*,*,*,*,*,*,*,*,*,*,14.028072,13.576578,13.427527,13.509782,13.596273,13.909631,13.844076,14.14,13.9
38,37,*,*,*,*,*,*,*,*,*,*,13.0637,12.823917,12.777924,12.572462,13.037197,13.309973,13.305517,13.55,12.96
38,39,11.63149,0.03841,11.62711,0.03536,*,*,*,*,*,*,11.625782,11.859114,11.797497,11.906927,11.896498,11.970567,11.781993,11.56,11.32
38,41,10.37397,0.01122,10.37426,0.01122,*,*,*,*,*,*,10.54932,10.651795,10.618315,10.788897,10.962117,10.976705,10.702501,10.25,9.52
38,43,9.2908,0.00904,9.28798,0.00467,*,*,*,*,*,*,9.642924,9.870743,9.920714,10.044544,10.297244,10.241694,10.122332,9.38,9.04
38,45,8.85837,0.01172,8.85887,0.00909,*,*,*,*,*,*,9.877143,9.383194,9.585567,9.55003,9.75465,9.739155,9.849798,9.29,8.51
38,47,8.53005,0.00397,8.52503,0.00301,*,*,*,*,*,*,10.00944,8.918128,9.32748,9.130731,9.292272,9.289141,9.58023,8.79,8.39
38,49,8.42815,0.00012,8.42829,1e-05,*,*,*,*,*,*,9.094029,7.88158,8.323563,8.074162,8.322127,8.303708,8.595724,8.0,8.07
38,51,6.35872,9e-05,6.35872,9e-05,*,*,*,*,*,*,6.092776,6.510413,5.20731,6.046108,6.541543,5.957789,5.703978,5.91,6.39
38,53,5.77499,0.0048,5.77512,0.00585,*,*,*,*,*,*,5.957831,5.74467,4.98785,5.382373,5.930258,5.482935,5.480649,4.96,5.19
38,55,5.28822,0.00823,5.28979,0.00829,*,*,*,*,*,*,5.233647,5.127374,4.354296,4.73829,5.2911,4.856157,4.879242,4.78,4.69
38,57,4.34771,0.01031,4.34516,0.00604,*,*,*,*,*,*,4.478863,4.282005,3.994005,4.066455,4.33941,4.028089,3.691871,4.55,4.23
38,59,3.92047,0.03197,3.72861,0.00912,*,*,*,*,*,*,5.186642,3.542279,4.192365,3.84579,3.93683,3.681664,2.854915,4.42,3.77
38,61,3.61133,0.08406,4.16961,0.00573,*,*,*,*,*,*,4.418583,3.282488,3.584761,3.787049,3.979937,3.672212,3.683626,3.81,3.56
38,63,3.25924,0.17776,3.57532,0.0111,*,*,*,*,*,*,3.805459,2.893434,3.001674,3.217913,3.451385,3.202331,3.045611,3.28,3.18
38,65,*,*,*,*,*,*,*,*,*,*,3.274469,2.499748,2.579225,2.752603,3.020498,2.750533,2.517691,2.91,2.62
38,67,*,*,*,*,*,*,*,*,*,*,2.892924,2.101607,2.156445,2.332963,2.617444,2.352541,2.171675,2.56,2.51
38,69,*,*,*,*,*,*,*,*,*,*,2.595617,1.965618,1.661352,1.927527,2.24427,2.05522,1.864277,2.2,2.02
38,71,*,*,*,*,*,*,*,*,*,*,2.232363,1.691396,1.267314,2.01255,2.171887,1.957395,1.360948,1.45,1.44
38,73,*,*,*,*,*,*,*,*,*,*,1.772225,1.434793,1.329826,1.678811,1.829928,1.656884,1.465561,1.14,1.38
38,75,*,*,*,*,*,*,*,*,*,*,1.707813,1.214624,1.294154,1.473289,1.59698,1.440099,1.468723,1.54,0.53
38,77,*,*,*,*,*,*,*,*,*,*,2.316025,1.018684,1.286071,1.324027,1.331382,1.274035,1.424283,1.43,1.17
38,79,*,*,*,*,*,*,*,*,*,*,2.433083,0.762031,1.302886,1.154171,1.078079,1.092055,1.371938,1.09,0.71
38,81,*,*,*,*,*,*,*,*,*,*,1.700406,0.163712,0.582615,0.482424,0.532627,0.538371,0.690213,1.4,0.72
38,83,*,*,*,*,*,*,*,*,*,*,-0.035818,-0.436582,-1.467034,-0.41576,0.049741,-0.070774,-0.414642,-1.31,-0.38
38,85,*,*,*,*,*,*,*,*,*,*,-0.154947,-0.798223,-1.524645,-0.736298,-0.03116,-0.19419,-0.549688,-1.62,-0.55
38,87,*,*,*,*,*,*,*,*,*,*,-0.174645,-0.928173,-1.5034,-0.659691,-0.132075,-0.127089,-0.41435,-1.79,-0.92
38,89,*,*,*,*,*,*,*,*,*,*,-0.331034,-1.044397,-1.648687,-0.843827,-0.347006,-0.297011,-0.456665,-1.86,-0.91
38,91,*,*,*,*,*,*,*,*,*,*,-0.382612,-1.165962,-1.794417,-0.830152,-0.560384,-0.397098,-0.419238,-2.75,-1.16
38,93,*,*,*,*,*,*,*,*,*,*,-0.643246,-1.404257,-1.887071,-0.963969,-0.573077,-0.326737,-0.65826,-1.7,*
38,95,*,*,*,*,*,*,*,*,*,*,-1.13117,-1.771915,-2.255577,-1.311957,-0.736868,-0.681632,-1.337415,*,*
38,97,*,*,*,*,*,*,*,*,*,*,-1.598684,-2.163209,-2.679482,-1.677028,-0.983147,-1.125265,-2.030301,*,*
38,99,*,*,*,*,*,*,*,*,*,*,-1.872461,-2.502078,-2.971077,-1.973617,-1.21715,-1.314933,-2.251992,*,*
38,101,*,*,*,*,*,*,*,*,*,*,-2.088729,-2.781624,-3.097396,-2.225836,-1.527978,-1.715783,-2.443772,*,*
38,103,*,*,*,*,*,*,*,*,*,*,-2.191506,-3.039261,-3.107934,-2.449937,-1.871207,-2.295022,-2.754642,*,*
38,105,*,*,*,*,*,*,*,*,*,*,-1.808822,-3.243872,-3.294177,-2.631502,-2.106556,-2.582959,*,*,*
38,107,*,*,*,*,*,*,*,*,*,*,-1.888198,-3.419089,-3.420853,-2.750753,-2.179653,-2.614182,*,*,*
38,109,*,*,*,*,*,*,*,*,*,*,-1.947456,-3.558075,-3.512708,-2.874308,-2.332948,-2.641407,*,*,*
38,111,*,*,*,*,*,*,*,*,*,*,-2.012542,-3.56604,-3.352736,-2.986267,-2.478108,-2.615024,*,*,*
38,113,*,*,*,*,*,*,*,*,*,*,-2.087483,-3.604213,-3.277834,-3.084261,-2.617563,-2.530339,*,*,*
38,115,*,*,*,*,*,*,*,*,*,*,-2.169322,-3.670805,-3.386188,-2.711843,-2.572545,-2.392768,*,*,*
38,117,*,*,*,*,*,*,*,*,*,*,-2.273191,-3.69173,-3.505907,-2.714125,-2.250919,-2.219292,*,*,*
40,17,*,*,*,*,*,*,*,*,*,*,25.373006,26.925123,27.052626,26.236746,26.015437,26.378941,*,*,*
40,19,*,*,*,*,*,*,*,*,*,*,25.244705,26.203724,26.695243,25.599589,25.525112,26.117716,*,*,*
40,21,*,*,*,*,*,*,*,*,*,*,22.038067,22.909526,23.211894,22.818454,22.942365,22.847487,*,*,*
40,23,*,*,*,*,*,*,*,*,*,*,22.750982,22.24802,22.495087,22.189141,22.6002,22.856348,*,*,*
40,25,*,*,*,*,*,*,*,*,*,*,20.741609,21.45874,21.832592,21.450254,21.826546,21.915767,*,*,*
40,27,*,*,*,*,*,*,*,*,*,*,19.654454,20.198461,20.517554,20.191992,20.782177,21.006089,*,*,*
40,29,*,*,*,*,*,*,*,*,*,*,17.171846,18.267982,17.408909,18.006507,18.46912,18.478642,*,*,*
40,31,*,*,*,*,*,*,*,*,*,*,16.144188,16.746266,16.267306,16.460322,16.816909,17.06668,16.816259,*,17.55
40,33,*,*,*,*,*,*,*,*,*,*,15.578529,15.626168,15.640659,15.454436,15.42954,16.350945,15.81429,16.41,16.48
40,35,*,*,*,*,*,*,*,*,*,*,15.082603,14.794369,14.554516,14.704176,14.821466,15.135453,14.920153,15.48,14.77
40,37,*,*,*,*,*,*,*,*,*,*,14.217319,14.044719,14.192788,13.954368,14.229689,14.579179,14.531905,14.65,12.74
40,39,*,*,*,*,*,*,*,*,*,*,12.714346,13.012038,13.231073,13.003519,13.045917,13.441629,13.336507,13.47,13.34
40,41,11.04276,1.49967,*,*,*,*,*,*,*,*,11.503589,11.747038,11.712022,11.875355,12.157118,12.099309,11.783317,11.26,11.31
40,43,*,*,10.35168,0.0129,*,*,*,*,*,*,10.70852,10.949287,11.007094,11.100985,11.418132,11.34048,11.197592,10.76,10.0
40,45,*,*,9.82482,0.00846,*,*,*,*,*,*,11.178926,10.459821,10.623049,10.615326,10.866214,10.826303,10.855451,10.27,9.23
40,47,9.61512,0.03105,9.44944,0.00547,*,*,*,*,*,*,10.978352,9.945087,10.326593,10.160645,10.414694,10.356846,10.594401,9.77,8.84
40,49,9.3171,0.01047,9.31801,0.00622,*,*,*,*,*,*,10.058195,8.911226,9.330588,9.087948,9.366397,9.323461,9.594217,9.08,9.17
40,51,7.19445,0.0005,7.19435,0.00015,*,*,*,*,*,*,6.905272,7.390311,6.094164,6.925781,7.386537,6.874728,6.673354,6.83,7.0
40,53,6.73448,0.00045,6.73432,0.00045,*,*,*,*,*,*,6.716357,6.611886,5.741196,6.233757,6.758142,6.37732,6.449842,5.83,5.94
40,55,6.46225,0.00087,6.46193,0.00086,*,*,*,*,*,*,6.071619,5.979544,5.101401,5.536636,6.046849,5.662302,5.749899,5.86,5.6
40,57,5.57517,0.0004,5.57513,0.0004,*,*,*,*,*,*,4.982033,5.11589,4.690911,4.791605,5.094066,4.831219,4.499803,5.24,5.12
40,59,4.55286,0.02818,4.40523,0.01347,*,*,*,*,*,*,5.744009,4.410853,4.54895,4.527428,4.913099,4.446842,3.633998,5.21,4.58
40,61,4.92424,0.04689,4.85984,0.01165,*,*,*,*,*,*,5.289612,3.975366,4.472629,4.465407,4.804008,4.356809,4.297043,4.71,4.34
40,63,4.70087,0.11992,4.29894,0.01272,*,*,*,*,*,*,4.669321,3.643214,3.887907,4.038869,4.265457,4.026717,3.918777,4.12,3.82
40,65,*,*,3.81199,0.01528,*,*,*,*,*,*,4.063939,3.350583,3.458345,3.545816,3.804177,3.62917,3.305139,3.69,3.38
40,67,*,*,3.90102,1.20312,*,*,*,*,*,*,3.651201,3.072236,3.021523,3.134581,3.369428,3.146923,2.91429,3.38,3.06
40,69,*,*,*,*,*,*,*,*,*,*,3.353849,2.779709,2.49832,2.673648,2.967885,2.73091,2.651053,3.04,2.51
40,71,*,*,*,*,*,*,*,*,*,*,2.927889,2.491774,2.321143,2.705189,2.849004,2.703468,2.335401,2.14,2.28
40,73,*,*,*,*,*,*,*,*,*,*,2.32305,2.22064,2.245129,2.434956,2.641969,2.398036,2.117062,1.74,1.98
40,75,*,*,*,*,*,*,*,*,*,*,2.838288,1.986485,2.076889,2.218949,2.325057,2.166232,2.220665,2.42,1.77
40,77,*,*,*,*,*,*,*,*,*,*,3.047348,1.805452,2.024428,2.058551,2.104433,1.991018,2.14544,2.06,1.84
40,79,*,*,*,*,*,*,*,*,*,*,3.114766,1.488529,2.037143,1.896119,1.845111,1.82032,2.099017,1.88,1.46
40,81,*,*,*,*,*,*,*,*,*,*,2.382912,0.885929,1.282584,1.177483,1.219849,1.2108,1.38532,2.08,1.47
40,83,*,*,*,*,*,*,*,*,*,*,0.499962,0.178394,-0.926625,0.07985,0.523675,0.358999,0.039965,-0.71,0.46
40,85,*,*,*,*,*,*,*,*,*,*,0.416242,-0.225358,-0.970662,-0.249024,0.246374,0.151358,-0.049048,-1.09,-0.48
40,87,*,*,*,*,*,*,*,*,*,*,0.323169,-0.401079,-1.063921,-0.293886,0.239888,0.156744,0.008713,-1.25,-0.49
40,89,*,*,*,*,*,*,*,*,*,*,0.135812,-0.54983,-1.220127,-0.373755,0.016004,0.133857,0.00069,-1.24,-0.71
40,91,*,*,*,*,*,*,*,*,*,*,-0.042333,-0.732148,-1.39935,-0.47343,-0.034698,0.087041,-0.04048,-1.64,-0.6
40,93,*,*,*,*,*,*,*,*,*,*,-0.360313,-1.039594,-1.629826,-0.694612,-0.193991,-0.018929,-0.356769,-1.16,-0.86
40,95,*,*,*,*,*,*,*,*,*,*,-0.864521,-1.434417,-1.998493,-1.058343,-0.482888,-0.426748,-1.143589,-1.46,*
40,97,*,*,*,*,*,*,*,*,*,*,-1.308237,-1.824155,-2.365758,-1.43055,-0.754009,-0.912962,-1.851959,-1.56,*
40,99,*,*,*,*,*,*,*,*,*,*,-1.574707,-2.128974,-2.608603,-1.695191,-0.985028,-1.165973,-2.114688,*,*
40,101,*,*,*,*,*,*,*,*,*,*,-1.734805,-2.367406,-2.57924,-1.887944,-1.236472,-1.486735,-2.208759,*,*
40,103,*,*,*,*,*,*,*,*,*,*,-1.741409,-2.564968,-2.577196,-2.018941,-1.436751,-1.860698,*,*,*
40,105,*,*,*,*,*,*,*,*,*,*,-1.566414,-2.761758,-2.737832,-2.15811,-1.610923,-2.127221,*,*,*
40,107,*,*,*,*,*,*,*,*,*,*,-1.675282,-2.950243,-2.872434,-2.276278,-1.747922,-2.219574,*,*,*
40,109,*,*,*,*,*,*,*,*,*,*,-1.787648,-3.071743,-3.000012,-2.386292,-1.878104,-2.320845,*,*,*
40,111,*,*,*,*,*,*,*,*,*,*,-1.911475,-3.196435,-3.134712,-2.517363,-2.094551,-2.418747,*,*,*
40,113,*,*,*,*,*,*,*,*,*,*,-1.864386,-3.326521,-3.229362,-2.664536,-2.344483,-2.212521,*,*,*
40,115,*,*,*,*,*,*,*,*,*,*,-1.890576,-3.393531,-3.351061,-2.823637,-2.512423,-1.954275,*,*,*
40,117,*,*,*,*,*,*,*,*,*,*,-2.023322,-3.570745,-3.45953,-2.62694,-2.112563,-2.05256,*,*,*
40,119,*,*,*,*,*,*,*,*,*,*,-2.175978,-3.62618,-3.475028,-2.576068,-2.114048,-2.126755,*,*,*
42,19,*,*,*,*,*,*,*,*,*,*,25.702196,26.586061,27.10948,25.958715,25.882361,26.515556,*,*,*
42,21,*,*,*,*,*,*,*,*,*,*,23.36593,23.454053,23.702715,23.212008,23.45261,23.191435,*,*,*
42,23,*,*,*,*,*,*,*,*,*,*,23.721331,23.869217,23.561291,23.552773,24.185357,24.328153,*,*,*
42,25,*,*,*,*,*,*,*,*,*,*,21.725328,22.122761,23.011962,22.016336,22.508359,22.588947,*,*,*
42,27,*,*,*,*,*,*,*,*,*,*,20.320313,21.169488,21.719116,21.313812,21.589785,21.656643,*,*,*
42,29,*,*,*,*,*,*,*,*,*,*,18.4915,19.323024,18.515823,19.07041,19.494495,19.513014,*,*,*
42,31,*,*,*,*,*,*,*,*,*,*,17.130152,17.844653,17.426873,17.572269,17.886448,18.386621,*,*,*
42,33,*,*,*,*,*,*,*,*,*,*,16.295948,16.80336,16.973409,16.625759,16.673024,17.444971,17.333792,*,17.3
42,35,*,*,*,*,*,*,*,*,*,*,15.912921,15.977391,15.652023,15.859486,15.867904,16.373774,16.014078,*,15.86
42,37,*,*,*,*,*,*,*,*,*,*,15.098481,15.19572,15.363236,15.111256,15.172035,15.798139,15.702346,15.82,15.07
42,39,*,*,*,*,*,*,*,*,*,*,13.682466,14.131926,14.336358,14.103096,14.287055,14.573269,14.457382,14.5,13.46
42,41,*,*,*,*,*,*,*,*,*,*,12.706713,12.818814,12.804989,12.972515,13.264118,13.227016,12.86571,13.28,12.99
42,43,*,*,*,*,*,*,*,*,*,*,12.036775,11.979266,12.081979,12.184846,12.525244,12.47106,12.279897,12.04,11.39
42,45,11.20989,0.49198,10.84588,0.0047,*,*,*,*,*,*,12.184293,11.472585,11.684979,11.6726,11.945503,11.931603,11.93537,11.2,10.45
42,47,10.37512,0.025,10.39971,0.00547,*,*,*,*,*,*,11.938931,10.993562,11.382157,11.212454,11.476804,11.422807,11.646593,10.76,9.62
42,49,10.10822,0.01251,10.10764,0.00713,*,*,*,*,*,*,10.998491,9.890034,10.316025,10.102471,10.420976,10.392816,10.630985,10.02,10.06
42,51,8.06981,9e-05,8.06981,9e-05,*,*,*,*,*,*,7.643574,8.256193,6.949515,7.765029,8.223276,7.709163,7.496807,7.83,7.81
42,53,7.3691,0.0001,7.36911,9e-05,*,*,*,*,*,*,7.455362,7.429068,6.555955,7.037231,7.582321,7.174064,7.246156,6.81,6.87
