Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,NEW2018,NEW2018_sd,SKMS,SKP,SLy4,SV-min,UNEDF0,UNEDF1,UNEDF1-SO,UNEDF2,FRDM2012,HFB24
3,3,-1.47384,1e-05,-1.47376,0.0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3,5,-7.37959,0.10329,-6.10024,0.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3,7,-11.23809,0.26534,-11.24801,0.25445,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5,3,-4.82661,0.21213,-4.82654,0.21213,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5,5,-4.46098,0.00039,-4.46119,1e-05,*,*,*,*,*,*,*,*,-7.258010,-6.520693,-6.759913,-4.531483,-7.050651,-6.923949,*,-7.048551,*,*
5,7,-10.00286,0.0014,-10.00132,0.00132,*,*,*,*,*,*,*,*,-10.535655,-10.268338,-10.946315,-9.669223,-10.672785,-11.794502,*,-11.931251,*,*
5,9,-11.81181,0.02605,-11.81385,0.02474,*,*,*,*,*,*,*,*,-12.685802,-13.028579,-13.544291,-11.752952,-12.804611,-13.160025,*,-13.659890,*,*
5,11,*,*,-14.32198,0.03878,*,*,*,*,*,*,*,*,-16.181768,-16.264842,-16.204167,-13.875435,-15.524382,-15.377009,*,-15.452192,*,*
5,13,*,*,*,*,*,*,*,*,*,*,*,*,-21.368697,-21.020033,-21.048790,-18.463009,-19.992322,-19.683283,*,-19.782678,*,*
5,15,*,*,*,*,*,*,*,*,*,*,*,*,-25.816151,-25.364555,-25.873820,-23.025041,-24.223516,-23.226451,*,*,*,*
5,17,*,*,*,*,*,*,*,*,*,*,*,*,-27.759635,-27.936677,-28.859756,-25.779363,-26.760586,-25.529136,*,*,*,*
5,19,*,*,*,*,*,*,*,*,*,*,*,*,-28.313851,-29.245049,-30.384094,-27.208741,-28.025289,-26.611327,*,*,*,*
5,21,*,*,*,*,*,*,*,*,*,*,*,*,-29.161185,-30.255739,-31.502227,-28.322349,-28.921948,-27.716596,*,*,*,*
