Z, N, experiment, MC, EO, MC-EO, warning
77,112,2016,2.94453,2.94453,0.0,
74,114,2016,0.40665,0.40665,0.0,
91,134,2016,7.3927,7.3927,0.0,
72,94,2016,3.54245,3.54245,0.0,
82,125,2016,0.3923,0.3923,0.0,
81,117,2016,2.25827,2.25827,0.0,
92,129,2016,9.8893,9.8893,0.0,
63,84,2016,2.99098,2.99098,0.0,
74,92,2016,4.85606,4.85606,0.0,
88,126,2016,7.27259,7.27259,0.0,
97,149,2016,6.07398,6.07398,0.0,
64,90,2016,0.92027,0.92027,0.0,
65,76,2016,3.18014,3.18014,0.0,
98,146,2016,7.32896,7.32896,0.0,
79,116,2016,1.71681,1.71681,0.0,
76,90,2016,6.14277,6.14277,0.0,
95,146,2016,5.63782,5.63782,0.0,
83,113,2016,5.4383,5.4383,0.0,
107,165,2016,9.303,9.303,0.0,
90,124,2016,7.82718,7.82718,0.0,
67,82,2016,2.31692,2.31692,0.0,
96,144,2016,6.3978,6.3978,0.0,
86,135,2016,6.16299,6.16299,0.0,
78,96,2016,6.18317,6.18317,0.0,
84,115,2016,6.07429,6.07429,0.0,
85,107,2016,7.69563,7.69563,0.0,
87,134,2016,6.45774,6.45774,0.0,
114,171,2016,10.5584,10.5584,0.0,
68,94,2016,1.64791,1.64791,0.0,
60,83,2016,0.52071,0.52071,0.0,
69,104,2016,0.1162,0.1162,0.0,
73,109,2016,1.48294,1.48294,0.0,
86,121,2016,6.25121,6.25121,0.0,
89,139,2016,4.7212,4.7212,0.0,
52,57,2016,3.19769,3.19769,0.0,
112,169,2016,10.45413,10.45413,0.0,
70,92,2016,3.05255,3.05255,0.0,
90,128,2016,9.84909,9.84909,0.0,
68,100,2016,0.55188,0.55188,0.0,
60,73,2016,1.53021,1.53021,0.0,
62,73,2016,2.4859,2.4859,0.0,
53,60,2016,2.70655,2.70655,0.0,
71,102,2016,1.96938,1.96938,0.0,
75,99,2016,4.03965,4.03965,0.0,
80,118,2016,1.38084,1.38084,0.0,
93,149,2016,4.09798,4.09798,0.0,
94,138,2016,6.716,6.716,0.0,
88,130,2016,8.546,8.546,0.0,
55,58,2016,3.48305,3.48305,0.0,
62,83,2016,1.1164,1.1164,0.0,
77,105,2016,4.17686,4.17686,0.0,
93,143,2016,5.00663,5.00663,0.0,
81,110,2016,4.31998,4.31998,0.0,
82,116,2016,3.69154,3.69154,0.0,
73,89,2016,5.00708,5.00708,0.0,
103,151,2016,8.81626,8.81626,0.0,
78,95,2016,6.35486,6.35486,0.0,
84,130,2016,7.83354,7.83354,0.0,
75,95,2016,4.75967,4.75967,0.0,
85,131,2016,7.94971,7.94971,0.0,
64,81,2016,0.58267,0.58267,0.0,
107,154,2016,10.5016,10.5016,0.0,
83,118,2016,4.5003,4.5003,0.0,
55,65,2016,1.17868,1.17868,0.0,
83,129,2016,6.20726,6.20726,0.0,
66,91,2016,1.03308,1.03308,0.0,
67,91,2016,1.54379,1.54379,0.0,
96,151,2016,5.35362,5.35362,0.0,
56,84,2016,0.73489,0.73489,0.0,
78,107,2016,4.43691,4.43691,0.0,
84,122,2016,5.32702,5.32702,0.0,
85,116,2016,6.47284,6.47284,0.0,
50,54,2016,0.14263,0.14263,0.0,
58,86,2016,0.41257,0.41257,0.0,
96,141,2016,6.7704,6.7704,0.0,
86,112,2016,7.34938,7.34938,0.0,
89,140,2016,4.44441,4.44441,0.0,
67,97,2016,0.42984,0.42984,0.0,
108,165,2016,9.70285,9.70285,0.0,
101,148,2016,8.44108,8.44108,0.0,
70,87,2016,4.62179,4.62179,0.0,
90,139,2016,5.16756,5.16756,0.0,
68,99,2016,0.66507,0.66507,0.0,
71,95,2016,3.03189,3.03189,0.0,
102,155,2016,8.4766,8.4766,0.0,
72,102,2016,2.49452,2.49452,0.0,
113,173,2016,9.78943,9.78943,0.0,
80,109,2016,4.63682,4.63682,0.0,
94,141,2016,5.95148,5.95148,0.0,
88,137,2016,5.09677,5.09677,0.0,
70,105,2016,0.59849,0.59849,0.0,
62,90,2016,0.22048,0.22048,0.0,
77,98,2016,5.43086,5.43086,0.0,
74,100,2016,3.60185,3.60185,0.0,
93,136,2016,7.01403,7.01403,0.0,
81,103,2016,6.31735,6.31735,0.0,
82,111,2016,5.007,5.007,0.0,
118,176,2016,11.84037,11.84037,0.0,
63,90,2016,0.27212,0.27212,0.0,
79,92,2016,7.08523,7.08523,0.0,
76,114,2016,1.37584,1.37584,0.0,
91,138,2016,5.83465,5.83465,0.0,
81,121,2016,1.17565,1.17565,0.0,
106,154,2016,9.90059,9.90059,0.0,
92,141,2016,4.90868,4.90868,0.0,
83,127,2016,5.03647,5.03647,0.0,
104,152,2016,8.92571,8.92571,0.0,
88,114,2016,7.8803,7.8803,0.0,
83,134,2016,4.52124,4.52124,0.0,
66,82,2016,1.47504,1.47504,0.0,
64,78,2016,2.11333,2.11333,0.0,
78,114,2016,2.42386,2.42386,0.0,
79,96,2016,6.58315,6.58315,0.0,
85,125,2016,5.63119,5.63119,0.0,
83,101,2016,8.0248,8.0248,0.0,
89,122,2016,7.62164,7.62164,0.0,
69,90,2016,3.04423,3.04423,0.0,
56,65,2016,1.01558,1.01558,0.0,
86,139,2016,4.33547,4.33547,0.0,
84,111,2016,6.74994,6.74994,0.0,
108,156,2016,10.59075,10.59075,0.0,
91,124,2016,8.23681,8.23681,0.0,
87,123,2016,6.6716,6.6716,0.0,
101,157,2016,7.27128,7.27128,0.0,
90,146,2016,3.33333,3.33333,0.0,
71,84,2016,5.80279,5.80279,0.0,
59,87,2016,0.91831,0.91831,0.0,
69,100,2016,1.19888,1.19888,0.0,
109,161,2016,10.1811,10.1811,0.0,
72,109,2016,1.15865,1.15865,0.0,
73,97,2016,3.4584,3.4584,0.0,
86,109,2016,7.6941,7.6941,0.0,
80,100,2016,6.2585,6.2585,0.0,
52,53,2016,5.0692,5.0692,0.0,
93,126,2016,9.1678,9.1678,0.0,
88,144,2016,2.82857,2.82857,0.0,
70,96,2016,2.31386,2.31386,0.0,
61,85,2016,1.90825,1.90825,0.0,
74,111,2016,1.59012,1.59012,0.0,
82,102,2016,6.77401,6.77401,0.0,
115,172,2016,10.76363,10.76363,0.0,
80,122,2016,0.13376,0.13376,0.0,
61,79,2016,0.70173,0.70173,0.0,
76,105,2016,3.72685,3.72685,0.0,
77,117,2016,0.67921,0.67921,0.0,
110,157,2016,11.77676,11.77676,0.0,
72,89,2016,4.68231,4.68231,0.0,
82,128,2016,3.79238,3.79238,0.0,
81,114,2016,3.21774,3.21774,0.0,
92,132,2016,8.62824,8.62824,0.0,
65,87,2016,3.1575,3.1575,0.0,
53,67,2016,0.64425,0.64425,0.0,
88,121,2016,7.14309,7.14309,0.0,
97,146,2016,6.87435,6.87435,0.0,
78,117,2016,1.17642,1.17642,0.0,
98,153,2016,6.17696,6.17696,0.0,
76,93,2016,5.71342,5.71342,0.0,
79,105,2016,5.2339,5.2339,0.0,
83,106,2016,7.26817,7.26817,0.0,
51,55,2016,1.79668,1.79668,0.0,
86,130,2016,8.19744,8.19744,0.0,
87,112,2016,7.81677,7.81677,0.0,
84,118,2016,5.70096,5.70096,0.0,
108,155,2016,10.7335,10.7335,0.0,
87,139,2016,4.1426,4.1426,0.0,
114,174,2016,10.07212,10.07212,0.0,
68,81,2016,2.07607,2.07607,0.0,
60,86,2016,1.18241,1.18241,0.0,
102,149,2016,8.75171,8.75171,0.0,
51,59,2016,0.73348,0.73348,0.0,
73,106,2016,2.38334,2.38334,0.0,
80,91,2016,7.66769,7.66769,0.0,
52,60,2016,2.07751,2.07751,0.0,
87,110,2016,7.89638,7.89638,0.0,
89,128,2016,9.8316,9.8316,0.0,
99,156,2016,6.43634,6.43634,0.0,
70,91,2016,3.14932,3.14932,0.0,
90,135,2016,6.9214,6.9214,0.0,
71,107,2016,1.10181,1.10181,0.0,
60,76,2016,0.84669,0.84669,0.0,
75,108,2016,2.12283,2.12283,0.0,
82,97,2016,7.5983,7.5983,0.0,
54,62,2016,2.09587,2.09587,0.0,
80,113,2016,2.98225,2.98225,0.0,
61,72,2016,1.941,1.941,0.0,
76,96,2016,5.22435,5.22435,0.0,
77,110,2016,3.83529,3.83529,0.0,
74,112,2016,1.11607,1.11607,0.0,
81,107,2016,5.55739,5.55739,0.0,
82,123,2016,1.46739,1.46739,0.0,
73,86,2016,5.68098,5.68098,0.0,
92,131,2016,8.9407,8.9407,0.0,
52,64,2016,0.96118,0.96118,0.0,
103,152,2016,8.55564,8.55564,0.0,
63,86,2016,2.40145,2.40145,0.0,
78,90,2016,6.98973,6.98973,0.0,
74,90,2016,5.27827,5.27827,0.0,
84,133,2016,6.66213,6.66213,0.0,
75,88,2016,6.01199,6.01199,0.0,
116,174,2016,10.99998,10.99998,0.0,
67,78,2016,2.99582,2.99582,0.0,
98,144,2016,7.51686,7.51686,0.0,
79,118,2016,0.97158,0.97158,0.0,
107,167,2016,8.94962,8.94962,0.0,
83,115,2016,5.14309,5.14309,0.0,
90,122,2016,7.95804,7.95804,0.0,
66,94,2016,0.43727,0.43727,0.0,
67,84,2016,4.69501,4.69501,0.0,
96,146,2016,6.21563,6.21563,0.0,
86,133,2016,6.94619,6.94619,0.0,
78,102,2016,5.23715,5.23715,0.0,
84,125,2016,4.97923,4.97923,0.0,
87,128,2016,9.54041,9.54041,0.0,
68,88,2016,3.48125,3.48125,0.0,
69,86,2016,4.57191,4.57191,0.0,
57,85,2016,0.43779,0.43779,0.0,
86,127,2016,8.24515,8.24515,0.0,
89,137,2016,5.50624,5.50624,0.0,
52,59,2016,2.49984,2.49984,0.0,
70,82,2016,2.78369,2.78369,0.0,
90,142,2016,4.0816,4.0816,0.0,
68,102,2016,0.05119,0.05119,0.0,
60,75,2016,1.06991,1.06991,0.0,
62,79,2016,1.22574,1.22574,0.0,
72,97,2016,3.15358,3.15358,0.0,
53,58,2016,3.27454,3.27454,0.0,
71,96,2016,2.80268,2.80268,0.0,
80,104,2016,5.662,5.662,0.0,
75,101,2016,3.84218,3.84218,0.0,
94,136,2016,7.18061,7.18061,0.0,
93,147,2016,4.55741,4.55741,0.0,
88,132,2016,7.59246,7.59246,0.0,
62,81,2016,0.07187,0.07187,0.0,
77,103,2016,4.66044,4.66044,0.0,
91,145,2016,3.75462,3.75462,0.0,
93,141,2016,5.35635,5.35635,0.0,
81,108,2016,4.81713,4.81713,0.0,
82,114,2016,4.23833,4.23833,0.0,
73,95,2016,3.82355,3.82355,0.0,
94,146,2016,5.25582,5.25582,0.0,
78,93,2016,6.60738,6.60738,0.0,
85,129,2016,8.98723,8.98723,0.0,
64,83,2016,1.73529,1.73529,0.0,
65,91,2016,0.37254,0.37254,0.0,
77,91,2016,6.3813,6.3813,0.0,
83,120,2016,4.10965,4.10965,0.0,
55,67,2016,0.40137,0.40137,0.0,
83,131,2016,5.6213,5.6213,0.0,
66,89,2016,2.60827,2.60827,0.0,
67,93,2016,1.28315,1.28315,0.0,
78,105,2016,4.82209,4.82209,0.0,
79,101,2016,5.8279,5.8279,0.0,
85,114,2016,6.77727,6.77727,0.0,
50,52,2016,0.27662,0.27662,0.0,
89,119,2016,7.72101,7.72101,0.0,
69,95,2016,2.05378,2.05378,0.0,
58,84,2016,1.30353,1.30353,0.0,
96,143,2016,6.5397,6.5397,0.0,
86,118,2016,6.54665,6.54665,0.0,
87,124,2016,6.66225,6.66225,0.0,
89,146,2016,2.85166,2.85166,0.0,
108,167,2016,9.4375,9.4375,0.0,
67,99,2016,0.17971,0.17971,0.0,
101,146,2016,8.7644,8.7644,0.0,
91,121,2016,8.41521,8.41521,0.0,
70,85,2016,5.33876,5.33876,0.0,
90,137,2016,6.1466,6.1466,0.0,
109,166,2016,10.4827,10.4827,0.0,
71,89,2016,4.1397,4.1397,0.0,
102,153,2016,8.4284,8.4284,0.0,
72,104,2016,2.25421,2.25421,0.0,
80,111,2016,3.66824,3.66824,0.0,
99,144,2016,8.07211,8.07211,0.0,
88,139,2016,4.36306,4.36306,0.0,
62,88,2016,1.44981,1.44981,0.0,
77,96,2016,5.71588,5.71588,0.0,
74,98,2016,3.83845,3.83845,0.0,
75,112,2016,1.6514,1.6514,0.0,
93,134,2016,7.81649,7.81649,0.0,
82,109,2016,5.4619,5.4619,0.0,
81,101,2016,6.5509,6.5509,0.0,
92,145,2016,4.23356,4.23356,0.0,
94,149,2016,4.75697,4.75697,0.0,
79,94,2016,6.83648,6.83648,0.0,
76,108,2016,2.95867,2.95867,0.0,
91,140,2016,5.14991,5.14991,0.0,
75,86,2016,6.32821,6.32821,0.0,
72,84,2016,6.02857,6.02857,0.0,
92,143,2016,4.67804,4.67804,0.0,
65,92,2016,0.17888,0.17888,0.0,
117,177,2016,11.2026,11.2026,0.0,
74,86,2016,6.06553,6.06553,0.0,
104,154,2016,9.19277,9.19277,0.0,
88,116,2016,7.63664,7.63664,0.0,
66,80,2016,1.97968,1.97968,0.0,
78,112,2016,3.26858,3.26858,0.0,
98,156,2016,5.92689,5.92689,0.0,
79,98,2016,6.29842,6.29842,0.0,
85,123,2016,5.75111,5.75111,0.0,
83,103,2016,7.7568,7.7568,0.0,
89,120,2016,7.72871,7.72871,0.0,
90,118,2016,8.20203,8.20203,0.0,
69,88,2016,3.87791,3.87791,0.0,
56,67,2016,0.71454,0.71454,0.0,
87,117,2016,7.17029,7.17029,0.0,
86,137,2016,5.28346,5.28346,0.0,
2,3,2016,0.735,0.735,0.0,
108,158,2016,10.34569,10.34569,0.0,
84,105,2016,7.6943,7.6943,0.0,
91,126,2016,8.4888,8.4888,0.0,
87,140,2016,3.82952,3.82952,0.0,
90,144,2016,3.67179,3.67179,0.0,
71,86,2016,5.10789,5.10789,0.0,
68,84,2016,4.93426,4.93426,0.0,
60,89,2016,0.26664,0.26664,0.0,
69,98,2016,1.40978,1.40978,0.0,
57,73,2016,0.29855,0.29855,0.0,
73,103,2016,2.94569,2.94569,0.0,
80,102,2016,5.99568,5.99568,0.0,
52,55,2016,4.00835,4.00835,0.0,
70,102,2016,1.31081,1.31081,0.0,
71,108,2016,0.82672,0.82672,0.0,
100,146,2016,8.37695,8.37695,0.0,
74,109,2016,1.67241,1.67241,0.0,
61,83,2016,0.84708,0.84708,0.0,
75,105,2016,3.1031,3.1031,0.0,
82,100,2016,7.06587,7.06587,0.0,
115,174,2016,10.5107,10.5107,0.0,
63,77,2016,1.75906,1.75906,0.0,
61,77,2016,1.16259,1.16259,0.0,
76,107,2016,3.20617,3.20617,0.0,
77,115,2016,1.75633,1.75633,0.0,
110,163,2016,11.3669,11.3669,0.0,
91,133,2016,7.69368,7.69368,0.0,
72,91,2016,4.15001,4.15001,0.0,
82,126,2016,0.51663,0.51663,0.0,
81,112,2016,3.67983,3.67983,0.0,
92,134,2016,7.70084,7.70084,0.0,
65,85,2016,3.5869,3.5869,0.0,
53,65,2016,1.10061,1.10061,0.0,
88,123,2016,7.04187,7.04187,0.0,
65,79,2016,2.19284,2.19284,0.0,
98,151,2016,6.29329,6.29329,0.0,
79,107,2016,4.91191,4.91191,0.0,
76,95,2016,5.3712,5.3712,0.0,
95,145,2016,5.70708,5.70708,0.0,
83,108,2016,6.78032,6.78032,0.0,
67,81,2016,1.95211,1.95211,0.0,
86,128,2016,9.20848,9.20848,0.0,
87,114,2016,7.51891,7.51891,0.0,
84,112,2016,6.65806,6.65806,0.0,
85,110,2016,7.34414,7.34414,0.0,
92,127,2016,9.94007,9.94007,0.0,
87,133,2016,6.80074,6.80074,0.0,
114,172,2016,10.3722,10.3722,0.0,
68,83,2016,3.50484,3.50484,0.0,
51,61,2016,0.09594,0.09594,0.0,
73,104,2016,2.74138,2.74138,0.0,
4,4,2016,0.09184,0.09184,0.0,
86,122,2016,6.26074,6.26074,0.0,
52,62,2016,1.5285,1.5285,0.0,
80,93,2016,7.37802,7.37802,0.0,
89,134,2016,6.7832,6.7832,0.0,
70,89,2016,3.94567,3.94567,0.0,
62,74,2016,2.19,2.19,0.0,
90,133,2016,7.56663,7.56663,0.0,
60,78,2016,0.38966,0.38966,0.0,
100,153,2016,7.19804,7.19804,0.0,
75,110,2016,2.19437,2.19437,0.0,
73,114,2016,0.39565,0.39565,0.0,
54,60,2016,2.71901,2.71901,0.0,
80,115,2016,2.25993,2.25993,0.0,
53,63,2016,1.68181,1.68181,0.0,
94,135,2016,7.59075,7.59075,0.0,
63,74,2016,2.83684,2.83684,0.0,
55,57,2016,3.93441,3.93441,0.0,
76,98,2016,4.8705,4.8705,0.0,
77,108,2016,3.75692,3.75692,0.0,
81,105,2016,5.98924,5.98924,0.0,
82,121,2016,2.3346,2.3346,0.0,
73,84,2016,6.3546,6.3546,0.0,
103,154,2016,9.06774,9.06774,0.0,
52,66,2016,0.43822,0.43822,0.0,
63,80,2016,0.83427,0.83427,0.0,
78,88,2016,7.28588,7.28588,0.0,
74,88,2016,5.67827,5.67827,0.0,
84,135,2016,5.9142,5.9142,0.0,
75,90,2016,5.69431,5.69431,0.0,
85,134,2016,6.34184,6.34184,0.0,
107,153,2016,10.4003,10.4003,0.0,
79,112,2016,3.32655,3.32655,0.0,
76,86,2016,6.7674,6.7674,0.0,
83,117,2016,4.70092,4.70092,0.0,
55,68,2016,0.29697,0.29697,0.0,
90,120,2016,8.06899,8.06899,0.0,
66,92,2016,0.87369,0.87369,0.0,
67,86,2016,4.05165,4.05165,0.0,
96,148,2016,5.9016,5.9016,0.0,
78,100,2016,5.57298,5.57298,0.0,
84,127,2016,7.59456,7.59456,0.0,
85,119,2016,6.07041,6.07041,0.0,
87,130,2016,8.46927,8.46927,0.0,
68,90,2016,2.66518,2.66518,0.0,
69,84,2016,5.24833,5.24833,0.0,
58,75,2016,0.22007,0.22007,0.0,
96,138,2016,7.36533,7.36533,0.0,
86,125,2016,5.96545,5.96545,0.0,
89,143,2016,3.34528,3.34528,0.0,
112,173,2016,9.3174,9.3174,0.0,
90,140,2016,4.76985,4.76985,0.0,
62,77,2016,1.40847,1.40847,0.0,
68,96,2016,1.30492,1.30492,0.0,
53,56,2016,3.91807,3.91807,0.0,
71,98,2016,2.42014,2.42014,0.0,
72,99,2016,2.73432,2.73432,0.0,
75,103,2016,3.6624,3.6624,0.0,
54,55,2016,4.21705,4.21705,0.0,
80,106,2016,5.20444,5.20444,0.0,
93,145,2016,4.69082,4.69082,0.0,
94,142,2016,5.86715,5.86715,0.0,
88,134,2016,6.67793,6.67793,0.0,
70,106,2016,0.56738,0.56738,0.0,
62,87,2016,1.8713,1.8713,0.0,
77,101,2016,4.9963,4.9963,0.0,
91,147,2016,3.62793,3.62793,0.0,
81,98,2016,6.71054,6.71054,0.0,
82,112,2016,4.73784,4.73784,0.0,
73,93,2016,4.30906,4.30906,0.0,
92,148,2016,4.03539,4.03539,0.0,
94,144,2016,5.59327,5.59327,0.0,
63,89,2016,1.55255,1.55255,0.0,
91,137,2016,6.26454,6.26454,0.0,
54,67,2016,0.18951,0.18951,0.0,
64,85,2016,3.09939,3.09939,0.0,
65,89,2016,2.21102,2.21102,0.0,
77,89,2016,6.72235,6.72235,0.0,
83,122,2016,3.69142,3.69142,0.0,
66,87,2016,3.55915,3.55915,0.0,
67,95,2016,1.00421,1.00421,0.0,
78,111,2016,3.91162,3.91162,0.0,
79,103,2016,5.5262,5.5262,0.0,
85,112,2016,7.10439,7.10439,0.0,
89,117,2016,7.9583,7.9583,0.0,
69,93,2016,2.28489,2.28489,0.0,
86,116,2016,6.7738,6.7738,0.0,
87,126,2016,6.90485,6.90485,0.0,
84,108,2016,7.31963,7.31963,0.0,
89,144,2016,3.21486,3.21486,0.0,
91,123,2016,8.2709,8.2709,0.0,
71,91,2016,3.44652,3.44652,0.0,
100,143,2016,8.6934,8.6934,0.0,
69,103,2016,0.26188,0.26188,0.0,
57,70,2016,0.72262,0.72262,0.0,
72,106,2016,2.08436,2.08436,0.0,
86,110,2016,7.61674,7.61674,0.0,
80,97,2016,6.73545,6.73545,0.0,
99,146,2016,7.90936,7.90936,0.0,
88,141,2016,3.60291,3.60291,0.0,
61,88,2016,1.13677,1.13677,0.0,
100,149,2016,7.70906,7.70906,0.0,
74,96,2016,4.14324,4.14324,0.0,
59,72,2016,1.17054,1.17054,0.0,
75,114,2016,0.99033,0.99033,0.0,
82,107,2016,5.91472,5.91472,0.0,
93,132,2016,8.7865,8.7865,0.0,
92,147,2016,4.13005,4.13005,0.0,
76,110,2016,2.8212,2.8212,0.0,
91,142,2016,4.37462,4.37462,0.0,
72,86,2016,5.40478,5.40478,0.0,
92,137,2016,6.47551,6.47551,0.0,
85,136,2016,5.62785,5.62785,0.0,
65,82,2016,1.07372,1.07372,0.0,
95,140,2016,6.576,6.576,0.0,
74,84,2016,6.61273,6.61273,0.0,
111,169,2016,10.14612,10.14612,0.0,
88,118,2016,7.41526,7.41526,0.0,
105,153,2016,9.5006,9.5006,0.0,
78,118,2016,0.81277,0.81277,0.0,
98,154,2016,6.21695,6.21695,0.0,
79,108,2016,4.75056,4.75056,0.0,
85,121,2016,5.88685,5.88685,0.0,
83,105,2016,7.26364,7.26364,0.0,
89,126,2016,7.74595,7.74595,0.0,
96,152,2016,5.16181,5.16181,0.0,
56,69,2016,0.3871,0.3871,0.0,
87,119,2016,6.9234,6.9234,0.0,
84,107,2016,7.49331,7.49331,0.0,
68,86,2016,4.27966,4.27966,0.0,
69,96,2016,1.84273,1.84273,0.0,
102,150,2016,8.54865,8.54865,0.0,
58,71,2016,0.95655,0.95655,0.0,
73,101,2016,3.14054,3.14054,0.0,
109,157,2016,10.99565,10.99565,0.0,
89,131,2016,8.34782,8.34782,0.0,
99,155,2016,6.6157,6.6157,0.0,
70,100,2016,1.73721,1.73721,0.0,
100,156,2016,7.02728,7.02728,0.0,
74,107,2016,2.22188,2.22188,0.0,
82,98,2016,7.41865,7.41865,0.0,
54,59,2016,3.08686,3.08686,0.0,
63,79,2016,1.2021,1.2021,0.0,
61,75,2016,1.63262,1.63262,0.0,
76,101,2016,4.34601,4.34601,0.0,
77,113,2016,2.74863,2.74863,0.0,
110,161,2016,10.86997,10.86997,0.0,
91,135,2016,6.98689,6.98689,0.0,
72,93,2016,3.77898,3.77898,0.0,
82,124,2016,1.13482,1.13482,0.0,
81,118,2016,2.08272,2.08272,0.0,
63,85,2016,2.69185,2.69185,0.0,
74,95,2016,4.29272,4.29272,0.0,
88,125,2016,6.86169,6.86169,0.0,
97,150,2016,5.8896,5.8896,0.0,
67,77,2016,3.44784,3.44784,0.0,
64,89,2016,1.82827,1.82827,0.0,
65,77,2016,2.76524,2.76524,0.0,
98,149,2016,6.49699,6.49699,0.0,
79,117,2016,1.27194,1.27194,0.0,
76,89,2016,6.33549,6.33549,0.0,
95,147,2016,5.5885,5.5885,0.0,
83,110,2016,6.30663,6.30663,0.0,
90,127,2016,9.43531,9.43531,0.0,
69,79,2016,3.41957,3.41957,0.0,
67,83,2016,3.39281,3.39281,0.0,
86,134,2016,6.40474,6.40474,0.0,
78,99,2016,5.6429,5.6429,0.0,
84,114,2016,6.30967,6.30967,0.0,
85,108,2016,7.57242,7.57242,0.0,
87,135,2016,5.85503,5.85503,0.0,
68,93,2016,1.79803,1.79803,0.0,
73,110,2016,1.34121,1.34121,0.0,
86,120,2016,6.38374,6.38374,0.0,
80,95,2016,7.07221,7.07221,0.0,
52,56,2016,3.42046,3.42046,0.0,
89,132,2016,7.7836,7.7836,0.0,
70,95,2016,2.48131,2.48131,0.0,
90,131,2016,8.6258,8.6258,0.0,
100,155,2016,7.23972,7.23972,0.0,
60,72,2016,1.68319,1.68319,0.0,
59,70,2016,1.56101,1.56101,0.0,
75,96,2016,4.67586,4.67586,0.0,
73,112,2016,0.9782,0.9782,0.0,
71,103,2016,1.80074,1.80074,0.0,
80,117,2016,1.51446,1.51446,0.0,
88,129,2016,9.16077,9.16077,0.0,
55,59,2016,3.357,3.357,0.0,
77,106,2016,3.95605,3.95605,0.0,
81,111,2016,4.07415,4.07415,0.0,
82,119,2016,2.84428,2.84428,0.0,
54,84,2016,0.13659,0.13659,0.0,
73,90,2016,4.74906,4.74906,0.0,
63,82,2016,0.1065,0.1065,0.0,
78,94,2016,6.46338,6.46338,0.0,
84,129,2016,8.53615,8.53615,0.0,
85,132,2016,7.20135,7.20135,0.0,
64,80,2016,1.27152,1.27152,0.0,
107,155,2016,10.3195,10.3195,0.0,
79,114,2016,2.61985,2.61985,0.0,
83,119,2016,4.36235,4.36235,0.0,
66,90,2016,1.75304,1.75304,0.0,
67,88,2016,3.15905,3.15905,0.0,
96,150,2016,5.47512,5.47512,0.0,
78,106,2016,4.59865,4.59865,0.0,
84,121,2016,5.32472,5.32472,0.0,
85,117,2016,6.35384,6.35384,0.0,
69,82,2016,2.55942,2.55942,0.0,
58,73,2016,0.68459,0.68459,0.0,
96,140,2016,7.06699,7.06699,0.0,
86,115,2016,6.86075,6.86075,0.0,
89,141,2016,3.89293,3.89293,0.0,
84,103,2016,7.9789,7.9789,0.0,
70,86,2016,4.80974,4.80974,0.0,
90,138,2016,5.52015,5.52015,0.0,
68,98,2016,0.83052,0.83052,0.0,
60,71,2016,1.78639,1.78639,0.0,
102,154,2016,8.58152,8.58152,0.0,
72,101,2016,2.54086,2.54086,0.0,
71,92,2016,3.35407,3.35407,0.0,
57,67,2016,1.20511,1.20511,0.0,
80,108,2016,4.70741,4.70741,0.0,
109,169,2016,9.62903,9.62903,0.0,
94,140,2016,6.31005,6.31005,0.0,
88,136,2016,5.78892,5.78892,0.0,
70,104,2016,0.73925,0.73925,0.0,
62,85,2016,2.31096,2.31096,0.0,
77,99,2016,5.23386,5.23386,0.0,
74,103,2016,3.28514,3.28514,0.0,
93,137,2016,6.7781,6.7781,0.0,
81,96,2016,7.067,7.067,0.0,
82,110,2016,5.22098,5.22098,0.0,
94,150,2016,4.66561,4.66561,0.0,
79,93,2016,6.9233,6.9233,0.0,
76,113,2016,1.97613,1.97613,0.0,
91,139,2016,5.43943,5.43943,0.0,
75,85,2016,6.69775,6.69775,0.0,
81,122,2016,0.90745,0.90745,0.0,
54,65,2016,0.84343,0.84343,0.0,
92,140,2016,5.41363,5.41363,0.0,
106,157,2016,9.40326,9.40326,0.0,
116,177,2016,10.67942,10.67942,0.0,
64,87,2016,2.6527,2.6527,0.0,
83,124,2016,3.28183,3.28183,0.0,
104,151,2016,9.05546,9.05546,0.0,
88,113,2016,8.00153,8.00153,0.0,
66,85,2016,4.17962,4.17962,0.0,
64,77,2016,2.37739,2.37739,0.0,
78,109,2016,4.55408,4.55408,0.0,
79,97,2016,6.43349,6.43349,0.0,
85,126,2016,5.98245,5.98245,0.0,
89,123,2016,7.5183,7.5183,0.0,
69,91,2016,2.75202,2.75202,0.0,
66,79,2016,2.55671,2.55671,0.0,
56,64,2016,1.73317,1.73317,0.0,
86,138,2016,4.75672,4.75672,0.0,
84,110,2016,6.98707,6.98707,0.0,
87,120,2016,6.8933,6.8933,0.0,
99,142,2016,8.25017,8.25017,0.0,
91,125,2016,8.097,8.097,0.0,
71,85,2016,5.59581,5.59581,0.0,
59,84,2016,1.73305,1.73305,0.0,
69,101,2016,0.85056,0.85056,0.0,
102,157,2016,7.854,7.854,0.0,
72,108,2016,1.28705,1.28705,0.0,
57,68,2016,0.91793,0.91793,0.0,
86,108,2016,7.86242,7.86242,0.0,
80,99,2016,6.36042,6.36042,0.0,
73,98,2016,3.35594,3.35594,0.0,
99,148,2016,7.46378,7.46378,0.0,
88,143,2016,2.90574,2.90574,0.0,
70,99,2016,1.71913,1.71913,0.0,
61,86,2016,1.60107,1.60107,0.0,
100,151,2016,7.4251,7.4251,0.0,
74,110,2016,1.64906,1.64906,0.0,
59,74,2016,0.96208,0.96208,0.0,
75,116,2016,0.12033,0.12033,0.0,
82,105,2016,6.3928,6.3928,0.0,
