Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
18     44     62     -407.471609             0.140018       -9e-06         10406     YES            
18     46     64     -406.696596             0.174902       0.0001         10437     YES            
18     48     66     -405.673516             -0.166518      3.6e-05        10518     YES            
18     50     68     -404.719658             -0.167536      0.000142       10581     YES            
18     52     70     -403.32103              -0.155863      -1.6e-05       10657     YES            
18     54     72     -401.379553             -0.136768      -9.7e-05       10761     YES            
18     56     74     -399.1572               0.00324        -1e-06         10824     YES            
20     8      28     -108.830587             0.0            -0.0           10913     YES            
20     10     30     -155.62044              -1e-06         -0.0           10973     YES            
20     12     32     -201.439834             1e-06          0.0            11033     YES            
20     14     34     -245.041924             0.000486       8e-06          11141     YES            
20     16     36     -281.414886             0.000123       -2e-06         11187     YES            
20     18     38     -312.681221             2.5e-05        0.0            11262     YES            
20     20     40     -341.153648             2e-06          -2e-06         11378     YES            
20     22     42     -362.010941             1e-06          0.0            11407     YES            
20     24     44     -381.110405             -3.5e-05       0.0            11497     YES            
20     26     46     -399.26155              -0.0           0.0            11618     YES            
20     28     48     -415.502182             -0.0           0.0            11633     YES            
20     30     50     -428.446974             0.0            1e-06          11738     YES            
20     32     52     -438.621207             5e-05          2e-06          11829     YES            
20     34     54     -444.396735             0.0            0.0            11858     YES            
20     36     56     -448.818019             0.000471       -2e-06         11935     YES            
20     38     58     -453.040139             -0.000415      -2e-06         12006     YES            
20     40     60     -456.617215             -0.000457      1e-06          12111     YES            
20     42     62     -458.061452             -0.001536      3e-06          12185     YES            
20     44     64     -458.658076             -0.004865      -3e-06         12260     YES            
20     46     66     -459.240096             0.08339        0.000342       12372     YES            
20     48     68     -459.696085             0.099191       -6.6e-05       12431     YES            
20     50     70     -459.962923             0.070884       0.000129       12506     YES            
20     52     72     -460.203588             0.006104       -7e-06         12579     YES            
20     54     74     -460.459833             2e-06          -0.0           12623     YES            
20     56     76     -460.680187             0.0            0.0            12698     YES            
20     58     78     -460.020452             0.001498       1e-06          12774     YES            
20     60     80     -458.023878             0.001696       -0.0           12849     YES            
20     62     82     -454.822825             0.0            0.0            12908     YES            
22     12     34     -193.65954              0.300246       0.000637       12989     YES            
22     14     36     -239.200957             0.078659       -0.000759      13063     YES            
22     16     38     -279.377247             0.010663       6.5e-05        13140     YES            
22     18     40     -315.13869              6.9e-05        -3e-06         13212     YES            
22     20     42     -348.086397             8e-06          -0.0           13343     YES            
22     22     44     -372.812435             0.000169       -0.0           13359     YES            
22     24     46     -396.55531              0.128452       -1.3e-05       13434     YES            
22     26     48     -417.775527             0.075147       -0.000116      13569     YES            
22     28     50     -437.235698             -6.8e-05       0.0            13612     YES            
22     30     52     -452.759712             0.0            -0.0           13673     YES            
22     32     54     -465.34269              -0.000131      -0.0           13734     YES            
22     34     56     -473.52379              0.001162       -2.7e-05       13867     YES            
22     36     58     -480.807455             -0.007147      4e-06          13879     YES            
22     38     60     -487.998732             -0.000616      1e-06          13955     YES            
22     40     62     -494.402914             -0.000617      2e-06          14074     YES            
22     42     64     -498.329574             -0.000679      4e-06          14105     YES            
22     44     66     -502.31475              0.12516        0.002236       14201     YES            
22     46     68     -505.618491             0.152039       -0.000277      14277     YES            
22     48     70     -507.830931             0.151217       0.000651       14352     YES            
22     50     72     -509.325525             0.126707       0.000363       14427     YES            
22     52     74     -510.596873             -0.087381      5.4e-05        14478     YES            
