Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
101  157  -1895.5495        -4.894       12.979       1.206        9.36775      7.25925      
101  158  -1904.8205        -5.3675      13.0175      9.271        10.477       6.0325       
101  159  -1905.71875       -5.41275     14.044       0.89825      10.16925     5.15175      
101  160  -1914.682         -6.113       13.7855      8.96325      9.8615       5.421        
101  161  -1917.20425       -6.41875     15.15575     2.52225      11.4855      2.7705       
101  162  -1923.8565        -7.2145      14.001       6.65225      9.1745       5.34         
101  163  -1927.94875       -7.73025     14.92525     4.09225      10.7445      2.39975      
101  164  -1932.601         -8.416       13.8145      4.65225      8.7445       5.5545       
101  165  -1934.21425       -8.76675     14.06775     1.61325      6.2655       7.10925      
101  166  -1940.7325        -9.1325      14.091       6.51825      8.1315       6.354        
101  167  -1939.6845        -9.4         14.1425      -1.048       5.47025      8.762        
101  168  -1948.9365        -9.7275      13.939       9.252        8.204        6.005        
101  169  -1948.1385        -8.3865      13.20875     -0.798       8.454        5.7035       
101  170  -1959.2705        -8.2255      11.3735      11.132       10.334       4.027        
101  171  -1958.9265        -7.0685      12.26925     -0.344       10.788       4.30325      
101  172  -1970.2525        -6.6615      13.23        11.326       10.982       5.9445       
101  173  -1972.4           -6.59        12.90975     2.1475       13.4735      2.55725      
101  174  -1979.8725        -6.1535      13.5745      7.4725       9.62         5.45         
101  175  -1981.5285        -6.231       14.644       1.656        9.1285       6.26175      
101  176  -1987.2895        -6.2835      15.6035      5.761        7.417        7.3085       
101  177  -1986.49725       -6.61025     14.916       -0.79225     4.96875      8.68725      
101  178  -1994.15          -6.942       15.9585      7.65275      6.8605       5.836        
101  179  -1995.04525       -7.26225     16.8175      0.89525      8.548        4.836        
101  180  -2001.1905        -7.2425      17.8415      6.14525      7.0405       5.301        
101  181  -2001.8725        -7.925       19.84375     0.682        6.82725      4.65525      
101  182  -2005.3095        -9.7025      18.706       3.437        4.119        6.3395       
101  183  -2005.75575       -11.00675    17.60325     0.44625      3.88325      4.573        
101  184  -2008.057         -13.776      15.0405      2.30125      2.7475       6.8465       
101  185  -2007.88425       -13.62425    15.36075     -0.17275     2.1285       8.56825      
101  186  -2012.9715        -13.3725     15.846       5.08725      4.9145       8.345        
101  187  -2011.7035        -11.43       17.5375      -1.268       3.81925      9.12         
101  188  -2020.7805        -10.1025     18.544       9.077        7.809        4.645        
101  189  -2018.79975       -9.32275     18.92175     -1.98075     7.09625      3.66625      
101  190  -2026.544         -9.148       18.2995      7.74425      5.7635       3.9925       
101  191  -2024.19075       -8.94375     18.98125     -2.35325     5.391        3.98725      
101  192  -2031.4225        -8.7145      19.128       7.23175      4.8785       5.122        
101  193  -2030.115         -5.4245      20.77375     -1.3075      5.92425      3.3945       
101  194  -2043.3675        -0.9445      24.1295      13.2525      11.945       -2.773       
101  195  -2036.704         -1.2135      21.02125     -6.6635      6.589        0.93725      
101  196  -2049.7105        0.8275       21.498       13.0065      6.343        -2.1725      
101  197  -2042.43825       0.05925      20.3965      -7.27225     5.73425      1.5445       
101  198  -2054.636         1.271        22.22        12.19775     4.9255       1.8765       
101  199  -2047.835         0.5545       21.543       -6.801       5.39675      2.50675      
101  200  -2059.019         1.413        23.251       11.184       4.383        1.697        
101  201  -2053.187         0.8945       23.03425     -5.832       5.352        1.405        
101  202  -2062.99          1.381        24.2675      9.803        3.971        1.078        
101  203  -2058.4915        0.911        24.15025     -4.4985      5.3045       -0.03875     
101  204  -2066.488         1.206        25.108       7.9965       3.498        0.5345       
101  205  -2062.4245        0.7675       25.09425     -4.0635      3.933        0.21675      
101  206  -2069.321         0.849        25.8455      6.8965       2.833        0.359        
101  207  -2065.16225       0.57175      26.014       -4.15875     2.73775      0.468        
101  208  -2071.8285        0.5095       26.5075      6.66625      2.5075       -0.053       
101  209  -2067.81725       0.40025      26.978       -4.01125     2.655        -0.369       
101  210  -2074.046         0.251        27.2085      6.22875      2.2175       -0.425       
101  211  -2069.33925       0.21975      27.96325     -4.70675     1.522        -0.2         
101  212  -2075.6775        -0.1665      27.888       6.33825      1.6315       -0.54        
101  213  -2070.20725       -0.14675     28.70125     -5.47025     0.868        -0.53125     
101  214  -2077.137         -0.547       28.6395      6.92975      1.4595       -1.0475      
101  215  -2071.961         -0.552       29.3895      -5.176       1.75375      -2.155       
101  216  -2078.535         -0.807       29.4945      6.574        1.398        -1.7375      
101  217  -2073.9195        -0.9005      30.09275     -4.6155      1.9585       -3.048       
101  218  -2079.614         -1.064       30.366       5.6945       1.079        -2.2735      
101  219  -2074.64825       -1.03125     31.1525      -4.96575     0.72875      -2.5215      
101  220  -2080.2325        -1.3885      31.044       5.58425      0.6185       -2.6845      
101  221  -2074.8995        -1.073       32.477       -5.333       0.25125      -3.10375     
101  222  -2080.4765        -1.8675      31.645       5.577        0.244        -2.988       
101  223  -2074.37125       -1.57225     *            -6.10525     -0.52825     -3.64875     
101  224  -2080.351         -2.372       *            5.97975      -0.1255      -3.2195      
101  225  -2072.7015        -2.367       *            -7.6495      -1.66975     *            
101  226  -2079.927         -2.947       *            7.2255       -0.424       *            
101  227  -2071.556         -3.0945      *            -8.371       -1.1455      *            
101  228  -2079.25          -3.647       *            7.694        -0.677       *            
102  136  -1755.412         6.942        0.104        *            *            10.985       
102  137  -1757.963         6.53275      -0.7645      2.551        *            12.8895      
102  138  -1773.434         7.4035       0.927        15.471       18.022       10.174       
102  139  -1776.105         7.3935       0.402        2.671        18.142       10.9225      
102  140  -1790.796         8.3835       1.877        14.691       17.362       10.011       
102  141  -1793.1905        8.6855       1.836        2.3945       17.0855      10.8125      
102  142  -1807.665         9.4875       2.795        14.4745      16.869       9.554        
102  143  -1810.7975        9.7935       2.892        3.1325       17.607       8.857        
102  144  -1824.05          10.4395      3.669        13.2525      16.385       9.12         
102  145  -1827.64          10.627       3.829        3.59         16.8425      8.5655       
102  146  -1839.79          11.1045      4.569        12.15        15.74        8.891        
102  147  -1844.863         11.11775     4.8205       5.073        17.223       7.248        
102  148  -1855.156         11.351       5.512        10.293       15.366       8.365        
102  149  -1859.7915        11.47025     5.8605       4.6355       14.9285      8.551        
102  150  -1869.337         11.7145      6.459        9.5455       14.181       8.607        
102  151  -1872.2875        11.95925     6.7985       2.9505       12.496       9.9435       
102  152  -1883.128         12.339       7.408        10.8405      13.791       8.05         
102  153  -1887.215         12.8455      8.066        4.087        14.9275      6.574        
102  154  -1896.502         13.202       8.424        9.287        13.374       7.518        
102  155  -1900.185         14.00325     9.3715       3.683        12.97        7.264        
102  156  -1908.648         14.3045      9.319        8.463        12.146       7.73         
102  157  -1910.7755        15.226       10.332       2.1275       10.5905      8.338        
102  158  -1920.403         15.5825      10.215       9.6275       11.755       7.226        
102  159  -1922.361         16.64225     11.2295      1.958        11.5855      6.3825       
102  160  -1931.729         17.047       10.934       9.368        11.326       6.759        
102  161  -1935.3755        18.17125     11.7525      3.6465       13.0145      4.056        
102  162  -1942.662         18.8055      11.591       7.2865       10.933       6.433        
102  163  -1947.6835        19.73475     12.0045      5.0215       12.308       4.2395       
102  164  -1953.095         20.494       12.078       5.4115       10.433       6.276        
102  165  -1955.3525        21.13825     12.3715      2.2575       7.669        8.6265       
102  166  -1962.5           21.7675      12.635       7.1475       9.405        6.817        
102  167  -1962.0245        22.34        12.94        -0.4755      6.672        9.2565       
102  168  -1971.789         22.8525      13.125       9.7645       9.289        6.376        
102  169  -1971.017         22.8785      14.492       -0.772       8.9925       6.3675       
102  170  -1980.995         21.7245      13.499       9.978        9.206        5.969        
102  171  -1980.428         21.5015      14.433       -0.567       9.411        4.397        
102  172  -1990.781         20.5285      13.867       10.353       9.786        5.015        
102  173  -1992.87          20.47        13.88        2.089        12.442       1.425        
102  174  -2000.649         20.7765      14.623       7.779        9.868        4.565        
102  175  -2002.6225        21.094       14.863       1.9735       9.7525       4.6675       
102  176  -2008.726         21.4365      15.153       6.1035       8.077        5.6          
102  177  -2008.527         22.02975     15.4195      -0.199       5.9045       7.5325       
102  178  -2016.768         22.618       15.676       8.241        8.042        5.105        
102  179  -2017.933         22.88775     15.6255      1.165        9.406        3.4745       
102  180  -2024.688         23.4975      16.255       6.755        7.92         4.704        
102  181  -2027.4125        25.54        17.615       2.7245       9.4795       3.195        
102  182  -2031.797         26.4875      16.785       4.3845       7.109        4.936        
102  183  -2034.954         29.19825     18.1915      3.157        7.5415       3.1435       
102  184  -2038.501         30.444       16.668       3.547        6.704        4.811        
102  185  -2038.475         30.59075     16.9665      -0.026       3.521        6.5875       
102  186  -2043.809         30.8375      17.465       5.334        5.308        6.324        
102  187  -2041.7235        30.02        18.59        -2.0855      3.2485       8.085        
102  188  -2049.368         28.5875      18.485       7.6445       5.559        5.276        
102  189  -2047.527         28.72725     19.4045      -1.841       5.8035       3.9065       
102  190  -2054.806         28.262       19.114       7.279        5.438        4.377        
102  191  -2052.607         28.41625     19.4725      -2.199       5.08         3.8155       
102  192  -2060.018         28.5955      19.881       7.411        5.212        3.974        
102  193  -2054.5805        24.4655      19.041       -5.4375      1.9735       6.854        
102  194  -2064.893         21.5255      20.581       10.3125      4.875        3.544        
102  195  -2056.6105        19.9065      18.693       -8.2825      2.03         7.229        
102  196  -2070.308         20.5975      21.425       13.6975      5.415        2.304        
102  197  -2062.1825        19.74425     19.8035      -8.1255      5.572        4.035        
102  198  -2075.507         20.871       22.142       13.3245      5.199        1.676        
102  199  -2068.2095        20.3745      20.929       -7.2975      6.027        2.4695       
102  200  -2080.472         21.453       22.866       12.2625      4.965        1.193        
102  201  -2074.5015        21.3145      22.209       -5.9705      6.292        1.079        
102  202  -2085.171         22.181       23.562       10.6695      4.699        0.735        
102  203  -2080.7075        22.216       23.127       -4.4635      6.206        -0.115       
102  204  -2089.504         23.016       24.222       8.7965       4.333        0.405        
102  205  -2085.707         23.2825      24.05        -3.797       4.9995       0.1735       
102  206  -2093.39          24.069       24.918       7.683        3.886        0.192        
102  207  -2089.629         24.46675     25.0385      -3.761       3.922        0.328        
102  208  -2096.908         25.0795      25.589       7.279        3.518        -0.136       
102  209  -2093.3825        25.56525     25.9655      -3.5255      3.7535       -0.492       
102  210  -2100.057         26.011       26.262       6.6745       3.149        -0.438       
102  211  -2096.059         26.71975     26.9395      -3.998       2.6765       -0.342       
102  212  -2102.751         27.0735      26.907       6.692        2.694        -0.656       
102  213  -2097.9805        27.77325     27.6265      -4.7705      1.9215       -0.561       
102  214  -2105.19          28.053       27.506       7.2095       2.439        -1.046       
102  215  -2100.554         28.593       28.041       -4.636       2.5735       -1.9         
102  216  -2107.418         28.883       28.076       6.864        2.228        -1.434       
102  217  -2103.259         29.3395      28.439       -4.159       2.705        -2.446       
102  218  -2109.34          29.726       28.662       6.081        1.922        -1.698       
102  219  -2105.047         30.39875     29.3675      -4.293       1.788        -1.927       
102  220  -2110.914         30.6815      29.293       5.867        1.574        -1.936       
102  221  -2106.6715        31.772       30.699       -4.2425      1.6245       -2.692       
102  222  -2112.229         31.7525      29.885       5.5575       1.315        -2.308       
102  223  -2107.144         32.77275     31.2005      -5.085       0.4725       -2.8715      
102  224  -2113.049         32.698       30.326       5.905        0.82         -2.405       
102  225  -2106.1895        33.488       31.121       -6.8595      -0.9545      -1.946       
102  226  -2113.62          33.693       30.746       7.4305       0.571        -2.597       
102  227  -2106.0165        34.4605      31.366       -7.6035      -0.173       -2.648       
102  228  -2114.073         34.823       31.176       8.0565       0.453        -2.899       
102  229  -2107.137         *            *            -6.936       1.1205       -4.1865      
102  230  -2114.451         *            *            7.314        0.378        -3.254       
102  231  -2110.23          *            *            -4.221       3.093        *            
102  232  -2114.679         *            *            4.449        0.228        *            
103  140  -1782.8925        -7.9035      0.48         *            *            11.438       
103  141  -1784.88425       -8.30625     0.37925      1.99175      *            12.12725     
103  142  -1799.831         -7.834       1.6535       14.94675     16.9385      10.8815      
103  143  -1802.698         -8.0995      1.694        2.867        17.81375     10.107       
103  144  -1816.255         -7.795       2.6445       13.557       16.424       10.2225      
103  145  -1819.76125       -7.87875     2.74825      3.50625      17.06325     9.54275      
103  146  -1832.2225        -7.5675      3.537        12.46125     15.9675      9.688        
103  147  -1837.53825       -7.32475     3.793        5.31575      17.777       7.77475      
103  148  -1848.399         -6.757       4.594        10.86075     16.1765      8.5865       
103  149  -1853.398         -6.3935      5.07675      4.999        15.85975     8.64725      
103  150  -1863.547         -5.79        5.9245       10.149       15.148       8.558        
103  151  -1866.78725       -5.50025     6.459        3.24025      13.38925     9.834        
103  152  -1878.0175        -5.1105      7.2285       11.23025     14.4705      7.905        
103  153  -1882.3985        -4.8165      8.029        4.381        15.61125     6.22975      
103  154  -1891.9145        -4.5875      8.6145       9.516        13.897       7.1745       
103  155  -1896.06425       -4.12075     9.8825       4.14975      13.66575     6.60525      
103  156  -1904.714         -3.934       10.3705      8.64975      12.7995      6.886        
103  157  -1907.1225        -3.653       11.573       2.4085       11.05825     7.35925      
103  158  -1916.626         -3.777       11.8055      9.5035       11.912       6.0175       
103  159  -1918.65775       -3.70325     12.939       2.03175      11.53525     5.19175      
103  160  -1927.4345        -4.2945      12.7525      8.77675      10.8085      5.686        
103  161  -1930.73475       -4.64075     13.5305      3.30025      12.077       3.284        
103  162  -1937.145         -5.517       13.2885      6.41025      9.7105       5.837        
103  163  -1941.1685        -6.515       13.21975     4.0235       10.43375     4.33575      
103  164  -1945.437         -7.658       12.836       4.2685       8.292        6.7195       
103  165  -1947.32725       -8.02525     13.113       1.89025      6.15875      8.9215       
103  166  -1954.0925        -8.4075      13.36        6.76525      8.6555       6.8085       
103  167  -1953.08425       -8.94025     13.39975     -1.00825     5.757        9.43         
103  168  -1962.321         -9.468       13.3845      9.23675      8.2285       6.7115       
103  169  -1961.12075       -9.89625     12.98225     -1.20025     8.0365       6.86375      
103  170  -1970.6705        -10.3245     11.4         9.54975      8.3495       6.566        
103  171  -1970.81775       -9.61025     11.89125     0.14725      9.697        5.62075      
103  172  -1981.92          -8.861       11.6675      11.10225     11.2495      5.6505       
103  173  -1984.1245        -8.7455      11.7245      2.2045       13.30675     3.102        
103  174  -1992.024         -8.625       12.1515      7.8995       10.104       6.5285       
103  175  -1993.985         -8.6375      12.4565      1.961        9.8605       6.715        
103  176  -2000.151         -8.575       12.8615      6.166        8.127        8.0215       
103  177  -1999.59825       -8.92875     13.101       -0.55275     5.61325      10.23025     
103  178  -2007.6705        -9.0975      13.5205      8.07225      7.5195       7.919        
103  179  -2008.353         -9.58        13.30775     0.6825       8.75475      6.44425      
103  180  -2015.2905        -9.3975      14.1         6.9375       7.62         7.1595       
103  181  -2018.401         -9.0115      16.5285      3.1105       10.048       4.94425      
103  182  -2023.6565        -8.1405      18.347       5.2555       8.366        5.834        
103  183  -2023.6815        -11.2725     17.92575     0.025        5.2805       6.491        
103  184  -2026.3215        -12.1795     18.2645      2.64         2.665        7.288        
103  185  -2024.91575       -13.55925    17.0315      -1.40575     1.23425      9.14         
103  186  -2030.95          -12.859      17.9785      6.03425      4.6285       5.407        
103  187  -2030.28125       -11.44225    18.57775     -0.66875     5.3655       5.903        
103  188  -2038.9975        -10.3705     18.217       8.71625      8.0475       2.274        
103  189  -2036.99925       -10.52775    18.1995      -1.99825     6.718        3.00425      
103  190  -2047.001         -7.805       20.457       10.00175     8.0035       2.0795       
103  191  -2042.52975       -10.07725    18.339       -4.47125     5.5305       4.57         
103  192  -2052.9485        -7.0695      21.526       10.41875     5.9475       1.8955       
103  193  -2049.48475       -5.09575     19.36975     -3.46375     6.955        3.006        
103  194  -2062.441         -2.452       19.0735      12.95625     9.4925       -2.7185      
103  195  -2056.6835        0.073        19.9795      -5.7575      7.19875      1.7315       
103  196  -2068.486         -1.822       18.7755      11.8025      6.045        3.1815       
103  197  -2062.75          0.5675       20.31175     -5.736       6.0665       2.254        
103  198  -2073.459         -2.048       18.823       10.709       4.973        4.5515       
103  199  -2067.7075        -0.502       19.8725      -5.7515      4.9575       3.03075      
103  200  -2079.761         -0.711       20.742       12.0535      6.302        3.175        
103  201  -2073.34525       -1.15625     20.15825     -6.41575     5.63775      2.78975      
103  202  -2084.6245        -0.5465      21.6345      11.27925     4.8635       2.6945       
103  203  -2079.5535        -1.154       21.062       -5.071       6.20825      1.9335       
103  204  -2089.0525        -0.4515      22.5645      9.499        4.428        2.2375       
103  205  -2084.7345        -0.9725      22.31        -4.318       5.181        2.057        
103  206  -2092.8915        -0.4985      23.5705      8.157        3.839        1.8965       
103  207  -2088.84475       -0.78425     23.6825      -4.04675     4.11025      1.87975      
103  208  -2096.323         -0.585       24.4945      7.47825      3.4315       1.298        
103  209  -2092.6715        -0.711       24.85425     -3.6515      3.82675      0.79075      
103  210  -2099.425         -0.632       25.379       6.7535       3.102        0.7035       
103  211  -2095.46875       -0.59025     26.1295      -3.95625     2.79725      0.6485       
103  212  -2102.0075        -0.7435      26.33        6.53875      2.5825       0.3385       
103  213  -2097.357         -0.6235      27.14975     -4.6505      1.88825      0.28225      
103  214  -2104.3365        -0.8535      27.1995      6.9795       2.329        -0.359       
103  215  -2099.73775       -0.81625     27.77675     -4.59875     2.38075      -1.2305      
103  216  -2106.559         -0.859       28.024       6.82125      2.2225       -1.122       
103  217  -2102.3345        -0.9245      28.415       -4.2245      2.59675      -2.0735      
103  218  -2108.49          -0.85        28.876       6.1555       1.931        -1.655       
103  219  -2104.2375        -0.8095      29.58925     -4.2525      1.903        -2.018       
103  220  -2109.93          -0.984       29.6975      5.6925       1.44         -2.016       
103  221  -2105.9835        -0.688       31.084       -3.9465      1.746        -3.03525     
103  222  -2110.867         -1.362       30.3905      4.8835       0.937        -2.3345      
103  223  -2106.02575       -1.11825     31.6545      -4.84125     0.04225      -2.82625     
103  224  -2111.2645        -1.7845      30.9135      5.23875      0.3975       -2.488       
103  225  -2104.33125       -1.85825     31.62975     -6.93325     -1.6945      -1.66        
103  226  -2111.288         -2.332       31.361       6.95675      0.0235       -2.637       
103  227  -2103.477         -2.5395      31.921       -7.811       -0.85425     -2.4755      
103  228  -2111.011         -3.062       31.761       7.534        -0.277       -2.784       
103  229  -2103.82225       -3.31475     *            -7.18875     0.34525      -3.96625     
103  230  -2110.4985        -3.9525      *            6.67625      -0.5125      -2.9485      
103  231  -2106.22125       -4.00875     *            -4.27725     2.399        *            
103  232  -2109.814         -4.865       *            3.59275      -0.6845      *            
104  140  -1790.959         8.0665       0.163        *            *            10.775       
104  141  -1792.958         8.07375      -0.2325      1.999        *            11.447       
104  142  -1808.787         8.956        1.122        15.829       17.828       10.309       
104  143  -1811.8085        9.1105       1.011        3.0215       18.8505      9.682        
104  144  -1826.09          9.835        2.04         14.2815      17.303       9.875        
104  145  -1829.7375        9.97625      2.0975       3.6475       17.929       9.36         
104  146  -1842.735         10.5125      2.945        12.9975      16.645       9.615        
104  147  -1847.9085        10.37025     3.0455       5.1735       18.171       8.0315       
104  148  -1858.952         10.553       3.796        11.0435      16.217       9.138        
104  149  -1863.8095        10.4115      4.018        4.8575       15.901       9.3535       
104  150  -1874.057         10.51        4.72         10.2475      15.105       9.399        
104  151  -1877.372         10.58475     5.0845       3.315        13.5625      10.7195      
104  152  -1888.777         10.7595      5.649        11.405       14.72        8.86         
104  153  -1893.402         11.0035      6.187        4.625        16.03        7.1855       
104  154  -1903.097         11.1825      6.595        9.695        14.32        8.331        
104  155  -1907.5485        11.48425     7.3635       4.4515       14.1465      7.9665       
104  156  -1916.22          11.506       7.572        8.6715       13.123       8.582        
104  157  -1919.1745        12.052       8.399        2.9545       11.626       9.3105       
104  158  -1928.819         12.193       8.416        9.6445       12.599       8.129        
104  159  -1931.8695        13.21175     9.5085       3.0505       12.695       7.206        
104  160  -1941.0           13.5655      9.271        9.1305       12.181       7.703        
104  161  -1945.524         14.78925     10.1485      4.524        13.6545      5.137        
104  162  -1952.628         15.483       9.966        7.104        11.628       7.401        
104  163  -1958.0835        16.915       10.4         5.4555       12.5595      5.592        
104  164  -1963.639         18.202       10.544       5.5555       11.011       7.323        
104  165  -1966.222         18.89475     10.8695      2.583        8.1385       9.7615       
104  166  -1973.665         19.5725      11.165       7.443        10.026       7.73         
104  167  -1973.454         20.36975     11.4295      -0.211       7.232        10.1985      
104  168  -1983.493         21.172       11.704       10.039       9.828        7.307        
104  169  -1982.9595        21.83875     11.9425      -0.5335      9.5055       7.365        
104  170  -1993.176         22.5055      12.181       10.2165      9.683        6.913        
104  171  -1992.6625        21.84475     12.2345      -0.5135      9.703        6.6545       
104  172  -2003.139         21.219       12.358       10.4765      9.963        6.156        
104  173  -2005.574         21.4495      12.704       2.435        12.9115      3.154        
104  174  -2013.709         21.685       13.06        8.135        10.57        5.372        
104  175  -2015.8975        21.9125      13.275       2.1885       10.3235      5.2725       
104  176  -2022.366         22.215       13.64        6.4685       8.657        6.583        
104  177  -2022.2495        22.65125     13.7225      -0.1165      6.352        8.673        
104  178  -2030.943         23.2725      14.175       8.6935       8.577        6.083        
104  179  -2031.718         23.365       13.785       0.775        9.4685       5.109        
104  180  -2039.413         24.1225      14.725       7.695        8.47         5.655        
104  181  -2042.0645        23.6635      14.652       2.6515       10.3465      4.1685       
104  182  -2047.346         23.6895      15.549       5.2815       7.933        5.642        
104  183  -2048.224         24.5425      13.27        0.878        6.1595       7.4885       
104  184  -2053.942         27.6205      15.441       5.718        6.596        6.155        
104  185  -2052.3915        27.47575     13.9165      -1.5505      4.1675       10.8625      
104  186  -2060.361         29.411       16.552       7.9695       6.419        6.44         
104  187  -2059.014         28.73275     17.2905      -1.347       6.6225       7.761        
104  188  -2066.707         27.7095      17.339       7.693        6.346        5.402        
104  189  -2062.2965        25.29725     14.7695      -4.4105      3.2825       7.727        
104  190  -2072.766         25.765       17.96        10.4695      6.059        4.902        
104  191  -2065.9225        23.39275     13.3155      -6.8435      3.626        9.9045       
104  192  -2079.249         26.3005      19.231       13.3265      6.483        3.857        
104  193  -2073.804         24.31925     19.2235      -5.445       7.8815       7.103        
104  194  -2085.449         23.008       20.556       11.645       6.2          2.869        
104  195  -2081.7815        25.098       25.171       -3.6675      7.9775       1.099        
104  196  -2091.254         22.768       20.946       9.4725       5.805        1.939        
104  197  -2088.1075        25.3575      25.925       -3.1465      6.326        -3.197       
104  198  -2096.401         22.942       20.894       8.2935       5.147        2.207        
104  199  -2091.1005        23.393       22.891       -5.3005      2.993        -0.618       
104  200  -2101.85          22.089       21.378       10.7495      5.449        1.957        
104  201  -2095.104         21.75875     20.6025      -6.746       4.0035       1.4055       
104  202  -2107.108         22.4835      21.937       12.004       5.258        1.664        
104  203  -2101.6395        22.086       20.932       -5.4685      6.5355       1.162        
104  204  -2112.051         22.9985      22.547       10.4115      4.943        1.42         
104  205  -2107.602         22.8675      21.895       -4.449       5.9625       1.4055       
104  206  -2116.623         23.7315      23.233       9.021        4.572        1.181        
104  207  -2112.7155        23.87075     23.0865      -3.9075      5.1135       1.2915       
104  208  -2120.818         24.495       23.91        8.1025       4.195        0.872        
104  209  -2117.4305        24.759       24.048       -3.3875      4.715        0.4985       
104  210  -2124.653         25.228       24.596       7.2225       3.835        0.555        
104  211  -2121.1935        25.72475     25.1345      -3.4595      3.763        0.489        
104  212  -2128.034         26.0265      25.283       6.8405       3.381        0.323        
104  213  -2123.9185        26.5615      25.938       -4.1155      2.725        0.4405       
104  214  -2131.083         26.7465      25.893       7.1645       3.049        -0.032       
104  215  -2126.8115        27.07375     26.2575      -4.2715      2.893        -0.531       
104  216  -2133.88          27.321       26.462       7.0685       2.797        -0.39        
104  217  -2129.88          27.5455      26.621       -4.0         3.0685       -1.026       
104  218  -2136.4           27.91        27.06        6.52         2.52         -0.682       
104  219  -2132.648         28.4105      27.601       -3.752       2.768        -1.089       
104  220  -2138.626         28.696       27.712       5.978        2.226        -0.986       
104  221  -2135.6655        29.682       28.994       -2.9605      3.0175       -2.3185      
104  222  -2140.565         29.698       28.336       4.8995       1.939        -1.351       
104  223  -2136.6175        30.59175     29.4735      -3.9475      0.952        -1.646       
104  224  -2141.84          30.5755      28.791       5.2225       1.275        -1.311       
104  225  -2135.608         31.27675     29.4185      -6.232       -1.0095      -0.164       
104  226  -2142.866         31.578       29.246       7.258        1.026        -1.517       
104  227  -2135.8125        32.3355      29.796       -7.0535      0.2045       -1.323       
104  228  -2143.789         32.778       29.716       7.9765       0.923        -1.869       
104  229  -2137.4775        33.65525     30.3405      -6.3115      1.665        -3.161       
104  230  -2144.646         34.1475      30.195       7.1685       0.857        -2.273       
104  231  -2141.4625        35.24125     31.2325      -3.1835      3.985        -6.0255      
104  232  -2145.349         35.535       30.67        3.8865       0.703        -2.598       
104  233  -2142.0545        *            *            -3.2945      0.592        -3.5245      
104  234  -2145.53          *            *            3.4755       0.181        -2.551       
104  235  -2138.624         *            *            -6.906       -3.4305      *            
104  236  -2145.578         *            *            6.954        0.048        *            
105  150  -1867.5195        -6.5375      3.9725       *            *            9.1795       
105  151  -1871.131         -6.241       4.34375      3.6115       *            10.567       
105  152  -1883.0475        -5.7295      5.03         11.9165      15.528       8.7995       
105  153  -1888.01875       -5.38325     5.62025      4.97125      16.88775     7.0685       
105  154  -1897.965         -5.132       6.0505       9.94625      14.9175      8.3525       
105  155  -1902.932         -4.6165      6.86775      4.967        14.91325     7.7665       
105  156  -1911.974         -4.246       7.26         9.042        14.009       8.2405       
105  157  -1915.32025       -3.85425     8.19775      3.34625      12.38825     9.044        
105  158  -1925.3665        -3.4525      8.7405       10.04625     13.3925      7.6475       
105  159  -1928.83225       -3.03725     10.1745      3.46575      13.512       6.59025      
105  160  -1937.948         -3.052       10.5135      9.11575      12.5815      6.978        
105  161  -1942.1115        -3.4125      11.37675     4.1635       13.27925     4.84625      
105  162  -1948.43          -4.198       11.285       6.3185       10.482       7.3045       
105  163  -1952.76925       -5.31425     11.60075     4.33925      10.65775     6.2655       
105  164  -1957.1835        -6.4555      11.7465      4.41425      8.7535       8.2615       
105  165  -1959.4095        -6.8125      12.08225     2.226        6.64025      10.059       
105  166  -1966.4205        -7.2445      12.328       7.011        9.237        7.3165       
105  167  -1965.5475        -7.9065      12.46325     -0.873       6.138        10.07975     
105  168  -1974.8095        -8.6835      12.4885      9.262        8.389        7.583        
106  150  -1876.992         9.4725       2.935        *            *            10.26        
106  151  -1880.54          9.409        3.168        3.548        *            11.5695      
106  152  -1892.608         9.5605       3.831        12.068       15.616       9.749        
106  153  -1897.7705        9.75175      4.3685       5.1625       17.2305      7.9015       
106  154  -1907.813         9.848        4.716        10.0425      15.205       9.264        
106  155  -1912.8105        9.8785       5.262        4.9975       15.04        8.8915       
106  156  -1921.738         9.764        5.518        8.9275       13.925       9.659        
106  157  -1925.121         9.80075      5.9465       3.383        12.3105      10.7275      
106  158  -1935.214         9.8475       6.395        10.093       13.476       9.306        
106  159  -1939.175         10.34275     7.3055       3.961        14.054       8.2995       
106  160  -1948.356         10.408       7.356        9.181        13.142       8.763        
106  161  -1953.699         11.5875      8.175        5.343        14.524       6.4705       
106  162  -1960.772         12.342       8.144        7.073        12.416       8.528        
106  163  -1966.66          13.89075     8.5765       5.888        12.961       7.164        
106  164  -1972.598         15.4145      8.959        5.938        11.826       8.33         
106  165  -1975.592         16.1825      9.37         2.994        8.932        10.7915      
106  166  -1983.296         16.8755      9.631        7.704        10.698       8.643        
106  167  -1983.506         17.9585      10.052       0.21         7.914        11.016       
106  168  -1993.736         18.9265      10.243       10.23        10.44        8.229        
107  154  -1901.607         -6.206       3.642        *            *            9.7405       
107  155  -1906.9445        -5.866       4.0125       5.3375       *            9.37425      
107  156  -1916.257         -5.481       4.283        9.3125       14.65        10.008       
107  157  -1919.89725       -5.22375     4.577        3.64025      12.95275     11.33475     
107  158  -1930.5325        -4.6815      5.166        10.63525     14.2755      9.7415       
