Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
98   144  -1817.097         7.5535       6.697        11.4915      14.623       7.941        
98   145  -1819.6965        7.709        6.843        2.5995       14.091       8.7875       
98   146  -1831.326         8.2345       7.729        11.6295      14.229       7.374        
98   147  -1835.3665        8.59225      8.1195       4.0405       15.67        5.787        
98   148  -1845.097         9.06         8.73         9.7305       13.771       6.8          
98   149  -1849.644         9.8415       9.188        4.547        14.2775      5.903        
98   150  -1857.711         10.663       9.726        8.067        12.614       6.956        
98   151  -1860.875         11.677       10.439       3.164        11.231       7.881        
98   152  -1869.449         12.491       10.752       8.574        11.738       6.836        
98   153  -1871.3           13.624       11.703       1.851        10.425       7.436        
98   154  -1880.571         14.232       11.604       9.271        11.122       6.426        
98   155  -1881.479         15.36725     12.5195      0.908        10.179       6.418        
98   156  -1891.307         16.0275      12.485       9.828        10.736       5.96         
98   157  -1891.617         17.08575     13.2065      0.31         10.138       5.6425       
98   158  -1901.757         17.804       13.248       10.14        10.45        5.365        
98   159  -1902.29          18.72525     13.8655      0.533        10.673       4.4205       
98   160  -1911.893         19.3765      13.943       9.603        10.136       4.916        
98   161  -1914.8475        20.1705      14.396       2.9545       12.5575      1.877        
98   162  -1921.852         20.8395      14.599       7.0045       9.959        4.398        
98   163  -1924.321         20.48675     14.9235      2.469        9.4735       4.4305       
98   164  -1930.45          19.999       14.978       6.129        8.598        5.103        
98   165  -1930.253         20.46875     15.4825      -0.197       5.932        7.4445       
98   166  -1939.026         20.6285      15.367       8.773        8.576        4.746        
98   167  -1937.644         21.31625     15.9225      -1.382       7.391        5.4265       
98   168  -1947.512         21.644       15.758       9.868        8.486        4.447        
98   169  -1945.787         19.33175     16.3635      -1.725       8.143        4.2345       
98   170  -1956.542         16.5745      16.079       10.755       9.03         3.512        
98   171  -1956.24          17.268       17.301       -0.302       10.453       1.4835       
98   172  -1965.558         17.0415      16.683       9.318        9.016        3.205        
98   173  -1965.8095        18.13175     17.8635      0.2515       9.5695       1.4295       
98   174  -1973.721         18.247       17.094       7.9115       8.163        3.454        
98   175  -1973.412         19.1835      17.882       -0.309       7.6025       2.834        
98   176  -1981.613         19.55        17.53        8.201        7.892        3.314        
98   177  -1983.031         20.64425     18.9235      1.418        9.619        0.799        
98   178  -1989.139         20.5835      18.007       6.108        7.526        3.244        
98   179  -1990.6265        22.13625     19.2575      1.4875       7.5955       1.781        
98   180  -1995.894         22.479       18.088       5.2675       6.755        3.538        
98   181  -1996.3045        23.289       18.653       0.4105       5.678        3.3645       
98   182  -2002.675         23.769       18.558       6.3705       6.781        3.431        
98   183  -2004.3715        23.9825      18.805       1.6965       8.067        1.58         
98   184  -2009.018         24.176       19.012       4.6465       6.343        3.399        
98   185  -2007.9805        24.33775     19.3755      -1.0375      3.609        5.886        
98   186  -2012.373         24.5045      19.749       4.3925       3.355        5.933        
98   187  -2006.619         24.6415      20.073       -5.754       -1.3615      10.286       
98   188  -2015.605         24.7785      20.397       8.986        3.232        5.319        
98   189  -2008.961         25.2285      22.892       -6.644       2.342        5.885        
98   190  -2019.187         23.7235      21.477       10.226       3.582        4.321        
98   191  -2013.631         22.8985      24.057       -5.556       4.67         0.738        
98   192  -2023.325         20.1135      22.717       9.694        4.138        2.685        
98   193  -2017.0195        19.8315      23.028       -6.3055      3.3885       0.8545       
98   194  -2027.554         19.7695      23.779       10.5345      4.229        1.354        
98   195  -2020.6395        19.78375     23.7475      -6.9145      3.62         1.652        
98   196  -2031.875         20.293       24.706       11.2355      4.321        0.2          
98   197  -2025.4235        20.23725     24.4945      -6.4515      4.784        -0.2315      
98   198  -2036.122         20.7265      25.373       10.6985      4.247        -0.653       
98   199  -2029.9885        20.66275     25.1205      -6.1335      4.565        -0.7595      
98   200  -2040.075         21.139       25.948       10.0865      3.953        -1.026       
98   201  -2034.0195        21.05225     25.6995      -6.0555      4.031        -0.8515      
98   202  -2043.784         21.5005      26.521       9.7645       3.709        -1.357       
98   203  -2038.1115        21.45925     26.3635      -5.6725      4.092        -1.4915      
98   204  -2047.239         21.873       27.116       9.1275       3.455        -1.676       
98   205  -2042.356         21.9355      27.171       -4.883       4.2445       -2.308       
98   206  -2050.413         22.243       27.716       8.057        3.174        -1.99        
98   207  -2046.87          22.38325     27.8465      -3.543       4.514        -3.385       
98   208  -2053.197         22.6835      28.297       6.327        2.784        -2.2         
98   209  -2048.962         23.0575      28.58        -4.235       2.092        -1.6385      
98   210  -2055.297         23.4565      28.913       6.335        2.1          -2.097       
98   211  -2049.0485        24.071       29.477       -6.2485      0.0865       -0.3665      
98   212  -2057.16          24.4255      29.521       8.1115       1.863        -2.476       
98   213  -2050.337         25.18225     30.2145      -6.823       1.2885       -2.4655      
98   214  -2058.884         25.534       30.098       8.547        1.724        -2.945       
98   215  -2052.655         26.328       30.736       -6.229       2.318        -4.2325      
98   216  -2060.436         26.757       30.644       7.781        1.552        -3.35        
98   217  -2055.4165        27.5495      31.149       -5.0195      2.7615       -5.1975      
98   218  -2061.697         28.107       31.184       6.2805       1.261        -3.605       
98   219  -2056.8095        29.07575     32.0865      -4.8875      1.393        -4.242       
98   220  -2062.472         29.4245      31.749       5.6625       0.775        -3.659       
98   221  -2055.9825        *            *            -6.4895      -0.827       -2.9595      
98   222  -2062.883         *            *            6.9005       0.411        -3.86        
98   223  -2054.715         *            *            -8.168       -1.2675      *            
98   224  -2063.147         *            *            8.432        0.264        *            
98   225  -2054.1455        *            *            -9.0015      -0.5695      *            
98   226  -2063.304         *            *            9.1585       0.157        *            
98   227  -2054.3025        *            *            -9.0015      0.157        *            
98   228  -2063.381         *            *            9.0785       0.077        *            
98   229  -2055.5025        *            *            -7.8785      1.2          *            
98   230  -2063.384         *            *            7.8815       0.003        *            
99   134  -1730.9175        -5.8685      2.106        *            *            8.009        
99   135  -1731.7165        -5.6265      1.028        0.799        *            8.9675       
99   136  -1748.6855        -5.4245      1.68         16.969       17.768       8.426        
99   137  -1750.5165        -5.3655      1.499        1.831        18.8         8.472        
99   138  -1765.8375        -5.0265      2.248        15.321       17.152       9.468        
99   139  -1768.3485        -5.002       1.91525      2.511        17.832       8.969        
99   140  -1782.4895        -4.4875      2.6975       14.141       16.652       9.4          
99   141  -1785.61775       -4.69775     2.04375      3.12825      17.26925     9.1155       
99   142  -1798.486         -3.988       3.135        12.86825     15.9965      9.606        
99   143  -1801.4805        -4.125       2.81575      2.9945       15.86275     10.3935      
99   144  -1813.715         -3.382       4.1715       12.2345      15.229       9.936        
99   145  -1816.3325        -3.364       4.345        2.6175       14.852       10.63225     
99   146  -1828.42          -2.906       5.3285       12.0875      14.705       9.4235       
99   147  -1832.50475       -2.86175     5.7305       4.08475      16.17225     7.78275      
99   148  -1842.5495        -2.5475      6.5125       10.04475     14.1295      8.842        
99   149  -1847.0135        -2.6305      7.211        4.464        14.50875     8.06075      
99   150  -1855.2225        -2.4885      8.1745       8.209        12.673       9.1145       
99   151  -1858.4045        -2.4705      9.2065       3.182        11.391       9.698        
99   152  -1866.8715        -2.5775      9.9135       8.467        11.649       8.4765       
99   153  -1868.9195        -2.3805      11.2435      2.048        10.515       8.5785       
99   154  -1877.9175        -2.6535      11.5785      8.998        11.046       7.3405       
99   155  -1878.847         -2.632       12.73525     0.9295       9.9275       7.129        
99   156  -1888.2665        -3.0405      12.987       9.4195       10.349       6.3725       
99   157  -1888.435         -3.182       13.90375     0.1685       9.588        5.97675      
99   158  -1898.0435        -3.7135      14.0905      9.6085       9.777        5.536        
99   159  -1898.408         -3.882       14.84325     0.3645       9.973        4.42325      
99   160  -1907.4825        -4.4105      14.966       9.0745       9.439        4.7705       
99   161  -1910.1005        -4.747       15.4235      2.618        11.6925      1.76425      
99   162  -1916.5985        -5.2535      15.586       6.498        9.116        4.218        
99   163  -1919.33825       -4.98275     15.504       2.73975      9.23775      3.63875      
99   164  -1925.788         -4.662       15.337       6.44975      9.1895       3.5245       
99   165  -1925.1965        -5.0565      15.41225     -0.5915      5.85825      6.93775      
99   166  -1933.55          -5.476       15.1525      8.3535       7.762        5.201        
99   167  -1931.665         -5.979       15.33725     -1.885       6.4685       6.41925      
99   168  -1940.83          -6.682       14.962       9.165        7.28         5.8675       
99   169  -1941.15025       -4.63675     14.695       0.32025      9.48525      3.4775       
99   170  -1953.7205        -2.8215      13.753       12.57025     12.8905      0.4475       
99   171  -1953.64325       -2.59675     14.67125     -0.07725     12.493       1.112        
99   172  -1962.881         -2.677       14.3645      9.23775      9.1605       5.3865       
99   173  -1962.88925       -2.92025     15.2115      0.00825      9.246        4.38275      
99   174  -1970.2875        -3.4335      14.8135      7.39825      7.4065       6.529        
99   175  -1969.59825       -3.81375     15.36975     -0.68925     6.709        6.3795       
99   176  -1977.264         -4.349       15.201       7.66575      6.9765       6.51         
99   177  -1978.64175       -4.38925     16.255       1.37775      9.0435       3.88675      
99   178  -1984.2895        -4.8495      15.734       5.64775      7.0255       6.0735       
99   179  -1984.078         -6.5485      15.58775     -0.2115      5.43625      6.60875      
99   180  -1987.9315        -7.9625      14.5165      3.8535       3.642        8.924        
99   181  -1987.67825       -8.62625     14.66275     -0.25325     3.60025      9.112        
99   182  -1994.01          -8.665       15.104       6.33175      6.0785       7.705        
99   183  -1995.732         -8.6395      15.343       1.722        8.05375      5.5835       
99   184  -2000.404         -8.614       15.562       4.672        6.394        6.802        
99   185  -1999.562         -8.4185      15.91925     -0.842       3.83         9.127        
99   186  -2004.17          -8.203       16.3015      4.608        3.766        8.972        
99   187  -1999.3195        -7.2995      17.342       -4.8505      -0.2425      12.62325     
99   188  -2008.289         -7.316       17.4625      8.9695       4.119        7.8795       
99   189  -2004.15475       -4.80625     20.42225     -4.13425     4.83525      6.12275      
99   190  -2015.8205        -3.3665      20.357       11.66575     7.5315       3.306        
99   191  -2012.597         -1.034       21.8645      -3.2235      8.44225      -0.5645      
99   192  -2025.6585        2.3335       22.447       13.0615      9.838        -1.895       
99   193  -2019.2745        2.255        22.0865      -6.384       6.6775       -0.242       
99   194  -2031.9255        4.3715       24.141       12.651       6.267        -0.414       
99   195  -2024.42975       3.79025      23.574       -7.49575     5.15525      1.05825      
99   196  -2036.779         4.904        25.197       12.34925     4.8535       -0.6945      
99   197  -2029.69925       4.27575      24.513       -7.07975     5.2695       -0.5435      
99   198  -2041.0495        4.9275       25.654       11.35025     4.2705       -1.1675      
99   199  -2034.35925       4.37075      25.0335      -6.69025     4.66         -0.873       
99   200  -2044.889         4.814        25.953       10.52975     3.8395       -1.1935      
99   201  -2038.46525       4.44575      25.498       -6.42375     4.106        -0.8395      
99   202  -2048.4965        4.7125       26.213       10.03125     3.6075       -1.2605      
99   203  -2042.57975       4.46825      25.9275      -5.91675     4.1145       -1.3125      
99   204  -2051.873         4.634        26.507       9.29325      3.3765       -1.2895      
99   205  -2046.83225       4.47625      26.41175     -5.04075     4.2525       -1.88        
99   206  -2054.9965        4.5835       26.8265      8.16425      3.1235       -1.3305      
99   207  -2051.27075       4.40075      26.784       -3.72575     4.4385       -2.55025     
99   208  -2057.75          4.553        27.2365      6.47925      2.7535       -1.28        
99   209  -2053.428         4.466        27.5235      -4.322       2.15725      -0.64125     
99   210  -2059.846         4.549        28.0055      6.418        2.096        -1.0325      
99   211  -2053.68425       4.63575      28.70675     -6.16175     0.25625      0.52025      
99   212  -2061.6275        4.4675       28.893       7.94325      1.7815       -1.487       
99   213  -2054.90725       4.57025      29.7525      -6.72025     1.223        -1.62975     
99   214  -2063.172         4.288        29.822       8.26475      1.5445       -2.1375      
99   215  -2056.9355        4.2805       30.6085      -6.2365      2.02825      -3.48075     
99   216  -2064.419         3.983        30.74        7.4835       1.247        -2.769       
99   217  -2059.24675       3.83025      31.37975     -5.17225     2.31125      -4.61975     
99   218  -2065.2095        3.5125       31.6195      5.96275      0.7905       -3.2305      
99   219  -2060.42975       3.62025      32.696       -4.77975     1.183        -4.26275     
99   220  -2065.45          2.978        32.4025      5.02025      0.2405       -3.56        
99   221  -2059.398         3.4155       *            -6.052       -1.03175     -3.36425     
99   222  -2065.546         2.663        *            6.148        0.096        -4.1985      
99   223  -2057.59925       2.88425      *            -7.94675     -1.79875     *            
99   224  -2065.3625        2.2155       *            7.76325      -0.1835      *            
99   225  -2056.4085        2.263        *            -8.954       -1.19075     *            
99   226  -2064.9395        1.6355       *            8.531        -0.423       *            
99   227  -2055.87675       1.57425      *            -9.06275     -0.53175     *            
99   228  -2064.339         0.958        *            8.46225      -0.6005      *            
99   229  -2056.39025       0.88775      *            -7.94875     0.5135       *            
99   230  -2063.6215        0.2375       *            7.23125      -0.7175      *            
100  134  -1737.679         6.7615       0.893        *            *            9.604        
100  135  -1738.65          6.9335       1.307        0.971        *            7.9795       
100  136  -1755.751         7.0655       1.641        17.101       18.072       9.335        
100  137  -1757.616         7.0995       1.734        1.865        18.966       8.027        
100  138  -1773.251         7.4135       2.387        15.635       17.5         9.159        
100  139  -1775.6465        7.298        2.296        2.3955       18.0305      8.5355       
100  140  -1790.162         7.6725       3.185        14.5155      16.911       9.002        
100  141  -1792.995         7.37725      2.6795       2.833        17.3485      8.6555       
100  142  -1806.488         8.002        4.014        13.493       16.326       8.789        
100  143  -1809.2505        7.77         3.645        2.7625       16.2555      9.365        
100  144  -1822.133         8.418        5.036        12.8825      15.645       8.641        
100  145  -1824.7985        8.466        5.102        2.6655       15.548       9.107        
100  146  -1837.374         8.954        6.048        12.5755      15.241       8.023        
100  147  -1841.633         9.12825      6.2665       4.259        16.8345      6.3635       
100  148  -1852.122         9.5725       7.025        10.489       14.748       7.504        
100  149  -1856.953         9.9395       7.309        4.831        15.32        6.7135       
100  150  -1865.754         10.5315      8.043        8.801        13.632       7.643        
100  151  -1869.579         11.1745      8.704        3.825        12.626       8.365        
100  152  -1878.564         11.6925      9.115        8.985        12.81        7.447        
100  153  -1881.364         12.4445      10.064       2.8          11.785       7.811        
100  154  -1890.644         12.7265      10.073       9.28         12.08        7.105        
100  155  -1892.455         13.608       10.976       1.811        11.091       7.145        
100  156  -1902.326         14.0595      11.019       9.871        11.682       6.545        
100  157  -1903.388         14.953       11.771       1.062        10.933       6.391        
100  158  -1913.5           15.4565      11.743       10.112       11.174       6.107        
100  159  -1914.766         16.358       12.476       1.266        11.378       5.151        
100  160  -1924.382         16.8995      12.489       9.616        10.882       5.675        
100  161  -1927.8485        17.748       13.001       3.4665       13.0825      2.7415       
100  162  -1935.025         18.4265      13.173       7.1765       10.643       5.168        
100  163  -1937.6405        18.30225     13.3195      2.6155       9.792        5.507        
100  164  -1944.016         18.228       13.566       6.3755       8.991        6.136        
100  165  -1944.055         18.8585      13.802       0.039        6.4145       8.566        
100  166  -1953.014         19.464       13.988       8.959        8.998        5.736        
100  167  -1952.046         20.381       14.402       -0.968       7.991        6.507        
100  168  -1961.928         21.098       14.416       9.882        8.914        5.398        
100  169  -1960.4685        19.31825     14.6815      -1.4595      8.4225       5.4755       
100  170  -1971.029         17.3085      14.487       10.5605      9.101        4.783        
100  171  -1971.3415        17.69825     15.1015      0.3125       10.873       2.7455       
100  172  -1980.664         17.783       15.106       9.3225       9.635        4.178        
100  173  -1981.434         18.54475     15.6245      0.77         10.0925      3.106        
100  174  -1989.324         19.0365      15.603       7.89         8.66         4.534        
100  175  -1989.4195        19.82125     16.0075      0.0955       7.9855       4.69         
100  176  -1997.715         20.451       16.102       8.2955       8.391        4.306        
100  177  -1999.8175        21.17575     16.7865      2.1025       10.398       1.8945       
100  178  -2005.77          21.4805      16.631       5.9525       8.055        4.143        
100  179  -2007.0245        22.9465      16.398       1.2545       7.207        4.3065       
100  180  -2012.629         24.6975      16.735       5.6045       6.859        4.81         
100  181  -2012.657         24.97875     16.3525      0.028        5.6325       6.2695       
100  182  -2019.895         25.885       17.22        7.238        7.266        4.299        
100  183  -2021.8525        26.1205      17.481       1.9575       9.1955       2.752        
100  184  -2026.76          26.356       17.742       4.9075       6.865        4.215        
100  185  -2026.0735        26.5115      18.093       -0.6865      4.221        6.598        
100  186  -2030.857         26.687       18.484       4.7835       4.097        6.461        
100  187  -2026.42          27.1005      19.801       -4.437       0.3465       9.8605       
100  188  -2034.883         26.594       19.278       8.463        4.026        5.79         
100  189  -2029.7685        25.61375     20.8075      -5.1145      3.3485       5.1505       
100  190  -2039.384         23.5635      20.197       9.6155       4.501        4.521        
100  191  -2033.268         20.671       19.637       -6.116       3.4995       3.993        
100  192  -2044.472         18.8135      21.147       11.204       5.088        3.015        
100  193  -2036.4645        17.19        19.445       -8.0075      3.1965       5.4665       
100  194  -2049.687         17.7615      22.133       13.2225      5.215        1.938        
100  195  -2041.48          17.05025     20.8405      -8.207       5.0155       3.8395       
100  196  -2054.813         18.034       22.938       13.333       5.126        1.041        
100  197  -2047.41          17.71075     21.9865      -7.403       5.93         1.5295       
100  198  -2059.717         18.6675      23.595       12.307       4.904        0.458        
100  199  -2052.895         18.53575     22.9065      -6.822       5.485        0.8285       
100  200  -2064.293         19.404       24.218       11.398       4.576        0.129        
100  201  -2057.896         19.43075     23.8765      -6.397       5.001        0.3925       
100  202  -2068.589         20.0925      24.805       10.693       4.296        -0.214       
100  203  -2062.793         20.21325     24.6815      -5.796       4.897        -0.4735      
100  204  -2072.617         20.744       25.378       9.824        4.028        -0.533       
100  205  -2067.7535        20.92125     25.3975      -4.8635      4.9605       -1.342       
100  206  -2076.36          21.3635      25.947       8.6065       3.743        -0.821       
100  207  -2072.7665        21.49575     25.8965      -3.5935      5.013        -2.1105      
100  208  -2079.713         21.963       26.516       6.9465       3.353        -1.0         
100  209  -2075.634         22.206       26.672       -4.079       2.8675       -0.464       
100  210  -2082.465         22.619       27.168       6.831        2.752        -0.968       
100  211  -2076.795         23.11075     27.7465      -5.67        1.161        0.467        
100  212  -2084.975         23.3475      27.815       8.18         2.51         -1.378       
100  213  -2078.8475        23.94025     28.5105      -6.1275      2.0525       -1.499       
100  214  -2087.32          24.148       28.436       8.4725       2.345        -1.86        
100  215  -2081.681         24.7455      29.026       -5.639       2.8335       -3.044       
100  216  -2089.472         25.053       29.036       7.791        2.152        -2.288       
100  217  -2084.922         25.67525     29.5055      -4.55        3.241        -3.967       
100  218  -2091.342         26.1325      29.645       6.42         1.87         -2.606       
100  219  -2087.525         27.09525     30.7155      -3.817       2.603        -3.8085      
100  220  -2092.758         27.308       30.286       5.233        1.416        -2.761       
100  221  -2087.6985        28.3005      31.716       -5.0595      0.1735       -2.589       
100  222  -2093.649         28.103       30.766       5.9505       0.891        -2.877       
100  223  -2086.5835        28.98425     31.8685      -7.0655      -1.115       -2.301       
100  224  -2094.338         28.9755      31.191       7.7545       0.689        -3.155       
100  225  -2086.2115        29.803       32.066       -8.1265      -0.372       -3.1965      
100  226  -2094.895         29.9555      31.591       8.6835       0.557        -3.448       
100  227  -2086.646         30.76925     32.3435      -8.249       0.4345       -4.2005      
100  228  -2095.367         31.028       31.986       8.721        0.472        -3.763       
100  229  -2088.268         31.87775     32.7655      -7.099       1.622        -5.6655      
100  230  -2095.769         32.1475      32.385       7.501        0.402        -4.088       
100  231  -2091.6765        *            *            -4.0925      3.4085       -7.874       
100  232  -2095.984         *            *            4.3075       0.215        -4.3         
101  136  -1748.957         -6.794       0.2715       *            *            10.2605      
101  137  -1750.897         -6.719       0.3805       1.94         *            9.1195       
101  138  -1766.717         -6.534       0.8795       15.82        17.76        10.2685      
101  139  -1769.06175       -6.58475     0.71325      2.34475      18.16475     9.75475      
101  140  -1784.0165        -6.1455      1.527        14.95475     17.2995      10.121       
101  141  -1786.6815        -6.3135      1.06375      2.665        17.61975     9.967        
101  142  -1801.0515        -5.4365      2.5655       14.37        17.035       9.738        
101  143  -1803.73775       -5.51275     2.25725      2.68625      17.05625     10.18        
101  144  -1817.704         -4.429       3.989        13.96625     16.6525      9.082        
101  145  -1820.43425       -4.36425     4.10175      2.73025      16.6965      9.34625      
101  146  -1833.8245        -3.5495      5.4045       13.39025     16.1205      8.1905       
101  147  -1838.13125       -3.50175     5.6265       4.30675      17.697       6.50125      
101  148  -1849.203         -2.919       6.6535       11.07175     15.3785      7.517        
101  149  -1854.04975       -2.90325     7.03625      4.84675      15.9185      6.755        
101  150  -1863.2365        -2.5175      8.014        9.18675      14.0335      7.613        
101  151  -1867.30525       -2.27375     8.90075      4.06875      13.2555      8.00825      
101  152  -1876.389         -2.175       9.5175       9.08375      13.1525      7.1335       
101  153  -1879.53975       -1.82425     10.62025     3.15075      12.2345      7.16475      
101  154  -1888.8005        -1.8435      10.883       9.26075      12.4115      6.371        
101  155  -1890.683         -1.772       11.836       1.8825       11.14325     6.5365       
101  156  -1900.3655        -1.9605      12.099       9.6825       11.565       5.852        
101  157  -1901.45125       -1.93675     13.01625     1.08575      10.76825     5.69575      
101  158  -1911.222         -2.278       13.1785      9.77075      10.8565      5.3445       
101  159  -1912.44275       -2.32325     14.03475     1.22075      10.9915      4.29225      
101  160  -1921.5885        -2.7935      14.106       9.14575      10.3665      4.755        
101  161  -1924.747         -3.1015      14.6465      3.1585       12.30425     1.961        
101  162  -1931.4055        -3.6195      14.807       6.6585       9.817        4.377        
101  163  -1933.92675       -3.71375     14.5885      2.52125      9.17975      4.47375      
101  164  -1940.438         -3.578       14.65        6.51125      9.0325       4.4605       
101  165  -1939.65075       -4.40425     14.45425     -0.78725     5.724        7.9875       
101  166  -1947.9635        -5.0505      14.4135      8.31275      7.5255       6.1245       
101  167  -1946.2405        -5.8055      14.5755      -1.723       6.58975      7.256        
101  168  -1955.2075        -6.7205      14.3775      8.967        7.244        6.6425       
101  169  -1954.62925       -5.83925     13.479       -0.57825     8.38875      5.33575      
101  170  -1965.371         -5.658       11.6505      10.74175     10.1635      3.759        
101  171  -1966.34475       -4.99675     12.7015      0.97375      11.7155      3.1055       
101  172  -1975.7935        -4.8705      12.9125      9.44875      10.4225      6.227        
101  173  -1976.247         -5.187       13.35775     0.4535       9.90225      5.69625      
101  174  -1983.9805        -5.3435      13.693       7.7335       8.187        7.2005       
101  175  -1983.54425       -5.87525     13.946       -0.43625     7.29725      7.645        
101  176  -1991.403         -6.312       14.139       7.85875      7.4225       7.1845       
101  177  -1993.31525       -6.50225     14.6735      1.91225      9.771        4.583        
101  178  -1999.0375        -6.7325      14.748       5.72225      7.6345       6.5265       
101  179  -2000.814         -6.2105      16.736       1.7765       7.49875      6.12775      
101  180  -2005.1405        -7.4885      17.209       4.3265       6.103        7.449        
101  181  -2004.2545        -8.4025      16.57625     -0.886       3.4405       8.1235       
101  182  -2008.8335        -11.0615     14.8235      4.579        3.693        7.398        
101  183  -2010.7885        -11.064      15.0565      1.955        6.534        5.18975      
101  184  -2015.7185        -11.0415     15.3145      4.93         6.885        6.5915       
101  185  -2015.19525       -10.87825    15.63325     -0.52325     4.40675      8.83675      
101  186  -2020.192         -10.665      16.022       4.99675      4.4735       8.512        
101  187  -2016.5455        -9.8745      17.226       -3.6465      1.35025      11.3165      
101  188  -2025.784         -9.099       17.495       9.2385       5.592        6.686        
101  189  -2022.8755        -6.893       18.72075     -2.9085      6.33         4.744        
101  190  -2034.957         -4.427       19.1365      12.0815      9.173        1.632        
101  191  -2031.00325       -2.26475     18.40625     -3.95375     8.12775      1.4515       
101  192  -2046.1695        1.6975       20.511       15.16625     11.2125      -2.049       
101  193  -2038.00025       1.53575      18.72575     -8.16925     6.997        2.89675      
101  194  -2053.046         3.359        21.1205      15.04575     6.8765       0.9125       
101  195  -2044.43775       2.95775      20.008       -8.60825     6.4375       3.13675      
101  196  -2058.4895        3.6765       21.7105      14.05175     5.4435       1.736        
101  197  -2050.4675        3.0575       20.76825     -8.022       6.02975      2.26225      
101  198  -2063.5205        3.8035       22.471       13.053       5.031        1.5585       
101  199  -2055.9915        3.0965       21.63225     -7.529       5.524        2.00775      
101  200  -2068.1075        3.8145       23.2185      12.116       4.587        1.242        
101  201  -2061.06125       3.16525      22.596       -7.04625     5.06975      1.598        
101  202  -2072.295         3.706        23.7985      11.23375     4.1875       0.894        
101  203  -2065.95575       3.16275      23.376       -6.33925     4.8945       0.8095       
101  204  -2076.1415        3.5245       24.2685      10.18575     3.8465       0.655        
101  205  -2070.86225       3.10875      24.03        -5.27925     4.9065       0.0175       
101  206  -2079.678         3.318        24.6815      8.81575      3.5365       0.495        
101  207  -2075.771         3.0045       24.50025     -3.907       4.90875      -0.63875     
101  208  -2082.949         3.236        25.199       7.178        3.271        0.3475       
101  209  -2078.7685        3.1345       25.3405      -4.1805      2.9975       0.80225      
101  210  -2085.788         3.323        25.942       7.0195       2.839        0.262        
101  211  -2080.2735        3.4785       26.58925     -5.5145      1.505        1.4545       
101  212  -2088.419         3.444        26.7915      8.1455       2.631        -0.273       
101  213  -2082.53475       3.68725      27.6275      -5.88425     2.26125      -0.5505      
101  214  -2090.9555        3.6355       27.7835      8.42075      2.5365       -1.028       
101  215  -2085.48525       3.80425      28.54975     -5.47025     2.9505       -2.278       
101  216  -2093.325         3.853        28.906       7.83975      2.3695       -1.853       
101  217  -2088.82775       3.90575      29.581       -4.49725     3.3425       -3.59225     
101  218  -2095.2955        3.9535       30.086       6.46775      1.9705       -2.5765      
101  219  -2091.8205        4.2955       31.39075     -3.475       2.99275      -4.27375     
101  220  -2096.6305        3.8725       31.1805      4.81         1.335        -3.121       
101  221  -2091.957         4.2585       32.559       -4.6735      0.1365       -3.22725     
101  222  -2097.1235        3.4745       31.5775      5.1665       0.493        -3.3735      
101  223  -2090.15175       3.56825      32.5525      -6.97175     -1.80525     -2.45375     
101  224  -2097.28          2.942        31.9175      7.12825      0.1565       -3.434       
101  225  -2089.12875       2.91725      32.72025     -8.15125     -1.023       -3.2295      
101  226  -2097.2275        2.3325       32.288       8.09875      -0.0525      -3.565       
101  227  -2088.85875       2.21275      32.982       -8.36875     -0.27        -4.15025     
101  228  -2096.965         1.598        32.626       8.10625      -0.2625      -3.7255      
101  229  -2089.70825       1.44025      33.318       -7.25675     0.8495       -5.5315      
101  230  -2096.5365        0.7675       32.915       6.82825      -0.4285      -3.8975      
101  231  -2092.5605        0.884        *            -3.976       2.85225      -7.87025     
101  232  -2096.0045        0.0205       *            3.444        -0.532       -4.083       
102  136  -1755.793         6.836        0.042        *            *            10.186       
102  137  -1757.933         7.036        0.317        2.14         *            9.017        
102  138  -1774.063         7.346        0.812        16.13        18.27        9.988        
102  139  -1776.352         7.29025      0.7055       2.289        18.419       9.564        
102  140  -1791.741         7.7245       1.579        15.389       17.678       9.81         
102  141  -1793.968         7.2865       0.973        2.227        17.616       9.9785       
102  142  -1808.945         7.8935       2.457        14.977       17.204       9.517        
102  143  -1811.045         7.30725      1.7945       2.1          17.077       10.25        
102  144  -1825.585         7.881        3.452        14.54        16.64        9.203        
102  145  -1827.99          7.55575      3.1915       2.405        16.945       9.5605       
102  146  -1841.805         7.9805       4.431        13.815       16.22        8.628        
102  147  -1846.0145        7.88325      4.3815       4.2095       18.0245      7.084        
102  148  -1857.524         8.321        5.402        11.5095      15.719       8.15         
102  149  -1862.5065        8.45675      5.5535       4.9825       16.492       7.4265       
102  150  -1872.199         8.9625       6.445        9.6925       14.675       8.223        
102  151  -1876.7065        9.40125      7.1275       4.5075       14.2         8.5465       
102  152  -1886.084         9.695        7.52         9.3775       13.885       7.97         
102  153  -1889.7455        10.20575     8.3815       3.6615       13.039       8.1335       
102  154  -1899.147         10.3465      8.503        9.4015       13.063       7.717        
102  155  -1901.626         10.943       9.171        2.479        11.8805      8.038        
102  156  -1911.645         11.2795      9.319        10.019       12.498       7.299        
102  157  -1913.4945        12.04325     10.1065      1.8495       11.8685      7.2605       
102  158  -1923.664         12.442       10.164       10.1695      12.019       6.962        
102  159  -1925.7495        13.30675     10.9835      2.0855       12.255       5.9385       
