Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
2      2      4      -31.522277              -1.7e-05       0.0            49        YES            
2      4      6      -37.572027              0.002664       0.0            118       YES            
2      6      8      -37.960785              0.012809       -0.0           165       YES            
4      2      6      -34.79042               -0.0048        -0.0           274       YES            
4      4      8      -57.754599              0.000371       0.0            360       YES            
4      6      10     -71.633333              0.287928       -0.273508      427       YES            
4      8      12     -77.364896              0.002128       0.0            522       YES            
4      10     14     -77.382841              -1e-06         0.0            593       YES            
4      12     16     -75.457813              0.00276        0.0            624       YES            
4      14     18     -72.859011              0.0            0.0            698       YES            
4      16     20     -68.594935              0.0            -0.0           818       YES            
4      18     22     -62.922582              -0.0           -0.0           893       YES            
4      20     24     -56.593205              -0.07564       4e-06          950       YES            
6      2      8      -31.193776              0.018986       0.0            1004      YES            
6      4      10     -67.280093              0.082679       -0.035779      1092      YES            
6      6      12     -93.696807              0.00034        0.0            1152      YES            
6      8      14     -109.678584             2.6e-05        -0.0           1252      YES            
6      10     16     -117.74542              -0.000244      0.0            1327      YES            
6      12     18     -122.88168              -0.000241      -0.0           1387      YES            
6      14     20     -126.420538             -0.002434      -0.0           1446      YES            
6      16     22     -127.408673             -0.004599      -0.0           1535      YES            
6      18     24     -125.093206             -0.010194      4e-06          1625      YES            
6      20     26     -120.706901             -0.016204      -0.0           1701      YES            
6      22     28     -115.677036             -0.0           -0.0           1793      YES            
8      2      10     -23.160118              -0.0           0.0            1808      YES            
8      4      12     -67.452916              -0.000621      0.0            1942      YES            
8      6      14     -103.871733             0.0            -0.0           1973      YES            
8      8      16     -129.576067             -0.000103      -0.0           2047      YES            
8      10     18     -145.547996             6.4e-05        -0.0           2167      YES            
8      12     20     -157.7889               -0.001083      -0.0           2178      YES            
8      14     22     -167.74795              -0.002071      0.0            2297      YES            
8      16     24     -174.416695             -0.002555      4e-06          2388      YES            
8      18     26     -177.159603             0.0            -0.0           2453      YES            
8      20     28     -176.736969             0.002784       9e-06          2500      YES            
8      22     30     -174.31722              0.014326       3e-06          2607      YES            
8      24     32     -170.979852             0.027282       7e-06          2682      YES            
8      26     34     -167.304617             0.034581       2.7e-05        2727      YES            
10     2      12     -12.37155               0.829277       3.993518       2820      YES            
10     4      14     -60.771142              -0.003329      0.0            2887      YES            
10     6      16     -104.724425             0.0            0.0            2963      YES            
10     8      18     -138.33199              -0.0           0.0            3008      YES            
10     10     20     -161.215684             0.034124       -0.006412      3094      YES            
10     12     22     -180.15355              -0.000506      -0.0           3154      YES            
10     14     24     -196.180342             -0.000597      4e-06          3257      YES            
10     16     26     -208.162026             0.000297       -4e-06         3359      YES            
10     18     28     -215.440828             0.000729       6e-06          3405      YES            
10     20     30     -219.248922             0.00072        -3e-06         3477      YES            
10     22     32     -220.572633             0.004529       0.000509       3552      YES            
10     24     34     -221.253178             0.178417       3.1e-05        3627      YES            
10     26     36     -220.795763             0.194788       8.8e-05        3687      YES            
10     28     38     -219.153087             0.139034       -1.8e-05       3777      YES            
10     30     40     -217.235123             0.002377       2e-06          3834      YES            
10     32     42     -214.941643             -0.001923      0.0            3907      YES            
10     34     44     -211.238742             -0.0125        -1e-06         4026      YES            
10     36     46     -205.959749             1e-06          0.0            4103      YES            
10     38     48     -199.707345             0.012694       0.0            4134      YES            
12     2      14     -0.563057               0.930542       7.88709        4245      YES            
12     4      16     -51.706127              -0.007988      -0.0           4297      YES            
12     6      18     -101.595562             0.001168       -0.0           4359      YES            
12     8      20     -142.024129             -9e-05         0.0            4447      YES            
12     10     22     -171.492269             -0.001311      5e-06          4547      YES            
12     12     24     -196.757845             -0.000933      4e-06          4608      YES            
12     14     26     -218.773726             -3.2e-05       0.0            4653      YES            
12     16     28     -236.09187              0.000107       3e-06          4755      YES            
12     18     30     -247.94141              0.000177       5e-06          4830      YES            
12     20     32     -256.178286             -1e-05         -0.0           4887      YES            
12     22     34     -261.758972             0.000128       4e-06          5020      YES            
12     24     36     -266.675821             0.213511       0.002925       5049      YES            
12     26     38     -269.810379             0.222848       -0.000467      5153      YES            
12     28     40     -271.206469             0.168083       -0.000411      5213      YES            
12     30     42     -271.76226              0.008699       4.1e-05        5274      YES            
12     32     44     -272.001268             -3e-06         0.0            5393      YES            
12     34     46     -270.320553             -1e-06         0.0            5468      YES            
12     36     48     -266.397808             -0.010746      3e-06          5481      YES            
12     38     50     -261.212036             -0.025341      1e-06          5601      YES            
12     40     52     -255.820059             0.112069       -0.000117      5682      YES            
14     2      16     11.322428               0.924891       10.019423      5730      YES            
14     4      18     -41.043283              -1e-06         0.0            5798      YES            
14     6      20     -96.164611              -0.0           -0.0           5858      YES            
14     8      22     -142.385022             0.0            -0.0           5933      YES            
14     10     24     -177.720577             -0.001805      4e-06          6048      YES            
14     12     26     -208.861897             -9.7e-05       -0.0           6135      YES            
14     14     28     -236.349059             0.00011        -3e-06         6180      YES            
14     16     30     -258.622686             0.000152       5e-06          6299      YES            
14     18     32     -275.045383             -4.9e-05       0.0            6312      YES            
14     20     34     -287.748456             3.1e-05        -0.0           6415      YES            
14     22     36     -297.639679             -0.00014       6e-06          6472      YES            
14     24     38     -305.575994             1.7e-05        -0.0           6548      YES            
14     26     40     -312.27492              0.11187        0.0002         6624      YES            
14     28     42     -317.67349              -0.099513      0.000449       6728      YES            
14     30     44     -321.768956             -3e-06         0.0            6773      YES            
14     32     46     -324.574694             0.0            0.0            6833      YES            
14     34     48     -325.104656             -0.001803      3e-06          6951      YES            
14     36     50     -323.203959             0.002794       -4e-06         7045      YES            
14     38     52     -319.808653             0.006872       6e-06          7060      YES            
14     40     54     -315.822711             -0.028414      -5e-06         7174      YES            
16     4      20     -28.802388              0.907067       4.32835        7215      YES            
16     6      22     -87.44028               0.002707       -0.0           7344      YES            
16     8      24     -138.708865             0.000595       0.0            7419      YES            
16     10     26     -178.963292             -0.003155      0.0            7487      YES            
16     12     28     -215.128307             0.00026        6e-06          7557      YES            
16     14     30     -247.477801             0.000248       -8e-06         7619      YES            
16     16     32     -274.278349             2.6e-05        2e-06          7661      YES            
16     18     34     -295.352132             0.000106       -0.0           7763      YES            
16     20     36     -312.548913             9e-06          0.0            7823      YES            
16     22     38     -326.489816             2.5e-05        -0.0           7882      YES            
16     24     40     -338.193914             5.2e-05        -0.0           8002      YES            
16     26     42     -348.275157             0.0001         -0.0           8062      YES            
16     28     44     -357.031503             7e-06          -0.0           8153      YES            
16     30     46     -364.326597             -4.3e-05       -0.0           8244      YES            
16     32     48     -369.793431             -7.5e-05       0.0            8317      YES            
16     34     50     -372.795749             -0.001751      1e-06          8345      YES            
16     36     52     -373.48536              -0.002743      1e-06          8419      YES            
16     38     54     -372.683502             -0.003487      -1e-06         8479      YES            
16     40     56     -370.916199             -0.005074      2e-06          8600      YES            
16     42     58     -368.374901             -0.030703      1e-06          8673      YES            
16     44     60     -365.749587             0.138574       -3e-06         8715      YES            
16     46     62     -362.857933             0.1697         0.000155       8789      YES            
16     48     64     -359.447861             -0.158774      3.4e-05        8882      YES            
18     6      24     -75.958284              0.980385       4.887179       8970      YES            
18     8      26     -130.582183             0.0            0.0            9068      YES            
18     10     28     -174.879214             0.003381       -3e-06         9090      YES            
18     12     30     -215.226238             0.212347       0.122472       9177      YES            
18     14     32     -251.881424             0.000204       2e-06          9237      YES            
