Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
20     26     46     -403.219696             0.046237       0.008753       11604     YES            
20     28     48     -420.731597             6e-06          -0.0           11632     YES            
20     30     50     -434.395596             0.0            -0.0           11708     YES            
20     32     52     -445.805083             0.0005         -9e-06         11843     YES            
20     34     54     -453.594691             6e-06          -1e-06         11903     YES            
20     36     56     -459.506079             -0.00021       2e-06          11961     YES            
20     38     58     -464.807928             -0.000934      -3e-06         12034     YES            
20     40     60     -469.612837             -0.000519      5e-06          12140     YES            
20     42     62     -473.779494             -0.000829      -1e-06         12214     YES            
20     44     64     -477.428085             -0.000614      -1e-06         12260     YES            
20     46     66     -480.750584             -0.000736      -0.0           12350     YES            
20     48     68     -483.699731             0.00055        3e-06          12400     YES            
20     50     70     -485.745182             0.00277        -3.3e-05       12506     YES            
20     52     72     -486.778871             0.006215       4.1e-05        12581     YES            
20     54     74     -487.260461             -0.0           0.0            12608     YES            
20     56     76     -487.732989             0.001165       -1e-06         12744     YES            
20     58     78     -487.516035             -0.0           -0.0           12758     YES            
20     60     80     -486.117166             0.001167       -2e-06         12864     YES            
20     62     82     -483.399424             -0.001794      -1e-06         12922     YES            
22     12     34     -206.112312             0.34143        -0.000835      12985     YES            
22     14     36     -248.432832             0.016352       -0.002224      13091     YES            
22     16     38     -286.427725             0.000644       -2e-05         13138     YES            
22     18     40     -319.436755             0.000175       -2e-06         13212     YES            
22     20     42     -349.479437             0.000676       2.1e-05        13302     YES            
22     22     44     -374.526767             8.4e-05        -0.0           13357     YES            
22     24     46     -397.963104             0.000154       -1e-06         13447     YES            
22     26     48     -420.495624             -2.4e-05       1e-06          13537     YES            
22     28     50     -441.126558             4e-06          -0.0           13628     YES            
22     30     52     -457.098429             0.0            1e-06          13673     YES            
22     32     54     -470.81242              5.9e-05        -1e-06         13734     YES            
22     34     56     -480.854462             0.0            0.0            13808     YES            
22     36     58     -489.251985             -0.001038      0.0            13924     YES            
22     38     60     -497.070198             -0.000379      1e-06          13985     YES            
22     40     62     -504.30594              -0.000821      3e-06          14029     YES            
22     42     64     -510.84312              -0.000588      4e-06          14135     YES            
22     44     66     -517.021094             0.114395       -0.043351      14246     YES            
22     46     68     -522.78571              0.096867       6e-06          14260     YES            
22     48     70     -527.61649              0.000938       1e-06          14336     YES            
22     50     72     -531.644295             0.006148       2.8e-05        14442     YES            
22     52     74     -533.913288             0.029085       3.5e-05        14487     YES            
22     54     76     -535.405994             -0.053369      -6e-06         14552     YES            
22     56     78     -536.72786              0.0            0.0            14633     YES            
22     58     80     -537.369906             0.000773       -4e-06         14754     YES            
22     60     82     -536.691604             -0.0008        3e-06          14797     YES            
22     62     84     -534.706742             -1e-06         -0.0           14918     YES            
22     64     86     -530.814224             0.0            -1e-06         14948     YES            
24     12     36     -198.099159             0.328786       0.000241       15011     YES            
24     14     38     -243.379714             0.21692        0.002651       15088     YES            
24     16     40     -284.356799             0.151388       0.000505       15162     YES            
24     18     42     -320.47719              0.000577       0.0            15237     YES            
24     20     44     -354.312151             0.002248       0.000105       15327     YES            
24     22     46     -382.590287             0.000362       -1e-06         15427     YES            
24     24     48     -411.279223             0.214529       -0.021691      15517     YES            
24     26     50     -436.346958             0.186607       -0.002717      15578     YES            
24     28     52     -458.662169             0.079133       -0.01237       15669     YES            
24     30     54     -476.914374             0.001968       -5.4e-05       15727     YES            
24     32     56     -492.974317             5e-06          1e-06          15802     YES            
24     34     58     -505.347461             -0.0           0.0            15833     YES            
24     36     60     -516.564613             0.106418       0.002647       15960     YES            
24     38     62     -527.970929             0.254229       0.002451       16020     YES            
24     40     64     -538.192973             0.263842       0.007318       16109     YES            
24     42     66     -547.517837             0.24529        -0.000282      16139     YES            
24     44     68     -555.843326             0.218412       0.00087        16245     YES            
24     46     70     -563.191368             0.182705       0.000467       16300     YES            
24     48     72     -569.575811             0.139595       0.002806       16391     YES            
24     50     74     -575.013934             0.074188       0.000552       16452     YES            
24     52     76     -578.821638             0.08756        -0.001109      16542     YES            
24     54     78     -581.480944             0.093317       0.000598       16632     YES            
24     56     80     -583.453897             -0.010358      -9e-06         16701     YES            
24     58     82     -584.969477             0.000621       -1e-05         16794     YES            
24     60     84     -585.082151             -0.000529      -0.0           16807     YES            
24     62     86     -583.959509             1e-06          -1e-06         16913     YES            
24     64     88     -581.36541              -0.0           3e-06          16988     YES            
24     66     90     -579.887808             0.203334       0.000228       17064     YES            
26     14     40     -236.030635             -0.208573      -0.000211      63        YES            
26     16     42     -280.228844             0.181652       0.001872       102       YES            
26     18     44     -319.696924             0.027989       -0.001694      210       YES            
26     20     46     -357.236622             -5e-06         0.0            262       YES            
26     22     48     -388.67892              2e-06          0.0            323       YES            
26     24     50     -419.930703             0.191566       0.001015       399       YES            
26     26     52     -448.21794              0.169154       -7e-06         459       YES            
26     28     54     -473.781114             0.000111       4e-06          577       YES            
26     30     56     -494.471078             -0.000217      1e-06          649       YES            
26     32     58     -512.857208             0.000102       -1e-06         743       YES            
26     34     60     -527.800384             0.07831        0.000297       765       YES            
26     36     62     -541.487058             0.116883       0.00015        840       YES            
26     38     64     -554.522668             0.194619       0.001566       945       YES            
26     40     66     -567.158368             0.244772       0.001193       1050      YES            
26     42     68     -578.811117             0.227996       0.000472       1125      YES            
26     44     70     -589.500513             0.193977       0.001464       1185      YES            
26     46     72     -599.32348              0.157086       0.021049       1244      YES            
26     48     74     -608.040374             0.077761       0.001195       1317      YES            
26     50     76     -616.062441             0.000686       4e-06          1377      YES            
26     52     78     -620.842923             0.054729       -7.9e-05       1484      YES            
26     54     80     -624.85733              0.076394       1.2e-05        1514      YES            
26     56     82     -628.110524             0.006824       1e-05          1587      YES            
26     58     84     -630.564706             0.0            0.0            1658      YES            
26     60     86     -631.530057             0.0            -0.0           1733      YES            
26     62     88     -631.385832             0.0            -0.0           1808      YES            
26     64     90     -630.188788             2e-06          -1e-06         1913      YES            
26     66     92     -629.636543             0.203195       -4.4e-05       2019      YES            
26     68     94     -629.325338             0.240626       -3.1e-05       2064      YES            
28     14     42     -227.344895             -0.232776      -5.5e-05       2164      YES            
28     16     44     -273.418071             -0.158772      -0.0002        2224      YES            
28     18     46     -316.445942             -0.071585      -3.4e-05       2266      YES            
28     20     48     -357.306687             -0.0           0.0            2378      YES            
28     22     50     -391.739383             8e-06          0.0            2407      YES            
28     24     52     -424.669329             0.107294       -0.007444      2526      YES            
28     26     54     -456.168603             -3.6e-05       -0.0           2585      YES            
28     28     56     -485.913614             0.000107       0.0            2645      YES            
28     30     58     -509.018424             -0.000191      0.0            2704      YES            
28     32     60     -529.727923             0.0            -0.0           2783      YES            
28     34     62     -546.93039              -0.00281       -3e-06         2854      YES            
28     36     64     -562.957333             -0.044193      0.000185       2973      YES            
28     38     66     -578.332496             -0.001725      1.4e-05        3033      YES            
28     40     68     -592.950077             -0.000807      -4e-06         3077      YES            
28     42     70     -606.605704             3.8e-05        0.0            3161      YES            
28     44     72     -619.447285             0.000131       0.0            3281      YES            
28     46     74     -631.78289              -3.3e-05       0.0            3327      YES            
28     48     76     -643.719363             0.000545       -1.2e-05       3448      YES            
28     50     78     -654.19753              0.000147       0.0            3507      YES            
28     52     80     -660.139343             0.002889       9e-06          3554      YES            
28     54     82     -665.333705             0.004246       1.5e-05        3657      YES            
28     56     84     -670.106724             -0.0           -0.0           3743      YES            
28     58     86     -673.543711             2e-06          0.0            3773      YES            
28     60     88     -675.438289             2e-06          -0.0           3848      YES            
28     62     90     -676.379379             0.000246       2e-06          3939      YES            
28     64     92     -676.648935             -0.0           0.0            3983      YES            
28     66     94     -676.540613             0.00087        -1e-06         4072      YES            
28     68     96     -677.311844             0.283085       0.00011        4150      YES            
28     70     98     -677.906061             0.287006       -6.8e-05       4270      YES            
28     72     100    -678.0091               0.283884       0.000138       4345      YES            
28     74     102    -677.802061             0.274883       -0.000223      4390      YES            
28     76     104    -677.337769             0.265105       2.6e-05        4435      YES            
28     78     106    -676.399982             0.25886        5e-05          4570      YES            
30     18     48     -310.077945             -0.002026      3.7e-05        4596      YES            
30     20     50     -353.23934              5e-06          -0.0           4718      YES            
30     22     52     -389.707278             -5.3e-05       2e-06          4747      YES            
30     24     54     -424.589216             5.6e-05        -1e-06         4853      YES            
30     26     56     -458.451828             -0.003015      1.5e-05        4894      YES            
30     28     58     -490.442572             0.000334       -1e-06         4962      YES            
30     30     60     -516.140682             -0.000167      1e-06          5062      YES            
30     32     62     -539.434131             1e-05          -0.0           5122      YES            
30     34     64     -558.907661             -0.028226      -0.000136      5238      YES            
30     36     66     -577.499661             -0.093243      0.000267       5313      YES            
30     38     68     -594.760382             0.00228        1.2e-05        5342      YES            
30     40     70     -611.50936              5.9e-05        1e-06          5426      YES            
30     42     72     -627.506354             0.187375       0.000559       5489      YES            
30     44     74     -642.736332             0.170272       0.02589        5577      YES            
30     46     76     -657.061123             0.148723       0.025825       5669      YES            
30     48     78     -670.050793             0.078391       -0.00033       5715      YES            
30     50     80     -682.239808             8.3e-05        -0.0           5787      YES            
30     52     82     -690.281085             0.083674       -9.6e-05       5865      YES            
30     54     84     -697.228681             0.087828       0.000685       6000      YES            
30     56     86     -703.372173             0.0            -0.0           6008      YES            
30     58     88     -708.240814             0.000217       -1e-06         6129      YES            
30     60     90     -711.247046             0.000281       -1e-06         6159      YES            
30     62     92     -713.591478             0.132104       0.000306       6265      YES            
30     64     94     -716.689199             0.211281       0.00013        6324      YES            
30     66     96     -719.599455             0.247186       2.6e-05        6384      YES            
30     68     98     -721.92208              0.251823       1.6e-05        6459      YES            
30     70     100    -723.57849              0.247572       9.9e-05        6595      YES            
30     72     102    -724.816898             0.232813       0.000134       6654      YES            
30     74     104    -725.827491             0.221775       0.00012        6714      YES            
30     76     106    -726.548908             0.216561       -8.2e-05       6789      YES            
30     78     108    -726.748868             0.2151         6e-06          6895      YES            
