Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
83   164  -1767.369         9.682        32.2815      15.12225     10.7645      -9.756       
83   165  -1756.7855        11.1265      33.15925     -10.5835     4.53875      -6.42025     
83   166  -1771.742         10.171       32.577       14.9565      4.373        -8.3545      
83   167  -1760.70875       11.59725     35.0165      -11.03325    3.92325      -8.7825      
83   168  -1775.6505        10.4985      32.876       14.94175     3.9085       -8.1855      
83   169  -1764.25175       11.71925     35.08825     -11.39875    3.543        -10.2595     
83   170  -1779.123         10.61        32.9455      14.87125     3.4725       -8.0485      
83   171  -1767.9525        11.613       34.9905      -11.1705     3.70075      -10.489      
83   172  -1782.142         10.476       32.8155      14.1895      3.019        -7.6645      
83   173  -1771.44725       11.28475     34.9275      -10.69475    3.49475      -10.18525    
83   174  -1784.5525        9.9535       32.3395      13.10525     2.4105       -6.926       
83   175  -1770.9345        12.3415      32.79575     -13.618      -0.51275     -6.11475     
83   176  -1788.9565        11.2195      31.612       18.022       4.404        -8.4435      
83   177  -1771.92725       12.85025     32.78175     -17.02925    0.99275      -5.4885      
83   178  -1792.493         11.156       33.2315      20.56575     3.5365       -6.8485      
83   179  -1779.19525       12.03375     35.0895      -13.29775    7.268        -11.74975    
83   180  -1796.0625        11.2665      33.9775      16.86725     3.5695       -8.501       
83   181  -1787.91625       11.91625     35.434       -8.14625     8.721        -15.5105     
83   182  -1799.485         11.391       34.7355      11.56875     3.4225       -9.1         
83   183  -1797.61325       11.69325     35.52175     -1.87175     9.697        -16.831      
83   184  -1802.7465        11.5505      35.478       5.13325      3.2615       -9.697       
84   104  -1452.275         6.446        0.612        *            *            8.097        
84   105  -1457.82          7.56725      6.9545       5.545        *            -2.0775      
84   106  -1472.395         2.7585       1.437        14.575       20.12        7.568        
84   107  -1474.023         4.091        4.392        1.628        16.203       5.1425       
84   108  -1491.981         2.9485       2.397        17.958       19.586       7.277        
84   109  -1492.484         3.98375      4.7675       0.503        18.461       5.447        
84   110  -1511.037         3.144        3.388        18.553       19.056       6.847        
84   111  -1511.3995        4.16175      5.5285       0.3625       18.9155      4.617        
84   112  -1529.642         3.5645       4.439        18.2425      18.605       6.307        
84   113  -1530.6625        4.668        6.556        1.0205       19.263       3.5085       
84   114  -1547.703         4.1715       5.473        17.0405      18.061       5.8          
84   115  -1549.6365        7.72         13.015       1.9335       18.974       2.77         
84   116  -1565.15          4.2085       6.437        15.5135      17.447       5.38         
84   117  -1564.388         8.66925      14.6785      -0.762       14.7515      0.5335       
84   118  -1582.066         4.965        6.59         17.678       16.916       4.947        
84   119  -1579.3875        6.99875      10.1575      -2.6785      14.9995      -1.378       
84   120  -1599.339         5.8825       7.425        19.9515      17.273       4.437        
84   121  -1598.8615        7.258        9.771        -0.4775      19.474       -1.3315      
84   122  -1616.314         6.7385       8.327        17.4525      16.975       3.9          
84   123  -1618.976         7.48175      9.8135       2.662        20.1145      -1.5855      
84   124  -1632.848         7.19         9.23         13.872       16.534       3.439        
84   125  -1638.954         7.595        10.025       6.106        19.978       -1.4915      
84   126  -1648.68          7.61         10.04        9.726        15.832       3.238        
84   127  -1650.232         8.01525      10.8155      1.552        11.278       6.997        
84   128  -1657.284         8.1605       11.071       7.052        8.604        9.656        
84   129  -1653.8615        8.85625      12.4175      -3.4225      3.6295       13.855       
84   130  -1665.759         8.747        12.154       11.8975      8.475        8.754        
84   131  -1661.488         10.57925     17.0985      -4.271       7.6265       8.256        
84   132  -1674.307         8.0815       13.383       12.819       8.548        7.598        
84   133  -1670.882         12.733       22.731       -3.425       9.394        1.8075       
84   134  -1682.957         8.7645       14.839       12.075       8.65         6.267        
84   135  -1677.887         14.2165      25.288       -5.07        7.005        -1.436       
84   136  -1691.257         9.8235       16.047       13.37        8.3          5.161        
84   137  -1684.752         15.771       27.152       -6.505       6.865        -3.853       
84   138  -1699.367         11.2085      17.237       14.615       8.11         4.143        
84   139  -1693.718         18.38675     30.6735      -5.649       8.966        -7.818       
84   140  -1707.659         12.875       18.73        13.941       8.292        2.771        
84   141  -1703.7015        20.03        26.645       -3.9575      9.9835       -12.357      
84   142  -1715.934         19.68        19.55        12.2325      8.275        1.295        
84   143  -1712.871         20.7565      20.548       -3.063       9.1695       -7.5145      
84   144  -1723.998         21.143       20.166       11.127       8.064        0.686        
84   145  -1721.2775        22.0035      21.342       -2.7205      8.4065       -0.6545      
84   146  -1731.757         22.004       20.798       10.4795      7.759        0.375        
84   147  -1729.3245        22.9295      22.129       -2.4325      8.047        -1.089       
84   148  -1739.202         22.845       21.44        9.8775       7.445        0.057        
84   149  -1737.8395        23.888       23.051       -1.3625      8.515        -2.344       
84   150  -1746.257         23.656       22.112       8.4175       7.055        -0.195       
84   151  -1743.9765        24.32725     23.5945      -2.2805      6.137        -0.888       
84   152  -1752.526         23.8135      22.707       8.5495       6.269        -0.081       
84   153  -1747.8925        24.155       23.82        -4.6335      3.916        0.7895       
84   154  -1758.509         23.7115      23.363       10.6165      5.983        -0.39        
84   155  -1752.935         23.9385      24.422       -5.574       5.0425       -0.5625      
84   156  -1764.351         23.4655      24.081       11.416       5.842        -0.905       
84   157  -1759.268         23.7795      25.254       -5.083       6.333        -2.455       
84   158  -1770.025         23.2985      24.837       10.757       5.674        -1.455       
84   159  -1766.436         23.8045      26.239       -3.589       7.168        -4.122       
84   160  -1775.347         23.2905      25.601       8.911        5.322        -1.859       
84   161  -1772.0375        23.967       27.209       -3.3095      5.6015       -3.5405      
84   162  -1780.008         23.4035      26.337       7.9705       4.661        -1.962       
84   163  -1773.6345        21.38775     28.5805      -6.3735      1.597        -0.506       
84   164  -1784.971         17.602       27.284       11.3365      4.963        -3.0         
84   165  -1775.712         18.9265      30.053       -9.259       2.0775       -2.358       
84   166  -1789.593         17.851       28.022       13.881       4.622        -3.606       
84   167  -1779.991         19.28225     30.8795      -9.602       4.279        -6.032       
84   168  -1793.839         18.1885      28.687       13.848       4.246        -3.968       
84   169  -1783.861         19.60925     31.3285      -9.978       3.87         -6.4495      
84   170  -1797.823         18.7         29.31        13.962       3.984        -4.371       
84   171  -1788.0955        20.143       31.756       -9.7275      4.2345       -7.263       
84   172  -1801.588         19.446       29.922       13.4925      3.765        -4.775       
84   173  -1792.532         21.08475     32.3695      -9.056       4.4365       -7.8925      
84   174  -1805.136         20.5835      30.537       12.604       3.548        -5.17        
84   175  -1792.796         21.8615      34.203       -12.34       0.264        -4.3335      
84   176  -1808.586         19.6295      30.849       15.79        3.45         -5.687       
84   177  -1793.5775        21.65025     34.5005      -15.0085     0.7815       -6.6845      
84   178  -1812.839         20.346       31.502       19.2615      4.253        -6.802       
84   179  -1800.669         21.47375     33.5075      -12.17       7.0915       -13.292      
84   180  -1817.019         20.9565      32.223       16.35        4.18         -7.382       
84   181  -1809.7525        21.83625     33.7525      -7.2665      9.0835       -14.291      
84   182  -1821.026         21.541       32.932       11.2735      4.007        -7.93        
84   183  -1819.6465        22.03325     33.7265      -1.3795      9.894        -15.3465     
84   184  -1824.827         22.0805      33.631       5.1805       3.801        -8.433       
85   108  -1488.058         -3.923       -0.9745      *            *            9.8785       
85   109  -1490.36375       -2.12025     1.8635       2.30575      *            7.86825      
85   110  -1509.2145        -1.8225      1.3215       18.85075     21.1565      8.118        
85   111  -1509.80425       -1.59525     2.5665       0.58975      19.4405      6.996        
85   112  -1528.279         -1.363       2.2015       18.47475     19.0645      7.914        
85   113  -1528.98075       -1.68175     2.98625      0.70175      19.1765      6.557        
85   114  -1546.5975        -1.1055      3.066        17.61675     18.3185      7.78         
85   115  -1547.875         -1.7615      5.9585       1.2775       18.89425     6.4195       
85   116  -1564.1775        -0.9725      3.236        16.3025      17.58        7.654        
85   117  -1564.17775       -0.21025     8.459        0.00025      16.30275     6.03875      
85   118  -1580.753         -1.313       3.652        16.57525     16.5755      8.4885       
85   119  -1579.97025       0.58275      7.5815       -0.78275     15.7925      4.0485       
85   120  -1597.7525        -1.5865      4.296        17.78225     16.9995      7.6485       
85   121  -1598.29325       -0.56825     6.68975      0.54075      18.323       2.3955       
85   122  -1614.174         -2.14        4.5985       15.88075     16.4215      7.5825       
85   123  -1617.44025       -1.53575     5.946        3.26625      19.147       2.46325      
85   124  -1630.4065        -2.4415      4.7485       12.96625     16.2325      7.469        
85   125  -1636.84775       -2.10625     5.48875      6.44125      19.4075      2.9465       
85   126  -1646.579         -2.101       5.509        9.73125      16.1725      7.379        
85   127  -1648.516         -1.716       6.29925      1.937        11.66825     11.143       
85   128  -1655.683         -1.601       6.5595       7.167        9.104        13.687       
85   129  -1654.91225       1.05075      9.907        -0.77075     6.39625      15.6045      
85   130  -1666.4115        0.6525       9.3995       11.49925     10.7285      11.012       
85   131  -1665.7245        4.2365       14.81575     -0.687       10.81225     7.58075      
85   132  -1678.1225        3.8155       11.897       12.398       11.711       7.1895       
85   133  -1676.459         5.577        18.31        -1.6635      10.7345      2.74975      
85   134  -1687.9055        4.9485       13.713       11.4465      9.783        6.62         
85   135  -1684.16975       6.28275      20.49925     -3.73575     7.71075      2.27925      
85   136  -1696.529         5.272        15.0955      12.35925     8.6235       5.9635       
85   137  -1690.88825       6.13625      21.90725     -5.64075     6.7185       1.08225      
85   138  -1704.2275        4.8605       16.069       13.33925     7.6985       5.506        
85   139  -1698.32275       4.60475      22.9915      -5.90475     7.4345       -1.04175     
85   140  -1710.398         2.739        15.614       12.07525     6.1705       6.0605       
85   141  -1706.09525       2.39375      22.42375     -4.30275     7.7725       -2.464       
85   142  -1716.5125        0.5785       20.2585      10.41725     6.1145       6.5715       
85   143  -1713.5175        0.6465       21.403       -2.995       7.42225      -1.546       
85   144  -1723.0875        -0.9105      20.2325      9.57         6.575        1.4665       
85   145  -1720.72025       -0.55725     21.44625     -2.36725     7.20275      -0.30575     
85   146  -1730.178         -1.579       20.425       9.45775      7.0905       0.977        
85   147  -1727.96375       -1.36075     21.56875     -2.21425     7.2435       -0.38975     
85   148  -1736.9745        -2.2275      20.6175      9.01075      6.7965       1.0785       
85   149  -1735.97975       -1.85975     22.02825     -0.99475     8.016        -1.28475     
85   150  -1743.56          -2.697       20.959       7.58025      6.5855       1.097        
85   151  -1742.058         -1.9185      22.40875     -1.502       6.07825      0.1935       
85   152  -1750.306         -2.22        21.5935      8.248        6.746        0.595        
85   153  -1746.47325       -1.41925     22.73575     -3.83275     4.41525      1.476        
85   154  -1757.2105        -1.2985      22.413       10.73725     6.9045       -0.198       
85   155  -1752.48675       -0.44825     23.49025     -4.72375     6.0135       -0.44925     
85   156  -1764.178         -0.173       23.2925      11.69125     6.9675       -1.0805      
85   157  -1759.83725       0.56925      24.34875     -4.34075     7.3505       -2.54075     
85   158  -1770.7865        0.7615       24.06        10.94925     6.6085       -1.601       
85   159  -1767.84525       1.40925      25.21375     -2.94125     8.008        -4.05675     
85   160  -1776.909         1.562        24.8525      9.06375      6.1225       -1.8825      
85   161  -1774.326         2.2885       26.2555      -2.583       6.48075      -3.3945      
85   162  -1782.488         2.48         25.8835      8.162        5.579        -2.1315      
85   163  -1779.207         5.5725       26.96025     -3.281       4.881        -2.8365      
85   164  -1791.486         6.515        24.117       12.279       8.998        -6.5815      
85   165  -1784.3955        8.6835       27.61        -7.0905      5.1885       -3.84875     
85   166  -1797.77          8.177        26.028       13.3745      6.284        -2.101       
85   167  -1789.164         9.173        28.45525     -8.606       4.7685       -4.0785      
85   168  -1802.478         8.639        26.8275      13.314       4.708        -2.436       
85   169  -1793.18875       9.32775      28.937       -9.28925     4.02475      -4.18        
85   170  -1806.7345        8.9115       27.6115      13.54575     4.2565       -2.784       
85   171  -1797.16675       9.07125      29.21425     -9.56775     3.978        -4.615       
85   172  -1810.389         8.801        28.247       13.22225     3.6545       -2.966       
85   173  -1800.7175        8.1855       29.27025     -9.6715      3.55075      -4.465       
85   174  -1813.421         8.285        28.8685      12.7035      3.032        -2.979       
85   175  -1801.66275       8.86675      30.72825     -11.75825    0.94525      -1.9155      
85   176  -1816.3095        7.7235       27.353       14.64675     2.8885       -3.457       
85   177  -1803.42825       9.85075      31.501       -12.88125    1.7655       -4.19375     
85   178  -1820.222         7.383        27.729       16.79375     3.9125       -2.9655      
85   179  -1809.42225       8.75325      30.227       -10.79975    5.994        -9.195       
85   180  -1824.2325        7.2135       28.17        14.81025     4.0105       -3.4395      
85   181  -1817.7265        7.974        29.81025     -6.506       8.30425      -10.23125    
85   182  -1828.5305        7.5045       29.0455      10.804       4.298        -4.168       
85   183  -1827.518         7.8715       29.90475     -1.0125      9.7915       -11.30175    
85   184  -1832.6155        7.7885       29.869       5.0975       4.085        -4.8305      
86   108  -1492.475         4.417        0.494        *            *            8.22         
86   109  -1495.0885        4.72475      2.6045       2.6135       *            7.2345       
86   110  -1512.742         3.5275       1.705        17.6535      20.267       7.539        
86   111  -1513.489         3.68475      2.0895       0.747        18.4005      7.295        
86   112  -1532.126         3.847        2.484        18.637       19.384       7.211        
86   113  -1532.689         3.70825      2.0265       0.563        19.2         7.0105       
86   114  -1551.062         4.4645       3.359        18.373       18.936       6.88         
86   115  -1552.0935        4.2185       2.457        1.0315       19.4045      6.869        
86   116  -1569.595         5.4175       4.445        17.5015      18.533       6.408        
86   117  -1571.2875        7.10975      6.8995       1.6925       19.194       6.649        
86   118  -1587.69          6.937        5.624        16.4025      18.095       5.76         
86   119  -1589.353         9.38275      9.9655       1.663        18.0655      3.335        
86   120  -1605.516         7.7635       6.177        16.163       17.826       4.85         
86   121  -1607.99          9.69675      9.1285       2.474        18.637       -0.3025      
86   122  -1623.214         9.04         6.9          15.224       17.698       4.425        
86   123  -1627.7395        10.29925     8.7635       4.5255       19.7495      -0.578       
86   124  -1640.455         10.0485      7.607        12.7155      17.241       4.159        
86   125  -1647.2765        10.42875     8.3225       6.8215       19.537       -0.0005      
86   126  -1657.058         10.479       8.378        9.7815       16.603       4.09         
86   127  -1659.43          10.914       9.198        2.372        12.1535      7.824        
86   128  -1666.762         11.079       9.478        7.332        9.704        10.218       
86   129  -1667.088         12.17575     13.2265      0.326        7.658        11.444       
86   130  -1676.634         10.2225      10.875       9.546        9.872        8.95         
86   131  -1677.201         11.4765      15.713       0.567        10.113       4.9605       
86   132  -1686.848         8.7255       12.541       9.647        10.214       7.211        
86   133  -1686.451         9.992        15.569       -0.397       9.25         3.337        
86   134  -1696.774         8.8685       13.817       10.323       9.926        5.833        
86   135  -1694.6475        10.47775     16.7605      -2.1265      8.1965       4.5345       
86   136  -1706.271         9.742        15.014       11.6235      9.497        4.986        
86   137  -1702.4545        11.56625     17.7025      -3.8165      7.807        3.7325       
86   138  -1715.478         11.2505      16.111       13.0235      9.207        4.079        
86   139  -1711.8475        13.52475     18.1295      -3.6305      9.393        1.2045       
86   140  -1724.587         14.189       16.928       12.7395      9.109        3.08         
86   141  -1722.484         16.38875     18.7825      -2.103       10.6365      -0.466       
86   142  -1733.631         17.1185      17.697       11.147       9.044        2.328        
86   143  -1732.564         19.0465      19.693       -1.067       10.08        -0.5625      
86   144  -1742.437         19.3495      18.439       9.873        8.806        1.797        
86   145  -1741.433         20.71275     20.1555      -1.004       8.869        -0.262       
86   146  -1750.879         20.701       19.122       9.446        8.442        1.419        
86   147  -1749.878         21.91425     20.5535      -1.001       8.445        -0.3005      
86   148  -1759.017         22.0425      19.815       9.139        8.138        1.04         
86   149  -1759.205         23.22525     21.3655      0.188        9.327        -1.5805      
86   150  -1766.763         23.203       20.506       7.558        7.746        0.739        
86   151  -1765.8645        23.8065      21.888       -0.8985      6.6595       0.275        
86   152  -1773.636         23.33        21.11        7.7715       6.873        0.921        
86   153  -1770.004         23.53075     22.1115      -3.632       4.1395       2.2725       
86   154  -1780.262         23.0515      21.753       10.258       6.626        0.564        
86   155  -1775.6085        23.12175     22.6735      -4.6535      5.6045       0.584        
86   156  -1786.795         22.617       22.444       11.1865      6.533        0.014        
86   157  -1782.6115        22.77425     23.3435      -4.1835      7.003        -1.3765      
86   158  -1793.168         22.3815      23.143       10.5565      6.373        -0.517       
86   159  -1790.4295        22.58425     23.9935      -2.7385      7.818        -2.8615      
86   160  -1799.201         22.292       23.854       8.7715       6.033        -0.876       
86   161  -1796.7995        22.4735      24.762       -2.4015      6.37         -2.0635      
86   162  -1804.608         22.12        24.6         7.8085       5.407        -0.961       
86   163  -1800.3545        21.1475      26.72        -4.2535      3.555        -0.017       
86   164  -1809.511         18.025       24.54        9.1565       4.903        -1.203       
86   165  -1803.244         18.8485      27.532       -6.267       2.8895       -1.3095      
86   166  -1814.767         16.997       25.174       11.523       5.256        -1.496       
86   167  -1807.032         17.868       27.041       -7.735       3.788        -3.02        
86   168  -1819.687         17.209       25.848       12.655       4.92         -1.794       
86   169  -1811.1665        17.97775     27.3055      -8.5205      4.1345       -2.8755      
86   170  -1824.376         17.6415      26.553       13.2095      4.689        -2.237       
86   171  -1815.478         18.31125     27.3825      -8.898       4.3115       -3.317       
86   172  -1828.94          18.551       27.352       13.462       4.564        -2.817       
86   173  -1819.643         18.9255      27.111       -9.297       4.165        -3.2475      
86   174  -1833.436         20.015       28.3         13.793       4.496        -3.548       
86   175  -1823.4095        21.74675     30.6135      -10.0265     3.7665       -2.5775      
86   176  -1838.063         21.7535      29.477       14.6535      4.627        -4.627       
86   177  -1827.844         24.41575     34.2665      -10.219      4.4345       -6.748       
86   178  -1842.705         22.483       29.866       14.861       4.642        -5.819       
86   179  -1833.7355        24.31325     33.0665      -8.9695      5.8915       -11.858      
86   180  -1847.466         23.2335      30.447       13.7305      4.761        -6.327       
86   181  -1841.7405        24.014       31.988       -5.7255      8.005        -12.7715     
86   182  -1852.095         23.5645      31.069       10.3545      4.629        -6.776       
86   183  -1851.4645        23.9465      31.818       -0.6305      9.724        -13.412      
86   184  -1856.494         23.8785      31.667       5.0295       4.399        -7.168       
87   110  -1510.6675        -2.0745      1.453        *            *            5.6905       
87   111  -1513.021         -0.468       3.21675      2.3535       *            5.64275      
87   112  -1530.8645        -1.2615      2.5855       17.8435      20.197       6.65         
87   113  -1532.49275       -0.19625     3.512        1.62825      19.47175     5.6115       
87   114  -1549.886         -1.176       3.2885       17.39325     19.0215      6.693        
87   115  -1551.71775       -0.37575     3.84275      1.83175      19.225       5.563        
87   116  -1568.0395        -1.5555      3.862        16.32175     18.1535      6.858        
87   117  -1571.041         -0.2465      6.86325      3.0015       19.32325     5.134        
87   118  -1585.7175        -1.9725      4.9645       14.6765      17.678       6.76         
87   119  -1588.80875       -0.54425     8.8385       3.09125      17.76775     3.669        
87   120  -1603.235         -2.281       5.4825       14.42625     17.5175      5.818        
87   121  -1605.936         -2.054       7.64275      2.701        17.12725     2.33425      
87   122  -1619.737         -3.477       5.563        13.801       16.502       6.3155       
87   123  -1624.22025       -3.51925     6.78         4.48325      18.28425     2.373        
87   124  -1636.1435        -4.3115      5.737        11.92325     16.4065      6.3305       
87   125  -1643.23975       -4.03675     6.392        7.09625      19.0195      2.5005       
87   126  -1653.031         -4.027       6.452        9.79125      16.8875      5.6755       
87   127  -1655.83475       -3.59525     7.31875      2.80375      12.595       9.313        
87   128  -1663.3485        -3.4135      7.6655       7.51375      10.3175      11.5305      
87   129  -1665.6655        -1.4225      10.75325     2.317        9.83075      11.1505      
87   130  -1676.7325        0.0985       10.321       11.067       13.384       7.2505       
87   131  -1678.77175       1.57075      13.04725     2.03925      13.10625     4.4405       
87   132  -1689.266         2.418        11.1435      10.49425     12.5335      5.4455       
87   133  -1689.58375       3.13275      13.12475     0.31775      10.812       4.44075      
87   134  -1700.2915        3.5175       12.386       10.70775     11.0255      6.131        
87   135  -1698.267         3.6195       14.09725     -2.0245      8.68325      6.492        
87   136  -1709.7125        3.4415       13.1835      11.4455      9.421        6.493        
87   137  -1707.0735        4.619        16.18525     -2.639       8.8065       5.39625      
87   138  -1718.8495        3.3715       14.622       11.776       9.137        5.9795       
87   139  -1716.554         4.7065       18.23125     -2.2955      9.4805       2.63425      
87   140  -1726.6735        2.0865       16.2755      10.1195      7.824        5.854        
87   141  -1725.081         2.597        18.98575     -1.5925      8.527        1.54175      
87   142  -1733.7485        0.1175       17.236       8.6675       7.075        4.9495       
87   143  -1733.0565        0.4925       19.539       -0.692       7.9755       1.33875      
87   144  -1741.2895        -1.1475      18.202       8.233        7.541        3.523        
87   145  -1740.65425       -0.77875     19.934       -0.63525     7.59775      1.16325      
87   146  -1748.999         -1.88        18.821       8.34475      7.7095       2.3885       
87   147  -1748.2065        -1.6715      20.24275     -0.7925      7.55225      0.81375      
87   148  -1756.464         -2.553       19.4895      8.2575       7.465        2.014        
87   149  -1756.998         -2.207       21.01825     0.534        8.7915       -0.73425     
87   150  -1763.792         -2.971       20.232       6.794        7.328        1.4825       
87   151  -1763.6005        -2.264       21.5425      -0.1915      6.6025       0.67925      
87   152  -1771.089         -2.547       20.783       7.4885       7.297        0.771        
87   153  -1768.33275       -1.67125     21.8595      -2.75625     4.73225      2.02525      
87   154  -1778.6315        -1.6305      21.421       10.29875     7.5425       -0.0255      
87   155  -1774.9415        -0.667       22.45475     -3.69        6.60875      -0.16825     
87   156  -1786.2365        -0.5585      22.0585      11.295       7.605        -0.726       
87   157  -1782.82775       0.21625      22.9905      -3.40875     7.88625      -2.041       
87   158  -1793.409         0.241        22.6225      10.58125     7.1725       -0.931       
87   159  -1791.31075       0.88125      23.4655      -2.09825     8.483        -3.1735      
87   160  -1800.1875        0.9865       23.2785      8.87675      6.7785       -1.101       
87   161  -1798.61625       1.81675      24.29025     -1.57125     7.3055       -2.471       
87   162  -1806.92          2.312        24.432       8.30375      6.7325       -1.711       
87   163  -1803.84175       3.48725      24.63475     -3.07825     5.2255       -1.21575     
87   164  -1815.1035        5.5925       23.6175      11.26175     8.1835       -4.3155      
87   165  -1809.13175       5.88775      24.73625     -5.97175     5.29         -1.62475     
87   166  -1822.365         7.598        24.595       13.23325     7.2615       -2.579       
87   167  -1814.68775       7.65575      25.52375     -7.67725     5.556        -1.99225     
87   168  -1827.7055        8.0185       25.2275      13.01775     5.3405       -1.6355      
87   169  -1819.58275       8.41625      26.394       -8.12275     4.895        -2.11875     
87   170  -1832.535         8.159        25.8005      12.95225     4.8295       -1.757       
87   171  -1824.48525       9.00725      27.3185      -8.04975     4.9025       -2.9965      
87   172  -1836.9255        7.9855       26.5365      12.44025     4.3905       -1.891       
87   173  -1829.1945        9.5515       28.477       -7.731       4.70925      -3.72775     
87   174  -1841.1585        7.7225       27.7375      11.964       4.233        -2.4695      
87   175  -1832.96675       9.55725      31.304       -8.19175     3.77225      -3.94925     
87   176  -1845.7           7.637        29.3905      12.73325     4.5415       -3.979       
87   177  -1836.50275       8.65875      33.0745      -9.19725     3.536        -6.54        
87   178  -1849.4705        6.7655       29.2485      12.96775     3.7705       -4.861       
87   179  -1841.21125       7.47575      31.789       -8.25925     4.7085       -9.483       
87   180  -1853.562         6.096        29.3295      12.35075     4.0915       -5.04        
87   181  -1848.60325       6.86275      30.87675     -4.95875     7.392        -10.881      
87   182  -1858.4645        6.3695       29.934       9.86125      4.9025       -5.932       
87   183  -1858.19025       6.72575      30.67225     -0.27425     9.587        -12.16375    
87   184  -1863.126         6.632        30.5105      4.93575      4.6615       -6.2955      
88   110  -1513.443         2.7755       0.701        *            *            7.332        
88   111  -1517.083         4.062        3.594        3.64         *            6.3055       
88   112  -1533.813         2.9485       1.687        16.73        20.37        7.229        
88   113  -1536.8765        4.38375      4.1875       3.0635       19.7935      4.9125       
88   114  -1553.66          3.774        2.598        16.7835      19.847       6.766        
88   115  -1557.112         5.39425      5.0185       3.452        20.2355      3.877        
88   116  -1573.074         5.0345       3.479        15.962       19.414       6.288        
88   117  -1578.2245        7.1835       6.937        5.1505       21.1125      2.169        
88   118  -1592.015         6.2975       4.325        13.7905      18.941       5.88         
88   119  -1597.0695        8.26075      7.7165       5.0545       18.845       2.518        
88   120  -1610.294         7.059        4.778        13.2245      18.279       5.696        
88   121  -1614.717         8.781        6.727        4.423        17.6475      2.936        
88   122  -1628.59          8.853        5.376        13.873       18.296       5.226        
88   123  -1634.261         10.04075     6.5215       5.671        19.544       2.029        
88   124  -1646.622         10.4785      6.167        12.361       18.032       4.892        
88   125  -1654.073         10.83325     6.7965       7.451        19.812       1.9665       
88   126  -1663.954         10.923       6.896        9.881        17.332       4.801        
88   127  -1667.1645        11.32975     7.7345       3.2105       13.0915      8.412        
88   128  -1674.835         11.4865      8.073        7.6705       10.881       10.523       
88   129  -1676.223         10.5575      9.135        1.388        9.0585       11.507       
88   130  -1685.891         9.1585       9.257        9.668        11.056       9.171        
88   131  -1687.5975        8.82575      10.3965      1.7065       11.3745      7.7905       
88   132  -1697.134         7.868        10.286       9.5365       11.243       7.8          
88   133  -1697.4615        7.87775      11.0105      0.3275       9.864        8.0395       
88   134  -1707.849         7.5575       11.075       10.3875      10.715       7.299        
88   135  -1706.4565        8.1895       11.809       -1.3925      8.995        8.2945       
88   136  -1718.254         8.5415       11.983       11.7975      10.405       6.82         
88   137  -1717.5925        10.519       15.138       -0.6615      11.136       5.355        
88   138  -1728.921         10.0715      13.443       11.3285      10.667       5.65         
88   139  -1729.9955        13.4415      18.148       1.0745       12.403       0.759        
88   140  -1739.53          12.8565      14.943       9.5345       10.609       4.248        
88   141  -1740.933         15.852       18.449       1.403        10.9375      -0.7855      
88   142  -1749.606         15.8575      15.975       8.673        10.076       3.281        
88   143  -1750.974         17.9175      18.41        1.368        10.041       -0.19        
88   144  -1759.252         17.9625      16.815       8.278        9.646        2.679        
88   145  -1760.0705        19.41625     18.6375      0.8185       9.0965       0.7935       
88   146  -1768.399         19.4         17.52        8.3285       9.147        2.338        
88   147  -1768.865         20.6585      18.987       0.466        8.7945       0.868        
88   148  -1777.291         20.827       18.274       8.426        8.892        1.888        
88   149  -1778.961         21.963       19.756       1.67         10.096       -0.783       
88   150  -1785.781         21.989       19.018       6.82         8.49         1.536        
88   151  -1786.1515        22.551       20.287       0.3705       7.1905       1.3535       
88   152  -1793.212         22.123       19.576       7.0605       7.431        1.851        
88   153  -1790.7165        22.38375     20.7125      -2.4955      4.565        3.448        
88   154  -1800.441         21.8095      20.179       9.7245       7.229        1.495        
88   155  -1796.9545        22.013       21.346       -3.4865      6.238        1.3495       
88   156  -1807.598         21.3615      20.803       10.6435      7.157        0.964        
88   157  -1804.479         21.65125     21.8675      -3.119       7.5245       -0.5705      
88   158  -1814.6           21.191       21.432       10.121       7.002        0.495        
88   159  -1812.727         21.41625     22.2975      -1.873       8.248        -1.8155      
88   160  -1821.294         21.1065      22.093       8.567        6.694        0.174        
88   161  -1819.593         20.97675     22.7935      -1.701       6.866        -0.8635      
88   162  -1827.432         20.512       22.824       7.839        6.138        0.069        
88   163  -1822.739         18.89725     22.3845      -4.693       3.146        2.3605       
88   164  -1833.316         18.2125      23.805       10.577       5.884        -0.408       
88   165  -1825.9745        16.84275     22.7305      -7.3415      3.2355       2.68         
88   166  -1839.253         16.888       24.486       13.2785      5.937        -1.442       
88   167  -1831.6185        16.93075     24.5865      -7.6345      5.644        -0.0745      
88   168  -1844.984         17.2785      25.297       13.3655      5.731        -1.917       
88   169  -1837.544         17.96125     26.3775      -7.44        5.9255       -2.212       
88   170  -1850.524         17.989       26.148       12.98        5.54         -2.537       
88   171  -1843.9075        19.42225     28.4295      -6.6165      6.3635       -4.441       
88   172  -1855.911         18.9855      26.971       12.0035      5.387        -3.235       
88   173  -1850.341         21.1465      30.698       -5.57        6.4335       -6.563       
88   174  -1861.071         19.9125      27.635       10.73        5.16         -3.831       
88   175  -1854.949         21.98225     31.5395      -6.122       4.608        -7.006       
88   176  -1865.997         20.297       27.934       11.048       4.926        -4.261       
88   177  -1858.9565        22.45375     31.1125      -7.0405      4.0075       -7.247       
