Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
45   59   -870.58275        -0.24975     19.3015      -3.79025     12.8055      -2.77225     
45   60   -889.2775         -0.3215      18.6525      18.69475     14.9045      -4.4         
45   61   -883.8815         0.325        19.344       -5.396       13.29875     -4.30025     
45   62   -905.0105         0.9265       19.5255      21.129       15.733       -6.0855      
45   63   -898.88775        1.08025      19.97        -6.12275     15.00625     -6.05025     
45   64   -919.305          1.374        20.4545      20.41725     14.2945      -5.52        
45   65   -914.91825        2.27175      21.80525     -4.38675     16.0305      -7.7005      
45   66   -933.5265         2.6645       22.316       18.60825     14.2215      -6.376       
45   67   -929.779          3.6465       23.9905      -3.7475      14.86075     -8.366       
45   68   -946.4765         3.8235       24.06        16.6975      12.95        -6.966       
45   69   -939.39575        2.54125      23.74275     -7.08075     9.61675      -5.30725     
45   70   -956.005          2.709        23.8605      16.60925     9.5285       -5.2885      
45   71   -945.20425        0.60075      24.87275     -10.80075    5.8085       -1.25125     
45   72   -964.0685         0.6375       27.995       18.86425     8.0635       -3.624       
45   73   -953.19975        0.88475      28.5645      -10.86875    7.9955       -4.56825     
45   74   -974.306          1.307        29.819       21.10625     10.2375      -9.9325      
45   75   -963.819          2.09         31.21075     -10.487      10.61925     -10.88375    
45   76   -984.177          2.218        31.9325      20.358       9.871        -11.39       
45   77   -974.96925        2.86425      33.381       -9.20775     11.15025     -14.061      
45   78   -992.9715         2.5705       33.5145      18.00225     8.7945       -12.427      
45   79   -987.08775        3.18475      35.06575     -5.88375     12.1185      -17.1995     
45   80   -1001.509         3.154        35.367       14.42125     8.5375       -13.752      
45   81   -1001.58875       3.58325      36.633       0.07975      14.501       -21.26675    
45   82   -1009.4885        3.6925       37.239       7.89975      7.9795       -15.0465     
45   83   -1007.04275       4.13225      37.90325     -2.44575     5.454        -13.787      
45   84   -1012.577         4.202        37.7875      5.53425      3.0885       -12.0275     
45   85   -1003.051         4.839        38.87625     -9.526       -3.99175     -5.6115      
45   86   -1015.35          4.671        38.35        12.299       2.773        -12.2605     
45   87   -1000.4285        5.307        39.39275     -14.9215     -2.6225      -7.95375     
45   88   -1017.847         5.113        38.9205      17.4185      2.497        -12.547      
45   89   -999.71675        6.81225      40.8965      -18.13025    -0.71175     -10.381      
45   90   -1020.9565        6.4015       40.3725      21.23975     3.1095       -13.73       
45   91   -1000.0985        8.865        42.93975     -20.858      0.38175      -12.97825    
45   92   -1023.3405        7.2085       41.382       23.242       2.384        -14.4565     
45   93   -999.8575         9.9685       44.07375     -23.483      -0.241       -14.39875    
45   94   -1025.1745        7.7085       42.1405      25.317       1.834        -14.916      
45   95   -1000.56675       9.47925      44.69475     -24.60775    0.70925      -16.483      
45   96   -1027.054         8.375        42.804       26.48725     1.8795       -15.72       
45   97   -1001.5035        8.4135       *            -25.5505     0.93675      -17.3315     
45   98   -1028.303         8.702        *            26.7995      1.249        -15.753      
45   99   -999.517          9.2855       *            -28.786      -1.9865      *            
45   100  -1028.526         8.474        *            29.009       0.223        *            
45   101  -997.153          10.3045      *            -31.373      -2.364       *            
45   102  -1028.89          8.445        *            31.737       0.364        *            
45   103  -996.56075        9.89075      *            -32.32925    -0.59225     *            
45   104  -1028.9515        8.3265       *            32.39075     0.0615       *            
46   44   -728.305          10.7785      1.857        *            *            -2.633       
46   45   -736.444          11.48375     4.7875       8.139        *            -6.409       
46   46   -758.823          10.414       4.168        22.379       30.518       -4.075       
46   47   -767.812          12.8195      6.519        8.989        31.368       -7.8555      
46   48   -787.551          13.885       6.19         19.739       28.728       -4.596       
46   49   -798.9975         15.22175     8.0635       11.4465      31.1855      -9.4045      
46   50   -815.554          15.7835      8.387        16.5565      28.003       -5.893       
46   51   -821.2725         16.28975     9.3545       5.7185       22.275       -2.0385      
46   52   -834.631          16.691       10.112       13.3585      19.077       0.836        
46   53   -837.348          15.49775     11.1705      2.717        16.0755      2.87         
46   54   -854.255          14.1495      11.919       16.907       19.624       -1.436       
46   55   -856.743          14.3645      12.669       2.488        19.395       -2.2655      
46   56   -872.961          14.6645      13.589       16.218       18.706       -2.325       
46   57   -873.0705         15.29325     14.4165      0.1095       16.3275      -0.6965      
46   58   -890.34           15.967       15.334       17.2695      17.379       -2.668       
46   59   -887.508          16.92525     16.6755      -2.832       14.4375      -0.554       
46   60   -906.706          17.4285      17.107       19.198       16.366       -3.4         
46   61   -901.1715         17.29        17.615       -5.5345      13.6635      -2.039       
46   62   -922.117          17.1065      18.033       20.9455      15.411       -4.218       
46   63   -916.213          17.32525     18.4055      -5.904       15.0415      -4.3565      
46   64   -936.989          17.684       19.058       20.776       14.872       -4.605       
46   65   -933.025          18.10675     20.3785      -3.964       16.812       -6.9175      
46   66   -951.551          18.0245      20.689       18.526       14.562       -5.32        
46   67   -948.4355         18.6565      22.303       -3.1155      15.4105      -7.489       
46   68   -964.96           18.4835      22.307       16.5245      13.409       -5.798       
46   69   -958.717          19.32125     21.8625      -6.243       10.2815      -4.2845      
46   70   -977.614          21.609       24.318       18.897       12.654       -6.661       
46   71   -967.7            22.49575     23.0965      -9.914       8.983        -2.5455      
46   72   -989.596          25.5275      26.165       21.896       11.982       -8.0         
46   73   -979.1445         25.94475     26.8295      -10.4515     11.4445      -6.241       
46   74   -1000.843         26.537       27.844       21.6985      11.247       -9.112       
46   75   -991.074          27.255       29.345       -9.769       11.9295      -10.459      
46   76   -1011.495         27.318       29.536       20.421       10.652       -10.196      
46   77   -1003.4285        28.45925     31.3235      -8.0665      12.3545      -13.3995     
46   78   -1021.632         28.6605      31.231       18.2035      10.137       -11.373      
46   79   -1016.6275        29.53975     32.7245      -5.0045      13.199       -16.2225     
46   80   -1031.283         29.774       32.928       14.6555      9.651        -12.582      
46   81   -1032.087         30.49825     34.0815      0.804        15.4595      -19.884      
46   82   -1040.391         30.9025      34.595       8.304        9.108        -13.736      
46   83   -1038.245         31.20225     35.3345      -2.146       6.158        -11.9395     
46   84   -1043.709         31.132       35.334       5.464        3.318        -9.613       
46   85   -1034.705         31.654       36.493       -9.004       -3.54        -3.4945      
46   86   -1046.721         31.371       36.042       12.016       3.012        -10.046      
46   87   -1032.3505        31.922       37.229       -14.3705     -2.3545      -5.8385      
46   88   -1049.49          31.643       36.756       17.1395      2.769        -10.511      
46   89   -1032.199         32.48225     39.2945      -17.291      -0.1515      -8.7775      
46   90   -1052.168         31.2115      37.613       19.969       2.678        -11.134      
46   91   -1033.4485        33.35        42.215       -18.7195     1.2495       -12.244      
46   92   -1054.709         31.3685      38.577       21.2605      2.541        -11.854      
46   93   -1033.936         34.0785      44.047       -20.773      0.4875       -14.4025     
46   94   -1056.943         31.7685      39.477       23.007       2.234        -12.511      
46   95   -1033.796         33.22925     42.7085      -23.147      -0.14        -15.607      
46   96   -1058.869         31.815       40.19        25.073       1.926        -13.103      
46   97   -1033.392         31.8885      40.302       -25.477      -0.404       -14.0045     
46   98   -1060.515         32.212       40.914       27.123       1.646        -13.536      
46   99   -1033.0125        33.4955      42.781       -27.5025     -0.3795      -11.6225     
46   100  -1061.91          33.384       41.858       28.8975      1.395        -14.009      
46   101  -1032.7825        35.6295      45.934       -29.1275     -0.23        -14.251      
46   102  -1063.075         34.185       42.63        30.2925      1.165        -14.723      
46   103  -1032.7015        36.14075     46.0315      -30.3735     -0.081       -17.553      
46   104  -1064.038         35.0865      43.413       31.3365      0.963        -15.293      
46   105  -1033.3135        *            *            -30.7245     0.612        -18.3435     
46   106  -1064.879         *            *            31.5655      0.841        -15.954      
46   107  -1035.392         *            *            -29.487      2.0785       *            
46   108  -1065.485         *            *            30.093       0.606        *            
47   46   -753.776          -5.047       5.367        *            *            -7.9495      
47   47   -761.51           -6.302       6.5175       7.734        *            -8.24975     
47   48   -781.599          -5.952       7.933        20.089       27.823       -4.89        
47   49   -792.99525        -6.00225     9.2195       11.39625     31.48525     -9.70275     
47   50   -810.0815         -5.4725      10.311       17.08625     28.4825      -8.1155      
47   51   -816.289          -4.9835      11.30625     6.2075       23.29375     -4.21325     
47   52   -829.9665         -4.6645      12.0265      13.6775      19.885       -1.896       
47   53   -834.344          -3.004       12.49375     4.3775       18.055       -1.06125     
47   54   -853.3665         -0.8885      13.261       19.0225      23.4         -7.1265      
47   55   -855.96775        -0.77525     13.58925     2.60125      21.62375     -5.8175      
47   56   -873.684          0.723        15.3875      17.71625     20.3175      -5.2785      
47   57   -874.07           0.9995       16.29275     0.386        18.10225     -3.3915      
47   58   -892.381          2.041        18.008       18.311       18.697       -5.7845      
47   59   -890.45175        2.94375      19.869       -1.92925     16.38175     -4.3745      
47   60   -909.9225         3.2165       20.645       19.47075     17.5415      -7.2495      
47   61   -905.298          4.1265       21.4165      -4.6245      14.84625     -6.41525     
47   62   -925.8685         3.7515       20.858       20.5705      15.946       -8.291       
47   63   -918.52375        2.31075      19.636       -7.34475     13.22575     -6.34225     
47   64   -939.194          2.205        19.889       20.67025     13.3255      -5.8835      
47   65   -932.6375         -0.3875      17.71925     -6.5565      14.11375     -5.44975     
47   66   -953.641          2.09         20.1145      21.0035      14.447       -6.036       
47   67   -947.7465         -0.689       17.9675      -5.8945      15.109       -4.52825     
47   68   -968.067          3.107        21.5905      20.3205      14.426       -6.2405      
47   69   -959.26375        0.54675      19.868       -8.80325     11.51725     -1.18475     
47   70   -979.4605         1.8465       23.4555      20.19675     11.3935      -4.684       
47   71   -969.5865         1.8865       24.38225     -9.874       10.32275     -1.89075     
47   72   -992.1625         2.5665       28.094       22.576       12.702       -7.8575      
47   73   -981.91825        2.77375      28.7185      -10.24425    12.33175     -8.414       
47   74   -1004.149         3.306        29.843       22.23075     11.9865      -11.7805     
47   75   -994.711          3.637        30.892       -9.438       12.79275     -13.21125    
47   76   -1015.803         4.308        31.626       21.092       11.654       -13.197      
47   77   -1007.92625       4.49775      32.957       -7.87675     13.21525     -15.80725    
47   78   -1026.3995        4.7675       33.428       18.47325     10.5965      -13.9225     
47   79   -1021.956         5.3285       34.86825     -4.4435      14.02975     -18.68675    
47   80   -1036.7575        5.4745       35.2485      14.8015      10.358       -15.486      
47   81   -1038.013         5.926        36.42425     1.2555       16.057       -22.62525    
47   82   -1046.5585        6.1675       37.07        8.5455       9.801        -16.7495     
47   83   -1044.726         6.481        37.68325     -1.8325      6.713        -14.83725    
47   84   -1050.2785        6.5695       37.7015      5.5525       3.72         -12.49       
47   85   -1041.7135        7.0085       38.6625      -8.565       -3.0125      -6.37075     
47   86   -1053.6735        6.9525       38.3235      11.96        3.395        -12.7965     
47   87   -1039.742         7.3915       39.3135      -13.9315     -1.9715      -8.391       
47   88   -1056.8155        7.3255       38.9685      17.0735      3.142        -13.1655     
47   89   -1039.55425       7.35525      39.8375      -17.26125    -0.18775     -10.82575    
47   90   -1060.578         8.41         39.6215      21.02375     3.7625       -14.431      
47   91   -1042.02575       8.57725      41.92725     -18.55225    2.4715       -14.009      
47   92   -1064.5685        9.8595       41.228       22.54275     3.9905       -15.312      
47   93   -1044.38525       10.44925     44.52775     -20.18325    2.3595       -15.98675    
47   94   -1067.387         10.444       42.2125      23.00175     2.8185       -15.7465     
47   95   -1045.0165        11.2205      44.44975     -22.3705     0.63125      -16.859      
47   96   -1069.711         10.842       42.657       24.6945      2.324        -16.2365     
47   97   -1045.1005        11.7085      43.597       -24.6105     0.084        -16.23375    
47   98   -1071.59          11.075       43.287       26.4895      1.879        -16.236      
47   99   -1044.89625       11.88375     45.37925     -26.69375    -0.20425     -15.09275    
47   100  -1073.0325        11.1225      44.5065      28.13625     1.4425       -16.4295     
47   101  -1044.509         11.7265      47.356       -28.5235     -0.38725     -16.692      
47   102  -1073.9955        10.9205      45.1055      29.4865      0.963        -17.1695     
47   103  -1043.715         11.0135      47.15425     -30.2805     -0.794       -18.262      
47   104  -1074.3445        10.3065      45.393       30.6295      0.349        -17.1545     
47   105  -1044.076         10.7625      *            -30.2685     0.361        -19.21525    
47   106  -1075.2325        10.3535      *            31.1565      0.888        -17.981      
47   107  -1046.64275       11.25075     *            -28.58975    2.56675      *            
47   108  -1076.158         10.673       *            29.51525     0.9255       *            
48   46   -760.279          6.503        1.456        *            *            -3.674       
48   47   -768.963          7.453        1.151        8.684        *            -4.219       
48   48   -791.607          10.008       4.056        22.644       31.328       -4.484       
48   49   -803.593          10.59775     4.5955       11.986       34.63        -7.481       
48   50   -821.849          11.7675      6.295        18.256       30.242       -5.998       
48   51   -828.6455         12.3565      7.373        6.7965       25.0525      -1.348       
48   52   -842.742          12.7755      8.111        14.0965      20.893       1.112        
48   53   -845.525          11.181       8.177        2.783        16.8795      4.0475       
48   54   -863.408          10.0415      9.153        17.883       20.666       -0.477       
48   55   -865.2725         9.30475      8.5295       1.8645       19.7475      0.3755       
48   56   -883.637          9.953        10.676       18.3645      20.229       -1.082       
48   57   -883.9345         9.8645       10.864       0.2975       18.662       1.1085       
48   58   -902.922          10.541       12.582       18.9875      19.285       -1.661       
48   59   -901.6805         11.22875     14.1725      -1.2415      17.746       -0.31        
48   60   -921.209          11.2865      14.503       19.5285      18.287       -2.569       
48   61   -917.8195         12.5215      16.648       -3.3895      16.139       -2.0115      
48   62   -938.34           12.4715      16.223       20.5205      17.131       -3.334       
48   63   -931.7795         13.25575     15.5665      -6.5605      13.96        -2.308       
48   64   -954.569          15.375       17.58        22.7895      16.229       -4.152       
48   65   -946.255          13.6175      13.23        -8.314       14.4755      -1.742       
48   66   -970.571          16.93        19.02        24.316       16.002       -5.282       
48   67   -961.7625         14.016       13.327       -8.8085      15.5075      -0.4375      
48   68   -985.744          17.677       20.784       23.9815      15.173       -5.893       
48   69   -976.4805         17.21675     17.7635      -9.2635      14.718       0.255        
48   70   -1000.077         20.6165      22.463       23.5965      14.333       -6.817       
48   71   -990.313          20.7265      22.613       -9.764       13.8325      -3.296       
48   72   -1013.639         21.4765      24.043       23.326       13.562       -7.725       
48   73   -1003.687         21.76875     24.5425      -9.952       13.374       -7.687       
48   74   -1026.535         22.386       25.692       22.848       12.896       -8.639       
48   75   -1017.263         22.552       26.189       -9.272       13.576       -9.8185      
48   76   -1038.861         23.058       27.366       21.598       12.326       -9.718       
48   77   -1031.554         23.62775     28.1255      -7.307       14.291       -12.18       
48   78   -1050.677         24.2775      29.045       19.123       11.816       -10.882      
48   79   -1046.9295        24.9735      30.302       -3.7475      15.3755      -15.201      
48   80   -1062.012         25.2545      30.729       15.0825      11.335       -12.08       
48   81   -1063.874         25.861       31.787       1.862        16.9445      -18.9465     
48   82   -1072.816         26.2575      32.425       8.942        10.804       -13.233      
48   83   -1071.267         26.541       33.022       -1.549       7.393        -10.88       
48   84   -1076.878         26.5995      33.169       5.611        4.062        -8.187       
48   85   -1068.747         27.0335      34.042       -8.131       -2.52        -2.202       
48   86   -1080.646         26.9725      33.925       11.899       3.768        -8.637       
48   87   -1067.1635        27.4215      34.813       -13.4825     -1.5835      -4.1585      
48   88   -1084.181         27.3655      34.691       17.0175      3.535        -9.16        
48   89   -1066.1795        26.62525     33.9805      -18.0015     -0.984       -5.529       
48   90   -1087.488         26.91        35.32        21.3085      3.307        -9.698       
48   91   -1068.093         26.06725     34.6445      -19.395      1.9135       -7.594       
48   92   -1090.908         26.3395      36.199       22.815       3.42         -10.44       
48   93   -1071.1745        26.78925     37.2385      -19.7335     3.0815       -9.426       
48   94   -1094.031         26.644       37.088       22.8565      3.123        -11.022      
48   95   -1072.492         27.4755      38.696       -21.539      1.3175       -10.256      
48   96   -1096.863         27.152       37.994       24.371       2.832        -11.62       
48   97   -1073.334         28.2335      39.942       -23.529      0.842        -11.238      
48   98   -1099.405         27.815       38.89        26.071       2.542        -12.236      
48   99   -1073.915         29.01875     40.9025      -25.49       0.581        -12.223      
48   100  -1101.685         28.6525      39.775       27.77        2.28         -12.87       
48   101  -1074.4105        29.9015      41.628       -27.2745     0.4955       -13.098      
48   102  -1103.736         29.7405      40.661       29.3255      2.051        -13.526      
48   103  -1074.6185        30.9035      41.917       -29.1175     0.208        -13.536      
48   104  -1105.611         31.2665      41.573       30.9925      1.875        -14.236      
48   105  -1076.2385        32.1625      42.925       -29.3725     1.62         -15.237      
48   106  -1107.426         32.1935      42.547       31.1875      1.815        -15.088      
48   107  -1079.8785        33.23575     44.4865      -27.5475     3.64         -18.265      
48   108  -1108.961         32.803       43.476       29.0825      1.535        -15.782      
48   109  -1083.886         *            *            -25.075      4.0075       -20.194      
48   110  -1110.121         *            *            26.235       1.16         -16.336      
48   111  -1087.073         *            *            -23.048      3.187        *            
48   112  -1110.745         *            *            23.672       0.624        *            
49   50   -820.585          -1.264       10.5035      *            *            -10.686      
49   51   -827.93275        -0.71275     11.64375     7.34775      *            -6.6375      
49   52   -842.3405         -0.4015      12.374       14.40775     21.7555      -3.959       
49   53   -845.28875        -0.23625     10.94475     2.94825      17.356       -0.69975     
49   54   -864.887          1.479        11.5205      19.59825     22.5465      -6.6205      
49   55   -865.0525         -0.22        9.08475      0.1655       19.76375     -2.4085      
49   56   -886.283          2.646        12.599       21.2305      21.396       -4.6165      
49   57   -884.406          0.4715       10.336       -1.877       19.3535      -0.13825     
49   58   -906.894          3.972        14.513       22.488       20.611       -4.91        
49   59   -903.48775        1.80725      13.036       -3.40625     19.08175     -1.11775     
49   60   -926.5015         5.2925       16.579       23.01375     19.6075      -5.8205      
49   61   -921.50625        3.68675      16.20825     -4.99525     18.0185      -2.7545      
49   62   -944.601          6.261        18.7325      23.09475     18.0995      -6.3785      
49   63   -937.04875        5.26925      18.525       -7.55225     15.5425      -3.45075     
49   64   -959.9765         5.4075       20.7825      22.92775     15.3755      -5.808       
49   65   -951.79375        5.53875      19.15625     -8.18275     14.745       -4.97        
49   66   -975.716          5.145        22.075       23.92225     15.7395      -8.222       
49   67   -967.29225        5.52975      19.54575     -8.42375     15.4985      -6.35475     
49   68   -991.5635         5.8195       23.4965      24.27125     15.8475      -9.6225      
49   69   -982.4245         5.944        23.16075     -9.139       15.13225     -6.378       
49   70   -1006.5955        6.5185       27.135       24.171       15.032       -10.2285     
49   71   -996.91675        6.60375      27.33025     -9.67875     14.49225     -9.353       
49   72   -1020.913         7.274        28.7505      23.99625     14.3175      -13.1525     
49   73   -1011.11          7.423        29.19175     -9.803       14.19325     -13.2235     
49   74   -1034.477         7.942        30.328       23.367       13.564       -14.0145     
49   75   -1025.62325       8.36025      30.91225     -8.85375     14.51325     -15.405      
49   76   -1047.7045        8.8435       31.9015      22.08125     13.2275      -15.2555     
49   77   -1040.87425       9.32025      32.948       -6.83025     15.251       -17.86325    
49   78   -1060.309         9.632        33.9095      19.43475     12.6045      -16.206      
49   79   -1057.0845        10.155       35.1285      -3.2245      16.21025     -20.85825    
49   80   -1072.43          10.418       35.6725      15.3455      12.121       -17.7305     
49   81   -1074.646         10.772       36.633       2.216        17.5615      -24.39       
49   82   -1083.807         10.991       37.2485      9.161        11.377       -18.7495     
49   83   -1082.56775       11.30075     37.84175     -1.23925     7.92175      -16.25475    
49   84   -1088.3485        11.4705      38.07        5.78075      4.5415       -13.49       
49   85   -1080.627         11.88        38.9135      -7.7215      -1.94075     -7.601       
49   86   -1092.6255        11.9795      38.952       11.9985      4.277        -14.047      
49   87   -1079.44675       12.28325     39.70475     -13.17875    -1.18025     -9.43325     
49   88   -1096.438         12.257       39.6225      16.99125     3.8125       -14.4645     
49   89   -1078.77975       12.60025     39.2255      -17.65825    -0.667       -10.73775    
49   90   -1100.1265        12.6385      39.5485      21.34675     3.6885       -15.011      
49   91   -1080.23775       12.14475     38.212       -19.88875    1.458        -12.3835     
49   92   -1104.554         13.646       39.9855      24.31625     4.4275       -15.676      
49   93   -1082.61175       11.43725     38.2265      -21.94225    2.374        -12.286      
49   94   -1108.1345        14.1035      40.7475      25.52275     3.5805       -15.266      
49   95   -1084.09075       11.59875     39.07425     -24.04375    1.479        -11.4055     
49   96   -1111.527         14.664       41.816       27.43625     3.3925       -15.84       
49   97   -1085.5275        12.1935      40.427       -25.9995     1.43675      -12.211      
49   98   -1114.468         15.063       42.878       28.9405      2.941        -16.457      
49   99   -1086.95725       13.04225     42.061       -27.51075    1.42975      -13.55675    
49   100  -1117.0815        15.3965      44.049       30.12425     2.6135       -17.1915     
49   101  -1088.499         14.0885      43.99        -28.5825     1.54175      -15.30275    
49   102  -1119.3365        15.6005      45.341       30.8375      2.255        -18.004      
49   103  -1089.95175       15.33325     46.23675     -29.38475    1.45275      -17.14275    
49   104  -1121.127         15.516       46.7825      31.17525     1.7905       -18.8315     
49   105  -1092.47225       16.23375     48.39625     -28.65475    2.5205       -20.45725    
49   106  -1123.2925        15.8665      48.06        30.82025     2.1655       -20.648      
49   107  -1096.4545        16.576       49.81175     -26.838      3.98225      -24.0785     
49   108  -1125.1865        16.2255      49.0285      28.732       1.894        -21.654      
49   109  -1100.69175       16.80575     *            -24.49475    4.23725      -25.749      
49   110  -1126.742         16.621       *            26.05025     1.5555       -22.284      
49   111  -1104.15275       17.07975     *            -22.58925    3.461        *            
49   112  -1127.7535        17.0085      *            23.60075     1.0115       *            
50   50   -825.941          5.356        4.092        *            *            -6.034       
50   51   -833.89           5.95725      5.2445       7.949        *            -1.997       
50   52   -848.659          6.3185       5.917        14.769       22.718       1.49         
50   53   -850.5625         5.27375      5.0375       1.9035       16.6725      6.383        
50   54   -870.666          5.779        7.258        20.1035      22.007       0.376        
50   55   -868.5025         3.45         3.23         -2.1635      17.94        5.3225       
50   56   -891.969          5.686        8.332        23.4665      21.303       -0.261       
50   57   -887.3225         2.9165       3.388        -4.6465      18.82        6.25         
50   58   -912.716          5.822        9.794        25.3935      20.747       -0.779       
50   59   -906.66           3.17225      4.9795       -6.056       19.3375      5.5745       
50   60   -932.674          6.1725       11.465       26.014       19.958       -1.452       
50   61   -926.208          4.70175      8.3885       -6.466       19.548       3.7725       
50   62   -952.012          7.411        13.672       25.804       19.338       -2.503       
50   63   -945.383          8.33425      13.6035      -6.629       19.175       0.7365       
50   64   -970.364          10.3875      15.795       24.981       18.352       -3.724       
50   65   -963.4275         11.63375     17.1725      -6.9365      18.0445      -3.348       
50   66   -988.071          12.355       17.5         24.6435      17.707       -5.202       
50   67   -980.062          12.76975     18.2995      -8.009       16.6345      -5.507       
50   68   -1004.653         13.0895      18.909       24.591       16.582       -5.782       
50   69   -995.6735         13.249       19.193       -8.9795      15.6115      -5.611       
50   70   -1020.454         13.8585      20.377       24.7805      15.801       -6.41        
50   71   -1010.8805        13.96375     20.5675      -9.5735      15.207       -6.1         
50   72   -1035.567         14.654       21.928       24.6865      15.113       -7.19        
50   73   -1025.938         14.828       22.251       -9.629       15.0575      -7.325       
50   74   -1049.849         15.372       23.314       23.911       14.282       -7.91        
50   75   -1041.4435        15.82025     24.1805      -8.4055      15.5055      -9.4565      
50   76   -1064.038         16.3335      25.177       22.5945      14.189       -9.203       
50   77   -1057.7195        16.84525     26.1655      -6.3185      16.276       -12.1565     
50   78   -1077.501         17.192       26.824       19.7815      13.463       -10.34       
50   79   -1074.8395        17.755       27.91        -2.6615      17.12        -14.9855     
50   80   -1090.488         18.058       28.476       15.6485      12.987       -11.511      
50   81   -1093.108         18.462       29.234       2.62         18.2685      -17.8785     
50   82   -1102.538         18.731       29.722       9.43         12.05        -12.226      
50   83   -1101.6135        19.04575     30.3465      -0.9245      8.5055       -9.4395      
50   84   -1107.569         19.2205      30.691       5.9555       5.031        -6.453       
50   85   -1100.277         19.65        31.53        -7.292       -1.3365      -0.71        
50   86   -1112.395         19.7695      31.749       12.118       4.826        -7.217       
50   87   -1099.545         20.09825     32.3815      -12.85       -0.732       -2.498       
50   88   -1116.535         20.097       32.354       16.99        4.14         -7.589       
50   89   -1099.255         20.47525     33.0755      -17.28       -0.29        -3.7915      
50   90   -1120.675         20.5485      33.187       21.42        4.14         -8.194       
50   91   -1099.5675        19.32975     31.4745      -21.1075     0.3125       -5.088       
50   92   -1124.66          20.106       33.752       25.0925      3.985        -8.872       
50   93   -1100.399         17.78725     29.2245      -24.261      0.8315       -4.006       
50   94   -1128.478         20.3435      34.447       28.079       3.818        -9.27        
50   95   -1101.8995        17.80875     29.4075      -26.5785     1.5005       -2.425       
50   96   -1132.371         20.844       35.508       30.4715      3.893        -10.04       
50   97   -1103.981         18.4535      30.647       -28.39       2.0815       -3.189       
50   98   -1135.871         21.403       36.466       31.89        3.5          -10.708      
50   99   -1106.5345        19.57725     32.6195      -29.3365     2.5535       -4.9005      
50   100  -1139.208         22.1265      37.523       32.6735      3.337        -11.503      
50   101  -1109.6675        21.1685      35.257       -29.5405     3.133        -7.4525      
50   102  -1142.367         23.0305      38.631       32.6995      3.159        -12.382      
50   103  -1113.34          23.38825     38.7215      -29.027      3.6725       -10.6295     
50   104  -1145.323         24.196       39.712       31.983       2.956        -13.287      
50   105  -1117.486         25.01375     41.2475      -27.837      4.146        -14.5675     
50   106  -1148.039         24.7465      40.613       30.553       2.716        -14.128      
50   107  -1121.9955        25.541       42.117       -26.0435     4.5095       -17.457      
50   108  -1150.462         25.2755      41.501       28.4665      2.423        -14.736      
50   109  -1126.5975        25.90575     42.7115      -23.8645     4.602        -18.419      
50   110  -1152.513         25.771       42.392       25.9155      2.051        -15.252      
50   111  -1130.4575        26.30475     43.3845      -22.0555     3.86         -18.2715     
50   112  -1154.062         26.3085      43.317       23.6045      1.549        -15.641      
50   113  -1132.3205        *            *            -21.7415     1.863        -16.9475     
50   114  -1155.029         *            *            22.7085      0.967        -15.984      
51   56   -892.1            0.131        5.817        *            *            1.087        
51   57   -891.39575        4.07325      6.98975      -0.70425     *            1.95675      
51   58   -913.0915         0.3755       6.1975       21.69575     20.9915      1.4915       
51   59   -910.027          3.367        6.53925      -3.0645      18.63125     2.679        
51   60   -933.4175         0.7435       6.916        23.3905      20.326       1.7765       
51   61   -928.4915         2.2835       6.98525      -4.926       18.4645      3.29625      
51   62   -952.5305         0.5185       7.9295       24.039       19.113       2.271        
51   63   -947.18175        1.79875      10.133       -5.34875     18.69025     2.6245       
51   64   -971.648          1.284        11.6715      24.46625     19.1175      1.253        
51   65   -967.3005         3.873        15.50675     -4.3475      20.11875     -1.95175     
51   66   -990.643          2.572        14.927       23.3425      18.995       -2.3665      
51   67   -984.64575        4.58375      17.3535      -5.99725     17.34525     -4.552       
51   68   -1007.4735        2.8205       15.91        22.82775     16.8305      -3.4575      
51   69   -999.7005         4.027        17.276       -7.773       15.05475     -4.10825     
51   70   -1024.1375        3.6835       17.542       24.437       16.664       -4.274       
51   71   -1016.05825       5.17775      19.1415      -8.07925     16.35775     -5.33375     
51   72   -1040.109         4.542        19.196       24.05075     15.9715      -5.2135      
51   73   -1032.15125       6.21325      21.04125     -7.95775     16.093       -6.9345      
51   74   -1055.2935        5.4445       20.8165      23.14225     15.1845      -6.0805      
51   75   -1048.59725       7.15375      22.974       -6.69625     16.446       -9.18725     
51   76   -1070.096         6.058        22.3915      21.49875     14.8025      -7.319       
51   77   -1064.404         6.6845       23.52975     -5.692       15.80675     -10.48075    
51   78   -1083.222         5.721        22.913       18.818       13.126       -7.2175      
51   79   -1081.041         6.2015       23.9565      -2.181       16.637       -11.86675    
51   80   -1097.14          6.652        24.71        16.099       13.918       -8.531       
51   81   -1100.286         7.178        25.64        3.146        19.245       -14.9015     
51   82   -1110.207         7.669        26.4         9.921        13.067       -9.477       
51   83   -1109.48425       7.87075      26.9165      -0.72275     9.19825      -6.53825     
51   84   -1115.7015        8.1325       27.353       6.21725      5.4945       -3.5945      
51   85   -1110.4145        10.1375      29.7875      -5.287       0.93025      0.45325      
51   86   -1122.4525        10.0575      29.827       12.038       6.751        -5.804       
51   87   -1114.63925       15.09425     35.1925      -7.81325     4.22475      -5.71225     
