Z,N,BE(MeV),BE_sd(MeV),BE_BEA(MeV),diff(MeV)
10,21,211.2080223,0.266195,211.20579,0.0022323000000028514
11,20,229.3612492,0.013972,229.35898699999998,0.0022622000000183107
12,19,243.9470981,0.003074,243.944828,0.0022701000000040494
13,18,254.99332,0.002236,254.991027,0.0022930000000087603
14,17,262.2093169,4.2999999999999995e-05,262.20702099999994,0.0022959000000355445
15,16,262.91848875,6.7e-07,262.91617699999995,0.002311750000046686
16,15,256.7381397,0.000229,256.7358,0.0023396999999931722
17,14,243.9478326,0.003447,243.945479,0.002353599999992184
11,21,231.0385145,0.03726,231.036192,0.0023224999999911233
12,20,249.7252324,0.00326,249.72288,0.0023524000000065826
13,19,259.2133663,0.007173,259.211008,0.0023583000000257925
14,18,271.4093522,0.000298,271.40697600000004,0.002376199999957862
15,17,270.8542071,4e-05,270.85184000000004,0.0023670999999581
16,16,271.78253355,1.32e-06,271.78012800000005,0.0024055499999349195
17,15,258.3193409,0.0005620000000000001,258.316928,0.0024128999999675216
18,14,246.40268479999997,0.00177,246.40025599999998,0.0024287999999899057
11,22,233.96994080000002,0.449912,233.96755800000003,0.0023827999999923577
12,21,252.0054207,0.002888,252.00301499999998,0.0024057000000254902
13,20,264.6827646,0.006986,264.680328,0.002436600000010003
14,19,275.9173765,0.000699,275.914947,0.0024295000000051914
15,18,280.95806439999996,0.00109,280.955598,0.002466399999946134
16,17,280.42423964,1.35e-06,280.42179,0.0024496400000089125
17,16,274.0593892,0.000391,274.056915,0.002474199999994653
18,15,261.6580111,0.00040100000000000004,261.655515,0.00249610000003031
11,23,234.1413251,0.5994160000000001,234.138858,0.0024670999999898413
12,22,256.715755,0.028876000000000002,256.71326,0.00249500000001035
13,21,267.2570589,0.003074,267.25455200000005,0.002506899999957568
14,20,283.4312888,0.014118,283.428794,0.0024948000000222237
15,19,287.2408017,0.0008100000000000001,287.23829,0.0025117000000136613
16,18,291.84145559999996,4.4999999999999996e-05,291.838932,0.0025235999999608794
17,17,285.5675195,4.9000000000000005e-05,285.56498,0.002539500000011685
18,16,278.7233944,7.8e-05,278.720848,0.0025464000000283704
12,23,257.4707043,0.269668,257.468155,0.0025492999999983113
13,22,272.55188319999996,0.007359,272.54934,0.002543199999990975
14,21,285.9372791,0.035857,285.934705,0.0025741000000039094
15,20,295.621288,0.001866,295.61871499999995,0.0025730000000407927
16,19,298.8273619,4e-05,298.82475,0.002611900000033529
17,18,298.2123508,3.5000000000000004e-05,298.20973,0.0026208000000451648
18,17,291.46377370000005,0.00068,291.46113499999996,0.002638700000090921
19,16,278.8070476,0.000512,278.80440000000004,0.0026475999999320265
12,24,260.8017166,0.690237,260.799084,0.0026326000000267413
13,23,274.44915649999996,0.149505,274.44654,0.0026164999999309657
14,22,292.05333140000005,0.071797,292.050684,0.002647400000057587
15,21,299.0859083,0.013114,299.083248,0.0026603000000022803
16,20,308.71667219999995,0.000188,308.71400399999993,0.0026682000000164408
17,19,306.79221309999997,3.5999999999999994e-05,306.789516,0.0026970999999775813
18,18,306.71941499999997,2.7e-05,306.716724,0.002690999999970245
19,17,293.1226069,0.00034100000000000005,293.119884,0.0027228999999806547
20,16,281.3743578,0.04,281.37164399999995,0.002713800000037736
12,25,261.0417849,0.698947,261.039107,0.002677899999980582
13,24,278.6613628,0.180244,278.65865499999995,0.0027078000000528846
14,23,294.2601037,0.113809,294.25741100000005,0.002692699999954584
15,22,305.9022576,0.037948,305.899535,0.0027225999999700434
16,21,313.0203435,0.00019800000000000002,313.017595,0.002748500000052445
17,20,317.1031314,5.2e-05,317.10039700000004,0.00273439999995162
18,19,315.50692430000004,0.000207,315.504143,0.002781300000037845
19,18,308.5771262,9.4e-05,308.57433899999995,0.002787200000057055
20,17,296.1306601,0.000634,296.127872,0.002788099999975202
13,25,280.3324521,0.374461,280.329686,0.0027661000000307467
14,24,299.930277,0.10479300000000001,299.927502,0.002774999999985539
15,23,309.59920789999995,0.072581,309.596412,0.0027958999999668777
16,22,321.0565148,0.0071719999999999996,321.05371599999995,0.0027988000000505053
17,21,323.21108169999997,9.800000000000001e-05,323.208278,0.0028036999999585532
18,20,327.3454666,0.000195,327.34264,0.0028265999999916858
19,19,320.6490675,0.000195,320.646204,0.0028634999999894717
20,18,313.12447840000004,0.000194,313.121634,0.0028444000000718006
14,25,301.5110113,0.135532,301.508181,0.002830300000027819
15,24,315.8236642,0.112645,315.82079100000004,0.002873199999953613
16,23,325.4293641,0.05,325.42649100000006,0.002873099999931128
17,22,331.28456900000003,0.001732,331.281678,0.0028910000000337277
18,21,333.9442209,0.005,333.941322,0.0028988999999910448
19,20,333.72688789999995,4.58e-06,333.723975,0.002912899999955698
20,19,326.4200667,0.000596,326.41713,0.0029367000000206644
21,18,312.5277406,0.024,312.524784,0.002956600000004528
14,26,306.4730696,0.345119,306.47015999999996,0.0029096000000095046
15,25,319.2347855,0.153582,319.23184000000003,0.002945499999952972
16,24,333.1759284,0.003982,333.173,0.002928399999973408
17,23,337.1135623,0.032066000000000004,337.1106,0.0029623000000356114
18,22,343.81331084,2.2399999999999997e-06,343.81036,0.0029508399999826906
19,21,341.5265751,5.6e-05,341.5236,0.0029751000000146632
20,20,342.055134,2.1000000000000002e-05,342.05212,0.0030140000000073996
21,19,326.94975189999997,0.002828,326.94676,0.002991899999983616
22,18,314.4944678,0.16,314.49144,0.0030277999999839267
14,27,307.85446590000004,0.554705,307.851493,0.0029729000000315864
15,26,324.1715678,0.12016299999999999,324.168591,0.0029767999999990025
16,25,337.41804470000005,0.004099,337.41503500000005,0.0030097000000068874
17,24,344.9343236,0.06872299999999999,344.93131900000003,0.0030045999999970263
18,23,349.9123065,0.000347,349.909252,0.003054500000018834
19,22,351.62201171,3.8e-06,351.618952,0.0030597100000022692
20,21,350.41802529999995,0.00013800000000000002,350.414946,0.0030792999999675885
21,20,343.1402142,8.3e-05,343.13711800000004,0.003096199999959026
22,19,329.4130061,0.027945,329.409908,0.0030981000000451786
15,27,326.2534461,0.314379,326.25037199999997,0.0030741000000489294
16,26,344.11859899999996,0.002794,344.115534,0.0030649999999354804
17,25,350.5302869,0.059616,350.527212,0.003074900000001435
18,24,359.3388618,0.005775000000000001,359.335746,0.003115800000045965
19,23,359.1558797,0.000106,359.15275199999996,0.0031277000000500266
20,22,361.8987656,0.000149,361.895646,0.0031195999999908963
21,21,354.6903405,0.00016900000000000002,354.68718600000005,0.0031544999999368883
22,20,346.8915284,0.000277,346.88837399999994,0.0031544000000849337
15,28,330.6547454,0.554705,330.65159600000004,0.0031493999999838707
16,27,346.7476973,0.00497,346.744561,0.003136300000051051
17,26,357.9294132,0.061857999999999996,357.926238,0.003175199999986944
18,25,364.9973801,0.00531,364.994191,0.003189099999985956
19,24,368.78062800000004,0.00041,368.77745999999996,0.0031680000000733344
20,23,369.8317279,0.000228,369.828509,0.0032188999999789303
21,22,366.8286748,0.001863,366.82547500000004,0.0031997999999475724
22,21,359.17932169999995,0.007245,359.176076,0.0032456999999226355
23,20,346.9922626,0.042849,346.989016,0.0032466000000113127
16,28,351.8278566,0.005216,351.82466000000005,0.0031965999999670203
17,27,362.2258135,0.136321,362.222608,0.0032055000000354994
18,26,373.73221240000004,0.0015840000000000001,373.72896000000003,0.0032524000000080378
19,25,376.0581163,0.000419,376.054844,0.003272299999991901
20,24,380.96296620000004,0.000325,380.95969999999994,0.0032662000000982516
21,23,376.52794309999996,0.001756,376.52467600000006,0.0032670999999027117
22,22,375.47819400000003,0.0007,375.47488,0.0033140000000457803
23,21,361.2636719,0.181641,361.26037199999996,0.003299900000058642
16,29,354.68459789999997,1.035356,354.681315,0.003282899999987876
17,28,368.1752188,0.136163,368.17190999999997,0.0033088000000134343
18,27,378.9011387,0.000512,378.89784,0.003298700000016197
19,26,384.9636476,0.000522,384.96033,0.003317600000002585
20,25,388.3778505,0.000366,388.374525,0.0033255000000167456
21,24,387.8552394,0.000675,387.851895,0.0033444000000031338
22,23,385.0108503,0.0008449999999999999,385.00749,0.003360299999997096
23,22,377.1046932,0.0008719999999999999,377.10130499999997,0.003388200000017605
24,21,363.95114309999997,0.035397,363.94776,0.0033830999999509004
17,29,371.84345909999996,0.208661,371.84007999999994,0.003379100000017843
18,28,386.974654,0.001118,386.971274,0.003379999999992833
19,27,391.8333189,0.000727,391.829932,0.0033869000000095184
20,26,398.7764228,0.002235,398.773034,0.003388799999981984
21,25,396.6159477,0.000683,396.61255200000005,0.003395699999941826
22,24,398.2001946,0.000165,398.19674599999996,0.0034486000000129025
23,23,390.36541350000005,0.000202,390.36197999999996,0.0034335000000851323
24,22,381.9792964,0.011453,381.975858,0.0034383999999931802
18,29,390.6394513,0.001118,390.635988,0.0034633000000212633
19,28,400.2027562,0.001397,400.199313,0.00344319999999243
20,27,406.0528651,0.002222,406.049403,0.0034621000000356617
21,26,407.262709,0.001933,407.25923,0.003478999999970256
22,25,407.0811449,0.000115,407.07766900000007,0.0034758999999553453
23,24,403.36806579999995,0.00016900000000000002,403.364575,0.0034907999999518324
24,23,395.1416927,0.006030000000000001,395.13816499999996,0.003527700000063305
25,22,382.36315559999997,0.031671,382.35961699999996,0.003538600000013048
18,30,395.6258356,0.30739299999999997,395.622336,0.0034995999999978267
19,29,404.84664250000003,0.000773,404.843136,0.003506500000014512
20,28,416.00446139999997,9.6e-05,416.00092799999993,0.0035334000000375454
21,27,415.5013413,0.004951,415.497792,0.0035492999999746644
22,26,418.7078752,0.00010899999999999999,418.70428799999996,0.003587200000026769
23,25,413.9105271,0.000975,413.90692799999994,0.003599100000087674
24,24,411.47252000000003,0.007324,411.468912,0.003608000000042466
25,23,397.1645049,0.006939,397.16088,0.0036248999999770604
19,30,410.2450408,0.0008010000000000001,410.241426,0.0036148000000366665
20,29,421.1509827,0.000201,421.14735599999995,0.003626700000040728
21,28,425.6301496,0.002698,425.62654399999997,0.0036056000000144195
22,27,426.8503385,0.000114,426.84669299999996,0.0036455000000614746
23,26,425.4661494,0.000828,425.462492,0.0036574000000086926
24,25,422.05494530000004,0.0022429999999999998,422.05125899999996,0.00368630000008352
25,24,413.5601862,0.002255,413.55652100000003,0.0036651999999435247
26,23,399.9079461,0.024219,399.904239,0.0037070999999855303
19,31,414.4327841,0.007731,414.42910000000006,0.003684099999929913
20,30,427.511827,0.0015840000000000001,427.50815,0.0036769999999819447
21,29,431.6876519,0.015,431.68395000000004,0.0037018999999531843
22,28,437.7895968,0.000121,437.7859,0.0036968000000001666
23,27,434.7996167,0.00040899999999999997,434.79589999999996,0.0037167000000408734
24,26,435.05534259999996,0.000437,435.05159999999995,0.0037426000000095883
25,25,426.6385325,0.000442,426.6348,0.003732500000012351
26,24,417.70506040000004,0.008383,417.7013,0.0037604000000328597
19,32,419.2925174,0.013047000000000001,419.288799,0.0037184000000252126
20,31,432.3262923,0.000522,432.322563,0.0037292999999749554
21,30,438.4403392,0.02,438.436596,0.0037431999999739674
22,29,444.1621591,0.000505,444.158388,0.003771099999994476
23,28,445.850831,0.00040100000000000004,445.847049,0.0037820000000010623
24,27,444.3160509,0.0004,444.31225499999994,0.0037959000000569176
25,26,440.3261998,0.000502,440.32237200000003,0.0038277999999536405
26,25,431.50254470000004,0.008964,431.49870899999996,0.003835700000081488
27,24,417.85979960000003,0.048438,417.85595400000005,0.003845599999976912
19,33,421.9853337,0.033534,421.981508,0.0038256999999930486
20,32,438.3316396,0.000671,438.327812,0.0038276000000223576
21,31,443.7263195,0.08185200000000001,443.7225,0.0038194999999632273
22,30,451.97052740000004,0.007072,451.96668399999993,0.003843400000107522
23,29,453.16214329999997,0.00041999999999999996,453.15826400000003,0.0038792999999373023
24,28,456.35528320000003,0.00034,456.35142799999994,0.0038552000000890985
25,27,450.8609921,0.001845,450.857108,0.0038840999999933956
26,26,447.70173800000003,0.005117,447.697848,0.0038900000000126056
27,25,432.9499929,0.008383,432.9460720000001,0.003920899999911853
19,34,425.21481300000005,0.11177899999999999,425.21094400000004,0.003869000000008782
20,33,441.5244629,0.04378,441.52058099999994,0.003881900000067162
21,32,450.2612338,0.094087,450.257313,0.003920800000003055
22,31,457.4031537,0.10004900000000001,457.39922200000007,0.003931699999952798
23,30,461.6408206,0.00312,461.63688999999994,0.003930600000046525
24,29,464.2944255,0.000348,464.290494,0.003931499999964672
25,28,462.9152094,0.00045,462.911275,0.003934399999991456
26,27,458.3902903,0.001656,458.38634700000006,0.003943299999946248
27,26,449.3198552,0.0017130000000000001,449.31587399999995,0.003981200000055196
28,25,435.5089181,0.02515,435.504922,0.00399609999999484
20,34,445.3687292,0.048438,445.364784,0.003945200000032401
21,33,453.3167111,0.2728,453.31277400000005,0.00393709999997327
22,32,464.26545899999996,0.08246099999999999,464.26149,0.00396899999998368
23,31,467.75431790000005,0.015004,467.750322,0.003995900000063557
24,30,474.01357679999995,0.00035299999999999996,474.00957,0.004006799999956456
25,29,471.8541077,0.001059,471.85011,0.003997700000013538
26,28,471.7686456,0.000372,471.76462799999996,0.0040176000000542444
27,27,462.7417655,0.000383,462.73771800000003,0.004047499999956017
28,26,453.22778739999995,0.004657,453.22372799999994,0.004059400000016922
21,34,457.6565484,0.45434199999999997,457.652525,0.004023399999994126
22,33,468.3829513,0.161602,468.3789,0.004051300000014635
23,32,475.0771162,0.095104,475.07305999999994,0.00405620000003637
24,31,480.2599071,0.000399,480.2558200000001,0.004087099999935617
25,30,482.080277,0.000303,482.07621,0.004067000000020471
26,29,481.0668309,0.000342,481.062725,0.004105900000013207
27,28,476.8330808,0.000428,476.82899000000003,0.00409079999997175
28,27,467.3567137,0.000719,467.3526,0.004113700000004883
29,26,452.8739306,0.155559,452.86978,0.004150600000002669
21,35,460.4208417,0.5868410000000001,460.41676799999993,0.00407370000004903
22,34,474.1062966,0.121247,474.10216,0.004136599999981172
23,33,480.1587965,0.176898,480.15469600000006,0.0041004999999358915
24,32,488.5065834,0.000603,488.50244799999996,0.004135400000052414
25,31,489.35078730000004,0.000331,489.3466480000001,0.0041392999999629865
26,30,492.26399819999995,0.00030199999999999997,492.259824,0.004174199999965822
27,29,486.91498509999997,0.000493,486.910816,0.004169099999955961
28,28,483.99978899999996,0.000422,483.995624,0.004164999999943575
29,27,467.9529459,0.014904,467.94871200000006,0.004233899999917412
21,36,464.635842,1.304092,464.63168099999996,0.004161000000067361
22,35,476.7732669,0.25641699999999995,476.76909,0.00417690000000448
23,34,486.4887508,0.080479,486.48456899999996,0.0041818000000262145
24,33,493.8176697,0.0010680000000000002,493.81345799999997,0.004211700000041674
25,32,497.9968856,0.0015049999999999998,497.992641,0.004244599999992715
26,31,499.91014049999995,0.000304,499.905903,0.00423749999993106
27,30,498.29153240000005,0.000533,498.28727399999997,0.004258400000082929
28,29,494.2474683,0.0005819999999999999,494.24318100000005,0.004287299999930383
29,28,484.69018819999997,0.000519,484.68593400000003,0.004254199999934372
23,35,490.5484391,0.089374,490.54416399999997,0.004275100000029397
24,34,501.356154,0.00149,501.351884,0.004270000000019536
25,33,504.40957990000004,0.0027010000000000003,504.40529399999997,0.004285900000070342
26,32,509.9547998,0.00034300000000000004,509.9505,0.00429980000001251
27,31,506.8645117,0.00116,506.86020199999996,0.004309700000021621
28,30,506.4637646,0.000373,506.45942199999996,0.004342600000029506
29,29,497.1204125,0.000578,497.116086,0.004326499999990574
30,28,486.9690984,0.050001,486.964752,0.004346400000031281
23,36,496.0500864,0.161874,496.045745,0.004341399999987061
24,35,505.52149829999996,0.216367,505.51713299999994,0.004365300000017669
25,34,512.1787252,0.0023290000000000003,512.174339,0.0043861999999990076
26,33,516.5358771,0.00035499999999999996,516.5314890000001,0.00438809999991463
27,32,517.318448,0.00041799999999999997,517.314065,0.004382999999961612
28,31,515.4631129,0.000374,515.4586919999999,0.0044209000001274035
29,30,509.88239980000003,0.000544,509.878,0.004399800000044252
30,29,499.9572907,0.000771,499.952843,0.004447700000014265
23,37,499.5314127,0.220159,499.52700000000004,0.0044126999999321015
24,36,512.1766996,0.193593,512.1723,0.004399600000056125
25,35,517.6927285,0.0023290000000000003,517.6882800000001,0.004448499999966771
26,34,525.3554743999999,0.0034089999999999997,525.3510600000001,0.004414399999859597
27,33,524.8104333,0.000424,524.8059599999999,0.004473300000086056
28,32,526.8509092,0.000376,526.8464399999999,0.004469200000130513
29,31,519.9405951,0.001618,519.9361200000001,0.0044750999999223495
