Z,N,BE(MeV),BE_sd(MeV),BE_BEA(MeV),diff(MeV)
8,7,111.9565097,0.000491,111.95538,0.0011296999999927948
9,6,97.2544096,0.133793,97.253265,0.0011446000000034928
5,11,88.1488133,0.06,88.147648,0.001165299999996705
6,10,110.7540372,0.003578,110.752864,0.0011731999999966547
7,9,117.98217509999999,0.0026219999999999998,117.980992,0.0011830999999915548
8,8,127.62050141,1.6e-07,127.619296,0.0012054099999971868
9,7,111.42091289999999,0.008321,111.419696,0.001216899999988641
10,6,97.3223718,0.02048,97.321152,0.0012198000000012144
5,12,89.5310686,0.170873,89.529837,0.0012315999999970018
6,11,111.4807195,0.017376000000000003,111.479472,0.001247500000005175
7,10,123.8658504,0.015013,123.86460100000001,0.0012493999999918515
8,9,131.7636983,0.00011,131.762427,0.0012712999999848762
9,8,128.2208512,0.000248,128.219576,0.0012752000000091357
10,7,112.9293181,0.026952999999999998,112.92802499999999,0.0012931000000122594
6,12,115.6647588,0.030006,115.66344600000001,0.0013127999999937856
7,11,126.69413770000001,0.01858,126.69282,0.0013177000000155203
8,10,139.8077926,0.000621,139.80644999999998,0.0013426000000151816
9,9,137.3702365,0.0005340000000000001,137.36889,0.0013465000000110194
10,8,132.1444384,0.00028000000000000003,132.143076,0.0013624000000049818
11,7,112.4893033,0.050301,112.487922,0.0013813000000055808
6,13,116.24165609999999,0.098391,116.24027099999999,0.0013850999999931446
7,12,132.01785999999998,0.016415,132.01646499999998,0.0013950000000022555
8,11,143.76278589999998,0.0028250000000000003,143.761391,0.0013948999999797707
9,10,147.8027088,6.900000000000001e-05,147.801285,0.0014237999999977546
10,9,143.7815497,0.00028599999999999996,143.780125,0.0014247000000011667
11,8,131.8238486,0.012,131.82239900000002,0.0014495999999724063
12,7,110.9282315,0.251503,110.92676900000001,0.0014624999999881538
6,14,119.1760974,0.239161,119.17466,0.0014374000000003662
7,13,134.1862643,0.05559,134.1848,0.0014643000000091888
8,12,151.3715792,0.001081,151.3701,0.001479200000005676
9,11,154.4041121,7.5e-05,154.40261999999998,0.0014921000000072127
10,10,160.64630631000003,1.79e-06,160.64479999999998,0.0015063100000531904
11,9,145.9743229,0.0066619999999999995,145.97282,0.001502899999991314
12,8,134.4693608,0.027,134.46784,0.0015208000000086486
7,14,138.7715956,0.095045,138.770079,0.0015166000000021995
8,13,155.1775205,0.012016,155.175972,0.0015485000000126092
9,12,162.5056444,0.0018009999999999999,162.50409,0.0015544000000033975
10,11,167.4075363,3.9e-05,167.405973,0.0015633000000150332
11,10,163.0775882,0.0007,163.076004,0.0015841999999963718
12,9,149.2005881,0.016415,149.198994,0.0015941000000054828
7,15,140.0554699,0.192213,140.05387,0.0015999000000022079
8,14,162.02765979999998,0.056924,162.026062,0.0015977999999847725
9,13,167.7361007,0.012398999999999999,167.734468,0.0016327000000160297
10,12,177.77186060000002,1.7999999999999997e-05,177.77023,0.001630600000027016
11,11,174.1472485,0.000415,174.145598,0.0016504999999824577
12,10,168.5794424,0.001342,168.577772,0.0016703999999947428
8,15,164.7702371,0.121867,164.76855,0.001687099999998054
9,14,175.271117,0.079541,175.26943,0.0016870000000039909
10,13,182.9725759,0.000104,182.970865,0.001710900000006177
11,12,186.56605137999998,2.7299999999999997e-06,186.56433900000002,0.0017123799999581024
12,11,181.72763070000002,0.001286,181.72589800000003,0.0017326999999909276
13,10,168.7019616,0.018648,168.700216,0.0017455999999924643
8,16,168.3841824,0.23624199999999998,168.38244,0.0017423999999834905
9,15,179.1127223,0.072282,179.11096799999999,0.0017543000000159736
10,14,191.84143719999997,0.00039200000000000004,191.83965600000002,0.001781199999953742
11,13,193.5256971,7.6e-05,193.52390400000002,0.0017930999999862252
12,12,198.25881700000002,1.3e-05,198.257016,0.0018010000000288073
13,11,183.5998629,0.002782,183.59805599999999,0.0018069000000195956
14,10,172.0059108,0.019472,172.00408800000002,0.0018227999999851363
9,16,183.4709286,0.098238,183.4691,0.0018286000000102831
10,15,196.0693765,0.025643,196.067525,0.001851500000014994
11,14,202.5367864,0.0012,202.534925,0.0018614000000241049
12,13,205.58946129999998,3.2e-05,205.58760000000004,0.0018612999999447766
13,12,200.5304742,0.000475,200.5286,0.001874199999974735
14,11,187.00765109999998,0.01,187.00575,0.0019010999999693468
9,17,184.54324789999998,0.166585,184.54134399999998,0.0019039000000020678
10,16,201.6030758,0.026774,201.601166,0.001909799999992856
11,15,208.1126697,0.0058319999999999995,208.11076,0.001909699999998793
12,14,216.68260260000002,2.7e-05,216.680672,0.001930600000036975
13,13,211.8959965,5.9999999999999995e-05,211.894046,0.0019504999999924166
14,12,206.04798639999998,0.003,206.046022,0.0019643999999914286
9,18,185.95954519999998,0.37668799999999997,185.95758600000002,0.0019591999999590826
10,17,203.0341231,0.110384,203.032143,0.0019800999999972646
11,16,214.83917499999998,0.003503,214.837191,0.0019839999999931024
12,15,223.1260569,4.9000000000000005e-05,223.124058,0.0019989000000180113
13,14,224.9537308,0.000116,224.951715,0.002015799999981027
14,13,219.3590407,0.00015099999999999998,219.35701799999998,0.002022700000026134
15,12,206.9094366,0.026341,206.907399,0.0020375999999941996
10,18,206.93085639999998,0.146679,206.92881999999997,0.002036400000008598
11,17,218.3823713,0.013041,218.380316,0.002055299999994986
12,16,231.6294322,0.002004,231.62736800000002,0.0020641999999782
13,15,232.67889910000002,0.000131,232.67680800000002,0.0020911000000012336
14,14,236.53892178,1.81e-06,236.53683200000003,0.0020897799999772815
15,13,221.42254490000002,0.00332,221.42044399999997,0.002100900000044703
16,12,209.4082558,0.16,209.40612,0.002135800000019117
10,19,208.18896170000002,0.268671,208.186853,0.002108700000007957
11,18,222.7995056,0.013041,222.797372,0.0021336000000076183
12,17,235.3012085,0.013972,235.29906900000003,0.002139499999969985
13,16,242.1151654,0.001206,242.11302500000002,0.002140399999973397
14,15,245.0125563,2.1000000000000002e-05,245.010386,0.002170299999988856
15,14,239.28780319999998,0.0006,239.28561199999996,0.002191200000027038
16,13,224.71242610000002,0.05,224.710241,0.002185100000019702
10,20,211.216203,0.5707340000000001,211.21400999999997,0.0021930000000338623
11,19,225.1748049,0.02515,225.17262,0.0021849000000031538
12,18,241.66423379999998,0.008383,241.66203,0.002203799999989542
13,17,247.8436477,0.014045,247.84143,0.002217699999988554
14,16,255.6218236,2.9999999999999997e-05,255.61959,0.002233600000010938
15,15,250.60713750000002,0.000313,250.60487999999998,0.0022575000000415457
16,14,243.6867614,0.003003,243.68451000000002,0.002251399999977366
11,20,228.9525122,0.211321,228.950252,0.0022601999999949385
12,19,244.0423271,0.012109,244.04006,0.002267099999983202
13,18,254.996242,0.020343,254.993941,0.002300999999988562
14,17,262.2092869,3.9e-05,262.2069900000001,0.002296899999919333
15,16,262.91883279999996,0.000183,262.916518,0.0023147999999650892
16,15,256.7402627,0.001506,256.73793900000004,0.002323699999976725
17,14,243.9804466,0.05,243.978091,0.0023555999999871347
11,21,230.6141875,0.356178,230.611872,0.0023155000000087966
12,20,249.8511134,0.017698000000000002,249.848768,0.002345399999995834
13,19,259.17596530000003,0.085949,259.1736,0.0023653000000081192
14,18,271.4125732,5e-05,271.410208,0.0023651999999856343
15,17,270.8545511,0.000187,270.85215999999997,0.0023911000000111926
16,16,271.782697,0.00013800000000000002,271.780288,0.0024090000000001055
17,15,258.3144379,0.006593,258.312032,0.002405899999985195
18,14,246.4025378,0.0017800000000000001,246.400096,0.0024418000000139273
11,22,232.8607578,0.874999,232.85836200000003,0.002395799999959536
12,21,252.0736477,0.019561,252.071226,0.002421700000013516
13,20,264.71476160000003,0.072745,264.712338,0.002423600000042825
14,19,275.8957135,0.015791,275.893266,0.002447500000016589
15,18,280.9582044,0.001098,280.955763,0.002441400000009253
16,17,280.4243793,0.000136,280.421922,0.0024573000000032152
17,16,274.0594842,0.000458,274.057014,0.002470200000004752
18,15,261.6578601,0.000443,261.65535,0.0025100999999949636
12,22,256.2305,0.231396,256.22801200000004,0.00248799999997118
13,21,267.1892649,0.113038,267.186756,0.002508900000009362
14,20,283.4312068,0.014118,283.428692,0.0025147999999717285
15,19,287.2497727,0.005004,287.247266,0.0025066999999694417
16,18,291.8415586,0.000108,291.83903399999997,0.002524600000015198
17,17,285.56721350000004,0.000179,285.564674,0.002539500000011685
18,16,278.7223214,0.000386,278.71976,0.002561399999990499
13,22,272.4583452,0.17510599999999998,272.455785,0.0025602000000048974
14,21,285.90612910000004,0.038412,285.903555,0.002574100000060753
15,20,295.62122899999997,0.001867,295.61864499999996,0.0025840000000130203
16,19,298.8275119,0.0001,298.824925,0.002586899999982961
17,18,298.2123628,3.8e-05,298.20973,0.0026328000000148677
18,17,291.4639007,0.000747,291.461275,0.002625700000010056
19,16,278.8030566,0.020001,278.80041,0.0026465999999913947
13,23,274.6175665,0.21468700000000002,274.614948,0.0026184999999827596
14,22,292.0997144,0.123455,292.09705199999996,0.0026624000000197157
15,21,299.0858513,0.013114,299.083176,0.0026753000000212523
16,20,308.7166162,0.000189,308.71393200000006,0.0026841999999192012
17,19,306.7920651,7.199999999999999e-05,306.78937199999996,0.0026931000000445238
18,18,306.71941499999997,2.7e-05,306.716724,0.002690999999970245
19,17,293.13171289999997,0.007781,293.128992,0.002720899999985704
20,16,281.3625678,0.040000999999999995,281.35983600000003,0.0027317999999922904
13,24,278.52459980000003,0.330967,278.521903,0.0026968000000238135
14,23,294.2685907,0.168659,294.26588399999997,0.0027067000000329244
15,22,305.9004046,0.037948,305.897685,0.0027195999999776177
16,21,313.0202865,0.000199,313.01755799999995,0.002728500000046097
17,20,317.1031254,4.7e-05,317.10036,0.0027653999999870393
18,19,315.5069193,0.000205,315.504143,0.0027762999999936255
19,18,308.5771262,9.4e-05,308.57433899999995,0.002787200000057055
20,17,296.1563541,0.022362,296.15355,0.0028040999999916494
13,25,280.4917171,0.7305170000000001,280.48894399999995,0.002773100000069917
14,24,299.827252,0.137469,299.824484,0.0027680000000032123
15,23,309.7354649,0.103385,309.73268,0.00278489999999465
16,22,321.0565088,0.0071719999999999996,321.05371599999995,0.002792800000065654
17,21,323.2110757,9.6e-05,323.20824,0.002835699999991448
18,20,327.3451966,0.000337,327.34237399999995,0.002822600000058628
19,19,320.6490035,0.000447,320.64616600000005,0.0028374999999414285
20,18,313.1251994,0.004557,313.12235599999997,0.002843400000017482
13,26,283.2172794,1.4717609999999999,283.214451,0.00282839999999851
14,25,301.90315830000003,0.338015,301.900326,0.0028323000000227694
15,24,315.9227652,0.103412,315.91989,0.0028752000000054068
16,23,325.4289421,0.05,325.426062,0.002880099999970298
17,22,331.284567,0.001732,331.281678,0.002888999999981934
18,21,333.9440419,0.005004,333.94112700000005,0.0029148999999506486
19,20,333.72670880000004,0.00019,333.72378000000003,0.002928800000006504
20,19,326.4117647,0.0018620000000000002,326.40882300000004,0.0029416999999511972
21,18,312.52305259999997,0.024001,312.520104,0.0029485999999678825
14,26,306.4356966,0.556034,306.43276000000003,0.0029365999999981796
15,25,319.2272535,0.139101,319.22432000000003,0.002933499999983269
16,24,333.2046504,0.141294,333.20171999999997,0.0029304000000252017
17,23,337.1135593,0.032066000000000004,337.1106,0.0029593000000431857
18,22,343.81331222,2.68e-06,343.81036,0.0029522199999973964
19,21,341.5262881,0.000192,341.52332,0.002968099999975493
20,20,342.055025,0.00020899999999999998,342.05204,0.002985000000023774
21,19,326.9496449,0.002836,326.94664,0.0030049000000076376
22,18,314.4943588,0.16,314.49132000000003,0.0030387999999561544
14,27,306.4115809,1.844358,306.40858000000003,0.003000899999960893
15,26,324.4683088,0.21622999999999998,324.46530799999994,0.003000800000052095
16,25,337.4285727,0.118272,337.425572,0.0030007000000296102
17,24,344.9343236,0.06872299999999999,344.9312780000001,0.0030455999999503547
18,23,349.9122685,0.000332,349.90921099999997,0.0030575000000112595
19,22,351.62154239999995,0.000194,351.618501,0.0030413999999723274
20,21,350.4178943,0.000242,350.41482299999996,0.00307130000004463
21,20,343.14019420000005,0.000225,343.13711800000004,0.0030762000000095213
15,27,326.3243211,0.446839,326.321268,0.003053100000045106
16,26,344.158356,0.124215,344.155266,0.0030900000000428918
17,25,350.6115099,0.14376,350.60839799999997,0.0031119000000217056
18,24,359.3388618,0.005775000000000001,359.335746,0.003115800000045965
19,23,359.1554097,0.000221,359.15229000000005,0.003119699999956538
20,22,361.8985926,0.000249,361.89547799999997,0.00311460000000352
21,21,354.6904265,0.00027,354.68726999999996,0.0031565000000455257
22,20,346.9084064,0.005452,346.90525799999995,0.003148400000043239
15,28,329.5686234,0.968754,329.56550200000004,0.003121399999940877
16,27,346.5174733,0.201953,346.51433899999995,0.0031343000000561005
17,26,357.93807319999996,0.15737700000000002,357.934924,0.003149199999938901
18,25,364.9973801,0.00531,364.994191,0.003189099999985956
19,24,368.798478,0.008949,368.795305,0.003173000000003867
20,23,369.8315449,0.000301,369.828337,0.0032079000000067026
21,22,366.8285018,0.001874,366.825303,0.0031988000000069405
22,21,359.1793427,0.006902999999999999,359.1761190000001,0.0032236999999213367
16,28,351.7397916,0.394541,351.73657199999997,0.0032196000000226377
17,27,362.07234250000005,0.108028,362.06909200000007,0.0032504999999787287
18,26,373.73201040000004,0.001595,373.72878399999996,0.0032264000000736814
19,25,376.0862303,0.035779000000000005,376.08296,0.0032702999999969506
20,24,380.9627702,0.000376,380.95948,0.0032902000000376574
21,23,376.52805109999997,0.001767,376.52476399999995,0.003287100000022747
22,22,375.47808399999997,0.000731,375.47479200000004,0.0032919999999307947
23,21,361.2636719,0.121094,361.26037199999996,0.003299900000058642
16,29,353.94768089999997,1.7423769999999998,353.944395,0.003285899999980302
17,28,368.2753228,0.123756,368.272035,0.003287800000009611
18,27,378.9009317,0.0005470000000000001,378.897615,0.003316700000027595
19,26,384.9561956,0.010256,384.95286,0.003335600000013983
20,25,388.3776265,0.000412,388.37430000000006,0.0033264999999573774
21,24,387.85113540000003,0.000837,387.8478,0.0033354000000258566
22,23,385.0067473,0.00098,385.00339499999995,0.0033523000000172942
23,22,377.09830619999997,0.017029,377.094915,0.003391199999953187
24,21,363.4015621,0.503007,363.398175,0.0033870999999976448
17,29,372.69231410000003,0.7173390000000001,372.68896400000006,0.003350099999977374
18,28,386.921855,0.040891,386.918466,0.0033889999999701104
19,27,391.8377179,0.015545999999999999,391.83430200000004,0.0034158999999363004
20,26,398.7721388,0.002276,398.76871,0.0034287999999946805
21,25,396.6118437,0.000844,396.608412,0.003431700000021465
22,24,398.1958176,0.000833,398.19237599999997,0.0034416000000305758
23,23,390.3630755,0.001027,390.35963399999997,0.003441500000008091
24,22,381.9814714,0.019995000000000002,381.97802,0.0034513999999603584
18,29,391.18094929999995,0.100083,391.177522,0.0034272999999416243
19,28,400.1870522,0.007963,400.183568,0.003484200000002602
20,27,406.0485701,0.002263,406.045079,0.003491100000019287
21,26,407.258235,0.002029,407.254765,0.0034699999999929787
22,25,407.07617489999996,0.0008219999999999999,407.072687,0.0034878999999818916
23,24,403.3634988,0.0008359999999999999,403.35996900000004,0.0035297999999670537
24,23,395.1374997,0.014036,395.13398199999995,0.0035177000000317094
19,29,404.6861005,0.024106000000000002,404.682576,0.0035245000000259097
20,28,415.9939614,0.004082,415.99041600000004,0.003545399999950405
21,27,415.49360029999997,0.0054,415.490064,0.003536299999950643
22,26,418.7028932,0.0008219999999999999,418.69934400000005,0.0035491999999521795
23,25,413.9082181,0.0025510000000000003,413.90462400000007,0.0035940999999297674
24,24,411.46968,0.007378999999999999,411.46608,0.0036000000000058208
25,23,397.1915979,0.11177899999999999,397.188,0.0035978999999883854
19,30,410.9528158,0.070119,410.949231,0.0035847999999987223
20,29,421.1404827,0.004086,421.13686999999993,0.0036127000000760745
21,28,425.6212526,0.003997,425.61762600000003,0.0036265999999613996
22,27,426.8453505,0.0008219999999999999,426.841695,0.0036554999999793836
23,26,425.4611614,0.0011610000000000001,425.457494,0.003667399999983445
24,25,422.0523693,0.002417,422.04871099999997,0.0036583000000405264
25,24,413.5551382,0.02401,413.5514739999999,0.0036642000000597363
19,31,414.0570771,0.27843900000000005,414.05339999999995,0.003677100000061273
20,30,427.493435,0.009268,427.48975,0.0036849999999617467
21,29,431.6771549,0.015545999999999999,431.67344999999995,0.003704900000059297
22,28,437.7846088,0.000823,437.78090000000003,0.0037087999999698695
23,27,434.79715769999996,0.0010049999999999998,434.79345,0.0037076999999499094
24,26,435.0527696,0.001001,435.04904999999997,0.0037196000000108143
25,25,426.63775150000004,0.001026,426.634,0.003751500000021224
26,24,417.70414539999996,0.060003999999999995,417.70039999999995,0.0037454000000138876
20,31,431.8572393,0.093793,431.853516,0.003723299999990104
21,30,438.4298392,0.020412,438.42609000000004,0.003749199999958819
22,29,444.15717109999997,0.000958,444.15338999999994,0.003781100000026072
23,28,445.848372,0.001001,445.84460099999995,0.0037710000000288346
24,27,444.3134629,0.001001,444.30965399999997,0.003808900000024096
25,26,440.32366379999996,0.000998,440.31987300000003,0.0037907999999333697
26,25,431.5223307,0.015016,431.518497,0.0038336999999728505
20,32,436.5745146,0.6986209999999999,436.57068,0.0038346000000046843
21,31,443.63958149999996,0.193271,443.63576400000005,0.0038174999999114334
22,30,451.9655444,0.0071189999999999995,451.96169199999997,0.0038524000000279557
23,29,453.15968430000004,0.001009,453.15582,0.003864300000032017
24,28,456.3529742,0.0007790000000000001,456.349088,0.003886200000010831
25,27,450.8591521,0.001961,450.855288,0.0038641000000438908
26,26,447.70299,0.006547,447.699096,0.0038940000000025066
22,31,457.4009317,0.100051,457.396996,0.003935699999999542
23,30,461.6385986,0.003193,461.634664,0.003934600000036426
24,29,464.2921675,0.000771,464.28821500000004,0.003952499999968495
25,28,462.9129974,0.0008169999999999999,462.909049,0.003948400000012953
26,27,458.3880833,0.0017729999999999998,458.384121,0.003962300000011965
27,26,449.3052512,0.01801,449.301246,0.004005199999994602
21,33,453.64465210000003,0.37013799999999997,453.640662,0.0039901000000099884
22,32,464.23787300000004,0.124717,464.2338960000001,0.003976999999963482
23,31,467.75209889999996,0.01502,467.748108,0.003990899999962494
24,30,474.0113568,0.0007650000000000001,474.007356,0.004000799999971605
25,29,471.85184869999995,0.0012629999999999998,471.84784200000007,0.004006699999877128
26,28,471.7666016,0.00069,471.76257599999997,0.004025600000034046
27,27,462.7413535,0.000717,462.73728600000004,0.004067499999962365
28,26,453.1602584,0.050004,453.1561740000001,0.004084399999896959
21,34,457.0777674,0.735979,457.07376,0.004007400000034522
22,33,468.3851953,0.15210200000000001,468.38115500000004,0.004040299999985564
23,32,475.0840212,0.100003,475.0799349999999,0.004086200000074314
24,31,480.25768810000005,0.0007880000000000001,480.25362,0.004068100000040431
25,30,482.078444,0.00068,482.07433999999995,0.004104000000040742
26,29,481.06489889999995,0.0006860000000000001,481.0608,0.004098899999974037
27,28,476.8307548,0.00073,476.82662500000004,0.004129799999986972
28,27,467.3564437,0.011016999999999999,467.352325,0.004118699999992259
22,34,473.7230336,0.19594999999999999,473.718896,0.004137600000035491
23,33,480.0840245,0.204259,480.07988,0.0041444999999953325
24,32,488.5028274,0.001863,488.49869600000005,0.004131399999948826
25,31,489.3489593,0.000687,489.3447999999999,0.004159300000083022
26,30,492.2622682,0.0006850000000000001,492.258088,0.004180200000007517
27,29,486.9139351,0.002114,486.90975199999997,0.004183100000034301
28,28,483.995924,0.011071999999999999,483.991704,0.0042199999999752436
22,35,476.4015369,0.455424,476.397336,0.004200900000000729
23,34,486.26404279999997,0.23297900000000002,486.259818,0.004224799999974493
24,33,493.8171077,0.001863,493.812888,0.004219700000021476
25,32,497.99743459999996,0.00185,497.99321100000003,0.004223599999932048
26,31,499.9084315,0.0006860000000000001,499.90419299999996,0.004238500000042222
27,30,498.29017239999996,0.000713,498.285906,0.004266399999949044
28,29,494.2456043,0.001814,494.241357,0.004247300000031373
29,28,484.6908782,0.015657,484.68661799999995,0.00426020000003291
23,35,490.3554291,0.24793,490.35114,0.0042890999999940504
24,34,501.19907900000004,0.20291700000000001,501.19482000000005,0.004258999999990465
25,33,504.4888469,0.030008,504.48458,0.004266900000004625
26,32,509.95310479999995,0.000704,509.94881799999996,0.004286799999988489
27,31,506.8632217,0.00125,506.858926,0.004295700000000124
28,30,506.4627146,0.000609,506.458378,0.004336600000044655
29,29,497.1147425,0.001563,497.1104020000001,0.004340499999898384
30,28,486.96804840000004,0.050004,486.963708,0.004340400000046429
23,36,495.2846334,0.307377,495.280279,0.004354400000011083
24,35,505.3272283,0.244333,505.32290500000005,0.0043232999999531785
25,34,512.1329672,0.030006,512.1286140000001,0.004353199999968638
26,33,516.5341860999999,0.000712,516.529837,0.004349099999899408
27,32,517.317151,0.000624,517.312767,0.004383999999959087
28,31,515.4620559,0.000608,515.45763,0.004425900000001093
29,30,509.88129680000003,0.0007880000000000001,509.876879,0.0044178000000556494
30,29,500.00223869999996,0.037147,499.99780100000004,0.004437699999925826
23,37,498.8667247,0.47471199999999997,498.86231999999995,0.004404700000065986
24,36,512.0109996,0.213397,512.00658,0.00441960000000563
25,35,517.9026225,0.08607,517.89822,0.004402499999969223
26,34,525.3542894,0.003464,525.34986,0.004429399999935413
27,33,524.8091363,0.000628,524.8047,0.004436299999952098
28,32,526.8498702,0.000607,526.8454199999999,0.004450200000178484
29,31,519.9395571,0.001686,519.9350999999999,0.004457100000081482
30,30,515.000893,0.010556,514.9963799999999,0.004513000000088141
24,37,515.7591619,0.25460699999999997,515.7546950000001,0.004466899999897578
25,36,524.3519118,0.22791399999999998,524.347399,0.004512800000043171
26,35,530.9352337,0.020009,530.9307019999999,0.004531700000143246
27,34,534.1299316,0.000928,534.1253939999999,0.004537600000048769
28,33,534.6700685000001,0.000607,534.665549,0.004519500000014887
29,32,531.6504834,0.000978,531.645927,0.004556399999955829
30,31,525.2299902999999,0.016277999999999997,525.2254330000001,0.004557299999873976
31,30,515.1926572,0.052583,515.1880659999999,0.0045912000000498665
24,38,522.0644472,0.336992,522.059902,0.0045452000000523185
25,37,528.9063651,0.22308799999999998,528.901788,0.004577100000005885
26,36,538.9859769999999,0.014489,538.981376,0.004600999999979649
27,35,540.7343999,0.020009,540.729776,0.004623899999955938
28,34,545.2666578000001,0.000597,545.2620380000001,0.004619800000000396
29,33,540.5360657,0.004101,540.531438,0.004627700000014556
30,32,538.1273266000001,0.010022999999999999,538.122676,0.004650600000104532
31,31,528.1739934999999,0.027864999999999997,528.1693200000001,0.004673499999853448
25,38,535.2900973999999,0.25834199999999996,535.285485,0.0046123999999281295
26,37,543.7024473,0.168133,543.697812,0.0046353000000181055
27,36,549.2146672,0.020009,549.209997,0.0046701999999640975
28,35,552.1045031,0.000597,552.099807,0.004696099999932812
29,34,551.389145,0.000597,551.384442,0.004702999999949498
30,33,547.2403059000001,0.001583,547.235577,0.004728900000031899
31,32,540.7920408,0.001304,540.787338,0.004702800000018215
25,39,539.6270297,0.266746,539.622336,0.004693699999961609
26,38,550.9986666,0.276563,550.99392,0.004746599999975842
27,37,555.2383515,0.020009,555.2336,0.004751499999997577
28,36,561.7626094,0.00061,561.757888,0.0047213999999939915
29,35,559.3052423,0.0006,559.30048,0.004762300000038522
30,34,559.1022611999999,0.000683,559.0974719999999,0.004789200000004712
31,33,551.1506611,0.00202,551.145856,0.004805099999998674
32,32,545.8838810000001,0.031671,545.8791040000001,0.004776999999990039
25,40,545.75441,0.536695,545.74962,0.004789999999957217
26,39,555.1773349,0.24325899999999998,555.17254,0.004794899999978952
27,38,562.6869848,0.013146000000000001,562.6821849999999,0.004799800000114374
28,37,567.8607697,0.000623,567.85599,0.004779699999971854
29,36,569.2160455999999,0.000678,569.21124,0.0048055999999405685
30,35,567.0816505,0.000684,567.076835,0.004815500000063366
31,34,563.0448914,0.000833,563.04001,0.004881399999931091
32,33,556.0200103,0.100002,556.015135,0.004875299999980598
26,40,561.9442862,0.30263999999999996,561.939444,0.004842199999984587
27,39,567.6997681,0.252102,567.694908,0.0048600999999734995
