18	14	32	Si	x	-24077.686	0.298	8481.468	0.009	B-	227.188	0.301  3	1	974151.539	0.32
17	15	32	P	#NAME?	-24304.874	0.04	8464.12	0.001	B-	1710.66	0.040  3	1	973907.643	0.042
16	16	32	S		-26015.53355	0.00132	8493.129	0	B-	-12680.86	0.562  3	1	972071.1744	0.00141
15	17	32	Cl		-13334.674	0.562	8072.404	0.018	B-	-11134.323	1.857  3	1	985684.637	0.603
14	18	32	Ar	x	-2200.351	1.77	7700.008	0.055	B-	-23299#	401#     3	1	997637.826	1.9
13	19	32	K	x	21098#	401#	6947#	13#	B-	*	3	2	022650#	430#
23	10	33	Ne	x	45997#	596#	6440#	18#	B-	22217#	747#     3	3	049380#	640#
22	11	33	Na	x	23780.11	449.912	7089.926	13.634	B-	18817.813	449.921  3	3	25529	483
21	12	33	Mg	x	4962.297	2.888	7636.455	0.088	B-	13459.677	7.559  3	3	5327.245	3.1
20	13	33	Al	x	-8497.38	6.986	8020.616	0.212	B-	12016.945	7.021  3	2	990877.687	7.5
19	14	33	Si	x	-20514.325	0.699	8361.059	0.021	B-	5823.021	1.295  3	2	977976.964	0.75
18	15	33	P	+	-26337.346	1.09	8513.806	0.033	B-	248.508	1.090  3	2	971725.694	1.17
17	16	33	S		-26585.85434	0.00135	8497.63	0	B-	-5582.517	0.391  3	2	971458.9099	0.00145
16	17	33	Cl		-21003.337	0.391	8304.755	0.012	B-	-11619.044	0.560  3	2	977451.989	0.419
15	18	33	Ar	x	-9384.292	0.401	7928.955	0.012	B-	-16426#	196#     3	2	989925.547	0.43
14	19	33	K	x	7042#	196#	7407#	6#	B-	*	3	3	007560#	210#
24	10	34	Ne	#NAME?	52842#	513#	6287#	15#	B-	21161#	789#     3	4	056728#	551#
23	11	34	Na	x	31680.111	599.416	6886.437	17.63	B-	23356.764	600.112  3	4	34010	643.5
22	12	34	Mg	x	8323.348	28.876	7550.39	0.849	B-	11323.637	29.039  3	4	8935.481	31
21	13	34	Al	x	-3000.289	3.074	7860.428	0.09	B-	16956.563	14.448  3	3	996779.057	3.3
20	14	34	Si	#NAME?	-19956.852	14.118	8336.141	0.415	B-	4591.847	14.141  3	3	978575.437	15.155
19	15	34	P	x	-24548.698	0.81	8448.185	0.024	B-	5382.987	0.812  3	3	973645.887	0.87
18	16	34	S		-29931.685	0.045	8583.498	0.001	B-	-5491.603	0.038  3	3	967867.012	0.047
17	17	34	Cl		-24440.082	0.049	8398.97	0.001	B-	-6061.792	0.063  3	3	973762.491	0.052
16	18	34	Ar		-18378.29	0.078	8197.672	0.002	B-	-17158#	196#     3	3	980270.093	0.083
15	19	34	K	x	-1220#	196#	7670#	6#	B-	-15072#	357#     3	3	998690#	210#
14	20	34	Ca	x	13851#	298#	7204#	9#	B-	*	3	4	014870#	320#
24	11	35	Na	#NAME?	38231#	670#	6733#	19#	B-	22592#	723#     3	5	041043#	720#
23	12	35	Mg	x	15639.784	269.668	7356.233	7.705	B-	15863.512	269.768  3	5	16790	289.5
22	13	35	Al	x	-223.728	7.359	7787.124	0.21	B-	14167.729	36.605  3	4	999759.817	7.9
21	14	35	Si	2p-n	-14391.457	35.857	8169.563	1.024	B-	10466.342	35.905  3	4	984550.134	38.494
20	15	35	P	#NAME?	-24857.799	1.866	8446.249	0.053	B-	3988.407	1.867  3	4	973314.053	2.003
19	16	35	S		-28846.206	0.04	8537.85	0.001	B-	167.322	0.026  3	4	969032.322	0.043
18	17	35	Cl		-29013.528	0.035	8520.278	0.001	B-	-5966.243	0.679  3	4	968852.694	0.038
17	18	35	Ar	-	-23047.284	0.68	8327.461	0.019	B-	-11874.394	0.852  3	4	975257.721	0.73
16	19	35	K	4n	-11172.891	0.512	7965.84	0.015	B-	-15961#	196#     3	4	988005.407	0.55
15	20	35	Ca	x	4788#	196#	7487#	6#	B-	*	3	5	005140#	210#
25	11	36	Na	#NAME?	46303#	678#	6546#	19#	B-	25923#	967#     3	6	049708#	728#
24	12	36	Mg	x	20380.157	690.237	7244.419	19.173	B-	14429.774	706.243  3	6	21879	741
23	13	36	Al	x	5950.384	149.505	7623.515	4.153	B-	18386.508	165.851  3	6	6388	160.5
22	14	36	Si	x	-12436.124	71.797	8112.519	1.994	B-	7814.911	72.985  3	5	986649.271	77.077
21	15	36	P	+	-20251.034	13.114	8307.868	0.364	B-	10413.096	13.112  3	5	978259.619	14.078
20	16	36	S		-30664.131	0.188	8575.389	0.005	B-	-1142.126	0.189  3	5	967080.699	0.201
19	17	36	Cl		-29522.005	0.036	8521.931	0.001	B-	709.535	0.045  3	5	968306.822	0.038
18	18	36	Ar		-30231.54	0.027	8519.909	0.001	B-	-12814.475	0.342  3	5	967545.105	0.028
17	19	36	K		-17417.065	0.341	8142.219	0.009	B-	-10965.916	40.001  3	5	981302.01	0.366
16	20	36	Ca	4n	-6451.149	40	7815.879	1.111	B-	-21802#	301#     3	5	993074.406	42.941
15	21	36	Sc	x	15351#	298#	7189#	8#	B-	*	3	6	016480#	320#
26	11	37	Na	#NAME?	53534#	687#	6392#	19#	B-	25323#	980#     3	7	057471#	737#
25	12	37	Mg	#NAME?	28211.474	698.947	7055.111	18.89	B-	18401.911	721.814  3	7	30286.265	750.35
24	13	37	Al	x	9809.563	180.244	7531.315	4.871	B-	16381.075	213.168  3	7	10531	193.5
23	14	37	Si	x	-6571.511	113.809	7952.903	3.076	B-	12424.486	119.969  3	6	992945.191	122.179
22	15	37	P	p-2n	-18995.998	37.948	8267.555	1.026	B-	7900.419	37.947  3	6	979606.956	40.738
21	16	37	S	#NAME?	-26896.417	0.198	8459.935	0.005	B-	4865.121	0.196  3	6	971125.507	0.212
20	17	37	Cl		-31761.538	0.052	8570.281	0.001	B-	-813.873	0.200  3	6	965902.584	0.055
19	18	37	Ar	-	-30947.664	0.207	8527.139	0.006	B-	-6147.465	0.227  3	6	966776.314	0.221
