Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
54   84   -3.166352         -1.13095          -0.820928         -1.359201         -1.235417         0.142961          0.11038           1.16838           -0.46062          0.61438           
56   58   *                 -0.480843         -0.362821         -0.519209         *                 -0.101774         -0.42682          *                 *                 -0.15682          
56   66   -0.700347         -0.493439         0.305823          -0.002742         -0.098677         0.618287          0.12356           -0.69744          -0.19544          0.47456           
56   68   -0.79268          -0.334964         0.511584          0.053889          -0.085741         0.729966          0.20726           -0.53174          -0.12074          0.40826           
56   70   -0.807433         -0.234326         0.620014          0.069809          -0.051161         0.808582          -0.13377          -0.17477          -0.28677          0.17423           
56   72   -0.848292         -0.250957         0.434346          -0.028803         -0.126228         0.781743          -0.27192          -0.06492          -0.49592          0.08308           
56   74   -1.192378         -0.343405         0.043069          -0.234453         -0.375328         0.625447          -0.2605           0.0825            -0.5255           0.0705            
56   76   -1.66518          -0.381111         -0.240452         -0.371788         -0.509932         0.526487          -0.26507          0.20193           -0.58307          0.12293           
56   78   -2.021847         -0.301169         -0.276284         -0.385366         -0.480689         0.54966           -0.10133          0.39767           -0.55833          0.27567           
56   80   -2.372733         -0.429133         -0.206072         -0.770673         -0.793487         0.619887          0.22061           0.81061           -0.36639          0.72561           
56   82   -2.669937         -0.432661         -0.484983         -0.458358         -0.46306          0.627456          0.75957           1.24057           0.09457           1.26457           
56   84   -2.434982         -0.071689         -0.251583         -0.067476         -0.30666          0.755507          0.71158           1.52358           0.12858           1.16358           
56   86   -2.716411         -0.431776         -0.404416         -0.526393         -0.58802          0.444997          0.0899            0.8629            -0.3831           0.4919            
56   88   -2.557059         -0.430206         -0.083107         -0.470983         -0.620485         0.50729           0.1262            0.5502            -0.3478           0.2862            
58   70   -0.701018         -0.645204         -0.115501         -0.121058         0.199539          0.376587          -0.02793          -0.32593          -0.30093          0.44107           
58   72   -1.126265         -0.670333         -0.347194         -0.285423         0.127797          0.267208          -0.19033          -0.20533          -0.50933          0.31167           
58   74   -1.631753         -0.670572         -0.456098         -0.473055         -0.169439         0.201533          -0.21036          -0.23236          -0.54336          0.21864           
58   76   -1.893736         -0.57991          -0.428475         -0.507163         -0.440696         0.254998          -0.30508          -0.36408          -0.60808          0.07792           
58   78   -1.87341          -0.360833         -0.230668         -0.375507         -0.403078         0.45264           -0.32641          0.13859           -0.59941          0.08559           
58   80   -1.95612          -0.231312         -0.131023         -0.19946          -0.413094         0.529856          0.17347           0.56347           -0.29353          0.58547           
58   82   -2.075878         -0.156992         -0.080437         -0.21845          -0.282029         0.752569          0.63241           0.97241           0.09241           0.88941           
58   84   -2.440408         -0.402211         -0.430544         -0.454513         -0.418148         0.421034          0.48695           0.99295           -0.08205          0.78895           
58   86   -2.661439         -0.563612         -0.58121          -0.631441         -0.486859         0.215339          0.03722           0.64522           -0.45178          0.43022           
58   88   -2.500686         -0.625296         -0.470478         -0.568641         -0.360088         0.225047          0.18452           0.33452           -0.36248          0.43352           
58   90   -1.428144         -0.871194         -0.116368         -0.493872         -0.31721          0.204429          0.12735           0.19835           -0.40665          0.29235           
58   92   -0.737373         -1.082149         1.215091          0.281694          0.268835          1.118772          0.7838            0.1228            0.1718            0.2158            
60   72   -0.356057         -0.621602         0.670255          -0.097713         0.321104          0.355806          -0.02784          -0.61084          -0.24884          0.41416           
60   74   -0.377633         -0.887479         -0.218876         -0.535199         0.024367          0.036406          -0.33437          -0.74437          -0.64037          0.22063           
60   76   -0.835493         -0.812419         -0.541562         -0.616379         -0.335043         0.041209          -0.49227          -0.77527          -0.79527          0.02873           
60   78   -1.794753         -0.582562         -0.415966         -0.546419         -0.413301         0.128078          -0.55269          -0.83569          -0.81669          -0.07169          
60   80   -1.793369         -0.286049         -0.156655         -0.338963         -0.234385         0.379921          -0.41419          -0.69519          -0.58619          0.05081           
60   82   -1.550371         0.044433          0.255422          -0.04359          -0.124264         0.794668          -0.33186          -0.63286          -0.49186          0.16214           
60   84   -2.146988         -0.366305         -0.231281         -0.375945         -0.318881         0.427816          -0.33663          -0.64463          -0.51463          0.11137           
60   86   -2.419706         -0.677307         -0.579364         -0.640464         -0.34286          0.089001          0.037             -0.267            -0.454            0.366             
60   88   -1.800835         -0.796236         -0.40282          -0.505848         -0.116467         0.186121          0.24615           0.09115           -0.30785          0.50815           
60   90   -1.19084          -1.11972          0.34381           -0.123302         0.151869          0.656157          0.40515           -0.15585          -0.20285          0.38015           
60   92   -1.466472         -0.999304         0.23769           -0.343111         -0.113359         0.415538          0.50866           -0.84734          -0.26134          0.30766           
62   76   -0.921207         -0.788023         -0.437            -0.460985         -0.107057         0.06299           -0.37842          -0.50842          -0.72542          0.21458           
62   78   -1.154656         -0.554178         -0.529763         -0.516959         -0.166816         0.012351          -0.29582          -0.63182          -0.53082          0.28118           
62   80   -1.68015          -0.19439          -0.186402         -0.200217         -0.189905         0.34099           -0.58706          -1.05306          -0.78406          -0.09506          
62   82   -1.189569         0.11236           0.407315          -0.020948         -0.055776         0.63806           -0.6387           -1.0907           -0.7897           -0.0937           
62   84   -1.830271         -0.256394         0.027646          -0.262444         -0.225214         0.438907          -0.58366          -0.98766          -0.75766          -0.21666          
62   86   -1.883011         -0.60404          -0.33522          -0.496315         -0.129592         0.137302          0.11094           -0.38506          -0.35506          0.44094           
62   88   -1.644232         -0.773525         0.004769          -0.22922          0.078449          0.414098          0.33312           -0.03188          -0.19288          0.65612           
62   90   -2.180837         -0.665419         -0.173486         -0.210118         0.132479          0.512938          0.53596           -0.09404          -0.06904          0.79596           
62   92   -2.270488         -0.386766         -0.3483           -0.301509         0.178966          0.409031          0.50752           0.47652           -0.06348          1.01452           
62   94   -2.302752         -0.611851         -0.428452         -0.446146         0.066078          0.289023          0.5892            0.5182            -0.0368           0.9342            
62   96   -1.955408         -0.416678         -0.021831         -0.171907         0.316542          0.582721          1.02563           0.79763           0.34963           1.20963           
64   78   -0.374569         -0.445806         0.47317           0.139665          -0.02882          0.684605          0.09551           -0.48649          -0.17849          0.56551           
64   80   -0.536976         0.089664          0.243172          -0.023253         -0.028266         0.423834          -0.54056          -1.04156          -0.75656          -0.12556          
64   82   -1.029355         0.035283          0.25108           -0.077859         0.048628          0.357901          -0.62616          -1.15816          -0.89916          -0.03816          
64   84   -1.276687         -0.05574          0.201317          -0.115709         -0.052592         0.370866          -0.29489          -0.88489          -0.66889          0.09611           
64   86   -1.39613          -0.327223         -0.065601         -0.319367         0.012218          0.274069          0.16046           -0.39254          -0.26554          0.53946           
64   88   -1.386011         -0.525606         0.161705          -0.122762         0.093354          0.471789          0.31819           -0.10881          -0.15181          0.70219           
64   90   -1.796173         -0.244485         -0.077076         -0.259702         -0.06272          0.411062          0.1446            -0.0034           -0.3094           0.6386            
64   92   -1.912875         -0.361079         -0.178387         -0.324359         -0.093628         0.386807          0.11946           0.16746           -0.38054          0.66446           
64   94   -2.010814         -0.440139         -0.149036         -0.359713         -0.148956         0.376215          0.32463           0.10763           -0.27337          0.70963           
64   96   -2.222697         -0.612654         -0.193533         -0.498325         -0.331924         0.276162          0.3731            -0.0529           -0.3099           0.6041            
66   80   -0.091081         -0.082021         -0.018765         -0.059309         0.200015          0.237682          -0.10757          -0.88357          -0.58557          0.28243           
66   82   -0.619389         0.216644          0.27328           0.235132          0.623052          0.556066          -0.05126          -0.61726          -0.31226          0.58374           
66   84   -0.660398         0.088522          0.2502            0.191392          0.424751          0.51398           0.20893           -0.40707          -0.16207          0.65393           
66   86   -1.02986          -0.12829          0.378391          0.05664           0.248237          0.7031            0.31238           -0.22862          -0.06062          0.75038           
66   88   -1.230794         -0.250102         0.10964           -0.141781         0.092852          0.400617          0.2781            -0.1699           -0.1229           0.7031            
66   90   -1.37354          -0.16787          0.08874           -0.146969         -0.000493         0.374949          0.19045           0.05345           -0.21255          0.67945           
66   92   -1.473979         -0.106714         0.113749          -0.109048         -0.043488         0.468675          -0.01585          0.12415           -0.38085          0.57015           
66   94   -1.498467         -0.015542         0.262202          -0.036017         -0.010097         0.594062          0.01575           0.09475           -0.35025          0.56075           
66   96   -1.581924         -0.048738         0.354625          -0.034877         -0.063744         0.623991          -0.05112          -0.01912          -0.40612          0.47688           
66   98   -1.714541         -0.243232         0.257823          -0.205588         -0.275698         0.490627          -0.29695          -0.31695          -0.65595          0.21905           
68   84   -0.471898         -0.1187           0.301764          0.095457          0.56464           0.491597          0.31284           -0.30316          -0.01716          0.83884           
68   86   -0.741712         -0.210305         0.587141          0.194493          0.321782          0.555343          0.28635           -0.23165          -0.04265          0.78135           
68   88   -1.324159         -0.226918         0.123539          -0.184974         0.053557          0.369211          0.1314            -0.2956           -0.2046           0.6164            
68   90   -1.541983         -0.210059         -0.008367         -0.241733         0.082528          0.238577          0.29908           0.03308           -0.07392          0.76008           
68   92   -1.574941         -0.06659          -0.058807         -0.157834         0.160718          0.272458          0.28668           0.23568           -0.06332          0.85068           
68   94   -1.523043         0.03247           0.092786          -0.039738         0.227315          0.405046          0.2855            0.2555            -0.1045           0.8375            
68   96   -1.414235         0.142183          0.319122          0.099427          0.333525          0.567018          0.2813            0.3163            -0.1297           0.8303            
68   98   -1.291878         0.172018          0.474848          0.174517          0.378476          0.676492          0.21876           0.24376           -0.20624          0.77576           
68   100  -1.425014         -0.047456         0.355329          0.007883          0.181221          0.543801          0.01245           -0.02955          -0.45255          0.52245           
68   102  -1.305021         0.049732          0.569577          0.149464          0.298679          0.720027          0.24963           0.12663           -0.26937          0.64663           
70   84   -0.312225         -0.06361          0.417904          0.2079            0.621647          0.484994          0.3525            -0.2545           0.0665            0.9455            
70   86   -0.260334         -0.109253         0.787902          0.343078          0.40918           0.699234          0.29173           -0.21727          -0.02427          0.83673           
70   88   -0.861012         0.136826          0.609552          0.153249          0.230607          0.623888          0.17206           -0.18994          -0.13494          0.73606           
70   90   -1.395104         -0.092164         0.267116          -0.132474         0.112923          0.386389          0.28825           -0.06875          -0.09975          0.74525           
70   92   -1.602778         -0.276584         -0.04737          -0.30106          0.090053          0.202988          0.37402           0.08602           -0.03998          0.84802           
70   94   -1.52127          -0.325997         -0.084104         -0.290304         0.156975          0.212704          0.39996           0.14896           -0.03104          0.93696           
70   96   -1.300001         -0.261292         0.138266          -0.126606         0.294939          0.425953          0.51914           0.41214           0.03514           1.05014           
70   98   -1.015798         -0.13578          0.391006          0.070271          0.434396          0.672784          0.60401           0.57901           0.10501           1.15601           
70   100  -0.85877          -0.092692         0.537906          0.153516          0.474874          0.778249          0.61383           0.63883           0.09283           1.17583           
70   102  -0.970196         -0.286954         0.461534          -0.004565         0.303042          0.621068          0.52538           0.53638           -0.05162          1.02338           
70   104  -1.003021         -0.446936         0.490105          -0.094524         0.175516          0.536938          0.62388           0.44388           -0.03712          0.96888           
72   86   0.089366          0.169256          0.776777          0.38055           0.501989          0.636165          0.34443           -0.16357          0.06043           0.94243           
72   88   -0.240455         0.209489          0.837848          0.327846          0.320742          0.667568          0.21567           -0.10433          -0.03933          0.81767           
72   90   -0.811642         0.087243          0.698743          0.137207          0.139931          0.558411          0.27657           -0.16643          -0.04943          0.73257           
72   92   -1.342132         -0.073989         0.443042          -0.077644         -0.012343         0.39576           0.33605           -0.10295          -0.04595          0.72305           
72   94   -1.633134         -0.199328         0.216784          -0.198817         -0.029732         0.355585          0.36479           -0.00421          -0.02321          0.82679           
72   96   -1.907532         -0.371878         -0.03507          -0.35613          -0.081101         0.313004          0.43999           0.29299           0.05199           0.96399           
72   98   -1.971154         -0.441588         -0.10152          -0.340624         -0.049262         0.485864          0.66685           0.58485           0.24785           1.18685           
72   100  -2.085074         -0.382627         -0.04194          -0.294428         -0.026744         0.580268          0.77447           0.82647           0.35147           1.33947           
72   102  -2.304286         -0.341876         -0.14635          -0.300024         0.038124          0.584774          0.96071           1.04571           0.50171           1.51871           
72   104  -2.516009         -0.461536         -0.310714         -0.397465         0.036107          0.441958          1.14515           1.16915           0.61715           1.62415           
72   106  -2.677575         -0.736036         -0.357405         -0.594391         -0.164549         0.195155          1.00893           0.96693           0.44493           1.43293           
72   108  -2.512609         -0.717679         -0.242841         -0.535593         -0.118566         0.294327          1.03496           0.99896           0.45896           1.39996           
74   88   -0.024539         0.169484          0.574316          0.278945          0.401873          0.515193          0.34333           0.01633           0.00933           0.96033           
74   90   -0.305884         0.132316          0.669514          0.244321          0.283276          0.534708          0.28542           -0.12358          -0.04958          0.83142           
74   92   -0.752064         0.057032          0.634326          0.114112          0.119914          0.443811          0.17176           -0.16524          -0.15624          0.67376           
74   94   -1.163375         -0.049125         0.399922          -0.069314         -0.056174         0.31467           -0.06415          -0.21715          -0.35815          0.52585           
74   96   -1.427187         -0.170151         0.144687          -0.235839         -0.171117         0.37772           0.22925           0.05225           -0.15675          0.73825           
74   98   -1.802788         -0.287345         0.04658           -0.352901         -0.246223         0.358342          0.45673           0.33273           0.02173           0.95573           
74   100  -2.082263         -0.406615         -0.182589         -0.473796         -0.306914         0.25162           0.51851           0.54151           0.08051           1.06851           
74   102  -2.184286         -0.464026         -0.288806         -0.534415         -0.301596         0.201197          0.57308           0.71608           0.14008           1.17608           
74   104  -2.04246          -0.502761         -0.281961         -0.530216         -0.296445         0.140462          0.52761           0.77161           0.06061           1.16761           
74   106  -2.211885         -0.689377         -0.305421         -0.659766         -0.494511         -0.059303         0.19684           0.30984           -0.33016          0.81584           
74   108  -2.242967         -0.715554         -0.29137          -0.693055         -0.546795         -0.069493         0.12394           0.02294           -0.50906          0.59994           
74   110  -2.29951          -0.649068         -0.335743         -0.735282         -0.574821         -0.100549         0.15532           -0.15168          -0.54868          0.48732           
74   112  -2.47881          -0.716613         -0.481468         -0.838615         -0.685398         -0.21783          -0.02618          -0.37018          -0.71218          0.29082           
76   90   -0.52626          0.149372          0.172296          0.097586          0.380898          0.298087          0.28741           0.13441           0.00041           0.97841           
76   92   -0.796553         0.138837          0.178227          0.06352           0.341711          0.298113          0.24422           0.08822           -0.10578          0.87622           
76   94   -1.085182         0.030575          0.015146          -0.06898          0.213216          0.147869          0.21347           -0.22853          -0.27953          0.70147           
76   96   -1.168883         -0.101817         0.249705          -0.195538         0.098002          0.411471          0.02237           -0.17663          -0.31663          0.63137           
76   98   -1.018908         -0.299912         0.301283          -0.111028         -0.043122         0.381892          0.05494           -0.02606          -0.29806          0.71594           
76   100  -1.227401         -0.204555         0.12905           -0.158815         -0.099722         0.309109          0.15821           0.16521           -0.22879          0.83321           
76   102  -1.354047         -0.275949         0.051333          -0.231737         -0.149562         0.247099          0.29847           0.31347           -0.15353          0.92847           
76   104  -1.423914         -0.427045         0.059479          -0.229222         -0.136556         0.320549          0.39216           0.44916           -0.12184          0.98916           
76   106  -1.26081          -0.325545         0.118258          -0.163366         0.071883          0.373133          0.29646           0.40246           -0.20754          0.95646           
76   108  -1.085945         -0.184119         0.247188          -0.07195          0.107837          0.395305          0.10943           0.31343           -0.38357          0.82943           
76   110  -1.232153         -0.268909         0.114283          -0.198228         -0.00238          0.223624          -0.39712          -0.10912          -0.84612          0.40288           
76   112  -1.334345         -0.410715         0.003535          -0.300867         -0.104488         0.120526          -0.85882          -0.47782          -1.23682          0.03118           
76   114  -1.370491         -0.197305         0.101388          -0.389326         -0.20455          0.041734          -0.64712          -0.72812          -1.08512          -0.04712          
76   116  -1.530397         -0.472025         0.181665          -0.40073          -0.076403         -0.064008         -0.48312          -0.98812          -0.97012          -0.16912          
78   92   -0.606728         0.342971          0.267944          0.103865          0.478035          0.253126          0.22521           0.96221           -0.10479          0.90321           
78   94   -0.967557         0.336942          0.178307          0.036088          0.418471          0.18181           0.13483           0.48783           -0.21617          0.71383           
78   96   -0.849989         0.246467          -0.062605         -0.128119         0.267764          0.123138          -0.27904          -0.53404          -0.55704          0.23996           
78   98   -0.877347         0.165328          0.020949          -0.079471         0.37776           0.255468          -0.15254          -0.36454          -0.43254          0.36846           
78   100  -0.924509         -0.181982         0.064443          -0.077841         0.379605          0.321327          -0.05401          -0.20801          -0.36401          0.45099           
78   102  -1.041463         -0.169741         0.167204          -0.046554         0.451659          0.398226          0.12929           -0.05071          -0.23671          0.57829           
78   104  -1.308583         0.277243          0.355496          0.029023          0.825215          0.596571          0.39162           0.21162           -0.03238          0.78362           
78   106  -1.809297         0.670782          0.17892           -0.089901         1.110592          0.721891          0.43795           0.36395           0.05395           0.89195           
78   108  -2.065069         1.031481          -0.125796         0.042617          1.443099          0.6005            0.43373           0.52273           0.06073           0.94473           
78   110  -2.185929         1.061978          -0.552968         0.144632          1.357282          0.184583          -0.04441          0.17559           -0.40141          0.57059           
78   112  -2.286263         0.99553           -0.3286           0.265722          1.213286          0.36453           -0.34294          -0.24794          -0.88794          0.42806           
78   114  -2.456035         0.659983          0.168059          0.488742          1.239443          0.617114          -0.03948          -0.63848          -0.67248          0.64252           
78   116  -1.96667          0.429921          0.675904          0.789813          1.111692          1.085479          -0.05656          -0.74956          -0.66956          0.75744           
78   118  -0.528501         0.183425          1.023009          0.601964          0.966975          1.020365          -0.10871          -0.74871          -0.67771          0.87229           
78   120  -0.674487         -0.160463         1.254678          0.346104          0.737013          0.797567          0.58816           -0.25284          -0.06584          0.64216           
80   92   *                 *                 *                 *                 0.706388          *                 1.29925           1.32425           0.75225           1.92525           
80   94   0.287574          0.568896          0.671248          0.387168          0.750054          0.448184          1.40365           1.57165           0.85965           1.99865           
80   96   -0.517306         0.527899          0.063291          0.234514          0.871389          -0.219231         1.13608           0.94508           0.25208           1.61508           
80   98   -1.204749         0.453103          -0.492855         -0.176973         0.812294          -0.142329         0.15911           -0.66689          -0.72289          0.69011           
80   100  -1.542144         0.331886          -0.273495         -0.298864         0.795208          0.091502          -0.30466          -0.52266          -0.60966          0.27134           
80   102  -1.556276         0.500538          -0.059819         -0.151616         0.804522          0.281254          -0.12613          -0.37113          -0.46713          0.40587           
80   104  -1.690343         0.651417          0.125138          0.154789          0.747459          0.305769          -0.11876          -0.36676          -0.46776          0.41124           
80   106  -1.074759         0.666492          0.574804          0.664115          0.826137          0.281704          -0.15207          -0.32807          -0.52107          0.38593           
80   108  -0.588106         0.554628          1.08289           0.856476          0.922445          0.698167          -0.31525          -0.37325          -0.71425          0.23975           
80   110  -0.463367         0.354886          1.48619           0.767039          0.94845           1.184522          0.36857           -0.56543          -0.42343          0.80857           
80   112  -0.258651         0.217242          1.401709          0.694212          0.972488          1.120558          1.20606           -0.26394          0.52706           1.39106           
80   114  -0.092398         0.021363          1.230064          0.522992          0.86456           0.966018          1.10994           0.01594           0.41394           1.27594           
80   116  0.052702          -0.066004         1.163261          0.40015           0.807108          0.870517          1.1145            0.0995            0.3925            1.2485            
80   118  -0.179283         -0.144554         1.077493          0.288536          0.750385          0.71765           1.16506           -0.07694          0.34406           1.16406           
80   120  -0.352359         0.140984          1.090859          0.19942           0.60839           0.663385          1.0806            -0.1504           0.2266            0.9876            
80   122  -0.306645         0.954047          1.203461          0.56592           1.110797          0.725307          1.02204           0.02704           0.17004           1.16504           
82   96   *                 1.237862          1.837262          1.391881          1.233066          1.115548          2.02399           1.40999           1.88899           2.35499           
82   98   *                 1.217034          1.525563          1.101902          0.89481           0.30762           1.7997            1.3627            1.6107            2.1087            
82   100  -0.999143         1.121595          0.779246          0.704981          0.548323          0.001207          1.31965           -0.29535          0.50965           1.60465           
82   102  -1.425949         0.840862          0.28225           0.476784          0.309446          0.116913          0.28887           -0.69513          -0.43313          0.77287           
82   104  -1.443423         0.682865          0.324757          0.26822           0.183399          0.221842          -0.22915          -0.53315          -0.70415          0.28685           
82   106  -1.727107         0.588975          0.456331          0.108064          0.112311          0.594865          0.05593           -0.47807          -0.56807          0.53793           
82   108  -1.676166         0.618122          0.344247          0.065679          0.147504          0.728239          0.77191           -0.33909          0.15291           1.23091           
82   110  -1.507772         0.722936          -0.004115         0.138491          0.216184          0.561342          0.88353           0.52753           0.59853           1.39353           
82   112  -1.261613         0.917881          -0.479242         0.215409          0.337669          0.182426          0.68488           0.96888           0.40688           1.28588           
82   114  -0.983067         1.309403          -0.26901          0.470623          0.64698           0.438378          0.54229           0.96029           0.25929           1.20329           
82   116  -0.764083         1.748652          0.115726          0.852756          1.064484          0.804259          0.35954           0.87754           0.12154           1.46854           
82   118  -0.451175         2.221727          0.891589          1.376903          1.570437          1.418392          0.88822           0.76222           0.60322           1.84422           
82   120  0.091287          2.24354           1.752147          1.82581           2.013436          1.948901          1.4286            0.8836            1.1076            2.1666            
82   122  0.446644          1.841672          2.107347          1.792459          1.840434          2.19062           1.69218           0.79718           1.27818           1.86718           
82   124  0.973609          1.421013          2.696785          1.32174           1.361906          1.71573           1.57686           0.54886           0.97286           1.55886           
82   126  0.063967          0.633728          1.862014          0.43878           0.496832          0.840159          0.84812           -0.18188          0.22412           0.79712           
84   104  -0.407298         *                 0.377457          -0.431643         *                 0.819605          0.17703           0.14003           0.05603           1.03303           
84   106  -0.691755         -1.01555          0.562274          -0.209221         -0.595606         0.710363          0.11128           0.16328           -0.09572          0.83628           
84   108  -0.792601         -1.143271         0.513255          -0.286778         -0.785403         0.714439          0.16474           0.53774           -0.11726          0.92474           
84   110  -1.269162         -1.065505         0.312164          -0.647574         -1.003707         0.654836          0.36099           1.00799           0.03099           1.12299           
84   112  -2.176943         -1.094723         0.186118          -0.709824         -1.010177         0.67395           0.59421           1.25521           0.21021           1.30921           
84   114  -2.58599          -1.222143         0.090334          -0.775275         -1.120755         0.494414          0.78241           1.43141           0.36841           1.46441           
84   116  -2.68323          -1.333984         0.010161          -0.869276         -1.209923         0.422438          0.95477           1.61177           0.44277           1.18577           
84   118  -2.81763          -1.439703         -0.183637         -0.984018         -1.274174         0.310621          0.33111           1.77211           -0.00089          1.19511           
84   120  -3.013661         -1.48072          -0.466039         -1.053125         -1.201583         0.244457          0.44711           1.75011           0.12611           1.45911           
84   122  -3.222983         -1.218583         -0.689559         -0.865275         -0.960654         0.297126          0.67706           1.99806           0.38406           1.75706           
84   124  -3.251327         -0.872971         -0.66134          -0.585234         -0.685428         0.571646          0.96798           2.22498           0.66398           2.05798           
84   126  -3.003241         -0.469954         -0.327629         -0.245499         -0.342175         0.877645          1.25744           2.47244           0.92944           2.36344           
84   128  -3.670878         -1.087552         -0.878106         -0.823788         -0.955104         0.260191          0.85193           2.23493           0.59193           1.94093           
84   130  -4.188612         -1.547484         -1.310216         -1.278777         -1.417613         -0.236371         0.65354           2.12454           0.44154           1.65354           
84   132  -4.561229         -1.854847         -1.289392         -1.543549         -1.729544         -0.562273         0.77016           2.16416           0.33616           1.51116           
86   110  -0.784687         -0.384921         -0.229319         -0.324137         -0.143076         0.125288          0.10241           0.75541           -0.20859          0.90541           
86   112  -0.86792          -0.570019         0.006071          -0.425349         -0.519536         0.373928          0.14969           0.60169           -0.10331          1.02669           
86   114  -1.773983         -0.594173         -0.123249         -0.564102         -0.535949         0.400775          0.24839           0.54139           0.02039           1.19239           
86   116  -1.938395         -0.701971         -0.195491         -0.591949         -0.639481         0.285965          0.54653           0.74253           0.28553           1.48653           
86   118  -1.997761         -0.815143         -0.176918         -0.655985         -0.801548         0.343819          0.98622           1.12422           0.53122           1.52422           
86   120  -2.240624         -0.914585         -0.354227         -0.728875         -0.994019         0.354026          0.81711           1.64311           0.45011           1.52911           
86   122  -2.547893         -1.209841         -0.403882         -0.997213         -1.223712         0.282661          0.85582           1.67582           0.36182           1.67482           
86   124  -3.069905         -1.05117          -0.801972         -0.88822          -1.012512         0.268293          0.90066           1.83766           0.47866           1.86766           
86   126  -2.912277         -0.730091         -0.523406         -0.626396         -0.710979         0.49949           1.09352           2.00652           0.69752           2.06052           
86   128  -3.38714          -1.125384         -0.877767         -1.024282         -1.14324          0.095835          0.94973           1.92473           0.52573           1.86973           
86   130  -3.414555         -1.635952         -0.71741          -1.48562          -1.641123         -0.420937         1.02255           1.69655           0.30755           1.58055           
86   132  -3.140096         -1.554906         0.145091          -0.96265          -1.564367         0.200786          1.39675           1.82075           0.58875           1.34975           
86   134  -2.475644         -1.226102         0.280106          -0.249678         -1.072859         0.690682          1.49415           1.71615           0.81615           1.40115           
88   114  -1.297545         -0.021223         0.388805          -0.008131         -0.041607         0.701755          1.23925           1.58925           0.78125           1.76625           
88   116  -1.742441         -0.443246         0.165541          -0.424221         -0.230531         0.557299          1.23048           1.67948           0.78548           1.74548           
88   118  -1.882393         -0.725088         -0.26567          -0.590133         -0.323944         0.276206          1.29622           1.82722           0.80922           1.72922           
88   120  -2.042666         -0.696306         -0.420089         -0.615946         -0.480244         0.168734          1.02946           1.64646           0.48646           1.67146           
88   122  -2.347983         -0.707285         -0.442756         -0.60553          -0.615446         0.302737          0.9071            1.6611            0.6061            1.7291            
88   124  -2.487911         -0.844316         -0.517066         -0.72484          -0.782767         0.33637           0.99555           1.73955           0.70255           1.83055           
88   126  -2.56698          -0.570228         -0.321353         -0.534005         -0.569671         0.491223          1.07817           1.81717           0.74917           1.91617           
88   128  -2.939081         -0.880571         -0.593281         -0.826459         -0.901076         0.181802          1.10581           1.82581           0.76081           1.85681           
88   130  -2.679013         -0.858748         -0.428258         -0.936311         -0.861777         -0.005869         1.07457           1.81157           0.66457           1.72057           
88   132  -2.551819         -0.783935         -0.333953         -0.718627         -0.654513         0.005838          0.7634            1.6724            0.4054            1.5514            
88   134  -2.273741         -0.910539         -0.230539         -0.74908          -0.693567         -0.076086         0.20492           1.50992           -0.08108          1.12892           
88   136  -1.969311         -0.923333         0.029488          -0.634945         -0.597404         0.023679          -0.14131          1.27369           -0.48031          0.64769           
90   120  -1.814166         -0.595967         -0.394557         -0.575443         -0.271857         0.110814          0.94276           1.62376           0.45676           1.64476           
90   122  -2.08581          -0.588258         -0.422653         -0.552625         -0.354545         0.166152          1.05605           1.86905           0.64605           1.91805           
90   124  -2.224233         -0.627692         -0.280896         -0.61051          -0.662429         0.303559          1.19445           1.79645           0.75045           1.91645           
90   126  -2.25298          -0.450477         -0.177899         -0.490061         -0.449019         0.380116          1.13585           1.77685           0.68185           1.88185           
90   128  -2.593658         -0.736245         -0.40048          -0.725259         -0.748877         0.173212          1.21249           1.82549           0.74749           1.94949           
90   130  -2.488147         -0.654146         -0.480454         -0.592602         -0.41244          0.069135          1.07892           1.98792           0.83592           2.04092           
90   132  -1.926644         -0.750502         -0.269784         -0.547376         -0.190066         0.041274          0.87613           1.74113           0.54913           1.92113           
90   134  -1.306758         -0.889173         0.100214          -0.385249         -0.007544         0.1759            0.64106           1.67006           0.26006           1.61706           
90   136  -0.989271         -0.909704         0.661882          -0.141432         0.160063          0.42715           0.34293           1.74693           -0.32107          1.25893           
90   138  -1.002674         -0.788016         0.807335          -0.04363          0.19278           0.486851          0.80615           1.61215           0.04415           0.86015           
90   140  -1.113031         -0.729206         0.766248          -0.082201         0.1195            0.405876          0.81024           1.12924           0.08224           1.01624           
90   142  -1.173724         -0.650747         0.855793          -0.070044         0.150257          0.406233          0.89556           0.93556           0.16356           1.04056           
92   126  -1.982021         -0.353074         -0.132873         -0.449657         -0.346676         0.216347          0.8791            1.4711            0.4331            1.4501            
92   134  -1.140685         -0.754786         0.223476          -0.200735         0.169252          0.407737          1.0566            1.8656            0.6956            1.8836            
92   136  -1.03244          -0.630686         0.494484          -0.108898         0.225465          0.511226          0.9397            1.7067            0.6597            1.6877            
92   138  -0.951093         -0.570904         0.579752          -0.094155         0.242114          0.497236          0.94358           1.59658           0.28158           1.36858           
92   140  -0.945886         -0.582788         0.619726          -0.108855         0.221001          0.47263           0.94882           1.31682           0.28582           1.35682           
92   142  -1.06621          -0.630611         0.664396          -0.149731         0.165546          0.423921          1.01838           1.05738           0.30938           1.28438           
