Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,new_other,new_other_sd,SKM*,SKP,SLY4,SVMIN,UNEDF0,UNEDF1,UNEDF2,FRDM2012,HFB24
14,46,*,*,*,*,*,*,*,*,*,*,*,*,59.811771,62.871273,64.031109,61.174621,60.357646,59.534946,**,68.19,**

14,48,*,*,*,*,*,*,*,*,*,*,*,*,61.946753,64.37223,65.333509,62.072407,60.862871,60.33371,**,**,**

14,50,*,*,*,*,*,*,*,*,*,*,*,*,63.756737,65.786013,67.069419,63.262319,61.718573,61.08463,**,**,**

14,52,*,*,*,*,*,*,*,*,*,*,*,*,65.070998,67.333296,68.37346,64.523199,62.911012,62.208168,**,**,**

16,2,*,*,*,*,*,*,*,*,*,*,*,*,-12.857709,-13.82899,-14.822983,-13.13664,-12.556968,-12.247076,*,*,*

16,4,*,*,*,*,*,*,*,*,*,*,*,*,-10.754491,-12.549443,-13.264287,-11.635002,-11.473747,-11.196192,*,*,*

16,6,*,*,*,*,*,*,*,*,*,*,*,*,-6.479452,-8.361131,-8.681813,-7.537994,-8.094643,-7.88161,-8.15152,*,*

16,8,*,*,*,*,*,*,*,*,*,*,*,*,-1.897191,-3.295257,-3.531774,-2.946776,-3.525044,-3.355106,-3.537024,-6.67,-4.51

16,10,*,*,*,*,*,*,*,*,*,*,*,*,2.343925,1.591296,1.405674,1.578889,1.002995,0.652242,0.44093,-1.71,-1.78

16,12,3.36011,0.16003,3.36372,0.16,*,*,*,*,*,*,*,*,6.470696,6.594575,5.991857,5.998883,5.902656,5.294956,5.180562,3.1,3.6

16,14,7.14768,0.003,7.1444,0.00021,*,*,*,*,*,*,*,*,11.031604,11.371266,10.979376,11.073205,10.863865,10.842657,10.575965,8.06,6.89

16,16,16.16071,0.00014,16.16051,2e-05,*,*,*,*,*,*,*,*,15.151538,15.731745,15.088442,15.741486,15.676547,16.262722,15.773745,16.74,17.57

16,18,20.42882,0.00012,20.43194,0.0003,*,*,*,*,*,*,*,*,19.435779,20.392105,19.699694,20.360916,20.207434,21.321452,20.908325,20.57,20.53

16,20,25.28525,0.01412,25.28522,0.01412,*,*,*,*,*,*,*,*,23.497832,24.844644,24.262968,24.722225,24.512886,26.117325,25.672237,25.08,24.96

16,22,28.95663,0.12366,29.00302,0.07215,*,*,*,*,*,*,*,*,27.182173,28.86608,28.404622,28.829325,28.611774,30.370832,29.80249,28.63,28.83

16,24,33.37724,0.19713,33.24549,0.10487,*,*,*,*,*,*,*,*,30.18732,32.199446,32.158468,32.273055,32.091124,34.148212,34.184017,32.67,32.97

16,26,37.7225,0.56974,37.64537,0.34513,*,*,*,*,*,*,*,*,34.039945,35.848301,36.300005,36.058748,35.842195,37.903729,38.097247,36.92,36.31

16,28,*,*,*,*,*,*,*,*,*,*,*,*,36.907841,39.118824,39.356773,39.074483,38.981581,40.619716,40.969906,38.05,39.36

16,30,*,*,*,*,*,*,*,*,*,*,*,*,40.013478,42.538602,42.611058,42.156109,42.491451,43.742423,44.122663,42.74,42.67

16,32,*,*,*,*,*,*,*,*,*,*,*,*,42.46045,45.32838,45.235947,44.929784,44.872987,46.416549,46.433512,46.03,45.33

16,34,*,*,*,*,*,*,*,*,*,*,*,*,44.314319,47.666245,47.603048,46.797843,46.515277,47.945507,47.889534,48.73,48.29

16,36,*,*,*,*,*,*,*,*,*,*,*,*,46.722642,50.242896,50.34604,49.267862,48.728077,50.331174,50.298377,51.53,49.28

16,38,*,*,*,*,*,*,*,*,*,*,*,*,49.042765,52.859019,53.180093,51.785434,50.943753,52.500542,52.610711,54.58,**

16,40,*,*,*,*,*,*,*,*,*,*,*,*,51.301883,55.035536,55.666276,53.788243,52.777918,54.056228,**,56.45,**

16,42,*,*,*,*,*,*,*,*,*,*,*,*,53.604456,56.512085,57.187799,54.999656,53.803649,54.731662,**,58.66,**

16,44,*,*,*,*,*,*,*,*,*,*,*,*,55.557923,58.478642,59.320525,56.697641,55.17433,56.225074,**,60.17,**

16,46,*,*,*,*,*,*,*,*,*,*,*,*,57.109543,60.252823,61.322525,58.316066,56.662293,57.38723,**,62.28,**

16,48,*,*,*,*,*,*,*,*,*,*,*,*,58.101738,61.466387,63.055941,59.49746,57.842349,58.286061,**,63.54,**

16,50,*,*,*,*,*,*,*,*,*,*,*,*,59.172254,62.655262,63.842723,60.459138,58.778191,59.383069,**,62.66,**

16,52,*,*,*,*,*,*,*,*,*,*,*,*,60.426987,64.041771,65.046741,61.690099,59.906234,60.387946,**,69.34,**

16,54,*,*,*,*,*,*,*,*,*,*,*,*,**,**,**,**,**,**,**,71.53,**

18,2,*,*,*,*,*,*,*,*,*,*,*,*,-13.120426,-13.893768,-15.048587,-13.318582,-12.706429,-12.507441,*,*,*

18,4,*,*,*,*,*,*,*,*,*,*,*,*,-13.283872,-13.888145,-14.77166,-13.074138,-12.605226,-12.199578,*,*,*

18,6,*,*,*,*,*,*,*,*,*,*,*,*,-12.139385,-12.371799,-13.087548,-11.617231,-11.273445,-11.39237,*,*,*

18,8,*,*,*,*,*,*,*,*,*,*,*,*,-8.56925,-8.473268,-8.913482,-8.12116,-8.088409,-8.617397,-9.579613,*,*

18,10,*,*,*,*,*,*,*,*,*,*,*,*,-4.915639,-4.304133,-4.575561,-4.141862,-4.565764,-4.680774,-5.411833,-7.01,-7.15

18,12,*,*,*,*,*,*,*,*,*,*,*,*,-0.933751,0.167179,-0.01284,0.114576,-0.523785,-0.335186,-0.919774,-1.22,-3.25

18,14,2.71561,0.00349,2.71904,0.00178,*,*,*,*,*,*,*,*,3.24223,4.658586,4.604919,4.580357,3.811543,4.454723,3.970716,3.34,2.79

18,16,6.93946,0.00041,6.9407,8e-05,*,*,*,*,*,*,*,*,7.464212,9.198405,9.133737,9.106156,8.094799,9.304818,8.909146,7.42,5.64

18,18,14.87769,0.00011,14.8778,5e-05,*,*,*,*,*,*,*,*,12.416538,14.018413,14.080674,13.91012,12.876796,14.635204,14.177185,15.22,16.01

18,20,18.62842,0.00039,18.62863,0.00027,*,*,*,*,*,*,*,*,17.041045,18.662648,18.848321,18.612982,17.476846,19.811967,19.385739,19.59,19.72

18,22,22.75664,0.00717,22.75663,0.00717,*,*,*,*,*,*,*,*,20.938711,22.773211,23.141067,22.860408,21.711846,24.307282,24.051224,23.88,22.78

18,24,26.13405,0.14141,26.16277,0.00702,*,*,*,*,*,*,*,*,24.685382,26.655481,26.598154,26.57558,25.866332,27.689399,27.305419,27.61,27.02

18,26,29.57349,0.12423,29.61345,0.00321,*,*,*,*,*,*,*,*,28.050222,30.177144,30.17886,30.061307,29.431528,31.534142,31.413443,30.44,30.11

18,28,35.1819,0.39665,35.14663,0.00533,*,*,*,*,*,*,*,*,31.700111,33.560899,34.14642,33.645854,32.978549,35.243764,35.537663,34.21,34.43

18,30,*,*,*,*,*,*,*,*,*,*,*,*,34.530008,36.892785,37.087813,37.059892,36.122854,38.686941,39.164938,36.63,36.96

18,32,*,*,*,*,*,*,*,*,*,*,*,*,36.882806,39.564663,40.194253,39.354097,38.435229,41.19411,41.421844,39.53,39.85

18,34,*,*,*,*,*,*,*,*,*,*,*,*,38.972837,42.071643,42.647779,41.482552,40.389387,43.00224,43.170127,42.63,42.23

18,36,*,*,*,*,*,*,*,*,*,*,*,*,41.728823,44.918311,45.557915,44.189921,43.021958,45.77958,45.947456,44.95,44.66

18,38,*,*,*,*,*,*,*,*,*,*,*,*,44.51473,47.81323,48.525275,46.961985,45.613494,48.460048,48.817559,48.02,47.09

18,40,*,*,*,*,*,*,*,*,*,*,*,*,46.682963,50.537872,51.426562,49.561307,47.957494,50.733711,51.403721,50.79,**

18,42,*,*,*,*,*,*,*,*,*,*,*,*,47.899822,52.905158,54.028555,51.691197,49.770972,52.039085,52.165515,53.69,**

18,44,*,*,*,*,*,*,*,*,*,*,*,*,49.702131,54.011798,55.007312,52.737716,51.13031,52.873423,53.32327,55.4,**

18,46,*,*,*,*,*,*,*,*,*,*,*,*,51.717974,55.76493,56.734832,54.253085,52.595445,54.235514,55.06365,57.47,**

18,48,*,*,*,*,*,*,*,*,*,*,*,*,53.931532,57.551296,58.407269,55.830273,54.060999,55.741483,57.009524,59.88,**

18,50,*,*,*,*,*,*,*,*,*,*,*,*,56.293252,59.471337,60.307762,57.371349,55.636954,57.065154,58.608925,62.12,**

18,52,*,*,*,*,*,*,*,*,*,*,*,*,58.344369,61.095779,62.104761,58.848809,57.029586,58.345265,**,63.18,**

18,54,*,*,*,*,*,*,*,*,*,*,*,*,59.791283,62.622607,63.657312,60.231695,58.33806,59.54528,**,64.46,**

18,56,*,*,*,*,*,*,*,*,*,*,*,*,60.857688,64.165842,64.817257,61.490794,59.530778,60.685635,**,65.86,**

18,58,*,*,*,*,*,*,*,*,*,*,*,*,62.413206,66.063255,66.862899,63.301784,61.113773,61.929064,**,68.99,**

18,60,*,*,*,*,*,*,*,*,*,*,*,*,62.999024,67.1097,67.891494,64.557509,62.361394,63.870606,**,69.71,**

18,62,*,*,*,*,*,*,*,*,*,*,*,*,63.469315,67.699313,68.378957,65.223969,63.389798,64.914851,**,**,**

18,64,*,*,*,*,*,*,*,*,*,*,*,*,63.683008,67.936724,68.554764,65.377952,63.592889,65.067566,**,**,**

20,2,*,*,*,*,*,*,*,*,*,*,*,*,-13.156575,-14.040377,-15.309503,-13.615606,-13.011061,-12.869785,*,*,*

20,4,*,*,*,*,*,*,*,*,*,*,*,*,-13.888623,-14.493398,-15.47357,-13.555043,-13.231471,-12.711741,*,*,*

20,6,*,*,*,*,*,*,*,*,*,*,*,*,-13.335937,-14.100529,-14.893124,-13.067471,-12.834058,-12.342458,*,*,*

20,8,*,*,*,*,*,*,*,*,*,*,*,*,-11.168251,-11.810297,-12.375092,-11.076251,-10.964147,-11.001458,*,*,*

20,10,*,*,*,*,*,*,*,*,*,*,*,*,-7.805546,-8.278962,-8.367099,-7.707308,-8.085566,-8.260586,-8.554796,-9.97,*

20,12,*,*,*,*,*,*,*,*,*,*,*,*,-3.946765,-4.095056,-3.907751,-3.692769,-4.357788,-4.349313,-4.241504,-5.38,-6.75

20,14,*,*,*,*,*,*,*,*,*,*,*,*,0.018316,0.188988,0.545258,0.508783,-0.291317,0.044163,0.405361,-0.76,-3.11

20,16,2.64008,0.04,2.6508,0.04,*,*,*,*,*,*,*,*,3.929034,4.496966,5.045109,4.723195,3.793094,4.529433,4.925896,3.38,2.32

