Z    N    S1n(MeV)          S1n_Err(MeV)      S1p(MeV)          S1p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
28   37   6.09808           0.00014           12.62233          0.02              -8.64747          0.00222           
28   38   8.95192           0.00148           14.11006          0.00251           -4.39925          0.00278           
28   39   5.80771           0.00321           14.62312          0.01427           -1.08445          0.00548           
28   40   7.79245           0.00415           15.43101          0.0071            3.51497           0.00352           
28   41   4.58615           0.00477           15.33695          0.18953           7.12201           0.00395           
28   42   7.30653           0.0043            16.22367          0.14052           11.34802          0.0023            
28   43   4.26368           0.0031            *                 *                 14.50027          0.00239           
28   44   6.89115           0.00316           17.14511          0.46504           18.35984          0.00224           
28   45   3.95341           0.0033            *                 *                 21.18937          0.00242           
29   26   *                 *                 -0.35394          0.15563           *                 *                 
29   27   15.07895          0.15627           0.59615           0.01492           *                 *                 
29   28   16.73717          0.01491           0.69032           0.00041           *                 *                 
29   29   12.43016          0.00063           2.87286           0.00067           *                 *                 
29   30   12.76192          0.00056           3.41855           0.00039           *                 *                 
29   31   10.05813          0.00162           4.4774            0.00157           *                 *                 
29   32   11.71024          0.00185           4.79991           0.00097           *                 *                 
29   33   8.87468           0.00107           5.85449           0.00057           *                 *                 
29   34   10.86364          0.00048           6.1224            6e-05             *                 *                 
29   35   7.91611           0.0001            7.20074           0.0001            *                 *                 
29   36   9.91043           0.00067           7.45371           0.00069           -20.32661         0.08477           
29   37   7.06593           9e-05             8.42156           0.00071           -14.2332          0.00572           
29   38   9.13256           0.00108           8.6022            0.00166           -10.73229         0.001             
29   39   6.31884           0.00182           9.11333           0.00329           -6.67252          0.00243           
29   40   8.2405            0.00211           9.56137           0.00329           -2.62404          0.03203           
29   41   5.31148           0.00177           10.28669          0.00388           1.3655            0.05002           
29   42   7.80607           0.00184           10.78624          0.00261           5.18197           0.00443           
29   43   5.14319           0.00204           11.66574          0.00264           8.4468            0.00432           
29   44   7.27575           0.00239           12.05035          0.00296           11.96531          0.00431           
29   45   5.09009           0.00645           13.18702          0.00661           14.85385          0.00638           
29   46   6.53645           0.00657           *                 *                 18.56285          0.00249           
29   47   4.57596           0.0071            *                 *                 21.31539          0.00677           
29   49   *                 *                 *                 *                 28.31947          0.5031            
30   28   *                 *                 2.27883           0.05              *                 *                 
30   29   12.98812          0.05              2.8368            0.00073           *                 *                 
30   30   15.03011          0.00071           5.10498           0.00041           *                 *                 
30   31   10.24588          0.01591           5.29274           0.01598           *                 *                 
30   32   12.89039          0.01591           6.47288           0.00105           *                 *                 
30   33   9.11674           0.00161           6.71494           0.00162           *                 *                 
30   34   11.86193          0.00148           7.71323           0.00065           *                 *                 
30   35   7.97932           0.00017           7.77644           0.00066           *                 *                 
30   36   11.05846          0.00092           8.92447           0.00093           *                 *                 
30   37   7.05247           0.00023           8.91101           0.00094           -21.30002         0.06707           
30   38   10.1981           0.00019           9.97655           0.00085           -15.81765         0.00093           
30   39   6.48207           0.00016           10.13978          0.00177           -11.98314         0.00169           
30   40   9.21821           0.00205           11.11749          0.00237           -7.63484          0.00249           
30   41   5.83536           0.00319           11.64138          0.00287           -4.18227          0.00385           
30   42   8.88803           0.00341           12.72333          0.00261           -0.27731          0.0029            
30   43   5.51923           0.00284           13.09937          0.00233           2.63398           0.00765           
30   44   8.23463           0.00313           14.05825          0.00318           6.45649           0.00252           
30   45   4.87351           0.00319           13.84167          0.00645           9.61057           0.00196           
30   46   7.81543           0.00244           15.12065          0.00275           12.94893          0.00146           
30   47   4.5575            0.00245           15.10218          0.00699           15.81029          0.00197           
30   48   6.76536           0.00277           *                 *                 19.54271          0.00195           
30   49   4.02038           0.00295           16.2238           0.50301           22.48516          0.00224           
30   50   6.28763           0.00341           *                 *                 26.11084          0.00276           
30   51   2.62237           0.00566           *                 *                 30.18932          0.00513           
30   52   4.18561           0.00589           *                 *                 35.27993          0.00311           
31   30   *                 *                 0.24929           0.038             *                 *                 
31   31   12.92356          0.038             2.92697           0.01591           *                 *                 
31   32   12.6315           0.00146           2.66809           0.00145           *                 *                 
31   33   10.35705          0.00193           3.90839           0.00207           *                 *                 
31   34   11.896            0.00158           3.94246           0.00064           *                 *                 
31   35   9.13747           0.00132           5.10061           0.00122           *                 *                 
31   36   11.2267           0.00139           5.26886           0.00113           *                 *                 
31   37   8.27826           0.00165           6.49465           0.00122           *                 *                 
31   38   10.31313          0.00186           6.60969           0.00142           -23.06834         0.04202           
31   39   7.65365           0.00017           7.78127           0.00143           -17.48452         0.01495           
31   40   9.30031           0.00145           7.86337           0.00208           -13.63672         0.00546           
31   41   6.52047           0.00019           8.54849           0.00278           -9.52655          0.00131           
31   42   9.18236           0.00187           8.84282           0.00272           -6.05186          0.00746           
31   43   6.4216            0.00343           9.74519           0.00353           -2.76146          0.00656           
31   44   8.48628           0.00385           9.99684           0.00349           0.64243           0.00492           
31   45   5.90338           0.00311           11.0267           0.00277           3.99243           0.00952           
31   46   7.76702           0.00311           10.9783           0.00283           7.24246           0.00371           
31   47   5.78492           0.00308           12.20573          0.00274           9.74621           0.00405           
31   48   6.91305           0.00266           12.35341          0.00269           13.52036          0.00213           
31   49   4.74731           0.00344           13.08034          0.00364           16.66533          0.00306           
31   50   6.4756            0.00436           13.26831          0.00416           20.34908          0.00341           
31   51   3.37408           0.00406           14.02003          0.00558           24.56794          0.00261           
31   52   4.39772           0.00356           14.23214          0.00403           29.75659          0.00461           
32   31   *                 *                 2.22328           0.03727           *                 *                 
32   32   15.4656           0.03745           5.05737           0.00395           *                 *                 
32   33   10.23404          0.00431           4.93437           0.00259           *                 *                 
32   34   13.20013          0.00323           6.2385            0.00254           *                 *                 
32   35   9.12251           0.00524           6.22354           0.00477           *                 *                 
32   36   12.39188          0.00502           7.38871           0.00222           *                 *                 
32   37   8.19319           0.00229           7.30364           0.00194           *                 *                 
32   38   11.53253          0.00156           8.52304           0.00146           *                 *                 
32   39   7.41594           0.00011           8.28533           0.00146           -23.57929         0.12877           
32   40   10.75072          0.00084           9.73574           0.00082           -18.64533         0.00801           
32   41   6.78294           5e-05             9.9982            0.00082           -14.74577         0.00658           
32   42   10.19624          6e-05             11.01208          0.00168           -11.09061         0.00201           
32   43   6.50584           5e-05             11.09632          0.00299           -7.53334          0.0081            
32   44   9.42724           5e-05             12.03728          0.00242           -4.19918          0.00401           
32   45   6.07129           5e-05             12.20519          0.00196           -1.04342          0.00196           
32   46   8.7205            0.00354           13.15868          0.00429           2.31623           0.00355           
32   47   5.73586           0.03735           13.10961          0.03723           4.91566           0.03734           
32   48   8.08003           0.03724           14.2766           0.00277           8.35804           0.00217           
32   49   4.8277            0.0029            14.35699          0.00354           11.40449          0.00232           
32   50   7.1947            0.00303           15.07608          0.00395           15.17672          0.00224           
32   51   3.63268           0.0033            15.33469          0.00343           19.0142           0.00243           
32   52   5.24331           0.00399           16.18028          0.0041            24.29091          0.00317           
32   53   3.04631           0.00489           *                 *                 28.35691          0.00423           
32   54   4.34782           0.43782           *                 *                 33.86574          0.4378            
33   32   *                 *                 -0.08947          0.08485           *                 *                 
33   33   13.15934          0.08496           2.83583           0.00608           *                 *                 
33   34   12.63347          0.0057            2.26916           0.00244           *                 *                 
33   35   10.37861          0.0019            3.52526           0.00501           *                 *                 
33   36   12.28897          0.03205           3.42235           0.03205           *                 *                 
33   37   9.30102           0.05937           4.53018           0.05002           *                 *                 
33   38   11.62254          0.05017           4.62019           0.00408           *                 *                 
33   39   8.40802           0.00583           5.61227           0.00417           *                 *                 
33   40   10.79427          0.00561           5.65582           0.00385           *                 *                 
33   41   7.97862           0.00421           6.8515            0.00169           -18.94405         0.00347           
33   42   10.24546          0.00191           6.90072           0.00088           -15.8155          0.00147           
33   43   7.3285            7e-05             7.72338           0.00089           -11.8123          0.00129           
33   44   9.69626           0.00191           7.9924            0.00169           -9.08583          0.00214           
33   45   6.97194           0.00989           8.89305           0.00978           -5.88152          0.0103            
33   46   8.89043           0.01105           9.06297           0.00639           -2.83306          0.00574           
33   47   6.64976           0.00627           9.97687           0.03733           -0.03903          0.00382           
33   48   8.39013           0.00425           10.28697          0.00334           2.92337           0.00557           
33   49   5.64343           0.00457           11.1027           0.00425           6.08238           0.00479           
33   50   7.63522           0.00466           11.54323          0.00358           9.40131           0.00364           
33   51   4.25555           0.00422           12.1661           0.00399           13.9054           0.00386           
33   52   5.4069            0.00441           12.32969          0.00441           18.97819          0.00308           
33   53   3.84432           0.00462           13.12769          0.00508           23.78485          0.00346           
33   54   4.72708           0.00456           13.50696          0.43781           28.97988          0.00298           
34   33   *                 *                 1.84418           0.06731           *                 *                 
34   34   15.68047          0.06707           4.89119           0.00066           *                 *                 
34   35   10.31658          0.00157           4.82916           0.00237           *                 *                 
34   36   13.5665           0.00217           6.10669           0.03204           *                 *                 
34   37   9.28793           0.00321           6.0936            0.05009           *                 *                 
34   38   12.79299          0.00341           7.26405           0.0046            *                 *                 
34   39   8.43052           0.00768           7.28656           0.00847           *                 *                 
34   40   12.05713          0.00742           8.54943           0.00385           *                 *                 
34   41   8.0276            7e-05             8.5984            0.00169           -25.55079         0.22              
34   42   11.15379          7e-05             9.50673           0.00088           -21.00431         0.03447           
34   43   7.41886           6e-05             9.59708           0.00089           -16.79605         0.00792           
34   44   10.49777          0.00017           10.3986           0.0017            -13.852           0.00745           
34   45   6.96283           0.00013           10.38949          0.00978           -10.44057         0.00839           
34   46   9.91331           0.00098           11.41238          0.00524           -7.448            0.0036            
34   47   6.70085           0.00035           11.46347          0.00345           -4.86086          0.00328           
34   48   9.27621           0.00097           12.34955          0.00266           -1.58383          0.00601           
34   49   5.81797           0.003             12.52408          0.00481           1.45708           0.00748           
34   50   8.67851           0.00361           13.56737          0.00341           4.70185           0.00232           
34   51   4.53723           0.00326           13.84905          0.0041            8.68964           0.00384           
34   52   6.16085           0.00362           14.60299          0.00397           14.01992          0.00252           
34   53   3.99428           0.00337           14.75295          0.00411           18.45394          0.00224           
34   54   5.52939           0.00403           15.55526          0.00449           24.03742          0.00336           
34   55   3.17951           0.00501           *                 *                 27.21663          0.00373           
34   56   4.87914           0.32977           *                 *                 30.14791          0.32976           
34   57   2.85122           0.54438           *                 *                 33.0718           0.43318           
35   34   *                 *                 -0.641            0.042             *                 *                 
35   35   13.23747          0.04457           2.27988           0.01498           *                 *                 
35   36   13.14812          0.01585           1.8615            0.00563           *                 *                 
35   37   10.63064          0.0055            3.20421           0.00298           *                 *                 
35   38   12.65705          0.00734           3.06827           0.00752           *                 *                 
35   39   9.71199           0.00932           4.34974           0.00944           *                 *                 
35   40   11.89017          0.00724           4.18278           0.00428           *                 *                 
35   41   9.25338           0.01026           5.40856           0.00932           *                 *                 
35   42   11.01706          0.00974           5.27183           0.00281           *                 *                 
35   43   8.28867           0.00455           6.14164           0.00358           *                 *                 
35   44   10.68719          0.00372           6.33106           0.00103           -18.2502          0.07918           
35   45   7.89228           0.00013           7.2605            0.00103           -14.74084         0.00632           
35   46   10.15936          0.0014            7.50655           0.00137           -12.26412         0.00549           
35   47   7.59294           0.00012           8.39864           0.00138           -9.43457          0.00558           
35   48   9.58637           0.00392           8.7088            0.0038            -6.80804          0.01901           
35   49   6.84069           0.02601           9.73152           0.02591           -3.88865          0.02609           
35   50   8.8637            0.02591           9.91672           0.00364           -0.73335          0.01921           
35   51   5.1281            0.00435           10.50759          0.00403           3.65084           0.01447           
35   52   6.33074           0.00441           10.67748          0.00404           9.1267            0.00337           
35   53   4.8956            0.00448           11.5788           0.00388           13.58306          0.00351           
35   54   5.62962           0.00455           11.67904          0.00468           19.43409          0.00364           
35   55   3.79735           0.00468           12.29688          0.00501           22.49376          0.00372           
35   56   5.17831           0.00488           12.59605          0.32977           25.244            0.00399           
35   57   3.19683           0.00758           12.94165          0.4332            28.58369          0.01133           
35   58   4.72874           0.43087           *                 *                 31.33693          0.43094           
36   35   *                 *                 2.19056           0.12963           *                 *                 
36   36   15.68469          0.12902           4.72713           0.00966           *                 *                 
36   37   10.68249          0.01037           4.77898           0.00666           *                 *                 
36   38   13.8514           0.00688           5.97333           0.00754           *                 *                 
36   39   10.0631           0.00835           6.32444           0.00999           *                 *                 
36   40   12.76141          0.00904           7.19568           0.00587           *                 *                 
36   41   9.22705           0.00446           7.16934           0.00952           *                 *                 
36   42   12.08015          0.00198           8.23244           0.00283           *                 *                 
36   43   8.3353            0.0035            8.27907           0.005             *                 *                 
36   44   11.52241          0.00353           9.11428           0.00116           *                 *                 
36   45   7.87415           0.00125           9.09616           0.00147           -20.23604         0.09409           
36   46   10.96692          0.00107           9.90372           0.00098           -16.9605          0.01118           
36   47   7.47017           1e-05             9.78094           0.00097           -14.07898         0.00643           
36   48   10.52002          1e-05             10.7146           0.00379           -11.01765         0.0055            
36   49   7.11231           0.002             10.98622          0.02581           -8.30514          0.00673           
36   50   9.85665           0.002             11.97917          0.00308           -5.29665          0.00357           
36   51   5.51517           0.00025           12.36624          0.00309           -1.36238          0.00415           
36   52   7.05308           0.00262           13.08858          0.00411           3.93759           0.006             
36   53   4.91582           0.00338           13.1088           0.00383           8.33978           0.00375           
36   54   6.49478           0.00284           13.97396          0.00376           13.81329          0.00187           
36   55   4.08603           0.00291           14.26264          0.00403           16.9216           0.00224           
36   56   5.86667           0.00351           14.951            0.00446           19.68971          0.0027            
36   57   3.43799           0.00369           15.19216          0.00716           22.98604          0.00256           
36   58   5.28309           0.01237           15.74651          0.43099           25.92155          0.01211           
36   59   2.88246           0.02222           *                 *                 29.50103          0.01865           
36   60   4.99208           0.0277            *                 *                 32.35917          0.02049           
36   61   2.41513           0.13201           *                 *                 35.51917          0.13041           
37   37   *                 *                 2.65323           0.00724           *                 *                 
37   38   13.374            0.00325           2.17583           0.00233           *                 *                 
37   39   11.3317           0.00151           3.44443           0.00816           *                 *                 
37   40   12.42273          0.00161           3.10575           0.00422           *                 *                 
37   41   10.17624          0.00349           4.05495           0.00378           *                 *                 
37   42   11.93888          0.00388           3.91368           0.00216           *                 *                 
37   43   9.4438            0.00284           5.02218           0.00395           *                 *                 
37   44   11.35252          0.00525           4.85229           0.00493           *                 *                 
37   45   8.80245           0.00575           5.78059           0.00319           *                 *                 
37   46   10.95414          0.0038            5.76782           0.00233           -21.51455         0.15092           
37   47   8.75965           0.0032            7.0573            0.00219           -18.54025         0.01322           
37   48   10.47968          0.00219           7.01697           0.0               -15.88765         0.0041            
37   49   8.65098           0.0002            8.55563           0.00201           -13.61294         0.0055            
37   50   9.92211           0.0002            8.6211            1e-05             -10.7233          0.0068            
37   51   6.08252           0.00016           9.18844           0.00029           -6.43541          0.05881           
37   52   7.17471           0.00543           9.31007           0.00602           -1.08718          0.02425           
37   53   5.72333           0.00846           10.11759          0.00683           3.29712           0.00728           
37   54   6.45195           0.01014           10.07476          0.00802           8.89296           0.00833           
37   55   5.09872           0.00982           11.08744          0.00652           11.68085          0.00638           
37   56   5.91878           0.00993           11.13955          0.00828           14.59294          0.00797           
37   57   4.0142            0.00809           11.71576          0.00323           17.80628          0.00252           
37   58   5.40003           0.02031           11.83269          0.02359           20.89476          0.02025           
37   59   3.53417           0.02042           12.48441          0.01893           24.24847          0.00336           
37   60   5.23611           0.00386           12.72843          0.02058           27.08664          0.00466           
37   61   3.92133           0.0162            14.23462          0.1314            29.15545          0.01684           
37   62   4.82331           0.01658           *                 *                 31.2142           0.01266           
37   63   3.19724           0.01997           *                 *                 33.55034          0.02113           
38   37   *                 *                 1.99166           0.22002           *                 *                 
38   38   15.70026          0.22269           4.31792           0.03449           *                 *                 
38   39   11.62711          0.03536           4.61333           0.00797           *                 *                 
38   40   13.44182          0.01087           5.63242           0.00757           *                 *                 
38   41   10.37426          0.01122           5.83044           0.00899           *                 *                 
38   42   12.90589          0.00907           6.79744           0.00407           *                 *                 
38   43   9.28798           0.00467           6.64163           0.00364           *                 *                 
38   44   12.55324          0.00676           7.84235           0.00774           *                 *                 
38   45   8.85887           0.00909           7.89877           0.00747           *                 *                 
38   46   11.92328          0.00695           8.86791           0.00264           *                 *                 
38   47   8.52503           0.00301           8.63329           0.00355           -23.59353         0.01608           
38   48   11.49113          0.00281           9.64473           1e-05             -20.41284         0.00373           
38   49   8.42829           1e-05             9.42204           0.0002            -17.99526         0.00286           
38   50   11.11287          1e-05             10.6128           1e-05             -15.23507         0.00382           
38   51   6.35872           9e-05             10.88899          0.00018           -11.19408         0.00391           
38   52   7.81043           0.00213           11.52471          0.00583           -5.77562          0.00406           
38   53   5.77512           0.00585           11.57649          0.00847           -1.44311          0.00829           
38   54   7.28675           0.00636           12.41129          0.00851           3.94122           0.00343           
38   55   5.28979           0.00829           12.60237          0.00972           6.72123           0.00756           
38   56   6.83119           0.00773           13.51478          0.008             9.56835           0.00167           
38   57   4.34516           0.00604           13.84574          0.00615           12.59231          0.00581           
38   58   5.87592           0.01027           14.32163          0.02195           15.87072          0.00847           
38   59   3.72861           0.00912           14.51608          0.00476           18.96324          0.00339           
38   60   5.91297           0.00468           15.19294          0.00375           21.69287          0.00323           
38   61   4.16961           0.00573           15.44123          0.01677           23.4487           0.00475           
38   62   5.37082           0.00858           15.98873          0.00822           26.37212          0.00717           
38   63   3.57532           0.0111            16.36681          0.02132           28.19504          0.00849           
38   64   4.90571           0.0676            *                 *                 31.40676          0.06758           
39   40   *                 *                 1.93286           0.07953           *                 *                 
39   41   11.40164          0.07942           2.96023           0.01045           *                 *                 
39   42   12.63608          0.00826           2.69042           0.00642           *                 *                 
39   43   10.4225           0.00771           3.82494           0.00633           *                 *                 
39   44   12.21289          0.01942           3.48458           0.01957           *                 *                 
39   45   9.76008           0.01912           4.3858            0.00807           *                 *                 
39   46   12.01901          0.01945           4.48152           0.01901           *                 *                 
39   47   9.51228           0.02366           5.46878           0.01442           *                 *                 
39   48   11.8066           0.01419           5.78426           0.00113           -25.32833         0.00434           
39   49   9.35196           0.00188           6.70792           0.0015            -22.6177          0.14905           
39   50   11.48065          0.0022            7.07571           0.00161           -20.3135          0.00415           
39   51   6.85703           0.0001            7.57402           0.00161           -15.76937         0.00191           
39   52   7.92855           0.00245           7.69214           0.00281           -10.36465         0.003             
39   53   6.53651           0.00931           8.45354           0.01062           -5.8908           0.00964           
39   54   7.48198           0.0139            8.64877           0.01103           -0.62105          0.01054           
39   55   6.19562           0.01228           9.55459           0.00989           1.80685           0.00757           
39   56   6.9287            0.00931           9.65211           0.00698           4.81249           0.00847           
39   57   5.19836           0.00911           10.50531          0.00841           7.48574           0.00797           
39   58   5.85685           0.00905           10.48624          0.0108            11.103            0.00788           
39   59   4.24467           0.01038           11.00229          0.00862           14.13743          0.00862           
39   60   6.42637           0.01032           11.51569          0.00737           16.67804          0.00669           
39   61   4.74889           0.01299           12.09497          0.01214           18.69355          0.01127           
39   62   5.80492           0.01323           12.52907          0.01007           21.28359          0.02503           
39   63   4.18349           0.00818           13.13724          0.00941           23.3997           0.01003           
39   64   5.35571           0.01187           13.58724          0.068             26.14629          0.01489           
39   66   *                 *                 *                 *                 31.01973          1.33716           
40   41   *                 *                 3.60096           0.09429           *                 *                 
40   42   14.24246          0.09474           5.20735           0.01242           *                 *                 
40   43   10.35168          0.0129            5.13653           0.00846           *                 *                 
40   44   13.58135          0.00846           6.50499           0.01942           *                 *                 
40   45   9.82482           0.00846           6.56973           0.00773           *                 *                 
40   46   12.86514          0.00735           7.41586           0.0193            *                 *                 
40   47   9.44944           0.00547           7.35302           0.01474           *                 *                 
40   48   12.35305          0.00681           7.89947           0.00552           *                 *                 
40   49   9.31801           0.00622           7.86551           0.00343           *                 *                 
40   50   11.96829          0.00308           8.35315           0.00161           -23.88874         0.00373           
40   51   7.19435           0.00015           8.69047           0.00161           -19.65574         0.00222           
40   52   8.63478           9e-05             9.3967            0.00184           -14.15783         0.00272           
40   53   6.73432           0.00045           9.59451           0.00914           -9.90532          0.00211           
40   54   8.21861           0.00049           10.33114          0.01049           -4.68573          0.00315           
40   55   6.46193           0.00086           10.59745          0.00644           -2.20219          0.00954           
40   56   7.85022           0.00088           11.51897          0.00678           0.64153           0.00014           
40   57   5.57513           0.0004            11.89574          0.00607           3.17789           0.00279           
40   58   6.41536           0.00844           12.45426          0.01078           6.93815           0.01064           
40   59   4.40523           0.01347           12.61481          0.01315           10.00476          0.01051           
40   60   6.82814           0.01329           13.01658          0.01049           12.84995          0.00816           
40   61   4.85984           0.01165           13.12753          0.01394           14.79216          0.00835           
40   62   6.49307           0.01209           13.81568          0.01126           17.51873          0.00878           
40   63   4.29894           0.01272           13.93113          0.01009           19.45184          0.00924           
40   64   5.98004           0.01311           14.55546          0.01458           22.37165          0.00965           
40   65   3.81199           0.01528           *                 *                 24.46976          0.01237           
40   66   5.15657           0.43331           14.5686           1.40512           27.77324          0.43318           
40   67   3.90102           1.20312           *                 *                 29.48282          1.12248           
41   42   *                 *                 1.21377           0.15132           *                 *                 
41   43   11.73395          0.15146           2.59603           0.01454           *                 *                 
41   44   13.13228          0.01367           2.14696           0.00686           *                 *                 
41   45   10.9257           0.00686           3.24784           0.00846           *                 *                 
41   46   12.81175          0.00874           3.19444           0.00768           *                 *                 
41   47   10.37042          0.0592            4.11542           0.05896           *                 *                 
41   48   12.52294          0.06338           4.28531           0.02424           *                 *                 
41   49   10.10763          0.02386           5.07493           0.00453           *                 *                 
41   50   12.0478           0.00442           5.15444           0.00293           *                 *                 
41   51   7.88661           0.00343           5.8467            0.00178           -23.4542          0.00473           
41   52   8.83086           0.00199           6.04278           0.00149           -18.20104         0.00302           
41   53   7.22754           8e-05             6.536             0.00148           -13.46145         0.00369           
41   54   8.48851           0.00157           6.80591           0.00053           -8.44565          0.00392           
41   55   6.88788           0.00051           7.23185           0.00088           -5.9151           0.01              
41   56   8.07428           0.00425           7.4559            0.00425           -3.00822          0.03572           
41   57   5.99014           0.00656           7.87091           0.00502           -0.34939          0.01291           
41   58   6.88206           0.013             8.3376            0.01468           3.24596           0.01374           
41   59   5.53338           0.01442           9.46575           0.01319           5.79373           0.01981           
41   60   7.16541           0.00882           9.80302           0.00897           8.52093           0.00694           
41   61   5.48437           0.00453           10.42756          0.0087            10.47877          0.0069            
41   62   6.79544           0.00469           10.72993          0.00961           13.00304          0.00452           
41   63   4.86166           0.00479           11.29265          0.00961           15.14034          0.00358           
41   64   6.16786           0.00487           11.48046          0.01016           17.93569          0.00473           
41   65   4.35912           0.00573           12.02759          0.0128            20.15927          0.00678           
41   66   5.59177           0.009             12.46279          0.43322           23.13989          0.01448           
41   67   3.89327           0.0115            12.45505          1.12248           25.48596          0.0162            
41   68   5.21535           0.25862           *                 *                 28.30966          0.25852           
41   69   3.69143           0.87729           *                 *                 30.51878          0.83853           
42   43   *                 *                 3.58001           0.02051           *                 *                 
42   44   14.67181          0.01627           5.11954           0.00554           *                 *                 
42   45   10.84588          0.0047            5.03972           0.0062            *                 *                 
42   46   13.87305          0.00477           6.10103           0.0078            *                 *                 
42   47   10.39971          0.00547           6.13032           0.05894           *                 *                 
42   48   13.22889          0.00522           6.83626           0.02388           *                 *                 
42   49   10.10764          0.00713           6.83627           0.00707           *                 *                 
42   50   12.67107          0.00624           7.45955           0.00293           *                 *                 
42   51   8.06981           9e-05             7.64275           0.00179           *                 *                 
42   52   9.67831           0.00023           8.4902            0.00149           -22.3118          0.00428           
42   53   7.36911           9e-05             8.63177           0.00149           -17.74596         0.00303           
42   54   9.15433           5e-05             9.29759           0.0005            -12.61147         0.00419           
42   55   6.82113           0.00016           9.23085           0.00019           -9.73885          0.00485           
42   56   8.6426            6e-05             9.79917           0.00425           -6.795            0.00475           
42   57   5.92544           0.00015           9.73447           0.00501           -3.78745          0.00499           
42   58   8.29424           0.00038           11.14665          0.012             -0.98025          0.01764           
42   59   5.39824           7e-05             11.01152          0.00799           1.91218           0.0046            
42   60   8.11743           0.00832           11.96354          0.00912           4.33711           0.00833           
42   61   5.46593           0.01241           11.9451           0.00956           6.49652           0.00928           
42   62   7.46062           0.01282           12.61027          0.00975           9.04514           0.00902           
42   63   5.05849           0.0127            12.8071           0.00945           11.08075          0.00914           
42   64   6.8687            0.01286           13.50795          0.00999           13.773            0.00921           
42   65   4.48835           0.01298           13.63717          0.01011           15.82108          0.00931           
42   66   6.2757            0.01304           14.3211           0.01223           18.76826          0.0093            
42   67   3.98137           0.01449           14.4092           0.01389           20.94048          0.01124           
42   68   5.94791           0.02667           15.14176          0.25962           23.78832          0.02423           
42   69   3.46849           0.02729           14.91882          0.83844           26.04613          0.0126            
43   44   *                 *                 0.86877           0.00561           *                 *                 
43   45   12.06259          0.1491            2.08548           0.14907           *                 *                 
43   46   13.78485          0.14909           1.99727           0.0054            *                 *                 
43   47   11.40116          0.00395           2.99872           0.00404           *                 *                 
43   48   13.33328          0.00258           3.10311           0.00419           *                 *                 
43   49   11.01036          0.0039            4.00584           0.00697           *                 *                 
43   50   12.75173          0.00326           4.0865            0.001             *                 *                 
43   51   8.62353           0.0042            4.64022           0.00408           *                 *                 
43   52   9.93434           0.00651           4.89625           0.00508           *                 *                 
43   53   7.87161           0.00723           5.39875           0.00515           -21.31            0.09023           
43   54   9.47411           0.00659           5.71852           0.00412           -16.39858         0.11018           
43   55   7.2791            0.00532           6.17649           0.00338           -13.36579         0.03308           
