Z    N    S1n(MeV)          S1n_Err(MeV)      S1p(MeV)          S1p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
55   74   9.63898           0.0071            4.92792           0.00468           -17.72569         0.03015           
55   75   7.47181           0.00952           5.49265           0.00836           -15.72429         0.06481           
55   76   9.23036           0.00973           5.46729           0.00497           -13.75813         0.04726           
55   77   7.16521           0.00508           6.02809           0.00104           -11.92523         0.02889           
55   78   8.98957           0.00104           6.08094           1e-05             -10.13335         0.0125            
55   79   6.89154           1e-05             6.53655           0.0024            -8.36316          0.02032           
55   80   8.76181           0.00099           6.74479           0.00099           -6.64578          0.01186           
55   81   6.82837           0.00213           7.21452           0.00417           -4.99834          0.01161           
55   82   8.27823           0.00187           7.40542           0.00036           -3.34391          0.00814           
55   83   4.41265           0.00916           7.7925            0.00916           0.24698           0.01443           
55   84   5.8853            0.00968           8.01766           0.00421           4.11788           0.00841           
55   85   4.4205            0.00878           8.6945            0.00848           7.63798           0.01027           
55   86   5.49874           0.0122            8.78004           0.00949           11.53812          0.00933           
55   87   4.10834           0.0116            9.60622           0.00763           13.27293          0.00726           
55   88   5.23228           0.01036           9.73484           0.00804           15.39274          0.00781           
55   89   3.66716           0.02151           10.35745          0.02066           17.47916          0.02032           
55   90   4.85438           0.02158           10.47109          0.01051           19.57152          0.01156           
55   91   3.32727           0.00952           11.10601          0.01155           21.37063          0.03494           
55   92   4.68101           0.00887           11.25409          0.02563           23.524            0.01794           
55   93   3.06219           0.0155            *                 *                 25.62448          0.01991           
56   58   *                 *                 1.42987           0.10303           *                 *                 
56   63   *                 *                 3.46969           0.20067           *                 *                 
56   64   12.36987          0.36084           3.87256           0.30049           *                 *                 
56   65   9.92752           0.33202           4.14517           0.14225           *                 *                 
56   66   11.93542          0.14462           4.79558           0.03139           *                 *                 
56   67   9.11733           0.03046           4.79916           0.0358            *                 *                 
56   68   11.50614          0.0174            5.3351            0.0174            *                 *                 
56   69   8.65051           0.01664           5.2266            0.01378           *                 *                 
56   70   11.07225          0.01664           5.87092           0.0147            *                 *                 
56   71   8.21936           0.01689           5.75609           0.0154            *                 *                 
56   72   10.63187          0.01249           6.42731           0.00762           *                 *                 
56   73   7.75602           0.01124           6.42059           0.0119            *                 *                 
56   74   10.26966          0.01058           7.05127           0.00517           -20.66531         0.02806           
56   75   7.4935            0.0003            7.07296           0.00874           -18.9157          0.02764           
56   76   9.8226            0.0027            7.6652            0.00507           -17.00921         0.02423           
56   77   7.18991           0.00036           7.6899            0.00143           -15.22124         0.04659           
56   78   9.46756           0.00104           8.16789           0.0003            -13.30342         0.01182           
56   79   6.97196           0.0001            8.24831           0.00031           -11.63689         0.01913           
56   80   9.10774           4e-05             8.59425           0.00104           -9.68763          0.01182           
56   81   6.90563           7e-05             8.67151           0.00186           -8.13667          0.01174           
56   82   8.61172           4e-05             9.005             0.00018           -6.24333          0.01161           
56   83   4.72343           4e-05             9.31578           0.00916           -2.89981          0.0276            
56   84   6.42692           0.00794           9.8574            0.00853           0.98956           0.00865           
56   85   4.53459           0.00947           9.97149           0.00975           4.46              0.00622           
56   86   6.18095           0.00796           10.65371          0.01094           8.10772           0.00606           
56   87   4.16625           0.00898           10.71162          0.00978           10.06504          0.00689           
56   88   5.90124           0.00983           11.38058          0.01041           11.98084          0.00727           
56   89   3.82037           0.01108           11.53379          0.02184           13.91578          0.00859           
56   90   5.50223           0.02252           12.18164          0.02275           15.97878          0.02091           
56   91   3.38826           0.02873           12.24263          0.01996           17.88272          0.0198            
56   92   5.40102           0.0661            12.96264          0.06363           19.81426          0.06312           
56   93   3.59789           0.44232           13.49834          0.438             21.25516          0.43781           
57   60   *                 *                 -0.8201           0.003             *                 *                 
57   67   *                 *                 1.89263           0.05795           *                 *                 
57   68   11.57219          0.06235           1.95868           0.02884           *                 *                 
57   69   9.2853            0.09417           2.59347           0.09117           *                 *                 
57   70   10.99396          0.09417           2.51518           0.02885           *                 *                 
57   71   8.80064           0.06034           3.09646           0.05562           *                 *                 
57   72   10.77046          0.05848           3.23505           0.02185           *                 *                 
57   73   8.37411           0.0336            3.85314           0.02802           *                 *                 
57   74   10.21321          0.03813           3.79668           0.02806           *                 *                 
57   75   8.02571           0.04586           4.32889           0.03645           *                 *                 
57   76   9.84205           0.04586           4.34834           0.02796           -20.08674         0.05754           
57   77   7.79558           0.03432           4.95401           0.01995           -18.4799          0.06109           
57   78   9.49598           0.02205           4.98243           0.00943           -16.59124         0.07604           
57   79   7.46548           0.054             5.47595           0.05317           -14.86756         0.08717           
57   80   9.17453           0.0532            5.54274           0.00163           -13.06784         0.01315           
57   81   7.44981           0.00358           6.08692           0.00319           -11.5787          0.02792           
57   82   8.77835           0.00252           6.25354           0.00201           -9.72573          0.01373           
57   83   5.16098           4e-05             6.69109           0.00201           -6.10216          0.02433           
57   84   6.68708           0.00429           6.95125           0.00891           -2.40871          0.0146            
57   85   5.16391           0.00744           7.58057           0.00824           1.11782           0.02442           
57   86   6.21861           0.00956           7.61822           0.00942           4.78914           0.00788           
57   87   4.74945           0.01487           8.20143           0.01459           6.56644           0.01327           
57   88   6.05698           0.01783           8.35717           0.01419           8.43216           0.01259           
57   89   4.28628           0.03578           8.82308           0.03467           10.40403          0.03389           
57   90   5.69942           0.03528           9.02027           0.02345           12.36387          0.0108            
57   91   4.10166           0.02222           9.73368           0.02773           14.15698          0.02029           
57   92   5.5825            0.20121           9.91515           0.20996           15.84434          0.20028           
57   93   3.98137           0.47931           10.29863          0.6175            17.46717          0.43593           
57   94   5.25168           0.61585           *                 *                 20.07573          0.4355            
58   68   *                 *                 4.35004           0.03817           *                 *                 
58   69   9.2301            0.04018           4.29484           0.095             *                 *                 
58   70   11.6259           0.04018           4.92678           0.03817           *                 *                 
58   71   8.8249            0.03952           4.95104           0.0612            *                 *                 
58   72   11.20673          0.03952           5.3873            0.03517           *                 *                 
58   73   8.35685           0.04309           5.37004           0.04182           *                 *                 
58   74   10.83377          0.03865           5.99061           0.03462           *                 *                 
58   75   8.01864           0.02618           5.98354           0.03987           *                 *                 
58   76   10.48599          0.02614           6.62748           0.03459           *                 *                 
58   77   7.8546            0.02283           6.68649           0.02242           -21.75896         0.15497           
58   78   9.96352           0.01027           7.15403           0.00943           -19.69748         0.0125            
58   79   7.48153           0.00016           7.17008           0.05317           -17.89206         0.0424            
58   80   9.72365           0.00494           7.7192            0.0052            -16.07316         0.0128            
58   81   7.44826           0.00833           7.71765           0.00739           -14.56764         0.01307           
58   82   9.19954           0.00716           8.13885           0.00173           -12.62015         0.0126            
58   83   5.42814           0.0001            8.40602           0.00173           -9.49901          0.00863           
58   84   7.17159           0.00252           8.89052           0.00466           -5.54672          0.00357           
58   85   5.1448            9e-05             8.87141           0.00585           -2.08952          0.0033            
58   86   6.89652           0.00336           9.54933           0.00784           1.53366           0.00266           
58   87   4.70647           0.03399           9.50634           0.03629           3.5843            0.0339            
58   88   6.63968           0.03762           10.08904          0.02041           5.36092           0.01659           
58   89   4.44982           0.01842           10.25258          0.03469           7.25246           0.00867           
58   90   6.45583           0.0141            11.00899          0.01549           8.93786           0.01126           
58   91   4.34282           0.01518           11.25015          0.022             10.46582          0.01033           
58   92   6.24826           0.01555           11.91591          0.2006            12.20428          0.01176           
58   93   4.44951           0.02121           12.38406          0.43583           13.35123          0.01774           
59   62   *                 *                 -0.8896           0.01              *                 *                 
59   69   *                 *                 1.64039           0.0415            *                 *                 
59   70   11.51412          0.04215           1.52861           0.04086           *                 *                 
59   71   9.47322           0.07085           2.17693           0.07009           *                 *                 
59   72   11.19652          0.07962           2.16672           0.05468           *                 *                 
59   73   8.99812           0.05516           2.80799           0.0437            *                 *                 
59   74   10.78144          0.03146           2.75566           0.02396           *                 *                 
59   75   8.66173           0.02385           3.39875           0.02608           *                 *                 
59   76   10.47919          0.0235            3.39194           0.02356           *                 *                 
59   77   8.47581           0.01646           4.01315           0.01538           *                 *                 
59   78   9.93265           0.01405           3.98229           0.00813           -23.0558          0.00924           
59   79   8.00355           0.0138            4.5043            0.01116           -21.38425         0.03009           
59   80   9.75619           0.01335           4.53685           0.00884           -19.42076         0.01529           
59   81   7.94061           0.0098            5.0292            0.00934           -17.70215         0.05191           
59   82   9.39887           0.00612           5.22853           0.0012            -16.09001         0.01274           
59   83   5.84315           8e-05             5.64353           0.0012            -12.47401         0.03016           
59   84   7.35209           0.00192           5.82403           0.00187           -8.82695          0.01115           
59   85   5.75359           0.00276           6.43282           0.00326           -5.13138          0.01107           
59   86   6.94674           0.00744           6.48304           0.00748           -1.63443          0.00758           
59   87   5.12638           0.03553           6.90295           0.04859           0.43654           0.03532           
59   88   6.83438           0.03825           7.09765           0.02274           2.10069           0.01602           
59   89   5.16267           0.02184           7.8105            0.01731           3.76391           0.01805           
59   90   6.57526           0.01799           7.92993           0.01493           5.40175           0.01063           
59   91   5.33243           0.01337           8.91954           0.01365           6.49175           0.01096           
59   92   6.55047           0.01473           9.22175           0.01651           7.87322           0.01169           
59   93   5.04975           0.02189           9.82198           0.02563           9.13019           0.01858           
59   94   5.88172           0.02202           *                 *                 11.79876          0.01196           
59   95   4.60783           0.11363           *                 *                 13.63314          0.11301           
59   96   5.38161           0.11431           *                 *                 16.40282          0.01725           
60   70   *                 *                 4.11164           0.04086           *                 *                 
60   71   9.24312           0.03922           3.88155           0.06992           *                 *                 
60   72   11.72909          0.03665           4.41412           0.05286           *                 *                 
60   73   8.97788           0.05249           4.39389           0.0548            *                 *                 
60   74   11.38538          0.04805           4.99782           0.0172            *                 *                 
60   75   8.63849           0.02248           4.97459           0.0279            *                 *                 
60   76   11.05699          0.02248           5.5524            0.01671           *                 *                 
60   77   8.4566            0.01666           5.53318           0.0164            *                 *                 
60   78   10.50506          0.0165            6.10559           0.01417           *                 *                 
60   79   8.06695           0.02994           6.16899           0.02973           *                 *                 
60   80   10.31629          0.02781           6.72908           0.00854           -22.47664         0.02816           
60   81   8.00504           0.00475           6.79351           0.00673           -20.96841         0.02003           
60   82   9.82867           0.00315           7.22331           0.00142           -18.99047         0.02798           
60   83   6.12357           7e-05             7.50373           0.00142           -15.77093         0.20031           
60   84   7.81704           5e-05             7.96868           0.00137           -11.98845         0.02798           
60   85   5.75531           0.00023           7.97041           0.00241           -8.50563          0.01976           
60   86   7.56523           9e-05             8.5889            0.00704           -4.84008          0.00392           
60   87   5.2922            9e-05             8.75471           0.03483           -2.7898           0.00146           
60   88   7.33256           0.00166           9.2529            0.01594           -1.13867          0.00184           
60   89   5.03879           7e-05             9.12901           0.01509           0.75155           0.00357           
60   90   7.37561           0.00187           9.92936           0.00996           2.08418           0.00601           
60   91   5.33455           0.0001            9.93148           0.00909           3.24575           0.00283           
60   92   7.27774           0.02446           10.65875          0.0271            4.55751           0.02446           
60   93   5.25221           0.02464           10.8612           0.01874           5.55225           0.003             
60   94   6.566             0.05271           11.54548          0.05397           7.88098           0.05263           
60   95   4.53006           0.05343           11.46772          0.11338           9.78616           0.00923           
60   96   6.26124           0.20024           12.34735          0.20077           12.06127          0.20004           
60   97   4.05922           0.20158           *                 *                 14.36193          0.02495           
61   72   *                 *                 1.27081           0.05582           *                 *                 
61   73   9.40242           0.07659           1.69535           0.07419           *                 *                 
61   74   11.38464          0.09502           1.69461           0.07637           *                 *                 
61   75   9.18916           0.10229           2.24528           0.07167           *                 *                 
61   76   10.97425          0.07029           2.16253           0.0176            *                 *                 
61   77   8.93895           0.03065           2.64489           0.03012           *                 *                 
61   78   10.63132          0.03089           2.77114           0.01787           *                 *                 
61   79   8.78455           0.0278            3.48874           0.03674           -27.73144         0.80086           
61   80   10.38053          0.02798           3.55298           0.01439           -25.98208         0.10618           
61   81   8.69044           0.02742           4.23838           0.02382           -24.58253         0.70095           
61   82   9.88992           0.02378           4.29964           0.00268           -22.54147         0.05132           
61   83   6.52676           0.00153           4.70283           0.00265           -19.04791         0.0281            
61   84   7.9227            0.00153           4.80849           0.00253           -14.87906         0.10921           
61   85   6.25815           0.0048            5.31133           0.00412           -11.6907          0.04504           
61   86   7.65927           0.00413           5.40536           0.00048           -8.29959          0.00812           
61   87   5.89477           0.00565           6.00794           0.00565           -6.32863          0.0137            
61   88   7.26986           0.00588           5.94523           0.00245           -4.57559          0.00398           
61   89   5.6042            0.02009           6.51064           0.02009           -2.49142          0.02131           
61   90   7.86024           0.02049           6.99528           0.00447           -1.76256          0.00599           
61   91   5.93944           0.02627           7.60017           0.02589           -0.53727          0.04765           
61   92   7.46496           0.02743           7.78739           0.02609           0.66551           0.00986           
61   93   5.93547           0.04719           8.47065           0.04641           1.64433           0.06478           
61   94   6.49927           0.04657           8.40393           0.05285           4.31012           0.01092           
61   95   5.29503           0.00592           9.16889           0.00982           5.92715           0.00527           
61   96   6.20472           0.00786           9.11237           0.20015           8.46639           0.00711           
61   97   4.86348           0.01515           9.91664           0.02831           10.38146          0.01353           
61   98   5.53639           0.01677           *                 *                 12.97808          0.01012           
62   73   *                 *                 3.40744           0.16506           *                 *                 
62   74   12.02499          0.15513           4.04779           0.07648           *                 *                 
62   75   9.28695           0.0442            4.14558           0.08105           *                 *                 
62   76   11.54255          0.04401           4.71389           0.0176            *                 *                 
62   77   8.95377           0.01607           4.72871           0.0298            *                 *                 
62   78   11.14703          0.01657           5.24442           0.01847           *                 *                 
62   79   8.54929           0.01514           5.00917           0.02571           *                 *                 
62   80   11.12388          0.00895           5.75252           0.01431           *                 *                 
62   81   8.602             0.00358           5.66408           0.02375           -27.34821         0.01334           
62   82   10.5197           0.00235           6.29386           0.00271           -25.39545         0.00734           
62   83   6.7571            0.0003            6.5242            0.00267           -22.40872         0.00671           
62   84   8.41631           0.00285           7.01781           0.00375           -18.44139         0.00737           
62   85   6.34136           0.00283           7.10102           0.00412           -15.07032         0.00895           
62   86   8.14123           0.00026           7.58297           0.00038           -11.47671         0.00881           
62   87   5.87079           0.00089           7.55899           0.00557           -9.43983          0.00919           
62   88   7.98672           0.00038           8.27585           0.00191           -7.74154          0.00426           
62   89   5.59646           0.00011           8.26811           0.02              -5.82387          0.00315           
62   90   8.25764           0.00061           8.66551           0.00452           -4.64473          0.00455           
62   91   5.8684            0.00013           8.59447           0.02589           -3.41674          0.00391           
62   92   7.96681           0.00085           9.09632           0.0091            -2.06127          0.00746           
62   93   5.80696           0.00027           8.96781           0.0463            -1.03527          0.00965           
62   94   7.24093           0.0085            9.70947           0.00976           1.16853           0.00847           
62   95   5.38846           0.00963           9.8029            0.00569           2.74698           0.00682           
62   96   6.64398           0.00657           10.24217          0.00852           5.15711           0.00543           
62   97   5.02885           0.00766           10.40754          0.01469           6.95936           0.00613           
62   98   6.09833           0.00837           10.96948          0.01164           9.43794           0.00598           
62   99   4.50849           0.00901           *                 *                 11.38384          0.00686           
63   67   *                 *                 -1.028            0.015             *                 *                 
63   68   *                 *                 -0.94709          0.00527           *                 *                 
63   74   *                 *                 0.62398           0.01324           *                 *                 
63   75   9.67509           0.02829           1.01211           0.05078           *                 *                 
63   76   11.71969          0.03088           1.18925           0.01768           *                 *                 
63   77   9.65921           0.05319           1.89469           0.05267           *                 *                 
63   78   11.01101          0.05307           1.75866           0.01777           *                 *                 
63   79   9.45916           0.03269           2.66853           0.03131           *                 *                 
63   80   10.99915          0.0321            2.5438            0.01141           *                 *                 
63   81   9.44915           0.0154            3.39095           0.01106           -31.00962         0.01372           
63   82   10.44369          0.01115           3.31494           0.00271           -28.8714          0.00807           
63   83   7.19735           0.00653           3.75519           0.00595           -25.87932         0.00893           
63   84   8.49853           0.00635           3.83742           0.00361           -21.78766         0.00565           
63   85   6.82589           0.01025           4.32195           0.01002           -18.30817         0.08443           
63   86   8.2131            0.0107            4.39382           0.00383           -14.79453         0.01258           
63   87   6.42244           0.00721           4.94547           0.00619           -12.84635         0.01546           
63   88   7.93194           0.00618           4.89069           0.00055           -11.03012         0.00834           
63   89   6.30672           0.0001            5.60095           0.00054           -9.28348          0.01258           
63   90   8.55028           0.00012           5.89359           0.00069           -8.35512          0.00502           
63   91   6.44222           0.00024           6.46741           0.00074           -7.09881          0.00821           
63   92   8.15129           0.0004            6.65189           0.00117           -5.77855          0.01748           
63   93   6.33577           0.00339           7.1807            0.00351           -4.60358          0.0601            
63   94   7.44768           0.00535           7.38745           0.00943           -2.62608          0.02385           
63   95   5.8676            0.0111            7.86658           0.01115           -1.06759          0.02898           
63   96   6.85941           0.01112           8.08201           0.00651           1.28625           0.00526           
63   97   5.50849           0.01043           8.56166           0.01118           2.90227           0.01777           
63   98   6.38238           0.01407           8.8457            0.01195           5.40575           0.01064           
63   99   4.98319           0.03673           9.32041           0.03588           7.33814           0.03536           
63   100  5.8528            0.07441           *                 *                 9.89345           0.06555           
64   76   *                 *                 3.6732            0.03088           *                 *                 
64   77   9.51327           0.03423           3.52726           0.0552            *                 *                 
64   78   11.80661          0.03423           4.32286           0.03067           *                 *                 
64   79   9.3431            0.20224           4.2068            0.20256           *                 *                 
64   80   11.59952          0.20224           4.80717           0.03003           *                 *                 
64   81   9.23813           0.0342            4.59616           0.02247           *                 *                 
64   82   11.23078          0.02013           5.38325           0.0047            -31.76377         0.00786           
64   83   7.34248           0.00403           5.52837           0.00607           -28.74914         0.03824           
64   84   8.9837            0.00123           6.01354           0.00236           -24.79034         0.01036           
64   85   6.929             0.00313           6.11665           0.01047           -21.3854          0.02815           
64   86   8.70824           0.00675           6.61179           0.00707           -17.93262         0.01822           
64   87   6.49612           0.00661           6.68547           0.00676           -15.92245         0.01675           
64   88   8.5895            0.00285           7.34303           0.0007            -14.20654         0.0089            
64   89   6.24695           0.00013           7.28327           0.00071           -12.41395         0.0093            
64   90   8.89472           0.00017           7.6277            0.00073           -11.10093         0.00493           
64   91   6.43524           0.00018           7.62073           0.00077           -9.86069          0.00604           
64   92   8.53635           7e-05             8.00579           0.00087           -8.3232           0.02466           
64   93   6.35988           0.00015           8.0299            0.00341           -7.40983          0.02653           
64   94   7.93739           6e-05             8.51961           0.0042            -5.38574          0.02525           
64   95   5.94321           8e-05             8.59522           0.01032           -4.0004           0.0036            
64   96   7.45162           0.00074           9.18743           0.00438           -1.87751          0.02429           
64   97   5.6354            0.001             9.31433           0.00964           -0.30422          0.00888           
64   98   6.84589           0.00393           9.77785           0.01114           2.05412           0.00399           
64   99   5.1048            0.00933           9.89946           0.03622           3.85384           0.00962           
65   70   *                 *                 -1.188            0.007             *                 *                 
65   76   12.12988          0.80738           0.04754           0.10891           *                 *                 
65   77   10.09             0.70842           0.62426           0.70084           *                 *                 
65   78   11.93099          0.70243           0.74864           0.05836           *                 *                 
65   79   10.02031          0.05836           1.42585           0.20224           *                 *                 
65   80   12.09155          0.11269           1.91788           0.11269           *                 *                 
65   81   9.44652           0.11803           2.12626           0.049             *                 *                 
65   82   11.05037          0.04552           1.94585           0.00863           -34.76826         0.0106            
65   83   7.86573           0.01485           2.46911           0.01259           -31.77205         0.01613           
65   84   9.0229            0.01293           2.50831           0.00335           *                 *                 
65   85   7.68837           0.00805           3.26768           0.00794           *                 *                 
65   86   8.5891            0.00831           3.14854           0.00717           -20.85075         0.01984           
65   87   7.16473           0.0402            3.81715           0.0401            -18.99664         0.06723           
65   88   8.66774           0.04018           3.89539           0.00385           -17.34001         0.01258           
65   89   6.91428           0.04546           4.56272           0.0453            -15.72917         0.04755           
65   90   9.16506           0.04634           4.83307           0.00979           -14.62414         0.01395           
65   91   6.91206           0.01046           5.30989           0.00368           -13.25625         0.01477           
65   92   8.74395           0.00369           5.51749           0.00033           -12.05416         0.02797           
65   93   6.77855           0.00102           5.93617           0.00099           -10.76747         0.02526           
65   94   8.13301           0.00064           6.13179           0.00076           -8.96197          0.02797           
65   95   6.37521           0.00013           6.56379           0.00077           -7.53423          0.03429           
65   96   7.69665           0.00055           6.80882           0.00104           -5.56288          0.02798           
65   97   6.28569           0.03639           7.4591            0.0364            -4.19817          0.04473           
65   98   6.99143           0.03658           7.60464           0.00564           -1.86735          0.00678           
65   99   5.55321           0.10008           8.05305           0.10036           -0.17393          0.10293           
65   101  *                 *                 *                 *                 4.00359           0.07096           
66   77   *                 *                 2.8984            0.70068           *                 *                 
66   78   12.47246          0.01488           3.43987           0.05173           *                 *                 
66   79   9.74383           0.00969           3.16339           0.0287            *                 *                 
66   80   12.38364          0.00935           3.45548           0.10938           *                 *                 
66   81   9.71244           0.0111            3.7214            0.04573           *                 *                 
66   82   11.73483          0.01243           4.40586           0.01189           *                 *                 
66   83   7.90768           0.01209           4.4478            0.01505           *                 *                 
66   84   9.68501           0.01              5.1099            0.00529           *                 *                 
66   85   7.51412           0.00503           4.93565           0.00788           -27.21006         0.30051           
66   86   9.43678           0.00524           5.78334           0.00594           -23.84749         0.14978           
66   87   7.09639           0.00588           5.715             0.04019           *                 *                 
66   88   9.32228           0.00834           6.36954           0.00832           -20.46182         0.0188            
66   89   6.83296           0.01213           6.28822           0.04631           -18.65294         0.01921           
66   90   9.44473           0.0096            6.56789           0.00979           -17.26324         0.00937           
66   91   6.96691           0.00513           6.62273           0.00629           -16.00266         0.01204           
66   92   9.05411           0.00513           6.93289           0.00245           -14.39711         0.0083            
66   93   6.8311            0.0026            6.98544           0.00132           -13.32853         0.01782           
66   94   8.57691           0.00142           7.42934           0.00117           -11.51002         0.00727           
66   95   6.45439           8e-05             7.50851           0.00117           -10.2164          0.01535           
66   96   8.19699           6e-05             8.00886           0.00126           -8.35513          0.01536           
66   97   6.27101           5e-05             7.99418           0.03636           -7.08208          0.01536           
66   98   7.65811           7e-05             8.66086           0.004             -4.95055          0.01537           
66   99   5.71596           5e-05             8.82361           0.1               -3.31722          0.02655           
66   100  7.0435            0.0004            *                 *                 -0.98905          0.00711           
66   101  5.41715           0.06023           9.33481           0.09235           0.65995           0.06036           
66   102  6.70026           0.1524            *                 *                 3.02233           0.14001           
66   103  5.10893           0.33166           *                 *                 4.78039           0.30067           
67   73   *                 *                 -1.0939           0.01              *                 *                 
67   74   *                 *                 -1.17678          0.00743           *                 *                 
67   77   *                 *                 -0.27046          0.01555           *                 *                 
67   78   12.58191          0.01129           -0.16101          0.01034           *                 *                 
67   79   10.18943          0.00995           0.28459           0.00927           *                 *                 
67   80   12.59019          0.00827           0.49114           0.00836           *                 *                 
67   81   10.30538          0.08398           1.08409           0.0843            *                 *                 
67   82   11.72674          0.08469           1.076             0.01243           *                 *                 
67   83   8.37062           0.01855           1.53894           0.01687           *                 *                 
67   84   9.74817           0.01636           1.60211           0.00894           *                 *                 
67   85   8.05335           0.01502           2.14134           0.01292           *                 *                 
67   86   9.47865           0.01347           2.1832            0.00653           -26.63926         0.15012           
67   87   7.69853           0.00951           2.78534           0.00904           *                 *                 
67   88   9.47154           0.01929           2.9346            0.01896           -23.49449         0.02599           
67   89   7.51074           0.06249           3.61239           0.06076           -21.77942         0.08081           
67   90   9.42519           0.06443           3.59284           0.02349           -20.39231         0.02639           
67   91   7.42608           0.03584           4.05201           0.02749           -18.9754          0.03104           
67   92   9.21326           0.02726           4.21116           0.00373           -17.62093         0.03779           
67   93   7.12451           0.0153            4.50457           0.01507           -16.11279         0.05877           
67   94   8.88586           0.01516           4.81351           0.00216           -14.63493         0.02803           
67   95   6.91559           0.00361           5.27471           0.00311           -13.20979         0.0751            
67   96   8.40811           0.00311           5.48583           5e-05             -11.58693         0.02796           
67   97   6.67448           0.00141           5.8893            0.00141           -10.33913         0.02799           
67   98   7.98882           0.00115           6.22001           0.00083           -8.45676          0.02656           
67   99   6.24364           2e-05             6.74769           0.00083           -7.05035          0.02982           
67   100  7.28061           0.00525           6.98481           0.00527           -4.7795           0.0321            
67   101  5.85186           0.03045           7.41952           0.06728           -2.99332          0.0494            
67   102  6.80732           0.03608           7.52658           0.14142           -0.71261          0.02028           
67   103  5.51282           0.05385           7.93047           0.3048            1.06754           0.05278           
67   104  6.35159           0.60208           *                 *                 3.30944           0.6               
68   78   *                 *                 2.49088           0.01002           *                 *                 
68   79   10.35711          0.03878           2.65856           0.03876           *                 *                 
68   80   12.9425           0.03954           3.01087           0.0114            *                 *                 
68   81   10.33394          0.02976           3.03943           0.08837           *                 *                 
68   82   12.16101          0.03281           3.4737            0.02095           *                 *                 
68   83   8.50629           0.02381           3.60937           0.02173           *                 *                 
68   84   10.30541          0.01869           4.16661           0.01211           *                 *                 
68   85   8.03954           0.01223           4.1528            0.01517           *                 *                 
68   86   10.20773          0.01039           4.88189           0.00682           *                 *                 
68   87   7.67549           0.00759           4.85885           0.01008           *                 *                 
68   88   10.07384          0.02537           5.46114           0.0302            -26.39481         0.15177           
68   89   7.27325           0.03618           5.22364           0.0656            *                 *                 
68   90   9.96149           0.03659           5.75995           0.03445           -23.20142         0.03069           
68   91   7.32854           0.02549           5.66241           0.02733           -21.70843         0.01721           
68   92   9.57451           0.02453           6.02366           0.02445           -20.12528         0.02606           
68   93   7.2087            0.02579           6.10785           0.01736           -18.88694         0.0242            
68   94   9.20423           0.00874           6.42622           0.00219           -17.16551         0.00898           
68   95   6.90452           0.00458           6.41515           0.00553           -15.90404         0.02521           
68   96   8.84648           0.00458           6.85352           0.00013           -14.12439         0.01584           
68   97   6.65004           0.00059           6.82908           0.00154           -12.8861          0.02796           
68   98   8.47575           0.00129           7.31601           0.00092           -11.06706         0.02797           
68   99   6.43646           0.00018           7.50882           0.00093           -9.82342          0.02797           
68   100  7.77131           0.00012           7.99952           0.00521           -7.63062          0.02797           
68   101  6.00325           0.00015           8.1509            0.03              -6.20621          0.02797           
68   102  7.25689           0.00146           8.60047           0.02              -3.85483          0.02799           
