Z    N    S2p:  SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         AME2003(MeV)      AME2003 Err(MeV)  AME2016(MeV)      AME2016 Err(MeV)  
4    2          4.394452          3.488855          2.756413          1.410638          3.254171          2.273563          2.528             2.083             3.482             *                 -1.37209          0.00545           -1.37218          0.00545           
4    4          18.943596         19.911555         19.321716         18.286275         21.419458         20.178963         22.004            22.735            18.648            15.224            27.23137          0.00076           27.22837          6e-05             
4    6          31.699089         33.152559         33.438984         31.362726         34.870089         33.911434         33.213            33.277            32.346            26.307            33.56931          0.00688           33.58013          0.00012           
4    8          39.778692         42.18634          43.166752         39.939963         42.250188         41.608171         *                 *                 *                 35.231            38.31064          0.07159           38.69732          0.09287           
4    10         45.288825         *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
4    12         50.619071         *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
4    14         55.826085         *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
6    2          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 -2.14117          0.0237            -2.11129          0.01904           
6    4          10.817029         9.790339          10.099179         10.214857         9.440334          10.650364         6.954             6.325             10.953            8.102             3.82093           0.0004            3.82094           8e-05             
6    6          22.926307         22.276348         22.623375         22.87543          22.801536         24.590169         24.26             23.148            24.325            23.112            27.18461          0.0004            27.18543          8e-05             
6    8          32.378426         32.676274         33.143703         32.472839         32.666915         34.909234         35.269            34.455            34.045            31.898            36.63455          0.01501           36.63581          0.00191           
6    10         40.029295         40.484175         41.249008         39.961053         40.538226         41.699363         *                 *                 *                 37.376            40.83831          0.13229           40.83831          0.13229           
6    12         46.441631         47.544642         48.173406         46.342992         46.982985         47.620718         *                 *                 *                 42.861            *                 *                 47.10581          0.16849           
6    14         52.263965         53.593182         54.348332         51.970293         52.572851         52.926184         *                 *                 *                 *                 *                 *                 *                 *                 
6    16         57.168009         58.905568         59.855358         56.930628         57.357836         57.677355         *                 *                 *                 *                 *                 *                 *                 *                 
8    4          0.452513          0.440942          0.518453          1.576178          *                 1.031653          1.457             1.551             2.107             2.844             -1.77133          0.01846           -1.638            0.024             
8    6          9.55238           10.404373         10.717029         10.778793         9.428947          10.871443         11.286            12.311            11.375            11.115            6.57059           0.00011           6.57016           3e-05             
8    8          19.073224         20.143879         20.548748         20.487719         19.070687         21.90204          22.435            23.721            22.203            21.923            22.33484          0.0               22.33484          0.0               
8    10         26.737806         28.238796         28.963488         28.868321         27.441249         30.891861         30.842            31.827            30.421            29.413            29.05359          0.00363           29.05489          0.00358           
8    12         33.970717         35.506309         36.635922         35.951625         34.814562         38.354397         37.894            38.72             37.101            35.536            35.70666          0.03001           35.70103          0.03001           
8    14         40.13428          42.082044         43.226961         42.102495         41.103423         44.50053          43.879            43.739            43.426            41.194            42.8514           0.24584           42.79847          0.23755           
8    16         45.183071         47.829476         48.791731         47.17687          46.160659         49.424518         50.593            *                 49.822            46.631            *                 *                 49.68874          0.2842            
8    18         49.551022         52.717972         53.683955         51.520461         50.115522         53.374484         *                 *                 *                 50.501            *                 *                 *                 *                 
8    20         53.502609         *                 *                 54.960883         53.270028         *                 *                 *                 *                 *                 *                 *                 *                 *                 
10   6          1.057568          0.324437          *                 *                 0.57649           *                 *                 *                 *                 *                 -1.41116          0.02048           -1.40105          0.02048           
10   8          8.627557          8.263751          7.647296          7.314833          8.945399          7.628945          5.494             4.902             6.053             5.959             4.52377           0.00028           4.52333           0.00036           
10   10         14.876363         15.064369         14.895871         15.295402         16.355973         16.810388         15.207            15.965            14.961            14.092            20.83835          0.00062           20.83706          0.0               
10   12         21.62714          21.48504          22.612895         22.79955          23.355976         24.699625         23.757            23.355            22.832            21.357            26.40012          0.00108           26.39883          0.00089           
10   14         26.446453         27.455157         27.825343         27.876194         29.653086         29.645523         27.798            27.241            26.937            25.796            29.81361          0.05693           29.81262          0.05692           
10   16         31.05808          32.767994         33.119957         32.876067         34.526185         34.322621         31.957            31.784            31.342            30.1              33.21873          0.23775           32.59723          0.1659            
10   18         35.321673         37.41431          37.99034          37.412321         38.566945         38.853485         37.029            36.688            36.273            34.352            *                 *                 37.93924          0.20761           
10   20         39.318604         41.894347         42.726344         41.752447         42.385646         42.843118         42.113            41.885            41.0              38.468            *                 *                 *                 *                 
10   22         44.104078         45.59445          *                 45.271065         45.514833         45.613454         *                 *                 *                 *                 *                 *                 *                 *                 
10   24         48.846746         50.527903         52.354881         49.865441         49.666461         49.129372         *                 *                 *                 *                 *                 *                 *                 *                 
10   26         51.946399         *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
10   28         53.736378         *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
10   32         56.485744         *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
12   8          5.031279          3.949659          3.187255          3.356982          3.875098          3.236559          1.855             1.415             2.544             2.831             2.32476           0.027             2.41786           0.0019            
12   10         11.931061         10.181899         10.957068         10.827391         10.70588          10.874464         10.129            8.112             10.291            9.824             7.93297           0.00134           7.93594           0.00031           
12   12         17.892063         17.219572         17.693358         17.388412         17.657731         18.215268         17.893            16.434            17.857            18.244            20.48679          2e-05             20.48679          2e-05             
12   14         22.631893         22.282043         22.958949         22.893024         23.689422         24.324067         23.475            23.183            23.159            22.804            24.841            0.00039           24.84084          0.00051           
12   16         27.10108          27.481287         27.901358         27.73702          28.761495         29.04844          28.411            28.374            27.354            26.778            30.02619          0.02685           30.0779           0.01854           
12   18         31.527417         32.333048         32.91218          32.592277         33.360818         34.178844         32.49             32.138            31.7              30.855            34.73321          0.14692           34.7615           0.12611           
12   20         35.77287          36.97008          37.641345         37.040575         37.646159         38.699761         37.076            36.352            36.458            35.162            38.63475          0.57101           38.68696          0.25327           
12   22         40.228864         41.360778         41.975858         41.22214          41.682202         42.589067         *                 *                 40.654            38.631            *                 *                 *                 *                 
12   24         43.927637         45.220554         46.350828         45.128713         45.379896         46.32432          *                 *                 45.026            42.278            *                 *                 *                 *                 
12   26         47.379562         48.84409          50.145076         48.613448         48.681465         49.587722         *                 *                 *                 45.105            *                 *                 *                 *                 
12   28         50.152201         51.784885         53.31246          51.300784         51.239735         51.880071         *                 *                 *                 47.276            *                 *                 *                 *                 
12   30         52.35276          54.491067         *                 53.815566         53.814024         53.674982         *                 *                 *                 *                 *                 *                 *                 *                 
12   32         54.151454         56.652906         *                 55.549864         55.567323         55.419434         *                 *                 *                 *                 *                 *                 *                 *                 
12   34         *                 *                 *                 *                 57.453376         57.221473         *                 *                 *                 *                 *                 *                 *                 *                 
14   8          2.344466          0.815938          0.345354          0.62903           0.543498          0.270237          *                 *                 *                 0.005             *                 *                 *                 *                 
14   10         6.762383          6.602356          5.25232           5.249093          6.429112          4.919362          2.689             2.852             3.591             4.077             *                 *                 *                 *                 
14   12         11.614492         11.505017         10.598007         10.849939         12.314985         10.61935          7.982             9.01              8.394             8.247             7.78901           0.003             7.78539           0.00011           
14   14         18.276117         17.653264         17.723162         17.736077         18.349818         18.210006         19.205            18.341            18.339            18.907            19.85616          3e-05             19.85619          3e-05             
14   16         22.988369         22.517605         22.834562         22.992709         23.471216         23.941243         22.331            21.81             22.525            22.396            23.99223          0.002             23.99206          0.002             
14   18         27.439635         27.347144         27.663379         27.691984         28.223322         29.072282         28.239            27.487            27.32             26.791            29.74818          0.00838           29.77181          0.00346           
14   20         31.73376          31.918947         32.449319         32.258392         32.654479         33.906207         32.931            31.667            31.408            31.118            33.57993          0.02264           33.70589          0.01449           
14   22         34.143021         35.904632         36.732729         36.103958         36.806928         37.187753         36.128            35.272            35.243            34.289            35.86905          0.26227           35.33741          0.07739           
14   24         37.210356         38.604932         39.19694          38.757168         39.469261         40.143997         38.459            38.344            37.748            36.548            *                 *                 39.1284           0.69815           
14   26         40.756175         42.115614         42.775608         42.108268         42.751368         43.358951         42.071            41.997            41.24             39.896            *                 *                 *                 *                 
14   28         45.102858         46.364069         47.15495          46.338619         46.790319         47.582132         47.128            46.728            46.047            43.621            *                 *                 *                 *                 
