Z    N    S2n(MeV)          S2n_Err(MeV)      S2p(MeV)          S2p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
59   93   11.60022          0.02061           22.20604          0.43587           -3.47424          0.02688           
59   94   10.93147          0.01664           22.83607          0.43564           -3.77347          0.20061           
59   95   10.48955          0.11452           *                 *                 -4.39993          0.4499            
59   96   9.98944           0.0209            *                 *                 -4.52985          0.43581           
60   70   *                 *                 5.64026           0.03952           1.79941           0.03952           
60   71   *                 *                 6.05848           0.03922           1.78639           0.03989           
60   72   20.97221          0.03697           6.58084           0.03697           1.68319           0.03697           
60   73   20.70697          0.0541            7.20187           0.05697           1.53021           0.05431           
60   74   20.36326          0.02694           7.75348           0.02361           1.35156           0.03034           
60   75   20.02387          0.05035           8.37334           0.02517           1.06991           0.03797           
60   76   19.69549          0.01671           8.94434           0.02356           0.84669           0.02361           
60   77   19.51359          0.02244           9.54634           0.01559           0.40873           0.02013           
60   78   18.96166          0.01656           10.08788          0.01161           0.38966           0.02346           
60   79   18.57201          0.02999           10.67329          0.0276            0.17731           0.02945           
60   80   18.38324          0.0121            11.26593          0.00602           -0.17546          0.00347           
60   81   18.32132          0.02778           11.82271          0.00776           -0.69896          0.00329           
60   82   17.8337           0.00371           12.45183          0.00158           -0.80397          0.00498           
60   83   15.95224          0.00315           13.14726          0.00158           0.52071           0.00727           
60   84   13.94061          9e-05             13.79271          0.0022            1.90322           0.00158           
60   85   13.57235          0.00024           14.40322          0.00221           1.57605           0.00159           
60   86   13.32054          0.00024           15.07194          0.00255           1.18241           0.00221           
60   87   12.85743          0.00012           15.65767          0.03389           1.03501           0.00222           
60   88   12.62476          0.00165           16.35055          0.01644           0.59896           0.00304           
60   89   12.37135          0.00166           16.93952          0.00882           0.26664           0.03393           
60   90   12.41439          0.00187           17.85929          0.01125           -0.46928          0.01635           
60   91   12.71016          0.00188           18.85102          0.01033           -1.35401          0.00867           
60   92   12.61229          0.02445           19.88049          0.02713           -2.17592          0.02692           
60   93   12.52994          0.00303           20.68319          0.01791           -3.0853           0.01061           
60   94   11.8182           0.05803           *                 *                 -3.40304          0.05393           
60   95   11.09606          0.00953           *                 *                 -3.48359          0.01993           
60   96   10.7913           0.20684           *                 *                 *                 *                 
60   97   10.32045          0.02654           *                 *                 *                 *                 
61   72   *                 *                 5.68493           0.06884           1.941             0.05847           
61   73   *                 *                 6.08924           0.06457           2.01179           0.08641           
61   74   20.78706          0.09068           6.69244           0.07648           1.82367           0.08889           
61   75   20.5738           0.09004           7.21987           0.072             1.63262           0.07487           
61   76   20.16341          0.07657           7.71493           0.0176            1.43982           0.01806           
61   77   19.9132           0.07443           8.17807           0.03001           1.16259           0.03438           
61   78   19.57027          0.01884           8.87673           0.01584           1.01046           0.01801           
61   79   19.41586          0.03684           9.65773           0.02669           0.70173           0.02682           
61   80   19.16507          0.01949           10.28206          0.01601           0.25386           0.01617           
61   81   19.07097          0.03383           11.0319           0.0244            -0.43304          0.0261            
61   82   18.58036          0.01429           11.52295          0.00303           -0.56677          0.00829           
61   83   16.41668          0.02377           12.20656          0.003             0.84708           0.00674           
61   84   14.44946          0.00205           12.77717          0.00287           2.32325           0.00289           
61   85   14.18085          0.00487           13.28173          0.00476           1.90825           0.00434           
61   86   13.91742          0.00256           13.99426          0.00705           1.60107           0.00143           
61   87   13.55404          0.00698           14.76265          0.03527           1.45989           0.00614           
61   88   13.16463          0.00205           15.19813          0.01598           1.13677           0.00733           
61   89   12.87406          0.02076           15.63966          0.02504           0.65895           0.04016           
61   90   13.46444          0.00486           16.92464          0.01092           -0.36691          0.01649           
61   91   13.79968          0.03271           17.53165          0.02743           -1.14368          0.02995           
61   92   13.4044           0.01015           18.44614          0.01476           -2.03337          0.0134            
61   93   13.40042          0.05305           19.33185          0.0499            -2.63641          0.04719           
61   94   12.43474          0.01021           19.94941          0.01278           -2.58522          0.01257           
61   95   11.7943           0.04647           20.63661          0.11307           -2.8305           0.01889           
61   96   11.49975          0.00842           21.45972          0.01856           -3.1535           0.01379           
61   97   11.0682           0.01392           *                 *                 -3.40915          0.11381           
61   98   10.39987          0.01223           *                 *                 -3.56393          0.0199            
62   73   *                 *                 5.10278           0.16149           2.4859            0.15706           
62   74   *                 *                 5.7424            0.0172            2.19              0.02724           
62   75   21.31194          0.16033           6.39086           0.04651           1.88093           0.06298           
62   76   20.82951          0.0172            6.87642           0.01671           1.72375           0.01671           
62   77   20.49633          0.04377           7.37359           0.01601           1.40847           0.02201           
62   78   20.10081          0.0172            8.01557           0.01705           1.31844           0.0172            
62   79   19.69632          0.01383           8.49791           0.02889           1.22574           0.01451           
62   80   19.67317          0.01287           9.3055            0.00462           0.60692           0.012             
62   81   19.72588          0.00885           9.90246           0.00399           0.07187           0.02774           
62   82   19.1217           0.00271           10.5935           0.0008            -0.13154          0.00378           
62   83   17.2768           0.00237           11.22702          0.00084           1.1164            0.00325           
62   84   15.17341          0.00285           11.82629          0.00281           2.52876           0.00281           
62   85   14.75767          0.00091           12.41234          0.00041           2.31096           0.00035           
62   86   14.48259          0.00283           12.98834          0.00042           1.98678           0.00036           
62   87   14.01202          0.00091           13.56693          0.00096           1.8713            0.00096           
62   88   13.85751          0.00089           14.22108          0.00186           1.44981           0.00096           
62   89   13.58318          0.00039           14.77875          0.00187           1.14555           0.00096           
62   90   13.8541           0.00061           15.66079          0.00065           0.22048           0.00194           
62   91   14.12604          0.00062           16.19464          0.00067           -0.60914          0.00194           
62   92   13.83521          0.00084           16.88371          0.02447           -1.20034          0.00105           
62   93   13.77377          0.00089           17.43846          0.00312           -1.67275          0.00109           
62   94   13.04789          0.0085            18.1134           0.0533            -1.63594          0.02588           
62   95   12.62939          0.00468           18.97179          0.01015           -1.7722           0.00517           
62   96   12.03245          0.00985           19.35454          0.20009           -1.85018          0.05287           
62   97   11.67283          0.00738           20.32417          0.02561           -2.34897          0.01089           
62   98   11.12718          0.00766           *                 *                 -2.18606          0.20012           
62   99   10.60682          0.00901           *                 *                 -2.63533          0.02582           
63   74   *                 *                 4.67176           0.07558           2.83684           0.05049           
63   75   *                 *                 5.1577            0.07451           2.56417           0.06416           
63   76   21.39478          0.01386           5.90314           0.01852           2.22912           0.07659           
63   77   21.3789           0.05863           6.62339           0.05853           1.75906           0.08618           
63   78   20.67022          0.01824           7.00309           0.01856           1.7223            0.01816           
63   79   20.47017          0.05971           7.6777            0.0387            1.2021            0.04097           
63   80   20.45831          0.01675           8.29632           0.01777           0.83427           0.01748           
63   81   20.4483           0.032             9.05503           0.02594           0.16966           0.02654           
63   82   19.89284          0.01142           9.6088            0.00383           0.1065            0.01431           
63   83   17.64104          0.01231           10.27939          0.00649           1.59959           0.02435           
63   84   15.69588          0.00358           10.85522          0.00312           2.99098           0.00311           
63   85   15.32442          0.01162           11.42296          0.01081           2.69185           0.01028           
63   86   15.03899          0.00443           11.97679          0.00384           2.40145           0.00457           
63   87   14.63554          0.01175           12.50446          0.00833           2.23716           0.00696           
63   88   14.35438          0.00377           13.16654          0.00198           1.96449           0.00107           
63   89   14.23866          0.00618           13.86906          0.02001           1.55255           0.00561           
63   90   14.857            0.00016           14.5591           0.00451           0.27212           0.00199           
63   91   14.9925           0.00027           15.06188          0.02589           -0.5659           0.02001           
63   92   14.5935           0.00047           15.74821          0.00912           -0.85694          0.00453           
63   93   14.48706          0.00337           16.14851          0.04644           -1.25328          0.02611           
63   94   13.78345          0.00416           17.09692          0.00635           -1.236            0.00998           
63   95   13.31527          0.01086           17.66948          0.01086           -1.16813          0.04745           
63   96   12.72701          0.0042            18.32418          0.00822           -1.52827          0.00638           
63   97   12.36791          0.01396           18.96919          0.01646           -1.74173          0.01015           
63   98   11.89087          0.01125           19.81519          0.01444           -1.9194           0.01252           
63   99   11.36557          0.03649           *                 *                 -2.03911          0.03771           
63   100  10.836            0.06636           *                 *                 -2.35552          0.06631           
64   76   *                 *                 4.86245           0.03034           2.6037            0.03061           
64   77   *                 *                 5.42195           0.02256           2.37739           0.04677           
64   78   21.31988          0.03952           6.08152           0.03061           2.11333           0.03034           
64   79   21.14971          0.20127           6.87533           0.20048           1.724             0.2006            
64   80   20.94262          0.03952           7.35098           0.02811           1.27152           0.03061           
64   81   20.83765          0.20127           7.98711           0.01991           0.58267           0.02148           
64   82   20.46891          0.02825           8.69819           0.00384           0.47577           0.00465           
64   83   18.57326          0.01981           9.28357           0.00126           1.73529           0.002             
64   84   16.32618          0.00384           9.85096           0.00285           3.27129           3e-05             
64   85   15.9127           0.00336           10.4386           0.00317           3.09939           0.00313           
64   86   15.63724          0.00604           11.00561          0.00601           2.80746           0.00602           
64   87   15.20436          0.00422           11.63094          0.00284           2.6527            0.00291           
64   88   15.08562          0.00603           12.23372          0.00063           2.20443           0.00104           
64   89   14.83645          0.00286           12.88421          0.00064           1.82827           0.00074           
64   90   15.14167          0.00021           13.52129          0.00027           0.92027           0.00066           
64   91   15.32996          0.00025           14.08814          0.00035           0.08148           0.00067           
64   92   14.97159          0.00019           14.65768          0.00088           -0.19723          0.00033           
64   93   14.89623          0.00016           15.21059          0.00093           -0.6887           0.00039           
64   94   14.29727          0.00016           15.90706          0.00847           -0.65929          0.0009            
64   95   13.8806           0.00011           16.4618           0.00459           -0.79553          0.00094           
64   96   13.39483          0.00073           17.26944          0.00505           -1.00623          0.0085            
64   97   13.08702          0.00124           17.87599          0.00615           -1.25316          0.00472           
64   98   12.48129          0.0038            18.62355          0.00716           -1.45507          0.00632           
64   99   11.9507           0.00858           19.21987          0.01082           -1.53103          0.01029           
65   75   *                 *                 3.31054           0.80098           *                 *                 
65   76   *                 *                 3.72074           0.10608           3.18014           0.10535           
65   77   22.21988          1.06375           4.15152           0.70245           2.76524           0.70111           
65   78   22.02098          0.11706           5.0715            0.05277           2.55394           0.05289           
65   79   21.9513           0.70111           5.63265           0.04111           2.19284           0.05863           
65   80   22.11186          0.1206            6.72505           0.10973           1.1123            0.1099            
65   81   21.53806          0.05285           6.72242           0.04613           1.12494           0.05402           
65   82   20.49689          0.10947           7.3291            0.00855           1.07372           0.01365           
65   83   18.91611          0.04655           7.99748           0.01382           2.65714           0.01648           
65   84   16.88864          0.00877           8.52185           0.00408           4.07792           0.00217           
65   85   16.71127          0.01447           9.38433           0.01238           3.5869            0.00493           
65   86   16.27747          0.00524           9.76033           0.00545           3.49634           0.00393           
65   87   15.75383          0.04067           10.50262          0.04048           3.1575            0.04124           
65   88   15.83247          0.00551           11.23843          0.00388           2.70286           0.00502           
65   89   15.58202          0.06043           11.84599          0.0453            2.21102           0.04572           
65   90   16.07935          0.01052           12.46077          0.00982           0.97789           0.00982           
65   91   16.07713          0.04545           12.93062          0.00376           0.37254           0.00375           
65   92   15.65601          0.00979           13.52328          0.00093           0.17888           0.00082           
65   93   15.52251          0.00366           13.96606          0.00355           -0.15746          0.00125           
65   94   14.91157          0.0008            14.6514           0.00426           -0.13919          0.00115           
65   95   14.50822          0.00065           15.15901          0.01033           -0.17862          0.00349           
65   96   14.07186          0.00056           15.99624          0.00444           -0.4276           0.0043            
65   97   13.98233          0.03638           16.77344          0.03759           -0.84569          0.03779           
65   98   13.27712          0.00419           17.38249          0.01117           -0.9777           0.00592           
65   99   12.54464          0.10641           17.95251          0.10602           -1.02242          0.10045           
65   101  11.94946          0.12207           *                 *                 -1.6063           0.07836           
66   77   *                 *                 3.52266           0.02368           *                 *                 
66   78   *                 *                 4.18851           0.02885           2.78727           0.02885           
66   79   22.21629          0.01458           4.58924           0.20041           2.55671           0.02081           
66   80   22.12747          0.00981           5.37336           0.02874           1.97968           0.02874           
66   81   22.09607          0.01099           5.84766           0.0216            1.61035           0.2005            
66   82   21.44727          0.011             6.35171           0.00962           1.47504           0.02928           
66   83   19.64251          0.01278           6.91691           0.00922           2.8055            0.02176           
66   84   17.59268          0.00972           7.61821           0.0041            4.35127           0.00154           
66   85   17.19913          0.00959           8.20334           0.00428           4.17962           0.00264           
66   86   16.95091          0.00598           8.93188           0.00744           3.72654           0.00435           
66   87   16.53317          0.00491           9.53215           0.0048            3.55915           0.00362           
66   88   16.41867          0.00861           10.26493          0.00741           2.94511           0.00495           
66   89   16.15524          0.01037           10.85094          0.00961           2.60827           0.01002           
66   90   16.27769          0.00742           11.40095          0.00022           1.75304           0.0003            
66   91   16.41164          0.01088           11.93262          0.00513           1.03308           0.00513           
66   92   16.02102          0.00244           12.45038          0.00243           0.87369           0.00244           
66   93   15.88521          0.00525           12.9216           0.00132           0.47783           0.00133           
66   94   15.40802          0.00225           13.56112          0.00112           0.43727           0.00112           
66   95   15.0313           0.00142           14.07231          0.00112           0.34276           0.00112           
66   96   14.65138          0.0001            14.81768          0.00119           0.08315           0.00112           
66   97   14.468            8e-05             15.45329          0.00155           -0.24465          0.00112           
66   98   13.92912          8e-05             16.26551          0.00398           -0.45114          0.00119           
66   99   13.37407          9e-05             16.87666          0.00846           -0.5317           0.00155           
66   100  12.75946          0.0004            *                 *                 -0.7293           0.004             
66   101  12.46065          0.06023           *                 *                 -1.04166          0.06081           
66   102  12.11741          0.14001           *                 *                 *                 *                 
66   103  11.80919          0.30663           *                 *                 *                 *                 
67   77   *                 *                 2.62794           0.70061           3.44784           0.80053           
67   78   *                 *                 3.27886           0.05177           2.99582           0.10552           
67   79   22.77134          0.01073           3.44798           0.02871           2.89638           0.70059           
67   80   22.77962          0.00897           3.94662           0.10929           2.23718           0.05148           
67   81   22.89557          0.08409           4.80549           0.09508           1.95211           0.08837           
67   82   22.03212          0.01299           5.48185           0.01444           2.31692           0.10983           
67   83   20.09736          0.08502           5.98674           0.01886           3.39281           0.04697           
67   84   18.11879          0.01456           6.71201           0.00895           4.69501           0.00182           
67   85   17.80152          0.01891           7.07699           0.01452           4.5074            0.00134           
67   86   17.532            0.00963           7.96654           0.00632           4.05165           0.00354           
67   87   17.17717          0.01497           8.50034           0.04083           4.04149           0.00363           
67   88   17.17007          0.01817           9.30414           0.01788           3.15905           0.01792           
67   89   16.98229          0.06056           9.9006            0.07518           2.81304           0.07211           
67   90   16.93593          0.02926           10.16072          0.02544           2.05559           0.0238            
67   91   16.85126          0.06584           10.67474          0.02735           1.54379           0.05279           
67   92   16.63934          0.02366           11.14405          0.003             1.4956            0.01023           
67   93   16.33777          0.03097           11.49             0.01506           1.28315           0.01547           
67   94   16.01037          0.00371           12.24285          0.00242           1.14124           0.00244           
67   95   15.80145          0.01532           12.78323          0.0033            1.00421           0.00335           
67   96   15.3237           0.00217           13.49469          0.00126           0.72911           0.00117           
67   97   15.0826           0.00321           13.88349          0.03639           0.42984           0.00179           
67   98   14.6633           0.00083           14.88088          0.00408           0.13767           0.00145           
67   99   14.23246          0.00115           15.5713           0.1               0.17971           0.03637           
67   100  13.52425          0.00525           *                 *                 -0.10947          0.0066            
67   101  13.13248          0.03001           16.75432          0.07617           -0.40812          0.10441           
67   102  12.65919          0.02062           *                 *                 *                 *                 
67   103  12.32014          0.05833           *                 *                 -0.77881          0.08604           
67   104  11.86441          0.60033           *                 *                 *                 *                 
68   78   *                 *                 2.32987           0.00982           *                 *                 
68   79   *                 *                 2.94315           0.03874           3.13622           0.04036           
68   80   23.29961          0.01225           3.50201           0.01224           2.66618           0.01251           
68   81   23.27644          0.04732           4.12352           0.02931           2.07607           0.0287            
68   82   22.49496          0.02002           4.5497            0.01928           2.29869           0.01845           
68   83   20.6673           0.03244           5.14832           0.01888           3.50484           0.0187            
68   84   18.8117           0.01933           5.76872           0.00982           4.93426           0.00162           
68   85   18.34495          0.01892           6.29414           0.00969           4.80239           0.0014            
68   86   18.24728          0.01011           7.06509           0.00646           4.27966           0.00261           
68   87   17.88322          0.01096           7.64419           0.0071            4.1183            0.00513           
68   88   17.74932          0.02513           8.39574           0.02573           3.48125           0.02506           
68   89   17.34708          0.0272            8.83603           0.02821           3.30439           0.02681           
68   90   17.23473          0.03525           9.35279           0.02525           2.66518           0.0263            
68   91   17.29003          0.02676           9.71442           0.00623           2.1696            0.01025           
68   92   16.90305          0.03499           10.23482          0.02437           2.03982           0.02428           
68   93   16.78321          0.00947           10.61241          0.00886           1.79803           0.01015           
68   94   16.41293          0.02427           11.23973          0.00031           1.64791           0.00227           
68   95   16.10875          0.00987           11.68986          0.00458           1.5745            0.00479           
68   96   15.751            0.00033           12.33935          0.00014           1.30492           0.00017           
68   97   15.49652          0.00461           12.71838          0.0006            1.10927           0.00061           
68   98   15.12579          0.00113           13.53602          0.00112           0.83052           0.00112           
68   99   14.9122           0.0013            14.25652          0.00113           0.66507           0.00112           
68   100  14.20776          0.00021           14.98432          0.0012            0.55188           0.00113           
68   101  13.77456          0.00019           15.57042          0.06023           0.26459           0.00114           
68   102  13.26014          0.00145           16.12706          0.14              0.05119           0.00166           
68   103  12.93849          0.00149           16.69972          0.30067           -0.21325          0.06021           
68   104  12.51757          0.00377           *                 *                 -0.34896          0.14005           
69   78   *                 *                 1.43224           0.01011           *                 *                 
69   79   *                 *                 2.10475           0.01218           3.41957           0.0133            
69   82   *                 *                 3.70412           0.02281           2.55942           0.02005           
69   83   *                 *                 4.35233           0.05585           3.84597           0.09974           
69   84   19.34321          0.02281           4.92853           0.01455           5.24833           0.00145           
69   85   18.84949          0.05592           5.4003            0.01909           5.09383           0.00264           
69   86   18.79522          0.01554           6.19175           0.01106           4.57191           0.00544           
69   87   18.55005          0.02028           6.77318           0.01646           4.34531           0.0072            
69   88   18.22599          0.02965           7.24767           0.03296           3.87791           0.02841           
69   89   18.01128          0.02898           7.80217           0.0651            3.5112            0.02653           
69   90   18.00376          0.03952           8.31551           0.03649           3.04423           0.03296           
69   91   17.74147          0.04254           8.69238           0.04369           2.75202           0.0691            
69   92   17.47094          0.03952           9.14712           0.02811           2.50921           0.03649           
69   93   17.3184           0.04305           9.673             0.03006           2.28489           0.03759           
69   94   16.97265          0.02849           10.10939          0.00588           2.1759            0.00626           
69   95   16.56888          0.03569           10.44043          0.02459           2.05378           0.02864           
69   96   16.34353          0.00569           11.12923          0.00156           1.84273           0.00272           
69   97   16.12697          0.02701           11.48481          0.01164           1.72825           0.01197           
69   98   15.75665          0.00198           12.22258          0.00146           1.40978           0.00142           
69   99   15.56718          0.0117            12.81953          0.00184           1.24367           0.00217           
69   100  14.87421          0.00102           13.57253          0.00532           1.19888           0.00106           
69   101  14.62557          0.00151           14.31262          0.03002           0.85056           0.00107           
69   102  14.07772          0.00124           14.99106          0.02004           0.64541           0.00515           
69   103  13.72116          0.00558           15.71364          0.05029           0.26188           0.0305            
69   104  13.1884           0.00451           16.31504          0.60002           0.1162            0.02054           
69   105  12.63277          0.04506           *                 *                 -0.05075          0.0671            
69   106  12.19712          0.05019           *                 *                 -0.21651          0.60208           
69   107  11.64944          0.10954           *                 *                 *                 *                 
70   81   *                 *                 2.37867           0.30179           2.64055           0.30291           
70   82   *                 *                 3.01701           0.15069           2.78369           0.15006           
70   84   19.80434          0.1507            4.00965           0.0194            5.47431           0.00173           
70   85   *                 *                 4.61194           0.01904           5.33876           0.00207           
70   86   19.47627          0.01963           5.23864           0.01053           4.80974           0.00354           
70   87   19.06192          0.01987           5.79065           0.01235           4.62179           0.00585           
70   88   18.88715          0.01225           6.37647           0.02589           4.16987           0.00704           
70   89   18.55934          0.02063           7.00291           0.03192           3.94567           0.01868           
70   90   18.2951           0.01073           7.43684           0.02624           3.62409           0.02567           
70   91   18.14343          0.02298           7.85631           0.01574           3.14932           0.03063           
70   92   17.80628          0.01687           8.34006           0.02871           3.05255           0.02953           
70   93   17.60233          0.02115           8.67543           0.01768           2.83702           0.01575           
70   94   17.33371          0.02115           9.26084           0.01537           2.62189           0.02871           
70   95   17.13892          0.03067           9.7056            0.02694           2.48131           0.02795           
70   96   16.72096          0.01692           10.23079          0.0071            2.31386           0.0071            
70   97   16.43783          0.02684           10.64691          0.00406           2.15223           0.00609           
70   98   16.12879          0.007             11.2338           0.00033           1.93607           0.00116           
70   99   15.92962          0.00404           11.66432          0.00032           1.71913           0.00133           
70   100  15.32465          0.00119           12.35069          0.00117           1.73721           0.00117           
70   101  15.07188          0.0012            12.96165          0.00118           1.55945           0.00117           
70   102  14.63416          1e-05             13.72471          0.00155           1.31081           0.00117           
70   103  14.38705          1e-05             14.41021          0.00156           0.94696           0.00118           
70   104  13.8317           2e-05             15.03884          0.00401           0.73925           0.00155           
70   105  13.28696          7e-05             *                 *                 0.59849           0.00156           
70   106  12.68944          2e-05             *                 *                 0.56738           0.00401           
70   107  12.43348          0.00023           *                 *                 *                 *                 
70   108  12.34679          0.01              *                 *                 *                 *                 
71   82   *                 *                 2.17803           0.15129           *                 *                 
71   84   20.31484          0.15126           3.14966           0.02266           5.80279           0.00257           
71   85   *                 *                 3.85035           0.05601           5.59581           0.00321           
71   86   20.03811          0.02271           4.39255           0.01561           5.10789           0.00285           
71   87   19.65528          0.0562            4.95558           0.0208            4.79003           0.00459           
71   88   19.41072          0.03955           5.57727           0.0469            4.49239           0.03895           
71   89   19.20038          0.0588            6.14468           0.06217           4.1397            0.05859           
71   90   18.99637          0.0469            6.56989           0.03952           3.72201           0.03952           
71   91   18.70445          0.09412           7.10767           0.08249           3.44652           0.07916           
71   92   18.3717           0.03952           7.47064           0.03952           3.35407           0.03952           
71   93   17.95325          0.08007           7.74252           0.03821           3.23474           0.04421           
71   94   17.79347          0.03854           8.29146           0.02711           3.03155           0.03854           
71   95   17.52125          0.04086           8.69489           0.03852           3.03189           0.03959           
71   96   17.20152          0.04132           9.14945           0.03171           2.80268           0.03215           
71   97   17.1895           0.0493            9.75742           0.04091           2.41127           0.04622           
71   98   16.72607          0.03184           10.11886          0.00337           2.42014           0.00368           
71   99   16.38101          0.04273           10.57124          0.01693           2.15724           0.02045           
71   100  15.88647          0.00373           11.13112          0.00203           2.29033           0.00227           
71   101  15.57239          0.017             11.51807          0.00247           2.15203           0.00289           
71   102  15.19515          0.00198           12.24856          0.00184           1.96938           0.00176           
71   103  14.97685          0.00224           12.77376          0.00572           1.80074           0.00176           
71   104  14.4273           0.001             13.48746          0.00456           1.6198            0.00155           
71   105  13.95468          0.00101           14.09567          0.04474           1.56723           0.00563           
71   106  13.36086          0.00022           14.6512           0.05001           1.44734           0.00457           
71   107  13.09818          0.0019            15.54441          0.10003           1.10181           0.04478           
71   108  12.81775          0.005             *                 *                 0.82672           0.05026           
71   109  12.4812           0.07074           *                 *                 0.27005           0.12248           
71   110  11.88113          0.12586           *                 *                 *                 *                 
71   112  11.06133          0.1491            *                 *                 *                 *                 
72   84   *                 *                 2.46275           0.15075           6.02857           0.00381           
72   85   *                 *                 *                 *                 5.88001           0.00306           
72   86   20.42813          0.15078           3.41461           0.01981           5.40478           0.00272           
72   87   *                 *                 4.00864           0.02005           5.22509           0.00267           
72   88   19.97919          0.01992           4.50665           0.01242           4.90186           0.00259           
72   89   19.60471          0.02813           5.05401           0.02869           4.68231           0.02408           
72   90   19.3727           0.01307           5.58424           0.01148           4.41631           0.00486           
72   91   19.09164          0.0335            6.00222           0.02915           4.15001           0.03051           
72   92   18.79213          0.01818           6.5701            0.02205           3.91929           0.01739           
72   93   18.51446          0.03735           6.91435           0.03189           3.77898           0.03189           
72   94   18.18311          0.03211           7.41951           0.03189           3.54245           0.03189           
72   95   17.97488          0.03952           7.75032           0.03854           3.40642           0.03189           
72   96   17.6442           0.03952           8.34275           0.02883           3.23195           0.03189           
72   97   17.39177          0.03952           8.70425           0.02823           3.15358           0.03854           
72   98   17.03594          0.03952           9.24989           0.02797           2.91697           0.02883           
72   99   16.85709          0.04018           9.63172           0.0289            2.73432           0.02915           
72   100  16.29101          0.03712           10.21625          0.02443           2.75476           0.02446           
72   101  16.12307          0.04018           10.68292          0.02794           2.54086           0.02797           
72   102  15.58489          0.02453           11.16698          0.00226           2.49452           0.00226           
72   103  15.21251          0.02804           11.50838          0.00228           2.40023           0.00228           
72   104  14.87447          0.00175           12.20975          0.00148           2.25421           0.00148           
72   105  14.54159          0.00199           12.76301          0.00141           2.24569           0.00141           
72   106  14.00155          0.00102           13.52186          0.00141           2.08436           0.00141           
72   107  13.72493          0.00019           14.05445          0.00143           1.80773           0.00141           
72   108  13.48675          0.00017           14.66181          0.0101            1.28705           0.00142           
72   109  13.08256          0.00017           *                 *                 1.15865           0.00144           
72   110  12.41279          0.006             *                 *                 1.22105           0.01175           
72   111  12.0226           0.03006           *                 *                 *                 *                 
72   112  11.5925           0.04018           *                 *                 *                 *                 
72   113  11.17964          0.07094           *                 *                 *                 *                 
72   114  11.06747          0.06482           *                 *                 *                 *                 
73   84   *                 *                 1.62622           0.1513            6.3546            0.00629           
73   85   *                 *                 *                 *                 6.1236            0.00435           
73   86   20.98845          0.15136           2.57657           0.02309           5.68098           0.00607           
73   87   *                 *                 3.18945           0.05638           5.45093           0.00459           
73   88   20.48248          0.03134           3.64833           0.04487           5.23661           0.02384           
73   89   20.09913          0.07536           4.0882            0.07718           5.00708           0.05              
73   90   19.89827          0.0452            4.55023           0.04722           4.74906           0.00549           
73   91   19.64524          0.05924           5.02899           0.08007           4.56222           0.06332           
73   92   19.45586          0.04051           5.63438           0.03119           4.28958           0.03119           
73   93   18.95761          0.03952           6.03335           0.03952           4.30906           0.08007           
73   94   18.64584          0.03119           6.48676           0.03854           4.01543           0.03952           
73   95   18.43877          0.03952           6.95087           0.04086           3.82355           0.03952           
73   96   18.082            0.03952           7.36725           0.04224           3.7269            0.03854           
73   97   17.88639          0.03952           7.64776           0.04819           3.4584            0.04086           
73   98   17.57248          0.03952           8.21365           0.02813           3.35594           0.04224           
73   99   17.33495          0.03952           8.60169           0.03263           3.31296           0.04819           
73   100  16.8189           0.03952           9.14608           0.02801           3.26311           0.02813           
73   101  16.55342          0.03952           9.58273           0.02804           3.14054           0.03263           
73   102  16.15474          0.03952           10.10567          0.02799           2.99483           0.02801           
