Z, N, experiment, who missed, value
30,33,2016,Erik,547.236433
52,86,2016,Erik,1138.856536
17,28,2016,Erik,368.172187
76,108,2016,Erik,1469.917715
77,122,2016,Erik,1570.351132
42,44,2016,Erik,725.385596
81,127,2016,Erik,1632.215278
85,138,2016,Erik,1709.977576
74,86,2016,Erik,1262.844673
55,88,2016,Erik,1178.845651
38,48,2016,Erik,748.927773
25,29,2016,Erik,471.850469
85,123,2016,Erik,1624.805685
89,120,2016,Erik,1608.43399
90,118,2016,Erik,1591.740418
1,4,2016,Erik,6.681812
46,67,2016,Erik,959.662694
68,84,2016,Erik,1234.14205
69,98,2016,Erik,1356.47275
72,111,2016,Erik,1464.005992
73,103,2016,Erik,1414.807011
19,31,2016,Erik,414.429415
61,83,2016,Erik,1195.963554
100,146,2016,Erik,1837.122065
30,40,2016,Erik,611.086996
34,55,2016,Erik,750.74036
17,21,2016,Erik,323.208521
76,107,2016,Erik,1461.257907
77,115,2016,Erik,1524.288953
23,27,2016,Erik,434.796248
81,112,2016,Erik,1521.872589
82,126,2016,Erik,1636.431411
49,79,2016,Erik,1068.940313
55,81,2016,Erik,1141.009613
38,43,2016,Erik,695.576219
40,65,2016,Erik,877.659791
43,60,2016,Erik,882.309289
65,79,2016,Erik,1173.78631
11,23,2016,Erik,234.139034
46,74,2016,Erik,1002.850878
68,83,2016,Erik,1223.836639
51,61,2016,Erik,945.687584
69,107,2016,Erik,1415.942284
73,104,2016,Erik,1423.227571
62,74,2016,Erik,1116.005475
27,36,2016,Erik,549.221475
100,153,2016,Erik,1884.464383
17,14,2016,Erik,243.945744
55,57,2016,Erik,907.249564
76,98,2016,Erik,1384.947419
77,108,2016,Erik,1473.289719
81,105,2016,Erik,1457.782765
82,121,2016,Erik,1599.11278
49,64,2016,Erik,963.09172
50,78,2016,Erik,1077.374047
31,48,2016,Erik,675.929468
35,53,2016,Erik,753.610277
74,88,2016,Erik,1283.660061
75,90,2016,Erik,1303.75225
43,53,2016,Erik,827.027831
8,17,2016,Erik,168.195256
64,94,2016,Erik,1295.888459
11,12,2016,Erik,186.564501
14,11,2016,Erik,187.002961
90,120,2016,Erik,1610.507338
96,148,2016,Erik,1835.845698
78,100,2016,Erik,1407.670127
43,66,2016,Erik,920.416105
46,77,2016,Erik,1017.214523
47,65,2016,Erik,953.801669
68,90,2016,Erik,1287.373389
69,84,2016,Erik,1234.903987
24,32,2016,Erik,488.50281
5,2,2016,Erik,24.91101
62,77,2016,Erik,1145.788758
47,54,2016,Erik,859.767828
20,20,2016,Erik,342.052439
77,101,2016,Erik,1412.706825
81,98,2016,Erik,1389.665422
82,112,2016,Erik,1525.892302
32,31,2016,Erik,530.379586
50,73,2016,Erik,1041.47163
35,58,2016,Erik,776.141138
18,30,2016,Erik,395.622601
91,137,2016,Erik,1740.144587
38,37,2016,Erik,622.23888
64,85,2016,Erik,1227.684063
65,89,2016,Erik,1262.287611
14,18,2016,Erik,271.407196
39,62,2016,Erik,849.753121
78,111,2016,Erik,1500.926453
79,103,2016,Erik,1435.476315
47,78,2016,Erik,1036.665016
69,93,2016,Erik,1315.05031
2,6,2016,Erik,31.396196
24,39,2016,Erik,525.724508
5,11,2016,Erik,88.116911
47,63,2016,Erik,938.532617
30,29,2016,Erik,499.953315
86,110,2016,Erik,1512.726675
20,19,2016,Erik,326.417439
59,72,2016,Erik,1085.485651
23,38,2016,Erik,504.863161
82,107,2016,Erik,1479.171808
50,64,2016,Erik,971.573311
31,38,2016,Erik,601.996419
35,35,2016,Erik,589.036215
18,25,2016,Erik,364.994483
91,142,2016,Erik,1771.935291
40,54,2016,Erik,814.679882
65,82,2016,Erik,1206.374748
14,21,2016,Erik,285.934921
53,70,2016,Erik,1039.252177
39,55,2016,Erik,810.544356
78,118,2016,Erik,1553.60084
79,108,2016,Erik,1480.559974
26,24,2016,Erik,417.701692
44,66,2016,Erik,933.494891
83,105,2016,Erik,1459.668809
98,154,2016,Erik,1881.268855
56,69,2016,Erik,1044.773051
2,1,2016,Erik,7.71807
66,98,2016,Erik,1338.030119
102,150,2016,Erik,1871.302712
89,131,2016,Erik,1692.318614
20,26,2016,Erik,398.773323
82,98,2016,Erik,1390.627292
28,42,2016,Erik,602.300787
32,45,2016,Erik,667.669683
31,47,2016,Erik,669.016422
35,40,2016,Erik,647.074195
18,16,2016,Erik,278.721104
74,117,2016,Erik,1514.905246
91,135,2016,Erik,1726.892261
40,61,2016,Erik,857.075743
8,6,2016,Erik,98.732005
63,85,2016,Erik,1221.567398
53,79,2016,Erik,1109.653801
39,44,2016,Erik,711.614062
95,147,2016,Erik,1823.46922
78,121,2016,Erik,1572.558966
79,117,2016,Erik,1551.312703
44,57,2016,Erik,868.738568
98,149,2016,Erik,1850.842979
83,110,2016,Erik,1508.71527
48,60,2016,Erik,923.402761
12,18,2016,Erik,241.63536
69,79,2016,Erik,1179.339095
56,76,2016,Erik,1110.038329
86,120,2016,Erik,1604.54381
89,132,2016,Erik,1699.610505
52,56,2016,Erik,896.802681
20,33,2016,Erik,441.520892
59,70,2016,Erik,1064.815917
60,72,2016,Erik,1089.899787
28,33,2016,Erik,534.666971
32,36,2016,Erik,590.793748
88,129,2016,Erik,1676.74102
8,13,2016,Erik,155.176976
63,82,2016,Erik,1199.04562
53,72,2016,Erik,1056.28829
36,48,2016,Erik,732.266049
54,78,2016,Erik,1112.44694
79,114,2016,Erik,1529.364864
44,48,2016,Erik,782.439793
9,18,2016,Erik,185.434307
83,119,2016,Erik,1586.214056
48,51,2016,Erik,831.439609
12,9,2016,Erik,149.205829
15,12,2016,Erik,206.913045
56,83,2016,Erik,1163.016288
27,25,2016,Erik,432.946489
86,115,2016,Erik,1559.126579
89,141,2016,Erik,1752.937092
59,95,2016,Erik,1254.930282
60,71,2016,Erik,1078.170695
25,35,2016,Erik,517.688686
88,136,2016,Erik,1720.303984
70,104,2016,Erik,1406.590513
74,103,2016,Erik,1420.432348
93,137,2016,Erik,1748.409852
40,43,2016,Erik,704.537718
21,23,2016,Erik,376.524978
63,91,2016,Erik,1265.434095
53,81,2016,Erik,1124.136376
54,65,2016,Erik,997.035258
92,140,2016,Erik,1765.961582
79,123,2016,Erik,1592.954884
44,47,2016,Erik,768.307098
83,124,2016,Erik,1625.883789
88,113,2016,Erik,1541.552788
15,21,2016,Erik,299.083483
56,90,2016,Erik,1199.548848
27,30,2016,Erik,498.287692
66,79,2016,Erik,1176.949713
67,103,2016,Erik,1375.946409
86,138,2016,Erik,1718.249469
87,120,2016,Erik,1605.544171
91,125,2016,Erik,1654.413144
59,84,2016,Erik,1191.109056
60,94,2016,Erik,1261.867949
25,36,2016,Erik,524.534188
6,6,2016,Erik,92.161816
32,50,2016,Erik,702.228477
88,143,2016,Erik,1757.41264
70,99,2016,Erik,1369.666974
74,110,2016,Erik,1472.935221
75,116,2016,Erik,1517.297036
80,121,2016,Erik,1587.410796
48,82,2016,Erik,1072.836929
72,88,2016,Erik,1281.021827
36,38,2016,Erik,631.445371
54,88,2016,Erik,1169.110796
92,139,2016,Erik,1758.693779
41,53,2016,Erik,812.997289
88,120,2016,Erik,1608.260958
15,18,2016,Erik,280.955841
76,92,2016,Erik,1326.519308
13,24,2016,Erik,278.65887
87,113,2016,Erik,1540.068106
86,141,2016,Erik,1732.022687
92,124,2016,Erik,1648.363674
60,85,2016,Erik,1204.833063
70,90,2016,Erik,1294.810256
71,104,2016,Erik,1412.100568
90,134,2016,Erik,1717.571501
74,105,2016,Erik,1436.168385
75,109,2016,Erik,1470.667149
21,25,2016,Erik,396.612848
80,112,2016,Erik,1519.117945
48,73,2016,Erik,1020.151305
29,41,2016,Erik,605.280967
33,46,2016,Erik,685.453172
72,95,2016,Erik,1345.049865
73,87,2016,Erik,1270.124246
54,83,2016,Erik,1145.907971
36,45,2016,Erik,703.308941
92,130,2016,Erik,1695.585106
41,62,2016,Erik,874.298759
9,5,2016,Erik,73.993051
84,132,2016,Erik,1675.90627
88,127,2016,Erik,1663.954301
15,27,2016,Erik,326.250616
76,91,2016,Erik,1314.95477
45,58,2016,Erik,884.172464
49,63,2016,Erik,953.643416
67,85,2016,Erik,1238.028777
13,17,2016,Erik,247.834051
86,132,2016,Erik,1687.049313
92,123,2016,Erik,1638.435621
3,7,2016,Erik,45.313556
70,93,2016,Erik,1320.160598
53,59,2016,Erik,929.587283
71,97,2016,Erik,1357.50361
90,129,2016,Erik,1682.737255
75,98,2016,Erik,1381.216883
93,148,2016,Erik,1818.170465
21,34,2016,Erik,457.652842
80,119,2016,Erik,1573.151686
48,64,2016,Erik,957.010477
29,34,2016,Erik,551.385121
33,39,2016,Erik,623.547696
16,25,2016,Erik,337.415282
73,88,2016,Erik,1281.150866
78,92,2016,Erik,1327.401258
9,14,2016,Erik,175.314051
84,131,2016,Erik,1670.159078
37,51,2016,Erik,763.938647
77,92,2016,Erik,1325.906919
24,24,2016,Erik,411.469286
45,51,2016,Erik,819.329249
83,128,2016,Erik,1649.973564
66,88,2016,Erik,1261.742882
67,90,2016,Erik,1281.613428
13,10,2016,Erik,168.721912
0,1,2016,Erik,1e-06
45,68,2016,Erik,955.621471
28,28,2016,Erik,483.996016
70,84,2016,Erik,1238.151726
71,94,2016,Erik,1332.664049
90,136,2016,Erik,1730.510237
80,110,2016,Erik,1502.334454
26,38,2016,Erik,551.19323
7,8,2016,Erik,115.491998
48,71,2016,Erik,1006.911912
16,16,2016,Erik,271.780377
92,144,2016,Erik,1790.411739
94,148,2016,Erik,1825.002693
22,26,2016,Erik,418.704641
81,129,2016,Erik,1640.854751
84,138,2016,Erik,1703.630332
106,155,2016,Erik,1915.681625
51,67,2016,Erik,1000.512739
37,60,2016,Erik,812.49065
24,31,2016,Erik,480.256201
66,83,2016,Erik,1218.688295
28,27,2016,Erik,467.353008
84,104,2016,Erik,1452.236102
87,141,2016,Erik,1738.813285
90,147,2016,Erik,1792.537275
71,87,2016,Erik,1266.934771
57,74,2016,Erik,1096.518917
80,101,2016,Erik,1418.983032
26,33,2016,Erik,516.531902
33,49,2016,Erik,706.136496
16,23,2016,Erik,325.426736
22,29,2016,Erik,444.158723
61,78,2016,Erik,1151.691353
51,72,2016,Erik,1042.097185
37,37,2016,Erik,620.247211
42,48,2016,Erik,773.733126
55,76,2016,Erik,1102.373113
65,98,2016,Erik,1329.36924
84,119,2016,Erik,1590.072446
85,111,2016,Erik,1519.394676
87,138,2016,Erik,1724.162942
57,83,2016,Erik,1169.707393
80,92,2016,Erik,1326.738778
26,40,2016,Erik,562.434161
16,14,2016,Erik,243.681461
73,115,2016,Erik,1493.909482
54,63,2016,Erik,976.283546
94,134,2016,Erik,1730.633804
22,20,2016,Erik,346.888699
30,52,2016,Erik,680.69203
51,81,2016,Erik,1105.150248
34,43,2016,Erik,669.491642
52,65,2016,Erik,988.758286
37,46,2016,Erik,720.043693
42,59,2016,Erik,865.865069
85,135,2016,Erik,1694.815881
55,69,2016,Erik,1039.546436
84,126,2016,Erik,1645.213919
50,58,2016,Erik,914.655619
87,131,2016,Erik,1684.42521
57,84,2016,Erik,1176.394476
58,74,2016,Erik,1102.509542
96,137,2016,Erik,1758.219092
4,2,2016,Erik,26.923542
46,54,2016,Erik,856.357248
68,103,2016,Erik,1384.715669
72,98,2016,Erik,1372.049917
19,16,2016,Erik,278.804689
94,137,2016,Erik,1752.626123
62,86,2016,Erik,1225.386664
51,86,2016,Erik,1125.931951
34,34,2016,Erik,576.439734
17,26,2016,Erik,357.926516
52,72,2016,Erik,1050.687422
76,118,2016,Erik,1538.813469
10,11,2016,Erik,167.406121
85,128,2016,Erik,1659.271998
55,66,2016,Erik,1010.703479
38,62,2016,Erik,837.224037
25,27,2016,Erik,450.857488
85,113,2016,Erik,1538.337148
50,53,2016,Erik,859.201682
89,118,2016,Erik,1589.988931
1,2,2016,Erik,8.481811
57,93,2016,Erik,1222.234667
58,85,2016,Erik,1190.429814
4,9,2016,Erik,68.138723
46,57,2016,Erik,882.815612
29,31,2016,Erik,519.936552
72,105,2016,Erik,1425.175904
19,25,2016,Erik,376.055152
61,89,2016,Erik,1236.572508
62,89,2016,Erik,1244.840633
27,41,2016,Erik,579.65729
100,148,2016,Erik,1851.555677
30,38,2016,Erik,595.386718
52,87,2016,Erik,1141.436941
17,19,2016,Erik,306.789787
76,109,2016,Erik,1476.542379
42,45,2016,Erik,736.231477
23,29,2016,Erik,453.15864
81,126,2016,Erik,1628.428279
82,132,2016,Erik,1663.293489
85,137,2016,Erik,1704.381238
55,91,2016,Erik,1190.694467
38,49,2016,Erik,757.356067
25,28,2016,Erik,462.911638
11,17,2016,Erik,218.379553
85,122,2016,Erik,1617.491912
89,127,2016,Erik,1665.63263
87,145,2016,Erik,1758.409943
58,92,2016,Erik,1230.169222
101,154,2016,Erik,1894.327356
46,64,2016,Erik,940.188554
68,85,2016,Erik,1242.181595
51,55,2016,Erik,882.134004
69,97,2016,Erik,1347.746166
73,102,2016,Erik,1407.778967
19,30,2016,Erik,410.241739
61,82,2016,Erik,1189.436794
30,41,2016,Erik,616.922356
34,52,2016,Erik,738.037183
17,20,2016,Erik,317.100638
76,100,2016,Erik,1403.192578
77,114,2016,Erik,1518.09083
23,26,2016,Erik,425.462848
81,119,2016,Erik,1577.941833
82,127,2016,Erik,1640.368777
49,78,2016,Erik,1063.619238
50,84,2016,Erik,1108.873694
74,94,2016,Erik,1342.98187
55,80,2016,Erik,1134.181242
38,40,2016,Erik,663.008081
40,66,2016,Erik,882.816362
43,63,2016,Erik,901.695599
64,88,2016,Erik,1251.477921
65,78,2016,Erik,1163.765994
11,22,2016,Erik,233.967717
90,126,2016,Erik,1662.69636
78,98,2016,Erik,1388.463839
98,142,2016,Erik,1802.456713
46,75,2016,Erik,1006.824474
68,92,2016,Erik,1304.276444
51,60,2016,Erik,936.854037
69,106,2016,Erik,1410.810201
73,111,2016,Erik,1470.851554
62,75,2016,Erik,1125.292428
27,39,2016,Erik,567.992522
100,154,2016,Erik,1890.978647
76,99,2016,Erik,1393.128696
77,107,2016,Erik,1464.493699
81,104,2016,Erik,1449.582575
82,118,2016,Erik,1576.363324
49,71,2016,Erik,1015.952197
50,79,2016,Erik,1082.674259
31,51,2016,Erik,690.526462
35,52,2016,Erik,748.714676
74,89,2016,Erik,1292.640365
75,93,2016,Erik,1333.101313
43,52,2016,Erik,819.15622
8,18,2016,Erik,168.934564
64,95,2016,Erik,1301.831667
11,15,2016,Erik,208.109382
90,121,2016,Erik,1618.727931
96,149,2016,Erik,1841.364332
78,101,2016,Erik,1416.012071
43,69,2016,Erik,935.606221
26,23,2016,Erik,399.904645
47,64,2016,Erik,947.36208
68,91,2016,Erik,1294.701932
69,83,2016,Erik,1224.579613
24,33,2016,Erik,493.813829
47,49,2016,Erik,802.588501
20,21,2016,Erik,350.415263
77,100,2016,Erik,1404.431044
82,113,2016,Erik,1533.463373
50,70,2016,Erik,1020.539864
91,136,2016,Erik,1734.165657
40,48,2016,Erik,762.611524
43,45,2016,Erik,738.316969
64,86,2016,Erik,1236.392304
65,88,2016,Erik,1255.373328
14,19,2016,Erik,275.915153
39,57,2016,Erik,822.671424
78,108,2016,Erik,1478.107594
79,102,2016,Erik,1426.975365
26,30,2016,Erik,492.260225
44,68,2016,Erik,945.195768
47,73,2016,Erik,1007.439996
69,92,2016,Erik,1307.399909
2,7,2016,Erik,30.141369
24,40,2016,Erik,531.268109
5,10,2016,Erik,88.199861
47,62,2016,Erik,931.723424
86,111,2016,Erik,1521.258631
20,28,2016,Erik,416.001227
59,75,2016,Erik,1113.926939
23,33,2016,Erik,480.155023
82,104,2016,Erik,1451.795845
28,44,2016,Erik,613.455623
50,65,2016,Erik,979.118741
31,33,2016,Erik,551.144842
35,34,2016,Erik,575.798748
18,22,2016,Erik,343.810616
110,159,2016,Erik,1950.29317
40,55,2016,Erik,821.141818
65,81,2016,Erik,1195.324375
14,26,2016,Erik,306.470374
53,69,2016,Erik,1029.317592
39,54,2016,Erik,804.348733
95,149,2016,Erik,1835.200731
78,119,2016,Erik,1559.447398
79,111,2016,Erik,1504.579623
26,25,2016,Erik,431.499108
44,67,2016,Erik,938.278904
83,104,2016,Erik,1450.786075
98,155,2016,Erik,1886.073222
12,20,2016,Erik,249.723076
56,70,2016,Erik,1055.845306
66,99,2016,Erik,1343.746078
102,151,2016,Erik,1877.886722
89,130,2016,Erik,1686.421498
20,27,2016,Erik,406.049698
82,99,2016,Erik,1399.874579
28,43,2016,Erik,606.564473
32,46,2016,Erik,676.390188
31,46,2016,Erik,663.231498
35,43,2016,Erik,675.633299
18,17,2016,Erik,291.461416
74,114,2016,Erik,1498.18293
91,134,2016,Erik,1720.513495
40,62,2016,Erik,863.568811
8,7,2016,Erik,111.955499
63,84,2016,Erik,1214.741505
53,78,2016,Erik,1103.321703
39,47,2016,Erik,742.905439
95,146,2016,Erik,1817.931579
98,146,2016,Erik,1831.254749
79,116,2016,Erik,1544.66971
44,58,2016,Erik,877.958208
83,113,2016,Erik,1535.053696
48,61,2016,Erik,930.725986
12,19,2016,Erik,243.945009
69,78,2016,Erik,1168.477151
56,77,2016,Erik,1117.228243
86,121,2016,Erik,1612.116925
89,139,2016,Erik,1741.738111
52,57,2016,Erik,906.807722
20,34,2016,Erik,445.365091
59,89,2016,Erik,1220.932823
60,73,2016,Erik,1098.877669
28,34,2016,Erik,545.262707
32,37,2016,Erik,598.98694
88,130,2016,Erik,1684.050823
93,143,2016,Erik,1788.695872
8,14,2016,Erik,162.027296
63,93,2016,Erik,1279.921158
53,87,2016,Erik,1152.127067
36,49,2016,Erik,739.378363
54,79,2016,Erik,1118.882867
44,49,2016,Erik,793.426623
9,17,2016,Erik,184.164393
83,118,2016,Erik,1578.817687
48,52,2016,Erik,843.774399
12,10,2016,Erik,168.58093
15,15,2016,Erik,250.605395
56,84,2016,Erik,1169.443209
27,24,2016,Erik,417.856363
67,97,2016,Erik,1336.261324
86,112,2016,Erik,1532.07066
89,140,2016,Erik,1748.014224
59,94,2016,Erik,1250.322452
25,34,2016,Erik,512.17475
6,12,2016,Erik,115.67046
88,137,2016,Erik,1725.20811
70,105,2016,Erik,1412.412868
74,100,2016,Erik,1396.743757
93,136,2016,Erik,1741.79515
40,44,2016,Erik,718.119067
21,22,2016,Erik,366.825778
63,90,2016,Erik,1258.991878
53,80,2016,Erik,1117.879889
36,56,2016,Erik,783.166577
54,70,2016,Erik,1046.258856
92,141,2016,Erik,1771.723254
41,51,2016,Erik,796.938884
79,122,2016,Erik,1586.931301
83,127,2016,Erik,1644.835095
104,152,2016,Erik,1890.672696
88,114,2016,Erik,1552.486046
15,20,2016,Erik,295.61893
56,91,2016,Erik,1202.937109
67,102,2016,Erik,1370.433587
86,139,2016,Erik,1722.231744
87,123,2016,Erik,1630.246988
108,156,2016,Erik,1926.772734
91,124,2016,Erik,1646.277102
59,87,2016,Erik,1208.935769
60,95,2016,Erik,1266.398015
6,7,2016,Erik,97.108125
32,51,2016,Erik,705.861163
88,144,2016,Erik,1763.203491
70,96,2016,Erik,1346.671198
74,111,2016,Erik,1478.688959
21,31,2016,Erik,443.722816
80,122,2016,Erik,1595.164895
48,83,2016,Erik,1075.009623
29,47,2016,Erik,641.708487
72,89,2016,Erik,1289.468874
53,89,2016,Erik,1159.433474
36,39,2016,Erik,641.508477
54,89,2016,Erik,1172.155348
92,132,2016,Erik,1710.278317
41,52,2016,Erik,805.769747
88,121,2016,Erik,1616.201913
76,93,2016,Erik,1335.318104
41,69,2016,Erik,908.079223
13,23,2016,Erik,274.446731
87,112,2016,Erik,1531.357893
86,130,2016,Erik,1675.871156
3,1,2016,Erik,4.615083
60,86,2016,Erik,1212.398297
70,91,2016,Erik,1302.558268
71,107,2016,Erik,1431.486723
90,135,2016,Erik,1723.326426
75,108,2016,Erik,1464.185777
21,24,2016,Erik,387.852207
39,66,2016,Erik,868.247751
80,113,2016,Erik,1526.239889
48,74,2016,Erik,1027.761171
29,40,2016,Erik,599.96949
33,45,2016,Erik,676.562745
73,86,2016,Erik,1260.668381
54,80,2016,Erik,1127.436436
36,46,2016,Erik,714.275863
92,131,2016,Erik,1702.092245
41,61,2016,Erik,867.503315
78,90,2016,Erik,1305.966889
84,133,2016,Erik,1679.87649
15,26,2016,Erik,324.168805
42,68,2016,Erik,919.529566
45,57,2016,Erik,874.852756
66,94,2016,Erik,1309.449612
49,62,2016,Erik,945.97401
67,84,2016,Erik,1229.975426
13,16,2016,Erik,242.105649
86,133,2016,Erik,1691.508575
3,6,2016,Erik,45.33996
45,74,2016,Erik,988.104637
70,82,2016,Erik,1218.347388
53,58,2016,Erik,919.40642
71,96,2016,Erik,1349.865567
90,142,2016,Erik,1766.688994
75,101,2016,Erik,1406.939856
93,147,2016,Erik,1812.04305
21,33,2016,Erik,453.313072
80,104,2016,Erik,1448.884814
48,65,2016,Erik,963.55022
29,33,2016,Erik,540.521477
33,38,2016,Erik,615.139677
16,26,2016,Erik,344.115769
73,95,2016,Erik,1347.265002
94,146,2016,Erik,1813.451609
78,93,2016,Erik,1336.643085
9,13,2016,Erik,167.734623
37,50,2016,Erik,757.856125
77,91,2016,Erik,1314.407988
24,25,2016,Erik,422.051644
45,50,2016,Erik,809.910819
10,20,2016,Erik,211.036089
66,89,2016,Erik,1268.575843
49,55,2016,Erik,877.265407
67,93,2016,Erik,1305.377279
83,131,2016,Erik,1663.52914
45,67,2016,Erik,948.51412
28,29,2016,Erik,494.243628
70,85,2016,Erik,1246.793569
71,89,2016,Erik,1286.135154
90,137,2016,Erik,1735.974365
80,111,2016,Erik,1509.626971
26,39,2016,Erik,555.512899
7,11,2016,Erik,126.694223
16,17,2016,Erik,280.422016
92,145,2016,Erik,1795.537507
94,149,2016,Erik,1830.036341
41,47,2016,Erik,754.373906
22,27,2016,Erik,426.847037
79,94,2016,Erik,1347.366125
81,128,2016,Erik,1637.181221
51,66,2016,Erik,993.084748
37,59,2016,Erik,807.254544
42,54,2016,Erik,830.783406
66,80,2016,Erik,1189.33335
84,105,2016,Erik,1461.185112
87,140,2016,Erik,1734.443743
90,144,2016,Erik,1777.665405
71,86,2016,Erik,1258.091786
57,73,2016,Erik,1086.305709
80,102,2016,Erik,1429.970135
99,153,2016,Erik,1879.226521
33,48,2016,Erik,700.493063
22,18,2016,Erik,314.491773
61,77,2016,Erik,1141.060037
30,50,2016,Erik,673.884052
51,75,2016,Erik,1063.48031
42,49,2016,Erik,783.840762
10,6,2016,Erik,97.33098
55,79,2016,Erik,1125.419435
65,97,2016,Erik,1322.377809
84,112,2016,Erik,1529.735374
85,110,2016,Erik,1510.878976
87,133,2016,Erik,1696.144642
57,82,2016,Erik,1164.546416
4,4,2016,Erik,56.49954
26,41,2016,Erik,566.047795
16,15,2016,Erik,256.736051
73,114,2016,Erik,1489.12168
54,60,2016,Erik,944.970146
94,135,2016,Erik,1737.396902
22,21,2016,Erik,359.176425
51,80,2016,Erik,1099.42506
34,40,2016,Erik,642.891402
52,66,2016,Erik,999.430777
37,45,2016,Erik,709.089548
76,120,2016,Erik,1550.798101
42,56,2016,Erik,846.247138
85,134,2016,Erik,1690.724235
55,68,2016,Erik,1030.78743
84,127,2016,Erik,1649.764671
85,119,2016,Erik,1591.925975
50,59,2016,Erik,923.287182
87,130,2016,Erik,1679.098419
57,91,2016,Erik,1212.6708
58,75,2016,Erik,1110.528178
96,138,2016,Erik,1766.859782
4,3,2016,Erik,37.600894
46,55,2016,Erik,864.647919
68,96,2016,Erik,1336.440378
72,99,2016,Erik,1379.298726
54,55,2016,Erik,883.697214
19,19,2016,Erik,320.646507
94,142,2016,Erik,1788.390124
61,95,2016,Erik,1275.56692
62,87,2016,Erik,1231.257455
34,35,2016,Erik,586.756317
17,25,2016,Erik,350.527457
52,73,2016,Erik,1057.256393
76,119,2016,Erik,1543.961271
10,8,2016,Erik,132.142778
49,83,2016,Erik,1089.491185
55,93,2016,Erik,1198.437673
38,63,2016,Erik,840.799359
25,26,2016,Erik,440.322764
85,112,2016,Erik,1529.906567
50,50,2016,Erik,825.298109
89,117,2016,Erik,1579.584394
1,1,2016,Erik,2.224581
57,92,2016,Erik,1218.253296
58,82,2016,Erik,1172.685278
4,10,2016,Erik,69.91462
46,62,2016,Erik,925.239219
29,30,2016,Erik,509.878425
69,103,2016,Erik,1391.660077
72,106,2016,Erik,1432.801842
19,24,2016,Erik,368.777731
61,88,2016,Erik,1230.968307
62,94,2016,Erik,1279.981373
27,40,2016,Erik,574.977082
100,149,2016,Erik,1858.005664
30,39,2016,Erik,601.868788
52,80,2016,Erik,1109.92083
17,18,2016,Erik,298.209993
76,110,2016,Erik,1484.80776
77,120,2016,Erik,1558.074086
23,28,2016,Erik,445.847395
81,125,2016,Erik,1621.575877
82,133,2016,Erik,1666.839794
85,136,2016,Erik,1700.480219
55,90,2016,Erik,1187.367193
38,54,2016,Erik,795.699952
43,57,2016,Erik,859.512414
11,16,2016,Erik,214.83771
85,121,2016,Erik,1608.622896
89,126,2016,Erik,1659.675092
87,144,2016,Erik,1754.330884
58,93,2016,Erik,1234.618738
96,152,2016,Erik,1859.190111
46,65,2016,Erik,945.914854
68,86,2016,Erik,1252.389329
51,54,2016,Erik,871.604876
69,96,2016,Erik,1340.716094
73,101,2016,Erik,1399.039768
19,33,2016,Erik,421.98183
61,81,2016,Erik,1179.54687
27,33,2016,Erik,524.806391
100,156,2016,Erik,1902.53726
30,46,2016,Erik,652.253185
34,53,2016,Erik,742.031458
76,101,2016,Erik,1411.122418
77,113,2016,Erik,1510.0643
23,21,2016,Erik,361.260707
81,118,2016,Erik,1570.882679
82,124,2016,Erik,1622.325761
49,77,2016,Erik,1056.424644
50,85,2016,Erik,1111.143508
74,95,2016,Erik,1351.077952
55,83,2016,Erik,1153.700489
38,41,2016,Erik,673.382347
40,67,2016,Erik,886.717381
97,150,2016,Erik,1852.239653
43,62,2016,Erik,896.138146
64,89,2016,Erik,1257.724874
65,77,2016,Erik,1151.835008
11,9,2016,Erik,145.97009
90,127,2016,Erik,1668.860229
78,99,2016,Erik,1396.971734
46,72,2016,Erik,991.816938
68,93,2016,Erik,1311.485142
51,63,2016,Erik,964.727829
69,105,2016,Erik,1404.292846
73,110,2016,Erik,1465.233659
5,7,2016,Erik,79.574753
27,38,2016,Erik,562.697869
100,155,2016,Erik,1896.153105
17,12,2016,Erik,207.606381
55,59,2016,Erik,931.784184
77,106,2016,Erik,1457.014842
81,111,2016,Erik,1512.196305
82,119,2016,Erik,1583.454623
49,70,2016,Erik,1009.851791
50,76,2016,Erik,1063.884643
31,50,2016,Erik,687.152379
35,55,2016,Erik,763.037252
43,55,2016,Erik,843.781038
64,80,2016,Erik,1183.959966
11,14,2016,Erik,202.535097
96,150,2016,Erik,1847.823263
78,106,2016,Erik,1461.434758
43,68,2016,Erik,931.300588
47,67,2016,Erik,968.291387
69,82,2016,Erik,1215.560778
24,34,2016,Erik,501.352246
102,154,2016,Erik,1898.637349
20,22,2016,Erik,361.895936
77,99,2016,Erik,1394.190631
81,96,2016,Erik,1368.594817
82,110,2016,Erik,1508.097746
50,71,2016,Erik,1026.710078
18,28,2016,Erik,386.971554
91,139,2016,Erik,1753.037202
40,49,2016,Erik,771.929532
43,44,2016,Erik,726.25438
64,87,2016,Erik,1242.888424
65,95,2016,Erik,1308.395472
11,7,2016,Erik,111.640071
14,16,2016,Erik,255.619834
39,56,2016,Erik,817.473059
78,109,2016,Erik,1484.999519
79,97,2016,Erik,1377.268602
26,31,2016,Erik,499.9063
44,69,2016,Erik,949.504387
47,72,2016,Erik,1002.362942
69,91,2016,Erik,1297.731911
56,64,2016,Erik,993.636136
2,4,2016,Erik,29.271146
5,9,2016,Erik,85.4231
102,157,2016,Erik,1916.594796
47,57,2016,Erik,887.76386
