Z, N, experiment, who missed, value
54,72,2016,Erik,-1.25742
43,53,2016,Erik,-1.79326
39,43,2016,Erik,-3.55359
64,94,2016,Erik,-0.65929
37,55,2016,Erik,-6.48139
11,12,2016,Erik,-10.46732
44,54,2016,Erik,-2.23571
8,10,2016,Erik,-6.22762
42,66,2016,Erik,-7.4568
14,11,2016,Erik,-9.50144
12,15,2016,Erik,-11.85748
45,55,2016,Erik,-2.19441
49,60,2016,Erik,-1.84359
56,81,2016,Erik,-2.50258
13,14,2016,Erik,-10.09192
43,66,2016,Erik,-6.79214
50,59,2016,Erik,-0.72126
47,65,2016,Erik,-3.97691
57,91,2016,Erik,-1.8623
4,3,2016,Erik,-1.58713
45,72,2016,Erik,-8.51075
24,32,2016,Erik,-8.2401
46,55,2016,Erik,-1.7365
59,93,2016,Erik,-3.47424
6,9,2016,Erik,-12.72894
47,54,2016,Erik,-1.16174
19,19,2016,Erik,-6.78559
7,12,2016,Erik,-15.52688
48,67,2016,Erik,-4.52351
20,20,2016,Erik,-7.03976
61,95,2016,Erik,-2.8305
33,36,2016,Erik,-2.87958
16,28,2016,Erik,-17.05883
40,41,2016,Erik,-2.08162
34,35,2016,Erik,-2.38141
17,25,2016,Erik,-12.63512
32,31,2016,Erik,-2.13058
50,73,2016,Erik,-6.26403
52,73,2016,Erik,-2.25063
76,119,2016,Erik,-0.76034
18,30,2016,Erik,-15.50202
38,37,2016,Erik,-2.7164
53,83,2016,Erik,-2.33486
10,8,2016,Erik,-5.11508
37,48,2016,Erik,-6.61521
79,121,2016,Erik,-0.22951
24,27,2016,Erik,-8.93895
14,18,2016,Erik,-11.48376
38,63,2016,Erik,-10.32633
45,48,2016,Erik,-4.04187
10,18,2016,Erik,-9.62558
25,26,2016,Erik,-8.66217
49,53,2016,Erik,-0.05338
39,62,2016,Erik,-8.96678
56,88,2016,Erik,-1.20559
47,78,2016,Erik,-10.69472
27,28,2016,Erik,-8.21092
57,92,2016,Erik,-2.59041
67,101,2016,Erik,-0.40812
58,82,2016,Erik,-1.61408
4,10,2016,Erik,-11.66756
64,97,2016,Erik,-1.25316
45,65,2016,Erik,-5.47738
28,31,2016,Erik,-6.10032
5,11,2016,Erik,-14.32198
46,62,2016,Erik,-3.85341
29,30,2016,Erik,-4.75336
59,82,2016,Erik,-1.29987
60,92,2016,Erik,-2.17592
25,38,2016,Erik,-11.47995
47,63,2016,Erik,-3.51959
30,29,2016,Erik,-4.30462
19,24,2016,Erik,-9.2001
26,37,2016,Erik,-9.97478
32,48,2016,Erik,-9.65721
7,5,2016,Erik,-8.00841
20,19,2016,Erik,-6.66033
62,94,2016,Erik,-1.63594
27,40,2016,Erik,-10.85964
23,38,2016,Erik,-11.93547
16,19,2016,Erik,-8.32209
21,18,2016,Erik,-5.42473
30,39,2016,Erik,-5.71708
52,80,2016,Erik,-4.25109
17,18,2016,Erik,-6.9979
50,64,2016,Erik,-2.63667
31,38,2016,Erik,-4.48906
41,45,2016,Erik,-3.49488
22,25,2016,Erik,-8.95346
35,35,2016,Erik,-1.82546
18,25,2016,Erik,-11.27206
77,120,2016,Erik,-0.45738
23,28,2016,Erik,-10.29216
40,54,2016,Erik,-3.74611
81,125,2016,Erik,-0.3253
36,36,2016,Erik,-2.17605
54,90,2016,Erik,-2.72098
51,68,2016,Erik,-2.36275
41,55,2016,Erik,-3.21124
37,57,2016,Erik,-6.9874
42,52,2016,Erik,-2.06645
14,21,2016,Erik,-13.69422
55,90,2016,Erik,-2.55267
53,70,2016,Erik,-0.89446
38,54,2016,Erik,-5.60099
43,57,2016,Erik,-2.84304
15,16,2016,Erik,-9.6686
39,55,2016,Erik,-5.41197
11,16,2016,Erik,-11.22797
26,24,2016,Erik,-7.42981
41,64,2016,Erik,-7.27947
44,66,2016,Erik,-6.36296
58,93,2016,Erik,-3.38594
46,65,2016,Erik,-4.54829
60,91,2016,Erik,-1.35401
66,98,2016,Erik,-0.45114
57,79,2016,Erik,-1.30971
63,97,2016,Erik,-1.74173
20,26,2016,Erik,-11.1416
61,81,2016,Erik,-0.43304
27,33,2016,Erik,-7.16369
33,54,2016,Erik,-8.7857
21,27,2016,Erik,-11.14727
30,46,2016,Erik,-10.50187
80,126,2016,Erik,-0.67859
28,42,2016,Erik,-11.57094
34,53,2016,Erik,-7.87461
32,45,2016,Erik,-8.04437
31,47,2016,Erik,-10.12466
29,43,2016,Erik,-10.27725
35,40,2016,Erik,-3.63883
18,16,2016,Erik,-6.74395
33,40,2016,Erik,-4.04985
23,21,2016,Erik,-6.01796
40,61,2016,Erik,-7.00942
36,35,2016,Erik,-2.17183
51,77,2016,Erik,-6.185
34,47,2016,Erik,-7.60104
8,6,2016,Erik,-10.11581
41,56,2016,Erik,-3.80353
49,77,2016,Erik,-9.09172
50,85,2016,Erik,-7.83819
52,69,2016,Erik,-0.57267
9,7,2016,Erik,-9.08273
42,63,2016,Erik,-6.5961
55,83,2016,Erik,-1.26842
38,41,2016,Erik,-3.57818
53,79,2016,Erik,-3.49812
43,62,2016,Erik,-5.82351
15,25,2016,Erik,-16.48967
39,44,2016,Erik,-3.8276
78,121,2016,Erik,-0.302
11,9,2016,Erik,-6.25456
44,57,2016,Erik,-2.83834
48,60,2016,Erik,-2.28222
55,73,2016,Erik,-0.99076
12,18,2016,Erik,-11.78985
45,60,2016,Erik,-3.93156
49,57,2016,Erik,-0.78636
13,19,2016,Erik,-12.53597
56,76,2016,Erik,-0.99963
50,62,2016,Erik,-1.82756
46,72,2016,Erik,-7.59185
3,5,2016,Erik,-6.10024
59,96,2016,Erik,-4.52985
60,82,2016,Erik,-0.80397
51,63,2016,Erik,-0.45152
69,105,2016,Erik,-0.05075
57,80,2016,Erik,-1.49467
58,78,2016,Erik,-0.49827
4,6,2016,Erik,-7.40952
25,40,2016,Erik,-12.88583
5,7,2016,Erik,-10.00132
46,50,2016,Erik,-4.30712
27,38,2016,Erik,-9.86799
21,36,2016,Erik,-11.12507
28,33,2016,Erik,-6.46498
32,36,2016,Erik,-3.39969
48,78,2016,Erik,-10.06556
29,36,2016,Erik,-6.79051
62,82,2016,Erik,-0.13154
33,33,2016,Erik,-2.46309
36,42,2016,Erik,-4.38999
51,82,2016,Erik,-8.5107
34,38,2016,Erik,-3.31431
8,13,2016,Erik,-15.39478
49,70,2016,Erik,-5.14154
50,76,2016,Erik,-7.82778
52,76,2016,Erik,-3.18444
37,43,2016,Erik,-4.31131
35,55,2016,Erik,-7.46307
9,8,2016,Erik,-5.81869
53,72,2016,Erik,-1.6618
36,48,2016,Erik,-7.10479
54,78,2016,Erik,-2.71016
43,55,2016,Erik,-2.48806
10,15,2016,Erik,-12.52245
37,53,2016,Erik,-6.15707
11,14,2016,Erik,-11.73512
44,48,2016,Erik,-4.03957
9,18,2016,Erik,-13.69506
24,22,2016,Erik,-6.79181
42,64,2016,Erik,-6.97174
48,51,2016,Erik,-2.39014
12,9,2016,Erik,-8.02151
45,53,2016,Erik,-1.4418
55,70,2016,Erik,-0.26142
38,58,2016,Erik,-6.57975
15,12,2016,Erik,-9.89544
25,23,2016,Erik,-7.60487
13,12,2016,Erik,-9.15626
56,83,2016,Erik,-0.92552
43,68,2016,Erik,-7.72573
50,57,2016,Erik,-0.28553
47,67,2016,Erik,-4.52703
27,25,2016,Erik,-7.48953
57,89,2016,Erik,-0.96065
45,70,2016,Erik,-7.63012
24,34,2016,Erik,-8.79474
46,53,2016,Erik,-1.14982
59,95,2016,Erik,-4.39993
25,35,2016,Erik,-9.23797
19,21,2016,Erik,-6.4384
7,14,2016,Erik,-20.90932
22,34,2016,Erik,-7.4787
48,69,2016,Erik,-5.25221
20,22,2016,Erik,-6.25734
61,93,2016,Erik,-2.63641
40,43,2016,Erik,-2.85968
21,23,2016,Erik,-6.70541
30,34,2016,Erik,-3.95581
34,33,2016,Erik,-2.08399
52,75,2016,Erik,-2.89041
41,42,2016,Erik,-2.16317
63,91,2016,Erik,-0.5659
50,71,2016,Erik,-5.20379
18,28,2016,Erik,-14.5601
40,49,2016,Erik,-6.1972
53,81,2016,Erik,-4.18267
51,65,2016,Erik,-1.25693
43,44,2016,Erik,-2.55888
65,95,2016,Erik,-0.17862
11,7,2016,Erik,-9.35133
44,47,2016,Erik,-3.77993
24,29,2016,Erik,-9.14813
14,16,2016,Erik,-10.64333
38,61,2016,Erik,-8.7874
10,16,2016,Erik,-11.22684
25,24,2016,Erik,-8.15953
15,21,2016,Erik,-11.57658
39,56,2016,Erik,-5.88873
56,90,2016,Erik,-2.14236
26,31,2016,Erik,-7.31976
44,69,2016,Erik,-7.62704
47,72,2016,Erik,-6.84085
27,30,2016,Erik,-7.08036
67,103,2016,Erik,-0.77881
64,99,2016,Erik,-1.53103
58,80,2016,Erik,-1.04598
28,25,2016,Erik,-7.30501
5,9,2016,Erik,-11.81385
46,60,2016,Erik,-3.22601
29,28,2016,Erik,-7.07437
60,94,2016,Erik,-3.40304
25,36,2016,Erik,-9.75359
6,6,2016,Erik,-7.36659
47,57,2016,Erik,-1.95024
19,26,2016,Erik,-11.73336
26,35,2016,Erik,-8.82071
7,7,2016,Erik,-11.61211
32,50,2016,Erik,-10.35675
20,29,2016,Erik,-13.95388
62,92,2016,Erik,-1.20034
27,42,2016,Erik,-11.73673
33,51,2016,Erik,-9.05481
16,21,2016,Erik,-8.80701
23,32,2016,Erik,-8.34082
30,37,2016,Erik,-4.79245
34,56,2016,Erik,-8.82521
17,16,2016,Erik,-6.4754
32,40,2016,Erik,-5.00372
22,31,2016,Erik,-7.95621
31,32,2016,Erik,-2.61368
52,82,2016,Erik,-4.82645
35,37,2016,Erik,-2.59214
18,23,2016,Erik,-8.596
23,30,2016,Erik,-7.71471
40,56,2016,Erik,-4.9964
36,38,2016,Erik,-2.82686
51,70,2016,Erik,-3.0822
54,88,2016,Erik,-1.95857
49,74,2016,Erik,-7.2095
41,53,2016,Erik,-2.29992
37,39,2016,Erik,-3.84225
42,50,2016,Erik,-5.60462
14,27,2016,Erik,-18.51672
38,52,2016,Erik,-5.10738
53,68,2016,Erik,-0.03683
43,59,2016,Erik,-3.4732
15,18,2016,Erik,-10.5545
39,49,2016,Erik,-6.96497
11,18,2016,Erik,-11.07909
44,60,2016,Erik,-4.3276
12,21,2016,Erik,-15.86242
58,91,2016,Erik,-1.57865
13,24,2016,Erik,-16.39546
46,71,2016,Erik,-6.98127
57,77,2016,Erik,-0.74382
26,42,2016,Erik,-12.43207
63,99,2016,Erik,-2.03911
27,35,2016,Erik,-8.02164
33,52,2016,Erik,-7.98611
16,12,2016,Erik,-9.0969
21,25,2016,Erik,-9.16411
30,44,2016,Erik,-8.96777
28,36,2016,Erik,-8.11082
34,51,2016,Erik,-8.54686
32,47,2016,Erik,-9.3926
22,22,2016,Erik,-5.1271
48,73,2016,Erik,-7.07426
29,41,2016,Erik,-8.99276
31,41,2016,Erik,-5.44617
35,42,2016,Erik,-4.70698
33,46,2016,Erik,-7.59638
18,14,2016,Erik,-8.69847
40,63,2016,Erik,-7.71885
23,23,2016,Erik,-7.37911
36,45,2016,Erik,-5.52161
51,79,2016,Erik,-6.93768
34,45,2016,Erik,-6.48541
52,71,2016,Erik,-1.53205
54,83,2016,Erik,-1.8712
41,62,2016,Erik,-6.80376
8,8,2016,Erik,-7.16192
49,67,2016,Erik,-4.09095
50,83,2016,Erik,-10.24075
9,5,2016,Erik,-9.26054
42,61,2016,Erik,-5.76497
35,48,2016,Erik,-7.80258
38,47,2016,Erik,-5.83201
53,77,2016,Erik,-2.96781
43,48,2016,Erik,-4.53708
15,27,2016,Erik,-17.62503
39,46,2016,Erik,-4.81037
11,11,2016,Erik,-8.47954
44,59,2016,Erik,-3.72199
55,75,2016,Erik,-1.41334
48,62,2016,Erik,-2.86536
12,12,2016,Erik,-9.31655
45,58,2016,Erik,-3.12876
49,63,2016,Erik,-2.80828
65,101,2016,Erik,-1.6063
13,17,2016,Erik,-11.42898
56,78,2016,Erik,-1.49431
43,65,2016,Erik,-6.52868
50,60,2016,Erik,-1.13476
47,68,2016,Erik,-5.10312
3,7,2016,Erik,-11.24801
46,48,2016,Erik,-3.64339
5,5,2016,Erik,-4.46119
6,10,2016,Erik,-13.80854
21,34,2016,Erik,-10.06807
47,53,2016,Erik,-0.87516
28,35,2016,Erik,-7.27289
32,38,2016,Erik,-4.08763
48,64,2016,Erik,-3.47557
29,34,2016,Erik,-5.77496
33,39,2016,Erik,-3.56872
16,25,2016,Erik,-14.86198
51,84,2016,Erik,-4.09021
34,36,2016,Erik,-2.74777
52,78,2016,Erik,-3.76262
8,15,2016,Erik,-20.2173
63,92,2016,Erik,-0.85694
37,41,2016,Erik,-4.07218
49,68,2016,Erik,-4.34114
50,74,2016,Erik,-6.70175
9,14,2016,Erik,-14.99593
38,38,2016,Erik,-2.73198
53,86,2016,Erik,-1.20555
36,50,2016,Erik,-8.0967
10,13,2016,Erik,-10.91182
54,76,2016,Erik,-2.24003
37,51,2016,Erik,-7.25083
79,124,2016,Erik,-1.16984
44,50,2016,Erik,-4.836
9,16,2016,Erik,-16.32266
24,24,2016,Erik,-7.69837
48,53,2016,Erik,-0.45553
38,56,2016,Erik,-6.31138
12,11,2016,Erik,-9.65048
45,51,2016,Erik,-3.18694
14,15,2016,Erik,-11.12721
15,14,2016,Erik,-10.46179
39,61,2016,Erik,-8.39796
13,10,2016,Erik,-8.60624
43,70,2016,Erik,-8.54666
27,27,2016,Erik,-7.80727
45,68,2016,Erik,-6.90968
28,28,2016,Erik,-8.00209
24,36,2016,Erik,-9.77444
46,59,2016,Erik,-2.88469
61,97,2016,Erik,-3.40915
59,81,2016,Erik,-1.07553
25,33,2016,Erik,-8.3593
6,13,2016,Erik,-19.83698
47,50,2016,Erik,-4.23896
30,30,2016,Erik,-2.69172
19,23,2016,Erik,-7.64884
26,38,2016,Erik,-10.72488
7,8,2016,Erik,-10.99118
22,32,2016,Erik,-8.45767
48,71,2016,Erik,-5.9756
61,91,2016,Erik,-1.14368
62,91,2016,Erik,-0.60914
31,31,2016,Erik,-2.7441
20,16,2016,Erik,-6.67571
16,16,2016,Erik,-6.94765
40,45,2016,Erik,-4.07198
30,32,2016,Erik,-3.36414
21,21,2016,Erik,-5.74531
23,37,2016,Erik,-10.81461
52,85,2016,Erik,-0.85479
17,29,2016,Erik,-17.29405
50,69,2016,Erik,-4.40546
22,26,2016,Erik,-9.44895
31,37,2016,Erik,-4.08636
18,26,2016,Erik,-12.26032
42,47,2016,Erik,-4.26466
40,51,2016,Erik,-5.44042
36,57,2016,Erik,-7.56852
51,67,2016,Erik,-1.85133
54,71,2016,Erik,-1.07279
43,46,2016,Erik,-3.54009
41,50,2016,Erik,-6.04454
65,93,2016,Erik,-0.15746
37,60,2016,Erik,-8.05382
24,31,2016,Erik,-7.80179
55,89,2016,Erik,-2.09006
38,51,2016,Erik,-7.1536
14,22,2016,Erik,-14.03214
25,30,2016,Erik,-7.93349
15,23,2016,Erik,-14.04619
39,58,2016,Erik,-5.92644
56,92,2016,Erik,-3.14636
26,29,2016,Erik,-8.45482
44,71,2016,Erik,-8.67489
47,74,2016,Erik,-7.93036
28,27,2016,Erik,-7.55821
46,66,2016,Erik,-5.08513
29,26,2016,Erik,-6.71817
6,4,2016,Erik,-5.10128
47,59,2016,Erik,-2.58398
19,28,2016,Erik,-13.97738
26,33,2016,Erik,-7.98001
32,52,2016,Erik,-8.92473
63,100,2016,Erik,-2.35552
20,31,2016,Erik,-13.39088
33,49,2016,Erik,-8.82438
16,23,2016,Erik,-11.19613
23,34,2016,Erik,-7.93156
30,43,2016,Erik,-8.03967
21,30,2016,Erik,-9.94162
80,123,2016,Erik,-0.3055
34,54,2016,Erik,-8.16068
17,22,2016,Erik,-7.36732
32,42,2016,Erik,-6.28262
22,29,2016,Erik,-9.81333
31,34,2016,Erik,-3.09836
29,46,2016,Erik,-12.52633
35,39,2016,Erik,-3.37119
18,21,2016,Erik,-6.8209
33,43,2016,Erik,-6.128
23,24,2016,Erik,-8.24343
40,58,2016,Erik,-4.86591
53,88,2016,Erik,-2.29119
51,72,2016,Erik,-3.9497
49,72,2016,Erik,-6.07888
41,59,2016,Erik,-3.88642
37,37,2016,Erik,-2.91531
42,48,2016,Erik,-4.6284
55,86,2016,Erik,-0.54618
38,42,2016,Erik,-3.72266
40,64,2016,Erik,-8.32807
14,25,2016,Erik,-15.74435
43,61,2016,Erik,-5.13096
39,51,2016,Erik,-6.17198
78,122,2016,Erik,-0.74697
11,20,2016,Erik,-15.62916
44,62,2016,Erik,-5.18208
41,68,2016,Erik,-7.84435
55,76,2016,Erik,-1.49979
48,57,2016,Erik,-1.32662
12,23,2016,Erik,-17.96672
45,63,2016,Erik,-4.95319
58,89,2016,Erik,-0.50161
65,98,2016,Erik,-0.9777
13,22,2016,Erik,-14.89468
56,73,2016,Erik,-0.29473
46,69,2016,Erik,-6.06603
62,99,2016,Erik,-2.63533
57,83,2016,Erik,-0.40209
26,40,2016,Erik,-11.59779
27,37,2016,Erik,-9.24931
16,14,2016,Erik,-9.34315
28,38,2016,Erik,-9.55315
34,49,2016,Erik,-8.23885
17,15,2016,Erik,-8.61185
32,33,2016,Erik,-2.55423
22,20,2016,Erik,-5.47109
48,75,2016,Erik,-8.43119
29,39,2016,Erik,-8.19962
31,43,2016,Erik,-7.49816
35,44,2016,Erik,-5.45875
33,44,2016,Erik,-6.6419
54,81,2016,Erik,-3.62705
51,81,2016,Erik,-7.91425
34,43,2016,Erik,-5.72688
49,65,2016,Erik,-3.53741
50,81,2016,Erik,-10.94209
31,49,2016,Erik,-10.6726
37,46,2016,Erik,-5.42751
36,47,2016,Erik,-6.49809
35,50,2016,Erik,-8.46708
41,60,2016,Erik,-5.19498
42,59,2016,Erik,-3.0022
9,11,2016,Erik,-8.12629
38,45,2016,Erik,-4.78026
53,75,2016,Erik,-2.54339
36,53,2016,Erik,-6.54706
54,75,2016,Erik,-2.098
43,50,2016,Erik,-5.40581
8,16,2016,Erik,-21.42808
64,93,2016,Erik,-0.6887
39,40,2016,Erik,-3.02405
11,13,2016,Erik,-10.82535
44,53,2016,Erik,-1.7384
42,69,2016,Erik,-7.98499
14,10,2016,Erik,-9.15741
55,69,2016,Erik,-0.40326
12,14,2016,Erik,-10.61474
45,56,2016,Erik,-2.61291
49,61,2016,Erik,-1.9525
13,15,2016,Erik,-10.85766
56,80,2016,Erik,-2.03288
43,67,2016,Erik,-7.25607
50,58,2016,Erik,-0.52647
47,70,2016,Erik,-5.83939
45,73,2016,Erik,-8.71209
5,3,2016,Erik,-4.82654
46,54,2016,Erik,-1.55732
68,103,2016,Erik,-0.21325
59,90,2016,Erik,-0.62896
47,55,2016,Erik,-1.4964
21,32,2016,Erik,-11.72023
6,8,2016,Erik,-12.01251
19,16,2016,Erik,-6.56326
7,13,2016,Erik,-17.77093
48,66,2016,Erik,-4.10894
29,32,2016,Erik,-5.06341
33,37,2016,Erik,-3.04313
16,27,2016,Erik,-16.94073
34,34,2016,Erik,-2.29886
17,26,2016,Erik,-13.80979
50,72,2016,Erik,-5.66461
52,72,2016,Erik,-1.85187
63,94,2016,Erik,-1.236
76,118,2016,Erik,-0.47771
9,12,2016,Erik,-10.3426
10,11,2016,Erik,-7.34793
37,49,2016,Erik,-7.67325
24,26,2016,Erik,-8.55919
14,13,2016,Erik,-9.33591
38,62,2016,Erik,-9.16614
48,55,2016,Erik,-0.89388
45,49,2016,Erik,-4.60784
25,27,2016,Erik,-8.65451
49,54,2016,Erik,-0.34503
39,63,2016,Erik,-9.22895
56,87,2016,Erik,-0.71754
27,29,2016,Erik,-7.75803
57,93,2016,Erik,-3.24451
64,96,2016,Erik,-1.00623
4,9,2016,Erik,-9.70166
45,66,2016,Erik,-5.97945
28,30,2016,Erik,-6.39916
5,12,2016,Erik,-15.68949
46,57,2016,Erik,-2.25672
29,31,2016,Erik,-4.72965
25,39,2016,Erik,-12.17199
47,60,2016,Erik,-2.79988
30,28,2016,Erik,-5.44535
19,25,2016,Erik,-10.64859
26,36,2016,Erik,-9.31116
7,10,2016,Erik,-11.11678
20,18,2016,Erik,-6.10512
27,41,2016,Erik,-11.36655
16,18,2016,Erik,-7.92364
40,47,2016,Erik,-4.97445
30,38,2016,Erik,-5.33309
21,19,2016,Erik,-5.53119
52,87,2016,Erik,-1.99774
17,19,2016,Erik,-7.64205
50,67,2016,Erik,-3.77938
31,39,2016,Erik,-5.07678
41,46,2016,Erik,-4.09374
22,24,2016,Erik,-8.00547
18,24,2016,Erik,-9.98639
42,45,2016,Erik,-3.39807
23,29,2016,Erik,-9.36484
40,53,2016,Erik,-3.33793
81,126,2016,Erik,-0.31593
36,59,2016,Erik,-8.0037
51,69,2016,Erik,-2.59293
54,69,2016,Erik,-0.49244
41,48,2016,Erik,-5.208
37,58,2016,Erik,-7.20911
42,55,2016,Erik,-2.84757
14,20,2016,Erik,-13.49795
55,91,2016,Erik,-2.9653
53,71,2016,Erik,-1.37289
38,49,2016,Erik,-7.31435
25,28,2016,Erik,-9.1531
15,17,2016,Erik,-9.87914
39,52,2016,Erik,-4.17842
11,17,2016,Erik,-10.95775
26,27,2016,Erik,-8.03939
44,65,2016,Erik,-5.82618
41,65,2016,Erik,-7.4551
58,92,2016,Erik,-2.32468
46,64,2016,Erik,-4.4326
60,90,2016,Erik,-0.46928
66,101,2016,Erik,-1.04166
19,30,2016,Erik,-13.77386
66,103,J,Erik,-1.499703
66,101,J,Erik,-1.017682
66,102,J,Erik,-1.290742
65,99,J,Erik,-1.034482
63,100,J,Erik,-2.290315
62,98,J,Erik,-2.449539
63,99,J,Erik,-1.978225
64,102,J,Erik,-2.431106
61,97,J,Erik,-3.42431
65,101,J,Erik,-1.652025
64,101,J,Erik,-2.275343
64,100,J,Erik,-1.883862
62,100,J,Erik,-2.908745
64,99,J,Erik,-1.555
67,101,J,Erik,-0.396057
24,35,T,Erik,-8.678676
24,34,T,Erik,-8.672717
22,29,T,Erik,-9.811798
24,33,T,Erik,-8.068317
22,33,T,Erik,-7.924611
24,32,T,Erik,-8.231216
22,31,T,Erik,-8.006451
22,32,T,Erik,-8.579691
24,31,T,Erik,-7.803325
22,30,T,Erik,-7.678987
31,50,O,Erik,-11.190069
62,101,O,Erik,-3.300515
31,52,O,Erik,-9.274037
39,66,O,Erik,-11.137276
62,102,O,Erik,-3.625215
