Z    N    AME2003(MeV)      AME2016(MeV)      JFYLTRAP2017(MeV)      err2003(MeV)      err2016(MeV)      errJYFLTRAP2017(MeV)   SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
96   168  *                 *                 *                 *                 *                 *                 15.551612         16.967293         18.033211         17.202942         17.649254         17.462797         17.89             17.349            17.09             17.795            
96   170  *                 *                 *                 *                 *                 *                 16.156376         17.529773         18.440516         17.665939         18.101637         18.124374         18.512            17.803            17.651            18.277            
96   172  *                 *                 *                 *                 *                 *                 16.7546           18.054987         19.192771         18.393189         18.560662         18.94384          19.131            18.435            18.212            18.676            
96   174  *                 *                 *                 *                 *                 *                 17.207174         18.942161         19.981783         18.941508         18.875809         19.284718         19.492            18.773            18.528            19.025            
96   176  *                 *                 *                 *                 *                 *                 17.581524         19.447925         20.325044         19.396173         19.4565           19.58749          19.868            19.21             18.889            19.293            
96   178  *                 *                 *                 *                 *                 *                 17.859599         19.906491         20.65908          19.75915          19.979707         19.812929         20.212            19.586            19.215            19.593            
96   180  *                 *                 *                 *                 *                 *                 17.99043          20.250253         20.907669         19.805328         20.427569         19.845025         20.354            19.83             19.458            19.93             
96   182  *                 *                 *                 *                 *                 *                 18.002718         20.900453         21.110759         20.363224         20.806891         20.192101         20.755            20.252            19.874            20.353            
96   184  *                 *                 *                 *                 *                 *                 18.565886         21.542098         21.725317         20.893815         21.338948         20.688932         21.233            20.728            20.326            20.761            
96   186  *                 *                 *                 *                 *                 *                 19.139677         22.1598           22.352895         21.562628         21.9009           21.258457         21.936            21.515            21.06             21.377            
96   188  *                 *                 *                 *                 *                 *                 19.729391         22.782857         22.993459         22.18762          22.460987         21.846084         22.591            22.331            21.788            21.981            
96   190  *                 *                 *                 *                 *                 *                 20.303446         23.402525         24.164705         22.769577         23.124544         22.490116         24.08             23.192            22.501            22.57             
96   192  *                 *                 *                 *                 *                 *                 22.425429         24.016228         25.270865         23.948555         23.857243         23.933921         25.231            24.034            23.607            23.262            
96   194  *                 *                 *                 *                 *                 *                 22.834379         24.777719         26.033442         24.726455         24.595228         25.03218          26.155            24.67             25.02             24.505            
96   196  *                 *                 *                 *                 *                 *                 23.337786         25.783756         26.583238         25.371541         25.28852          25.671349         27.143            25.36             26.326            25.608            
96   198  *                 *                 *                 *                 *                 *                 23.907438         26.465233         27.204041         26.00154          25.953622         26.208606         27.853            26.136            27.056            26.51             
96   200  *                 *                 *                 *                 *                 *                 24.539643         27.156215         27.900084         26.662966         26.625294         26.769949         28.427            27.73             27.628            27.163            
96   202  *                 *                 *                 *                 *                 *                 25.233213         27.858194         28.634586         27.36033          27.309656         27.400504         29.068            29.016            28.218            27.705            
96   204  *                 *                 *                 *                 *                 *                 25.99824          28.567911         29.435695         28.082678         28.002501         28.079694         29.717            29.624            28.839            28.222            
96   206  *                 *                 *                 *                 *                 *                 26.78173          29.280307         30.27205          28.801411         28.66943          28.749613         30.383            30.201            29.465            28.714            
96   208  *                 *                 *                 *                 *                 *                 27.502474         29.957901         31.065715         29.475336         29.303999         29.349526         31.039            30.801            30.075            29.184            
96   210  *                 *                 *                 *                 *                 *                 28.159146         30.617405         31.777787         30.119569         29.908562         29.90286          31.594            31.374            30.621            29.632            
96   212  *                 *                 *                 *                 *                 *                 28.768708         31.267855         32.444056         30.735254         30.500196         30.455156         32.075            31.887            31.167            30.059            
96   214  *                 *                 *                 *                 *                 *                 29.366795         31.898422         33.095674         31.330677         31.080291         31.006875         32.575            32.387            31.697            30.469            
96   216  *                 *                 *                 *                 *                 *                 29.946908         32.491094         *                 31.885002         31.631823         31.541041         *                 32.884            32.197            30.865            
96   218  *                 *                 *                 *                 *                 *                 30.477627         33.071377         *                 32.410978         32.150816         32.012153         *                 *                 32.679            31.244            
96   220  *                 *                 *                 *                 *                 *                 30.951834         *                 *                 32.881382         32.636626         32.433992         *                 *                 *                 31.601            
96   222  *                 *                 *                 *                 *                 *                 31.380563         *                 *                 *                 33.098506         32.824441         *                 *                 *                 31.94             
96   224  *                 *                 *                 *                 *                 *                 31.793961         *                 *                 *                 33.553573         33.218494         *                 *                 *                 32.264            
96   226  *                 *                 *                 *                 *                 *                 32.175733         *                 *                 *                 34.00865          33.611307         *                 *                 *                 32.575            
96   228  *                 *                 *                 *                 *                 *                 32.525051         *                 *                 *                 *                 *                 *                 *                 *                 32.639            
96   230  *                 *                 *                 *                 *                 *                 32.859441         *                 *                 *                 *                 *                 *                 *                 *                 32.704            
96   232  *                 *                 *                 *                 *                 *                 33.118076         *                 *                 *                 *                 *                 *                 *                 *                 32.858            
96   234  *                 *                 *                 *                 *                 *                 33.329708         *                 *                 *                 *                 *                 *                 *                 *                 *                 
96   238  *                 *                 *                 *                 *                 *                 33.945455         *                 *                 *                 *                 *                 *                 *                 *                 *                 
96   240  *                 *                 *                 *                 *                 *                 34.836335         *                 *                 *                 *                 *                 *                 *                 *                 *                 
96   242  *                 *                 *                 *                 *                 *                 35.036687         *                 *                 *                 *                 *                 *                 *                 *                 *                 
96   244  *                 *                 *                 *                 *                 *                 35.208224         *                 *                 *                 *                 *                 *                 *                 *                 *                 
96   254  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 37.639092         36.722814         *                 *                 *                 *                 
96   256  *                 *                 *                 *                 *                 *                 35.430982         *                 *                 *                 38.061773         37.089058         *                 *                 *                 *                 
98   130  *                 *                 *                 *                 *                 *                 0.425971          *                 0.573273          0.694474          0.459839          1.71114           0.507             *                 0.008             0.923             
98   132  *                 *                 *                 *                 *                 *                 0.854557          1.005475          1.443171          1.463775          1.43888           2.563952          1.691             0.82              0.203             2.183             
98   134  *                 *                 *                 *                 *                 *                 1.380765          2.047267          2.279091          2.225925          2.375777          2.61834           2.932             1.593             2.469             3.704             
98   136  *                 *                 *                 *                 *                 *                 2.054696          2.970895          3.184345          3.039518          3.253102          3.416212          3.686             2.192             3.339             4.562             
98   138  *                 *                 *                 *                 *                 *                 2.862794          3.91467           4.198197          3.934636          4.162767          4.304236          4.5               3.163             4.149             5.379             
98   140  *                 *                 *                 *                 *                 *                 3.761732          4.882938          5.287695          4.893218          5.130708          5.256             5.278             5.552             4.95              6.207             
98   142  *                 6.03219           *                 *                 0.02231           *                 4.746228          5.872647          6.348517          5.871655          6.112634          6.227142          6.003             6.412             5.736             7.031             
98   144  6.96576           6.91528           *                 0.03687           0.01296           *                 5.743849          6.858802          7.379424          6.857929          7.085459          7.215714          7.11              7.328             6.697             7.957             
98   146  7.90391           7.90353           *                 0.00251           0.00247           *                 6.716627          7.81537           8.409302          7.837877          8.059945          8.19715           8.074             8.218             7.729             8.922             
98   148  8.93986           8.93955           *                 0.00107           0.00106           *                 7.705088          8.753473          9.432368          8.812919          9.035038          9.170297          9.168             9.127             8.73              9.896             
98   150  9.95661           9.9569            *                 0.00512           0.00512           *                 8.6857            9.631739          10.463663         9.767975          9.986029          10.13644          10.212            10.093            9.726             10.818            
98   152  10.79835          10.8003           *                 0.00476           0.00268           *                 9.598292          10.476076         11.462392         10.664834         10.896599         11.051166         11.321            10.98             10.752            11.739            
98   154  11.53299          11.53292          *                 0.01              0.01              *                 10.386766         11.282994         12.356263         11.473851         11.756946         11.860051         12.291            11.865            11.604            12.602            
98   156  *                 *                 *                 *                 *                 *                 11.122164         12.052741         13.140756         12.22165          12.545815         12.588374         13.172            12.602            12.485            13.392            
98   158  *                 *                 *                 *                 *                 *                 11.854365         12.807776         13.830749         12.920951         13.28952          13.303757         13.947            13.255            13.248            14.507            
98   160  *                 *                 *                 *                 *                 *                 12.522986         13.532712         14.492517         13.598553         13.99371          14.035829         14.657            13.949            13.943            15.181            
98   162  *                 *                 *                 *                 *                 *                 13.055171         14.272162         15.177368         14.256762         14.67097          14.738768         15.373            14.401            14.599            15.684            
98   164  *                 *                 *                 *                 *                 *                 13.486616         14.992825         15.714205         14.822375         15.334235         15.268247         15.77             15.034            14.978            15.789            
98   166  *                 *                 *                 *                 *                 *                 13.94503          15.714497         16.174707         15.317443         15.953333         15.686321         16.142            15.472            15.367            16.159            
98   168  *                 *                 *                 *                 *                 *                 14.37658          16.012857         16.584813         15.783729         16.452024         16.080518         16.533            15.902            15.758            16.528            
98   170  *                 *                 *                 *                 *                 *                 14.731842         16.162948         17.138836         16.245542         16.855061         16.805381         16.938            16.216            16.079            16.798            
98   172  *                 *                 *                 *                 *                 *                 15.31424          16.830334         17.942783         16.963615         17.161774         17.3441           17.518            16.865            16.683            17.284            
98   174  *                 *                 *                 *                 *                 *                 15.754992         17.521961         18.38555          17.455835         17.513841         17.745317         17.949            17.607            17.094            17.717            
98   176  *                 *                 *                 *                 *                 *                 16.177066         17.977355         18.795834         17.926379         18.095999         18.130312         18.403            17.729            17.53             18.126            
98   178  *                 *                 *                 *                 *                 *                 16.570228         18.360684         19.20811          18.322382         18.636873         18.455704         18.891            18.247            18.007            18.318            
98   180  *                 *                 *                 *                 *                 *                 16.779574         18.660821         19.476725         18.735757         19.108428         18.723872         19.105            18.336            18.088            18.647            
98   182  *                 *                 *                 *                 *                 *                 16.835566         19.312896         19.738465         18.958242         19.469929         18.873568         19.4              18.858            18.558            19.074            
98   184  *                 *                 *                 *                 *                 *                 17.383459         19.936207         20.342823         19.445182         20.011564         19.367719         19.878            19.326            19.012            19.479            
98   186  *                 *                 *                 *                 *                 *                 17.951841         20.558128         20.977926         20.037313         20.592782         19.946158         20.602            20.119            19.749            20.115            
98   188  *                 *                 *                 *                 *                 *                 18.516451         21.182657         21.596825         20.649813         21.151322         20.49183          21.488            20.906            20.397            20.738            
98   190  *                 *                 *                 *                 *                 *                 20.383707         21.820755         22.794567         21.344422         21.78112          21.637025         22.738            21.903            21.477            21.302            
98   192  *                 *                 *                 *                 *                 *                 21.229687         22.440267         23.825854         22.573457         22.409561         22.705495         23.674            22.679            22.717            22.674            
98   194  *                 *                 *                 *                 *                 *                 21.716376         23.53434          24.539423         23.241087         23.052634         23.599846         24.664            23.34             23.779            23.55             
98   196  *                 *                 *                 *                 *                 *                 22.14255          24.175937         24.989568         23.786955         23.697929         24.129696         25.559            24.301            24.706            24.38             
98   198  *                 *                 *                 *                 *                 *                 22.563793         24.829086         25.618775         24.390651         24.345666         24.612108         26.175            25.585            25.373            25.103            
98   200  *                 *                 *                 *                 *                 *                 23.030313         25.470314         26.259904         24.996488         24.998085         25.167297         26.713            26.644            25.948            25.662            
98   202  *                 *                 *                 *                 *                 *                 23.566562         26.12898          26.889734         25.621204         25.668515         25.772563         27.294            27.29             26.521            26.181            
98   204  *                 *                 *                 *                 *                 *                 24.176665         26.796725         27.570538         26.266034         26.351058         26.418117         27.92             27.883            27.116            26.693            
98   206  *                 *                 *                 *                 *                 *                 24.834063         27.476098         28.315249         26.936618         27.025508         27.047154         28.561            28.484            27.716            27.193            
98   208  *                 *                 *                 *                 *                 *                 25.533201         28.152962         29.07722          27.599031         27.669856         27.638777         29.185            29.092            28.297            27.677            
98   210  *                 *                 *                 *                 *                 *                 26.217095         28.827435         29.807607         28.244047         28.301389         28.205216         29.694            29.704            28.913            28.146            
98   212  *                 *                 *                 *                 *                 *                 26.895755         29.490721         30.507647         28.888915         28.928184         28.781227         30.234            30.246            29.521            28.605            
98   214  *                 *                 *                 *                 *                 *                 27.575867         30.124518         31.209837         29.52693          29.538176         29.375161         30.868            30.784            30.098            29.065            
98   216  *                 *                 *                 *                 *                 *                 28.264995         30.748661         31.913939         30.144871         30.102197         29.918389         31.545            31.312            30.644            29.515            
98   218  *                 *                 *                 *                 *                 *                 28.894406         31.341123         32.63851          30.713898         30.602811         30.397105         32.164            31.824            31.184            29.942            
98   220  *                 *                 *                 *                 *                 *                 29.419375         31.884026         *                 31.261838         31.068856         30.840571         *                 *                 31.749            30.336            
98   222  *                 *                 *                 *                 *                 *                 29.902013         32.421448         *                 31.797766         31.538048         31.309456         *                 *                 *                 30.707            
98   224  *                 *                 *                 *                 *                 *                 30.407245         *                 *                 32.309063         32.011532         31.790241         *                 *                 *                 31.062            
98   226  *                 *                 *                 *                 *                 *                 30.920122         *                 *                 32.776364         32.480452         32.276997         *                 *                 *                 31.401            
98   228  *                 *                 *                 *                 *                 *                 31.417889         *                 *                 33.230485         32.939516         32.753863         *                 *                 *                 31.719            
98   230  *                 *                 *                 *                 *                 *                 31.788916         *                 *                 *                 33.389427         33.19725          *                 *                 *                 32.005            
98   232  *                 *                 *                 *                 *                 *                 32.051291         *                 *                 *                 33.822137         *                 *                 *                 *                 32.219            
98   234  *                 *                 *                 *                 *                 *                 32.260737         *                 *                 *                 *                 *                 *                 *                 *                 32.272            
98   236  *                 *                 *                 *                 *                 *                 32.470599         *                 *                 *                 *                 *                 *                 *                 *                 32.236            
98   238  *                 *                 *                 *                 *                 *                 32.890139         *                 *                 *                 *                 *                 *                 *                 *                 32.495            
98   240  *                 *                 *                 *                 *                 *                 33.195684         *                 *                 *                 *                 34.609537         *                 *                 *                 32.73             
98   242  *                 *                 *                 *                 *                 *                 33.478832         *                 *                 *                 *                 34.9009           *                 *                 *                 32.941            
98   244  *                 *                 *                 *                 *                 *                 33.771073         *                 *                 *                 *                 35.148573         *                 *                 *                 33.128            
98   246  *                 *                 *                 *                 *                 *                 34.004127         *                 *                 *                 *                 35.357105         *                 *                 *                 33.286            
98   248  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 35.532009         *                 *                 *                 33.38             
98   250  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 33.688            
98   252  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 36.320532         35.752666         *                 *                 *                 34.037            
98   254  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 36.517923         35.689664         *                 *                 *                 *                 
98   256  *                 *                 *                 *                 *                 *                 34.418005         *                 *                 37.011165         36.936098         36.036461         *                 *                 *                 *                 
100  132  *                 *                 *                 *                 *                 *                 *                 *                 0.384912          0.010927          *                 0.633042          0.281             *                 *                 0.891             
100  134  *                 *                 *                 *                 *                 *                 *                 0.474972          0.564594          0.509915          0.714626          1.681287          1.312             0.342             0.893             2.03              
100  136  *                 *                 *                 *                 *                 *                 *                 1.191674          1.274997          1.190744          1.503211          1.61871           1.951             1.399             1.641             2.769             
100  138  *                 *                 *                 *                 *                 *                 0.669424          1.991235          2.121572          1.999368          2.358728          2.461595          2.692             2.291             2.387             3.547             
100  140  *                 *                 *                 *                 *                 *                 1.492699          2.861816          3.043855          2.865997          3.282021          3.331353          3.478             3.702             3.185             4.357             
100  142  *                 *                 *                 *                 *                 *                 2.465737          3.769065          3.988173          3.782286          4.236039          4.221112          4.335             4.54              4.014             5.228             
100  144  *                 *                 *                 *                 *                 *                 3.493941          4.701358          4.985006          4.72642           5.203176          5.149911          5.408             5.39              5.036             6.187             
100  146  5.9166            5.86729           *                 0.03874           0.01549           *                 4.498031          5.659023          6.047921          5.706647          6.171509          6.110794          6.473             6.295             6.048             7.171             
100  148  6.76326           6.77038           *                 0.01164           0.00854           *                 5.496434          6.612907          7.141809          6.706285          7.141637          7.118151          7.512             7.253             7.025             8.153             
100  150  7.74413           7.74371           *                 0.01281           0.0093            *                 6.519858          7.548022          8.268097          7.715829          8.105661          8.169166          8.55              8.202             8.043             9.139             
100  152  8.93235           8.9327            *                 0.0055            0.0055            *                 7.499843          8.453648          9.355457          8.68101           9.01651           9.163565          9.709             9.141             9.115             10.126            
100  154  9.70774           9.70976           *                 0.00511           0.00327           *                 8.335457          9.326507          10.331166         9.557946          9.86538           10.040015         10.702            10.147            10.073            11.031            
100  156  10.4326           10.43253          *                 0.01231           0.01231           *                 9.106465          10.155803         11.197094         10.358045         10.660837         10.839445         11.602            10.922            11.019            11.859            
100  158  *                 *                 *                 *                 *                 *                 9.903487          10.93371          12.007343         11.147001         11.408611         11.651411         12.433            11.75             11.743            12.629            
100  160  *                 *                 *                 *                 *                 *                 10.646509         11.668034         12.866939         11.94008          12.118977         12.50697          13.196            12.467            12.489            13.345            
100  162  *                 *                 *                 *                 *                 *                 11.296278         12.376319         13.723664         12.701357         12.796956         13.28306          13.935            13.171            13.173            13.992            
100  164  *                 *                 *                 *                 *                 *                 11.982869         13.08809          14.338918         13.367364         13.447319         13.852005         14.361            13.571            13.566            14.443            
100  166  *                 *                 *                 *                 *                 *                 12.643165         13.80162          14.78862          13.906773         14.117151         14.284676         14.745            14.067            13.988            14.837            
100  168  *                 *                 *                 *                 *                 *                 13.128495         14.484348         15.205023         14.381109         14.78602          14.696146         15.168            14.483            14.416            15.237            
100  170  *                 *                 *                 *                 *                 *                 13.318802         15.150473         15.654292         14.858865         15.421622         15.128376         15.458            14.638            14.487            15.483            
100  172  *                 *                 *                 *                 *                 *                 13.8019           15.529503         16.279802         15.422928         16.01967          15.697408         15.917            15.343            15.106            15.85             
100  174  *                 *                 *                 *                 *                 *                 14.273033         16.044365         16.76705          15.941805         16.230654         16.159806         16.408            16.286            15.603            16.332            
100  176  *                 *                 *                 *                 *                 *                 14.745298         16.521544         17.263022         16.433741         16.723736         16.624549         16.921            16.524            16.102            16.796            
100  178  *                 *                 *                 *                 *                 *                 15.238647         16.949028         17.776257         16.899577         17.288261         17.054661         17.479            16.731            16.631            17.21             
100  180  *                 *                 *                 *                 *                 *                 15.562962         17.307615         18.117977         17.303197         17.787036         17.390342         17.775            17.638            16.735            17.531            
100  182  *                 *                 *                 *                 *                 *                 15.830096         17.73049          18.426788         17.568605         18.168363         17.601508         18.104            17.517            17.22             17.849            
100  184  *                 *                 *                 *                 *                 *                 16.235704         18.347899         18.994153         18.096893         18.704728         18.086346         18.578            17.983            17.742            18.253            
100  186  *                 *                 *                 *                 *                 *                 16.795908         18.95896          19.642035         18.70437          19.279159         18.668373         19.317            18.777            18.484            18.906            
100  188  *                 *                 *                 *                 *                 *                 17.97119          19.57486          20.267597         19.301751         19.850801         19.23372          20.17             19.613            19.278            19.544            
100  190  *                 *                 *                 *                 *                 *                 19.683085         20.170398         21.33215          20.339425         20.432206         20.293061         21.037            20.515            20.197            20.455            
100  192  *                 *                 *                 *                 *                 *                 20.208432         20.80245          22.245217         21.096365         20.957115         21.216351         21.904            21.285            21.147            21.232            
100  194  *                 *                 *                 *                 *                 *                 20.195704         22.134348         23.012552         21.753628         21.491748         22.030942         22.796            22.168            22.133            22.002            
100  196  *                 *                 *                 *                 *                 *                 20.609307         22.764524         23.621919         22.300676         22.030791         22.659673         23.657            23.171            22.938            22.766            
100  198  *                 *                 *                 *                 *                 *                 21.047644         23.332082         24.204196         22.858875         22.587922         23.213836         24.379            23.978            23.595            23.455            
100  200  *                 *                 *                 *                 *                 *                 21.461679         23.932601         24.731769         23.418723         23.167235         23.734599         24.982            24.736            24.218            24.059            
100  202  *                 *                 *                 *                 *                 *                 21.91691          24.523941         25.277017         23.99459          23.773479         24.272488         25.529            25.443            24.805            24.613            
100  204  *                 *                 *                 *                 *                 *                 22.42744          25.153282         25.88621          24.592987         24.416158         24.856649         26.117            26.074            25.378            25.139            
100  206  *                 *                 *                 *                 *                 *                 23.037678         25.795759         26.581937         25.226302         25.073637         25.474529         26.717            26.713            25.947            25.649            
100  208  *                 *                 *                 *                 *                 *                 23.704223         26.447361         27.342545         25.887767         25.727097         26.089553         27.334            27.336            26.516            26.147            
100  210  *                 *                 *                 *                 *                 *                 24.388506         27.102096         28.079974         26.559254         26.374482         26.700322         27.892            27.975            27.168            26.634            
100  212  *                 *                 *                 *                 *                 *                 25.050933         27.746632         28.767495         27.210961         27.025729         27.320346         28.525            28.559            27.815            27.129            
100  214  *                 *                 *                 *                 *                 *                 25.72402          28.406899         29.44116          27.853689         27.673201         27.939802         29.239            29.133            28.436            27.633            
100  216  *                 *                 *                 *                 *                 *                 26.424638         29.045676         30.174732         28.50044          28.272518         28.535795         29.97             29.693            29.036            28.137            
100  218  *                 *                 *                 *                 *                 *                 27.101978         29.637407         31.002255         29.148717         28.796488         29.090354         30.641            30.25             29.645            28.612            
100  220  *                 *                 *                 *                 *                 *                 27.741443         30.211393         31.782826         29.777934         29.275535         29.624769         31.14             30.835            30.286            29.045            
100  222  *                 *                 *                 *                 *                 *                 28.381047         30.775815         *                 30.366818         29.766228         30.156142         *                 31.385            30.766            29.448            
100  224  *                 *                 *                 *                 *                 *                 29.024777         31.328163         *                 30.90881          30.260808         30.671973         *                 *                 31.191            29.835            
