Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
50   74   -1.056647         -0.09247          1.399936          0.407978          0.721304          1.067771          1.11424           -0.02076          0.38724           0.82824           
50   76   -0.516937         -0.303531         1.288381          0.22596           0.620508          0.899765          1.28549           -0.18351          0.20449           0.67549           
50   78   -0.324162         -0.588439         1.006634          -0.109842         0.371687          0.665957          1.14085           -0.44415          -0.08015          0.44585           
50   80   -0.710631         -0.846886         0.724578          -0.40113          0.079134          0.418592          1.00774           -0.70026          -0.09226          0.25274           
50   82   -1.837771         -1.93296          -0.297957         -1.456949         -0.943066         -0.584637         -0.28489          -1.90189          -1.38089          -0.63289          
52   54   *                 -1.025178         -1.128081         *                 -0.546325         -0.320442         *                 -0.47764          -0.81664          *                 
52   56   -2.702825         -0.936337         -0.458694         -0.704078         -0.702406         0.298886          -0.79392          -0.40692          -0.47092          -0.92392          
52   58   -2.29264          -0.82222          -0.254246         -0.495654         -0.379591         0.393195          -1.09681          -0.62381          -0.77981          -0.99181          
52   60   -1.591418         -0.690329         -0.506709         -0.445927         -0.194247         0.461101          -1.45647          -0.83647          -1.22447          -1.15747          
52   62   -0.838209         -0.664218         -0.671907         -0.526906         -0.200234         0.763707          -1.93445          -0.82245          -1.64245          -1.35945          
52   64   -0.513337         -0.651773         -0.42994          -0.441348         -0.167312         0.947966          -1.80918          -0.62618          -1.51018          -1.25118          
52   66   -0.411758         -0.847479         -0.264235         -0.468897         -0.269301         0.903671          -1.85456          -0.30556          -1.39356          -1.15856          
52   68   -0.589827         -1.232271         -0.863096         -0.82172          -0.661792         0.618472          -1.94207          -0.30607          -1.52307          -1.22707          
52   70   -1.092141         -1.622993         -1.551585         -1.231789         -1.111759         0.120744          -1.85703          -0.37403          -1.91903          -1.28803          
52   72   -1.953025         -1.767248         -1.825091         -1.526455         -1.292393         -0.293946         -1.67793          -0.29793          -1.72093          -1.22193          
52   74   -2.943853         -1.704955         -2.084036         -1.799291         -1.16456          -0.409908         -1.2601           -0.1961           -1.6781           -0.9751           
52   76   -3.6722           -1.512837         -2.041786         -1.587531         -1.005874         -0.365018         -1.13042          0.07158           -1.39642          -0.46142          
52   78   -3.950792         -1.172089         -1.746284         -1.211316         -0.714142         -0.207386         -0.57688          0.72412           -0.78588          0.19112           
52   80   -3.907658         -0.920415         -1.342914         -0.856781         -0.450636         0.21441           0.06008           1.31708           -0.47192          0.82208           
52   82   -3.543249         -0.490006         -0.790571         -0.398557         -0.061205         0.811308          1.01286           2.08586           0.56086           1.63486           
52   84   -4.422724         -1.324721         -1.606749         -1.246925         -0.855639         -0.129663         0.10554           1.48154           -0.59346          0.57954           
54   56   *                 -0.118009         -0.209038         -0.226368         -0.48054          0.262976          -0.0729           0.2941            -0.1949           0.0781            
54   58   -1.046466         -0.143086         0.045959          -0.030179         -0.552937         0.557814          0.12053           0.46053           -0.01847          0.34553           
54   60   -0.688154         -0.349184         0.177192          0.031257          -0.680373         0.691595          0.16468           0.26968           0.02968           0.41568           
54   62   -0.607174         -0.438133         0.302701          0.197151          -0.560431         0.77794           0.2649            -0.0861           0.1159            0.5139            
54   64   -0.860732         -0.540692         0.105183          0.115116          -0.563646         0.756481          -0.00304          -0.37704          -0.23504          0.24996           
54   66   -1.161919         -0.562178         -0.008246         -0.051554         -0.627808         0.716283          -0.31078          -0.32078          -0.52678          -0.10278          
54   68   -1.265327         -0.49779          0.170977          -0.041923         -0.614576         0.782156          -0.44093          -0.25893          -0.72793          -0.29093          
54   70   -1.183141         -0.500276         0.080136          -0.087471         -0.684539         0.958794          -0.4849           -0.1239           -1.0199           -0.2569           
54   72   -1.24378          -0.724465         -0.393213         -0.353296         -1.068915         0.888264          -0.29558          0.18542           -0.83158          -0.17358          
54   74   -1.718617         -0.8755           -0.500198         -0.492574         -1.442736         0.617306          -0.11389          0.40111           -0.69589          -0.12389          
54   76   -2.254404         -0.874776         -0.481657         -0.766539         -1.493776         0.475591          -0.09169          0.46731           -0.75369          -0.15969          
54   78   -2.740588         -0.968259         -0.646753         -1.028373         -1.398703         0.424098          -0.10195          0.42005           -0.87495          0.03705           
54   80   -3.39423          -1.115933         -1.41538          -1.188806         -1.030236         -0.031174         0.12542           0.87542           -0.50758          0.66642           
54   82   -3.290141         -0.699351         -0.928097         -0.725862         -0.604648         0.454565          0.96064           1.51864           0.14264           1.38664           
54   84   -2.987642         -0.95224          -0.642218         -1.180491         -1.056707         0.321671          0.28909           1.34709           -0.28191          0.79309           
54   86   -3.162266         -0.642319         -0.371421         -0.490585         -1.092596         0.537477          0.69759           1.50659           0.07059           0.61059           
54   88   -3.111886         -0.544769         0.148961          -0.271807         -0.967075         0.816521          1.50365           1.67465           0.46065           0.83865           
56   58   *                 -0.381053         -0.263031         -0.419419         *                 -0.001984         -0.32703          -0.46103          *                 -0.05703          
56   64   -0.06866          -0.374481         0.499044          0.243965          0.262514          0.875826          0.27248           -0.30652          -0.02752          0.60848           
56   66   -0.700367         -0.493459         0.305803          -0.002762         -0.098697         0.618267          0.12354           -0.69746          -0.19546          0.47454           
56   68   -0.79268          -0.334964         0.511584          0.053889          -0.085741         0.729966          0.20726           -0.53174          -0.12074          0.40826           
56   70   -0.806083         -0.232976         0.621364          0.071159          -0.049811         0.809932          -0.13242          -0.17342          -0.28542          0.17558           
56   72   -0.846852         -0.249517         0.435786          -0.027363         -0.124788         0.783183          -0.27048          -0.06348          -0.49448          0.08452           
56   74   -1.192068         -0.343095         0.043379          -0.234143         -0.375018         0.625757          -0.26019          0.08281           -0.52519          0.07081           
56   76   -1.66661          -0.382541         -0.241882         -0.373218         -0.511362         0.525057          -0.2665           0.2005            -0.5845           0.1215            
56   78   -2.023347         -0.302669         -0.277784         -0.386866         -0.482189         0.54816           -0.10283          0.39617           -0.55983          0.27417           
56   80   -2.371383         -0.427783         -0.204722         -0.769323         -0.792137         0.621237          0.22196           0.81196           -0.36504          0.72696           
56   82   -2.665927         -0.428651         -0.480973         -0.454348         -0.45905          0.631466          0.76358           1.24458           0.09858           1.26858           
56   84   -2.611622         -0.248329         -0.428223         -0.244116         -0.4833           0.578867          0.53494           1.34694           -0.04806          0.98694           
56   86   -2.740061         -0.455426         -0.428066         -0.550043         -0.61167          0.421347          0.06625           0.83925           -0.40675          0.46825           
56   88   -2.800679         -0.673826         -0.326727         -0.714603         -0.864105         0.26367           -0.11742          0.30658           -0.59142          0.04258           
56   90   -2.661046         -0.776853         -0.200055         -0.743084         -1.037487         0.198377          -0.17273          0.20027           -0.63273          -0.17573          
56   92   -2.226085         -0.928385         -0.094422         -0.780853         -1.24041          0.088904          -0.28573          0.00627           -0.71573          -0.46873          
58   68   -0.365026         -0.653465         0.068041          -0.014615         0.201245          0.456346          0.05428           -0.45172          -0.24472          0.56728           
58   70   -0.701048         -0.645234         -0.115531         -0.121088         0.199509          0.376557          -0.02796          -0.32596          -0.30096          0.44104           
58   72   -1.149285         -0.693353         -0.370214         -0.308443         0.104777          0.244188          -0.21335          -0.22835          -0.53235          0.28865           
58   74   -1.628683         -0.667502         -0.453028         -0.469985         -0.166369         0.204603          -0.20729          -0.22929          -0.54029          0.22171           
58   76   -1.890466         -0.57664          -0.425205         -0.503893         -0.437426         0.258268          -0.30181          -0.36081          -0.60481          0.08119           
58   78   -1.91346          -0.400883         -0.270718         -0.415557         -0.443128         0.41259           -0.36646          0.09854           -0.63946          0.04554           
58   80   -1.95853          -0.233722         -0.133433         -0.20187          -0.415504         0.527446          0.17106           0.56106           -0.29594          0.58306           
58   82   -2.068678         -0.149792         -0.073237         -0.21125          -0.274829         0.759769          0.63961           0.97961           0.09961           0.89661           
58   84   -2.437138         -0.398941         -0.427274         -0.451243         -0.414878         0.424304          0.49022           0.99622           -0.07878          0.79222           
58   86   -2.637209         -0.539382         -0.55698          -0.607211         -0.462629         0.239569          0.06145           0.66945           -0.42755          0.45445           
58   88   -2.462416         -0.587026         -0.432208         -0.530371         -0.321818         0.263317          0.22279           0.37279           -0.32421          0.47179           
58   90   -1.488754         -0.931804         -0.176978         -0.554482         -0.37782          0.143819          0.06674           0.13774           -0.46726          0.23174           
58   92   -1.180233         -1.525009         0.772231          -0.161166         -0.174025         0.675912          0.34094           -0.32006          -0.27106          -0.22706          
60   70   -0.468259         -0.625119         0.11236           -0.164747         0.090103          0.199139          0.06374           -0.76226          -0.14226          0.43174           
60   72   -0.356057         -0.621602         0.670255          -0.097713         0.321104          0.355806          -0.02784          -0.61084          -0.24884          0.41416           
60   74   -0.380743         -0.890589         -0.221986         -0.538309         0.021257          0.033296          -0.33748          -0.74748          -0.64348          0.21752           
60   76   -0.838563         -0.815489         -0.544632         -0.619449         -0.338113         0.038139          -0.49534          -0.77834          -0.79834          0.02566           
60   78   -1.754943         -0.542752         -0.376156         -0.506609         -0.373491         0.167888          -0.51288          -0.79588          -0.77688          -0.03188          
60   80   -1.798109         -0.290789         -0.161395         -0.343703         -0.239125         0.375181          -0.41893          -0.69993          -0.59093          0.04607           
60   82   -1.552341         0.042463          0.253452          -0.04556          -0.126234         0.792698          -0.33383          -0.63483          -0.49383          0.16017           
60   84   -2.147068         -0.366385         -0.231361         -0.376025         -0.318961         0.427736          -0.33671          -0.64471          -0.51471          0.11129           
60   86   -2.419646         -0.677247         -0.579304         -0.640404         -0.3428           0.089061          0.03706           -0.26694          -0.45394          0.36606           
60   88   -1.835535         -0.830936         -0.43752          -0.540548         -0.151167         0.151421          0.21145           0.05645           -0.34255          0.47345           
60   90   -1.17328          -1.10216          0.36137           -0.105742         0.169429          0.673717          0.42271           -0.13829          -0.18529          0.39771           
60   92   -1.434622         -0.967454         0.26954           -0.311261         -0.081509         0.447388          0.54051           -0.81549          -0.22949          0.33951           
62   74   -0.282439         -0.300795         0.356794          0.23169           0.546841          0.486417          -0.2184           -0.7634           -0.5764           0.3726            
62   76   -0.921207         -0.788023         -0.437            -0.460985         -0.107057         0.06299           -0.37842          -0.50842          -0.72542          0.21458           
62   78   -1.154406         -0.553928         -0.529513         -0.516709         -0.166566         0.012601          -0.29557          -0.63157          -0.53057          0.28143           
62   80   -1.66659          -0.18083          -0.172842         -0.186657         -0.176345         0.35455           -0.5735           -1.0395           -0.7705           -0.0815           
62   82   -1.188369         0.11356           0.408515          -0.019748         -0.054576         0.63926           -0.6375           -1.0895           -0.7885           -0.0925           
62   84   -1.829901         -0.256024         0.028016          -0.262074         -0.224844         0.439277          -0.58329          -0.98729          -0.75729          -0.21629          
62   86   -1.882291         -0.60332          -0.3345           -0.495595         -0.128872         0.138022          0.11166           -0.38434          -0.35434          0.44166           
62   88   -1.643432         -0.772725         0.005569          -0.22842          0.079249          0.414898          0.33392           -0.03108          -0.19208          0.65692           
62   90   -2.184587         -0.669169         -0.177236         -0.213868         0.128729          0.509188          0.53221           -0.09779          -0.07279          0.79221           
62   92   -2.272718         -0.388996         -0.35053          -0.303739         0.176736          0.406801          0.50529           0.47429           -0.06571          1.01229           
62   94   -2.159352         -0.468451         -0.285052         -0.302746         0.209478          0.432423          0.7326            0.6616            0.1066            1.0776            
62   96   -2.049578         -0.510848         -0.116001         -0.266077         0.222372          0.488551          0.93146           0.70346           0.25546           1.11546           
64   76   -0.728746         0.160988          0.319611          0.061646          0.111476          0.368132          -0.11945          -0.31445          -0.10645          0.56355           
64   78   -0.374599         -0.445836         0.47314           0.139635          -0.02885          0.684575          0.09548           -0.48652          -0.17852          0.56548           
64   80   -0.543396         0.083244          0.236752          -0.029673         -0.034686         0.417414          -0.54698          -1.04798          -0.76298          -0.13198          
64   82   -1.028385         0.036253          0.25205           -0.076889         0.049598          0.358871          -0.62519          -1.15719          -0.89819          -0.03719          
64   84   -1.275757         -0.05481          0.202247          -0.114779         -0.051662         0.371796          -0.29396          -0.88396          -0.66796          0.09704           
64   86   -1.3972           -0.328293         -0.066671         -0.320437         0.011148          0.272999          0.15939           -0.39361          -0.26661          0.53839           
64   88   -1.384921         -0.524516         0.162795          -0.121672         0.094444          0.472879          0.31928           -0.10772          -0.15072          0.70328           
64   90   -1.795063         -0.243375         -0.075966         -0.258592         -0.06161          0.412172          0.14571           -0.00229          -0.30829          0.63971           
64   92   -1.912015         -0.360219         -0.177527         -0.323499         -0.092768         0.387667          0.12032           0.16832           -0.37968          0.66532           
64   94   -2.013504         -0.442829         -0.151726         -0.362403         -0.151646         0.373525          0.32194           0.10494           -0.27606          0.70694           
64   96   -2.178237         -0.568194         -0.149073         -0.453865         -0.287464         0.320622          0.41756           -0.00844          -0.26544          0.64856           
64   98   -2.263016         -0.671549         -0.112033         -0.51556          -0.411368         0.279117          0.47645           -0.06455          -0.28255          0.56845           
66   78   -0.053713         0.151197          0.762653          0.416531          0.472978          0.743397          0.21049           -0.39551          -0.05851          0.69249           
66   80   -0.091871         -0.082811         -0.019555         -0.060099         0.199225          0.236892          -0.10836          -0.88436          -0.58636          0.28164           
66   82   -0.626839         0.209194          0.26583           0.227682          0.615602          0.548616          -0.05871          -0.62471          -0.31971          0.57629           
66   84   -0.659538         0.089382          0.25106           0.192252          0.425611          0.51484           0.20979           -0.40621          -0.16121          0.65479           
66   86   -1.02812          -0.12655          0.380131          0.05838           0.249977          0.70484           0.31412           -0.22688          -0.05888          0.75212           
66   88   -1.233824         -0.253132         0.10661           -0.144811         0.089822          0.397587          0.27507           -0.17293          -0.12593          0.70007           
66   90   -1.37994          -0.17427          0.08234           -0.153369         -0.006893         0.368549          0.18405           0.04705           -0.21895          0.67305           
66   92   -1.476509         -0.109244         0.111219          -0.111578         -0.046018         0.466145          -0.01838          0.12162           -0.38338          0.56762           
66   94   -1.500337         -0.017412         0.260332          -0.037887         -0.011967         0.592192          0.01388           0.09288           -0.35212          0.55888           
66   96   -1.583484         -0.050298         0.353065          -0.036437         -0.065304         0.622431          -0.05268          -0.02068          -0.40768          0.47532           
66   98   -1.716101         -0.244792         0.256263          -0.207148         -0.277258         0.489067          -0.29851          -0.31851          -0.65751          0.21749           
68   78   0.071031          -0.091491         0.584528          0.279366          0.470352          0.554414          0.23913           -0.36387          -0.02387          0.75413           
68   80   0.021888          -0.155051         -0.02909          -0.011725         0.366284          0.263244          0.28699           -0.71001          -0.38601          0.68399           
68   82   -0.526135         -0.006251         0.104491          0.137302          0.669138          0.430203          0.0863            -0.5247           -0.1927           0.7163            
68   84   -0.479458         -0.12626          0.294204          0.087897          0.55708           0.484037          0.30528           -0.31072          -0.02472          0.83128           
68   86   -0.741152         -0.209745         0.587701          0.195053          0.322342          0.555903          0.28691           -0.23109          -0.04209          0.78191           
68   88   -1.327299         -0.230058         0.120399          -0.188114         0.050417          0.366071          0.12826           -0.29874          -0.20774          0.61326           
68   90   -1.542853         -0.210929         -0.009237         -0.242603         0.081658          0.237707          0.29821           0.03221           -0.07479          0.75921           
68   92   -1.585441         -0.07709          -0.069307         -0.168334         0.150218          0.261958          0.27618           0.22518           -0.07382          0.84018           
68   94   -1.520273         0.03524           0.095556          -0.036968         0.230085          0.407816          0.28827           0.25827           -0.10173          0.84027           
68   96   -1.412885         0.143533          0.320472          0.100777          0.334875          0.568368          0.28265           0.31765           -0.12835          0.83165           
68   98   -1.291658         0.172238          0.475068          0.174737          0.378696          0.676712          0.21898           0.24398           -0.20602          0.77598           
68   100  -1.424784         -0.047226         0.355559          0.008113          0.181451          0.544031          0.01268           -0.02932          -0.45232          0.52268           
68   102  -1.303711         0.051042          0.570887          0.150774          0.299989          0.721337          0.25094           0.12794           -0.26806          0.64794           
70   82   -0.387234         -0.157732         0.102822          0.001816          0.513996          0.256508          0.02699           -0.61201          -0.24801          0.63799           
70   84   -0.310375         -0.06176          0.419754          0.20975           0.623497          0.486844          0.35435           -0.25265          0.06835           0.94735           
70   86   -0.268704         -0.117623         0.779532          0.334708          0.40081           0.690864          0.28336           -0.22564          -0.03264          0.82836           
70   88   -0.857542         0.140296          0.613022          0.156719          0.234077          0.627358          0.17553           -0.18647          -0.13147          0.73953           
70   90   -1.388194         -0.085254         0.274026          -0.125564         0.119833          0.393299          0.29516           -0.06184          -0.09284          0.75216           
70   92   -1.591858         -0.265664         -0.03645          -0.29014          0.100973          0.213908          0.38494           0.09694           -0.02906          0.85894           
70   94   -1.52407          -0.328797         -0.086904         -0.293104         0.154175          0.209904          0.39716           0.14616           -0.03384          0.93416           
70   96   -1.313931         -0.275222         0.124336          -0.140536         0.281009          0.412023          0.50521           0.39821           0.02121           1.03621           
70   98   -1.028608         -0.14859          0.378196          0.057461          0.421586          0.659974          0.5912            0.5662            0.0922            1.1432            
70   100  -0.85929          -0.093212         0.537386          0.152996          0.474354          0.777729          0.61331           0.63831           0.09231           1.17531           
70   102  -0.971286         -0.288044         0.460444          -0.005655         0.301952          0.619978          0.52429           0.53529           -0.05271          1.02229           
70   104  -1.003741         -0.447656         0.489385          -0.095244         0.174796          0.536218          0.62316           0.44316           -0.03784          0.96816           
72   84   -0.068297         -0.05268          0.431792          0.143041          0.508384          0.34777           0.26625           -0.33475          0.02025           0.89225           
72   86   0.092326          0.172216          0.779737          0.38351           0.504949          0.639125          0.34739           -0.16061          0.06339           0.94539           
72   88   -0.246775         0.203169          0.831528          0.321526          0.314422          0.661248          0.20935           -0.11065          -0.04565          0.81135           
72   90   -0.814452         0.084433          0.695933          0.134397          0.137121          0.555601          0.27376           -0.16924          -0.05224          0.72976           
72   92   -1.344282         -0.076139         0.440892          -0.079794         -0.014493         0.39361           0.3339            -0.1051           -0.0481           0.7209            
72   94   -1.638434         -0.204628         0.211484          -0.204117         -0.035032         0.350285          0.35949           -0.00951          -0.02851          0.82149           
72   96   -1.900272         -0.364618         -0.02781          -0.34887          -0.073841         0.320264          0.44725           0.30025           0.05925           0.97125           
72   98   -1.963894         -0.434328         -0.09426          -0.333364         -0.042002         0.493124          0.67411           0.59211           0.25511           1.19411           
72   100  -2.088794         -0.386347         -0.04566          -0.298148         -0.030464         0.576548          0.77075           0.82275           0.34775           1.33575           
72   102  -2.306976         -0.344566         -0.14904          -0.302714         0.035434          0.582084          0.95802           1.04302           0.49902           1.51602           
72   104  -2.519909         -0.465436         -0.314614         -0.401365         0.032207          0.438058          1.14125           1.16525           0.61325           1.62025           
72   106  -2.671365         -0.729826         -0.351195         -0.588181         -0.158339         0.201365          1.01514           0.97314           0.45114           1.43914           
72   108  -2.506379         -0.711449         -0.236611         -0.529363         -0.112336         0.300557          1.04119           1.00519           0.46519           1.40619           
74   86   -0.011886         0.085743          0.403434          0.182191          0.40931           0.347571          0.26499           -0.23401          0.00399           0.89999           
74   88   -0.020079         0.173944          0.578776          0.283405          0.406333          0.519653          0.34779           0.02079           0.01379           0.96479           
74   90   -0.311994         0.126206          0.663404          0.238211          0.277166          0.528598          0.27931           -0.12969          -0.05569          0.82531           
74   92   -0.751294         0.057802          0.635096          0.114882          0.120684          0.444581          0.17253           -0.16447          -0.15547          0.67453           
74   94   -1.166295         -0.052045         0.397002          -0.072234         -0.059094         0.31175           -0.06707          -0.22007          -0.36107          0.52293           
74   96   -1.424657         -0.167621         0.147217          -0.233309         -0.168587         0.38025           0.23178           0.05478           -0.15422          0.74078           
74   98   -1.802788         -0.287345         0.04658           -0.352901         -0.246223         0.358342          0.45673           0.33273           0.02173           0.95573           
74   100  -2.083573         -0.407925         -0.183899         -0.475106         -0.308224         0.25031           0.5172            0.5402            0.0792            1.0672            
74   102  -2.186426         -0.466166         -0.290946         -0.536555         -0.303736         0.199057          0.57094           0.71394           0.13794           1.17394           
74   104  -2.03463          -0.494931         -0.274131         -0.522386         -0.288615         0.148292          0.53544           0.77944           0.06844           1.17544           
74   106  -2.212545         -0.690037         -0.306081         -0.660426         -0.495171         -0.059963         0.19618           0.30918           -0.33082          0.81518           
74   108  -2.250557         -0.723144         -0.29896          -0.700645         -0.554385         -0.077083         0.11635           0.01535           -0.51665          0.59235           
74   110  -2.30664          -0.656198         -0.342873         -0.742412         -0.581951         -0.107679         0.14819           -0.15881          -0.55581          0.48019           
74   112  -2.47973          -0.717533         -0.482388         -0.839535         -0.686318         -0.21875          -0.0271           -0.3711           -0.7131           0.2899            
74   114  -2.231805         -0.642089         -0.107556         -0.630291         -0.562103         -0.028934         0.46646           -0.30954          -0.36654          0.37846           
76   88   -0.369048         0.062539          0.094505          0.03475           0.323885          0.172             0.30316           -0.01784          0.00116           0.97616           
76   90   -0.51737          0.158262          0.181186          0.106476          0.389788          0.306977          0.2963            0.1433            0.0093            0.9873            
76   92   -0.804893         0.130497          0.169887          0.05518           0.333371          0.289773          0.23588           0.07988           -0.11412          0.86788           
76   94   -1.080732         0.035025          0.019596          -0.06453          0.217666          0.152319          0.21792           -0.22408          -0.27508          0.70592           
76   96   -1.177203         -0.110137         0.241385          -0.203858         0.089682          0.403151          0.01405           -0.18495          -0.32495          0.62305           
76   98   -1.018018         -0.299022         0.302173          -0.110138         -0.042232         0.382782          0.05583           -0.02517          -0.29717          0.71683           
76   100  -1.227401         -0.204555         0.12905           -0.158815         -0.099722         0.309109          0.15821           0.16521           -0.22879          0.83321           
76   102  -1.352127         -0.274029         0.053253          -0.229817         -0.147642         0.249019          0.30039           0.31539           -0.15161          0.93039           
76   104  -1.431894         -0.435025         0.051499          -0.237202         -0.144536         0.312569          0.38418           0.44118           -0.12982          0.98118           
76   106  -1.2692           -0.333935         0.109868          -0.171756         0.063493          0.364743          0.28807           0.39407           -0.21593          0.94807           
76   108  -1.083785         -0.181959         0.249348          -0.06979          0.109997          0.397465          0.11159           0.31559           -0.38141          0.83159           
76   110  -1.234543         -0.271299         0.111893          -0.200618         -0.00477          0.221234          -0.39951          -0.11151          -0.84851          0.40049           
76   112  -1.336175         -0.412545         0.001705          -0.302697         -0.106318         0.118696          -0.86065          -0.47965          -1.23865          0.02935           
76   114  -1.371271         -0.198085         0.100608          -0.390106         -0.20533          0.040954          -0.6479           -0.7289           -1.0859           -0.0479           
76   116  -1.446097         -0.387725         0.265965          -0.31643          0.007897          0.020292          -0.39882          -0.90382          -0.88582          -0.08482          
78   90   *                 0.210586          0.192472          0.052558          0.398709          0.147046          0.22112           0.28312           -0.09888          0.93712           
78   92   -0.595858         0.353841          0.278814          0.114735          0.488905          0.263996          0.23608           0.97308           -0.09392          0.91408           
78   94   -0.974997         0.329502          0.170867          0.028648          0.411031          0.17437           0.12739           0.48039           -0.22361          0.70639           
78   96   -0.843209         0.253247          -0.055825         -0.121339         0.274544          0.129918          -0.27226          -0.52726          -0.55026          0.24674           
78   98   -0.884197         0.158478          0.014099          -0.086321         0.37091           0.248618          -0.15939          -0.37139          -0.43939          0.36161           
78   100  -0.924019         -0.181492         0.064933          -0.077351         0.380095          0.321817          -0.05352          -0.20752          -0.36352          0.45148           
78   102  -1.043303         -0.171581         0.165364          -0.048394         0.449819          0.396386          0.12745           -0.05255          -0.23855          0.57645           
78   104  -1.308783         0.277043          0.355296          0.028823          0.825015          0.596371          0.39142           0.21142           -0.03258          0.78342           
78   106  -1.811327         0.668752          0.17689           -0.091931         1.108562          0.719861          0.43592           0.36192           0.05192           0.88992           
78   108  -2.068649         1.027901          -0.129376         0.039037          1.439519          0.59692           0.43015           0.51915           0.05715           0.94115           
78   110  -2.183449         1.064458          -0.550488         0.147112          1.359762          0.187063          -0.04193          0.17807           -0.39893          0.57307           
78   112  -2.268483         1.01331           -0.31082          0.283502          1.231066          0.38231           -0.32516          -0.23016          -0.87016          0.44584           
78   114  -2.450185         0.665833          0.173909          0.494592          1.245293          0.622964          -0.03363          -0.63263          -0.66663          0.64837           
78   116  -1.96193          0.434661          0.680644          0.794553          1.116432          1.090219          -0.05182          -0.74482          -0.66482          0.76218           
78   118  -0.523131         0.188795          1.028379          0.607334          0.972345          1.025735          -0.10334          -0.74334          -0.67234          0.87766           
78   120  -0.674487         -0.160463         1.254678          0.346104          0.737013          0.797567          0.58816           -0.25284          -0.06584          0.64216           
80   92   *                 *                 *                 *                 0.728648          *                 1.32151           1.34651           0.77451           1.94751           
80   94   0.299894          0.581216          0.683568          0.399488          0.762374          0.460504          1.41597           1.58397           0.87197           2.01097           
80   96   -0.524116         0.521089          0.056481          0.227704          0.864579          -0.226041         1.12927           0.93827           0.24527           1.60827           
80   98   -1.197839         0.460013          -0.485945         -0.170063         0.819204          -0.135419         0.16602           -0.65998          -0.71598          0.69702           
80   100  -1.548354         0.325676          -0.279705         -0.305074         0.788998          0.085292          -0.31087          -0.52887          -0.61587          0.26513           
80   102  -1.557136         0.499678          -0.060679         -0.152476         0.803662          0.280394          -0.12699          -0.37199          -0.46799          0.40501           
80   104  -1.691043         0.650717          0.124438          0.154089          0.746759          0.305069          -0.11946          -0.36746          -0.46846          0.41054           
80   106  -1.072489         0.668762          0.577074          0.666385          0.828407          0.283974          -0.1498           -0.3258           -0.5188           0.3882            
80   108  -0.588266         0.554468          1.08273           0.856316          0.922285          0.698007          -0.31541          -0.37341          -0.71441          0.23959           
80   110  -0.465647         0.352606          1.48391           0.764759          0.94617           1.182242          0.36629           -0.56771          -0.42571          0.80629           
80   112  -0.275751         0.200142          1.384609          0.677112          0.955388          1.103458          1.18896           -0.28104          0.50996           1.37396           
80   114  -0.087768         0.025993          1.234694          0.527622          0.86919           0.970648          1.11457           0.02057           0.41857           1.28057           
80   116  0.050392          -0.068314         1.160951          0.39784           0.804798          0.868207          1.11219           0.09719           0.39019           1.24619           
80   118  -0.182083         -0.147354         1.074693          0.285736          0.747585          0.71485           1.16226           -0.07974          0.34126           1.16126           
80   120  -0.355169         0.138174          1.088049          0.19661           0.60558           0.660575          1.07779           -0.15321          0.22379           0.98479           
80   122  -0.309785         0.950907          1.200321          0.56278           1.107657          0.722167          1.0189            0.0239            0.1669            1.1619            
80   124  -0.317314         0.629159          1.667224          0.802689          0.966613          1.262768          0.92904           -0.10496          0.22104           0.78004           
82   96   *                 1.250172          1.849572          1.404191          1.245376          1.127858          2.0363            1.4223            1.9013            2.3673            
82   98   *                 1.213914          1.522443          1.098782          0.89169           0.3045            1.79658           1.35958           1.60758           2.10558           
82   100  -0.992403         1.128335          0.785986          0.711721          0.555063          0.007947          1.32639           -0.28861          0.51639           1.61139           
82   102  -1.431359         0.835452          0.27684           0.471374          0.304036          0.111503          0.28346           -0.70054          -0.43854          0.76746           
82   104  -1.444273         0.682015          0.323907          0.26737           0.182549          0.220992          -0.23             -0.534            -0.705            0.286             
82   106  -1.727087         0.588995          0.456351          0.108084          0.112331          0.594885          0.05595           -0.47805          -0.56805          0.53795           
82   108  -1.675746         0.618542          0.344667          0.066099          0.147924          0.728659          0.77233           -0.33867          0.15333           1.23133           
82   110  -1.507562         0.723146          -0.003905         0.138701          0.216394          0.561552          0.88374           0.52774           0.59874           1.39374           
82   112  -1.261823         0.917671          -0.479452         0.215199          0.337459          0.182216          0.68467           0.96867           0.40667           1.28567           
82   114  -0.979667         1.312803          -0.26561          0.474023          0.65038           0.441778          0.54569           0.96369           0.26269           1.20669           
82   116  -0.782113         1.730622          0.097696          0.834726          1.046454          0.786229          0.34151           0.85951           0.10351           1.45051           
82   118  -0.459085         2.213817          0.883679          1.368993          1.562527          1.410482          0.88031           0.75431           0.59531           1.83631           
82   120  0.083407          2.23566           1.744267          1.81793           2.005556          1.941021          1.42072           0.87572           1.09972           2.15872           
82   122  0.445954          1.840982          2.106657          1.791769          1.839744          2.18993           1.69149           0.79649           1.27749           1.86649           
82   124  0.973369          1.420773          2.696545          1.3215            1.361666          1.71549           1.57662           0.54862           0.97262           1.55862           
82   126  0.064107          0.633868          1.862154          0.43892           0.496972          0.840299          0.84826           -0.18174          0.22426           0.79726           
82   128  0.203408          0.780453          2.053016          0.585105          0.716164          0.984573          0.99996           -0.02204          0.34496           0.82696           
