Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
52   68   0.553073          0.074208          -0.146276         0.073832          4e-06             -0.252015         0.21282           0.09382           0.44682           0.16282           
52   70   0.562916          0.099135          -0.177852         0.107577          0.057318          -0.438543         0.33493           0.02193           0.41193           0.15693           
52   72   0.436744          0.260253          0.100409          0.186886          0.243271          -0.380308         0.30685           0.07285           0.46785           0.15385           
52   74   0.68174           0.33014           0.081097          0.246168          0.433854          -0.049886         0.26434           0.08334           0.53334           0.21534           
52   76   1.243527          0.29657           0.421872          0.631316          0.341319          0.052166          0.39585           0.25185           0.75685           0.34085           
52   78   1.799506          0.291751          0.74274           0.706504          0.237336          0.059619          0.52705           0.58005           0.99705           0.24605           
52   80   2.470263          0.251932          1.162416          0.805627          0.182846          0.419308          0.71559           0.61859           1.02659           0.10659           
52   82   1.791342          -0.941102         0.335422          -0.348968         -0.794527         -0.452363         0.41406           0.41406           0.75806           -0.19294          
52   84   0.360428          1.142268          -1.57541          -0.018477         0.528099          -0.573117         -1.88035          -1.68735          -1.95635          -1.40935          
54   58   -0.774276         -0.091535         -0.625585         -0.191541         -0.423812         -0.256735         -0.17967          0.32333           -0.08567          -0.13467          
54   60   -0.362057         -0.430811         -0.924275         -0.432141         -0.629205         -0.481663         -0.33186          -0.21086          -0.20186          -0.32786          
54   62   0.104452          -0.175838         -0.436036         -0.137836         -0.234242         -0.030133         0.00453           -0.06747          0.15653           -0.09547          
54   64   -0.055033         -0.016336         -0.178766         -0.034717         -0.087812         -0.145009         0.16203           0.15503           0.35203           -0.05697          
54   66   0.16812           0.130931          0.082359          0.053686          -0.005096         -0.13155          0.245             0.514             0.433             -0.057            
54   68   0.461805          0.150736          0.045087          0.095603          0.025376          -0.174001         0.09481           0.16781           0.25781           -0.01319          
54   70   0.609402          0.060949          -0.304393         0.026329          -0.048345         -0.297606         0.25526           0.12126           0.08426           0.15526           
54   72   0.352865          0.012823          -0.39618          -0.102179         -0.164345         -0.474078         0.47293           0.35893           0.63293           0.21393           
54   74   0.228732          0.200935          -0.004058         0.128721          0.081863          -0.299013         0.46786           0.32086           0.69086           0.28686           
54   76   0.70538           0.294934          0.438053          0.354991          0.28792           -0.091909         0.41569           0.31569           0.69669           0.30269           
54   78   1.313131          0.198078          0.577455          0.44448           0.332219          0.007936          0.5166            0.5326            0.8756            0.4426            
54   80   1.815021          0.102658          0.392189          0.643594          0.549713          -0.037565         0.94136           1.07236           1.39236           0.73436           
54   82   1.929872          -0.490081         0.857145          0.148416          -0.334499         0.067816          1.28372           1.09172           1.44272           0.56172           
54   84   0.454437          0.680888          -1.498021         -0.681596         -0.13245          -0.914501         -2.76039          -2.06739          -2.58939          -2.21139          
54   86   0.769853          0.94841           -0.443815         0.40922           0.331755          -0.080005         -0.77474          -0.49674          -0.37674          -1.08574          
54   88   0.101075          0.272156          -0.812874         -0.1342           -0.053369         -0.480273         -0.44074          -0.20974          -0.10874          -0.37674          
56   66   -0.463567         0.011973          -0.110861         -0.193022         -0.366287         -0.389089         0.09608           0.12308           0.26508           -0.19092          
56   68   0.369472          0.309211          0.250848          0.152234          0.038312          -0.062322         0.17851           0.33351           0.33251           -0.07949          
56   70   0.594658          0.161597          -0.195953         0.042259          -0.013755         -0.21898          -0.08576          0.47824           -0.08176          -0.07876          
56   72   0.312007          -0.003808         -0.581848         -0.200792         -0.239411         -0.500917         0.33478           0.46878           0.42378           0.12278           
56   74   -0.115354         0.108487          -0.395335         -0.076929         -0.167237         -0.455309         0.47928           0.46828           0.66128           0.27428           
56   76   0.232588          0.257239          0.154542          0.217667          0.153327          -0.190859         0.41113           0.43513           0.63913           0.35513           
56   78   0.956464          0.278019          0.541623          0.430901          0.361461          0.031108          0.68034           0.72834           0.90034           0.59534           
56   80   1.464136          -0.025306         0.462402          0.258287          0.236916          0.032662          1.2633            1.4853            1.5843            1.1843            
56   82   1.632657          -0.493618         0.578224          0.460721          -0.004082         0.075376          1.82267           1.52167           1.90367           1.10067           
56   84   0.689402          1.04187           -1.264611         -0.290703         0.02396           -0.78644          -2.80837          -1.78437          -2.55537          -2.31237          
56   86   0.488434          0.588333          -0.596638         -0.049687         0.050404          -0.390506         -1.39641          -1.15741          -0.88841          -1.75741          
56   88   0.260427          0.273726          -0.491565         -0.078789         -0.085833         -0.417979         -0.40444          -0.52244          -0.07344          -0.58244          
56   90   0.595733          0.134101          -0.873902         -0.119077         -0.147639         -0.520347         -0.52873          -0.28973          -0.18373          -0.31073          
56   92   0.925004          -0.335225         -1.256449         -0.452804         -0.546757         -0.860639         -0.93499          -0.82599          -0.51499          -0.64599          
58   70   0.258647          0.169839          -0.379515         -0.064203         -0.015482         -0.298758         -0.16799          0.60401           -0.13799          -0.20499          
58   72   -0.113241         -0.028937         -0.813541         -0.365156         -0.311154         -0.610296         0.17238           0.58938           0.21538           -0.00662          
58   74   -0.620842         0.108248          -0.504239         -0.264562         -0.464473         -0.520984         0.45925           0.44125           0.62725           0.18125           
58   76   -0.029395         0.3479            0.182165          0.183559          -0.11793          -0.137394         0.31641           0.30341           0.57441           0.21441           
58   78   0.9768            0.497106          0.73944           0.562567          0.399089          0.228761          0.65902           1.23102           0.90902           0.60302           
58   80   1.381426          0.104215          0.562046          0.434334          0.2269            0.109878          1.76318           1.91018           1.89018           1.68418           
58   82   1.512898          -0.419298         0.628811          0.441731          0.126983          0.298089          2.28161           1.93061           2.28961           1.40461           
58   84   0.324873          0.796651          -1.614718         -0.526766         -0.112159         -1.117975         -2.95383          -1.76383          -2.72983          -2.41283          
58   86   0.267402          0.426932          -0.747304         -0.226616         -0.018307         -0.596201         -1.84614          -1.50514          -1.25814          -2.11614          
58   88   0.421181          0.212042          -0.380834         -0.015989         0.040938          -0.408271         -0.25714          -0.83314          0.01586           -0.57914          
58   90   1.668275          -0.111797         -0.519792         -0.044308         -0.104761         -0.540966         -0.5859           -0.4259           -0.2279           -0.4519           
58   92   1.615775          -0.54618          0.075011          0.322761          0.039288          0.053704          -0.27854          -0.90154          0.06346           -0.72254          
60   72   -0.001049         -0.02543          -0.255656         -0.298132         -0.080163         -0.45364          0.08079           0.74079           0.10879           -0.02421          
60   74   -0.642428         -0.157639         -1.39338          -0.702058         -0.76122          -0.840394         0.15271           0.30771           0.23571           -0.01229          
60   76   -0.487254         0.42296           -0.140522         0.102379          -0.47734          -0.132591         0.15851           0.27251           0.41951           0.02251           
60   78   0.01754           0.726964          0.865037          0.632527          0.320831          0.31563           0.5986            1.1706            0.8876            0.5026            
60   80   1.38281           0.400728          0.821357          0.64179           0.405816          0.361721          1.90168           2.05068           2.12068           1.80668           
60   82   1.755896          -0.088816         1.040888          0.737104          0.237104          0.712836          2.36394           1.99294           2.38394           1.51594           
60   84   -0.271744         0.385913          -2.101421         -0.859121         -0.306776         -1.484827         -2.9586           -1.7756           -2.7526           -2.4636           
60   86   -0.005325         0.11592           -1.095397         -0.491146         -0.042296         -0.935027         -1.47252          -1.12752          -1.19752          -1.86152          
60   88   1.040052          0.093113          -0.20429          0.118628          0.267331          -0.311151         -0.04799          -0.47499          0.16201           -0.43699          
60   90   2.278279          -0.435272         0.226848          0.338248          0.163585          -0.070919         -0.42689          -0.67289          -0.12289          -0.57989          
60   92   1.340143          -0.425764         -0.031109         0.102953          -0.22594          -0.186916         -0.17503          -1.59303          0.00497           -0.79503          
60   94   0.912923          -0.007111         -0.516789         -0.035507         -0.189234         -0.418646         -0.63404          -0.33904          -0.20304          -0.51704          
60   96   0.504735          -0.172218         -0.904361         -0.307239         -0.357871         -0.736636         -0.62041          -0.42041          -0.18541          -0.57541          
62   76   -1.126023         -0.064268         -0.934316         -0.590296         -1.131239         -0.556017         -0.00151          0.52749           0.27049           -0.13551          
62   78   -0.215919         0.960798          0.772263          0.576543          0.261062          0.264981          0.68119           1.04719           1.08219           0.56919           
62   80   0.857316          0.760516          1.164718          0.958533          0.382727          0.690359          1.61044           1.62944           1.86744           1.43044           
62   82   2.246477          0.217933          1.634605          0.916373          0.371233          1.009906          2.3123            1.9553            2.3783            1.5173            
62   84   -0.912446         0.01716           -2.48109          -1.100617         -0.476214         -1.683981         -2.90356          -1.67256          -2.72056          -2.58656          
62   86   -0.058065         -0.231727         -1.458263         -0.725017         0.053326          -1.236631         -0.77792          -0.52492          -0.79492          -1.20392          
62   88   1.27883           -0.076372         0.135699          0.385723          0.475371          -0.034355         0.17419           -0.12181          0.32419           -0.22181          
62   90   1.741665          -0.327176         0.048583          0.35734           0.217605          0.027911          -0.22406          -0.73506          0.00094           -0.44006          
62   92   1.250492          -0.147111         -0.205923         0.011562          -0.179452         -0.290823         -0.20347          -1.02247          0.01053           -0.57647          
62   94   0.880658          -0.232196         -0.596941         -0.180144         -0.302123         -0.538654         -0.55236          -0.29736          -0.17636          -0.59736          
62   96   0.852079          0.022954          -0.49774          -0.033            -0.107406         -0.442937         -0.18398          -0.14098          0.20102           -0.29998          
64   78   0.138229          0.353974          0.925793          0.654531          0.120736          0.581424          0.89612           0.87512           1.01012           0.57112           
64   80   0.694918          1.295996          0.93473           0.795626          0.383291          0.429598          0.97438           1.07438           1.28938           0.73938           
64   82   1.754089          0.163542          1.642502          0.861756          0.448117          0.943963          2.22669           1.83869           2.23569           1.60469           
64   84   -1.159779         -0.073863         -2.530853         -1.138466         -0.577434         -1.671016         -2.57229          -1.39929          -2.49029          -2.45229          
64   86   -0.177508         -0.503209         -1.725181         -0.928676         0.118136          -1.333427         -0.32257          -0.03257          -0.39157          -0.76057          
64   88   1.288959          -0.274744         0.363015          0.582338          0.556518          0.163374          0.33193           0.16193           0.43793           -0.05907          
64   90   1.331503          -0.046056         -0.190198         0.2204            0.061531          -0.032816         -0.39765          -0.62965          -0.15665          -0.50365          
64   92   1.13379           -0.263705         -0.307234         -0.053096         -0.21036          -0.315078         -0.22861          -0.85161          -0.06061          -0.55061          
64   94   0.78272           -0.311255         -0.56759          -0.215498         -0.357451         -0.549245         -0.34719          -0.35719          -0.06919          -0.55219          
64   96   0.640196          -0.149561         -0.542237         -0.171612         -0.290374         -0.54299          -0.13551          -0.30151          0.16449           -0.40551          
64   98   0.578463          0.043324          -0.192552         0.015997          -0.083559         -0.364599         0.0827            -0.0933           0.3667            -0.2593           
66   80   0.67199           1.077218          0.167752          0.334225          0.124767          -0.061676         0.67076           0.60076           0.77676           0.34376           
66   82   1.225791          0.462217          1.934557          1.156207          0.871165          1.262357          2.28301           2.10501           2.50901           1.90601           
66   84   -1.200777         -0.201975         -2.553924         -1.182196         -0.775726         -1.713092         -2.31209          -1.18909          -2.34009          -2.38209          
66   86   -0.546981         -0.720032         -1.596999         -1.063438         -0.058388         -1.144317         -0.21913          0.14587           -0.29013          -0.66413          
66   88   1.088025          -0.396555         0.094264          0.383917          0.401133          -0.139109         0.29765           0.22065           0.37565           -0.10635          
66   90   1.188757          0.036175          -0.211099         0.215211          -0.031814         -0.058484         -0.4853           -0.4063           -0.2463           -0.5273           
66   92   1.033351          -0.202548         -0.282225         -0.015174         -0.253355         -0.221352         -0.43491          -0.78091          -0.22891          -0.65991          
66   94   0.758232          -0.220083         -0.419137         -0.142468         -0.324061         -0.423858         -0.31559          -0.38659          -0.03859          -0.56159          
66   96   0.556739          -0.182757         -0.449814         -0.170472         -0.344021         -0.513061         -0.20238          -0.41538          0.10862           -0.48938          
66   98   0.445857          -0.151161         -0.289343         -0.154704         -0.295503         -0.497953         -0.16312          -0.39112          0.11688           -0.51712          
66   100  1.066867          0.247504          0.148494          0.268221          0.145982          -0.071437         0.06154           -0.07346          0.33254           -0.22846          
66   102  1.042075          -0.004997         -0.329255         0.018324          -0.103997         -0.307606         -0.48569          -0.25969          -0.14069          -0.55969          
68   84   -1.144911         -0.312794         -2.355021         -1.222411         -0.878594         -1.650067         -2.08392          -0.96592          -2.16292          -2.25792          
68   86   -0.816794         -0.811637         -1.311622         -0.964401         -0.301246         -1.080571         -0.24562          0.21738           -0.31562          -0.72162          
68   88   0.505577          -0.413168         -0.369338         0.004449          0.132908          -0.325242         0.1427            0.1567            0.2137            -0.2713           
68   90   0.970934          0.053034          -0.343005         0.158453          -0.002843         -0.189118         -0.31762          -0.07762          -0.11562          -0.38362          
68   92   1.000392          -0.059079         -0.332665         0.068724          -0.175166         -0.187472         -0.44731          -0.57831          -0.21831          -0.56931          
68   94   0.810129          -0.121024         -0.267544         -0.024371         -0.257463         -0.291271         -0.31677          -0.36677          -0.07977          -0.57477          
68   96   0.665547          -0.073044         -0.223479         -0.031307         -0.237811         -0.351089         -0.20658          -0.35458          0.08342           -0.49658          
68   98   0.568204          -0.121336         -0.133627         -0.079624         -0.250562         -0.388489         -0.22567          -0.46367          0.04033           -0.57167          
68   100  0.933731          0.02803           0.028975          0.101586          -0.051273         -0.204128         -0.14477          -0.34677          0.08623           -0.48177          
68   102  1.162067          0.092191          -0.115007         0.159906          0.01346           -0.131379         -0.24851          -0.10351          0.04249           -0.43551          
68   104  0.816002          -0.145859         -0.566588         -0.174357         -0.282641         -0.491157         -0.27045          -0.05945          0.06555           -0.47445          
70   84   -1.036281         -0.185052         -2.006319         -0.982707         -0.737323         -1.387961         -1.72479          -0.57479          -1.81479          -1.91679          
70   86   -0.764903         -0.85728          -0.941624         -0.829223         -0.513714         -0.866331         -0.30639          0.25461           -0.40639          -0.83039          
70   88   -0.095091         -0.16708          -0.547679         -0.18537          -0.045654         -0.400578         0.02304           0.18404           0.10304           -0.37196          
70   90   0.436842          -0.175955         -0.685441         -0.12727          -0.120527         -0.426617         -0.20143          0.04357           -0.08043          -0.37443          
70   92   0.792718          -0.243499         -0.64715          -0.099862         -0.198036         -0.370872         -0.36154          -0.42354          -0.15854          -0.46654          
70   94   0.891647          -0.170427         -0.304268         -0.013605         -0.190532         -0.281545         -0.29082          -0.30382          -0.07082          -0.48582          
70   96   0.886816          -0.008338         -0.001109         0.132391          -0.099846         -0.13784          -0.0874           -0.0914           0.1496            -0.3834           
70   98   0.852407          0.004176          0.119113          0.117253          -0.111104         -0.141658         -0.1408           -0.2968           0.1102            -0.4658           
70   100  1.090759          0.071118          0.175875          0.184831          -0.010795         -0.098663         -0.13495          -0.28695          0.07405           -0.46195          
70   102  1.050641          -0.102071         -0.191378         0.001825          -0.158372         -0.288561         -0.33696          -0.20596          -0.10196          -0.58796          
70   104  0.783178          -0.305841         -0.538017         -0.264316         -0.410166         -0.575287         -0.17195          -0.15195          0.08005           -0.52895          
70   106  0.581408          -0.092033         -0.475162         -0.11902          -0.264158         -0.512271         0.28283           0.03783           0.54983           -0.12717          
70   108  0.054512          -0.445355         -0.75815          -0.439427         -0.55589          -0.832846         -0.4328           -0.6708           -0.1508           -0.5888           
72   86   -0.57362          -0.601723         -0.563019         -0.558094         -0.486489         -0.544317         -0.19459          0.45941           -0.33259          -0.74659          
72   88   -0.424912         -0.126846         -0.486608         -0.238073         -0.226901         -0.369175         -0.10572          0.24328           0.00328           -0.49672          
72   90   -0.134345         -0.298201         -0.824546         -0.31791          -0.301338         -0.535774         -0.14053          -0.01853          -0.09053          -0.45953          
72   92   0.262217          -0.404741         -0.902861         -0.314722         -0.35032          -0.533533         -0.30207          -0.36007          -0.15507          -0.47607          
72   94   0.600646          -0.295765         -0.530526         -0.134778         -0.207921         -0.32172          -0.26208          -0.20508          -0.04808          -0.38208          
72   96   0.612418          -0.180889         -0.252962         -0.024922         -0.151216         -0.180421         -0.0122           0.2058            0.2248            -0.2462           
72   98   0.788785          -0.065534         0.052663          0.132759          -0.079265         0.031202          0.08606           -0.00494          0.30606           -0.24294          
72   100  0.976849          0.130089          0.235465          0.231037          0.011734          -0.004249         -0.02732          -0.04532          0.17768           -0.30932          
72   102  0.831429          -0.061319         -0.295788         -0.003771         -0.093504         -0.284055         -0.15072          0.01328           0.04828           -0.40872          
72   104  0.571445          -0.425512         -0.702392         -0.361767         -0.412193         -0.718113         0.01248           -0.02852          0.19548           -0.42352          
72   106  0.419841          -0.366533         -0.521853         -0.315946         -0.464813         -0.759074         0.14661           -0.16439          0.37761           -0.31839          
72   108  0.219478          -0.426997         -0.643587         -0.380629         -0.509908         -0.733674         -0.40677          -0.63877          -0.13677          -0.62177          
72   110  0.872024          0.104424          0.054688          0.169338          0.122859          -0.143325         -0.0588           -0.2778           0.1692            -0.2928           
72   112  1.051688          0.337691          0.13459           0.237267          0.309288          -0.086            0.06262           -0.09338          0.20562           -0.29938          
74   88   -0.403954         -0.009496         -0.282116         -0.107709         -0.200727         -0.167944         0.00623           0.52723           0.04223           -0.40277          
74   90   -0.41569          -0.335369         -0.729348         -0.352534         -0.419935         -0.516258         -0.19844          -0.15844          -0.14944          -0.58844          
74   92   -0.183963         -0.480026         -0.93805          -0.444931         -0.513682         -0.62443          -0.41573          -0.40173          -0.26173          -0.63373          
74   94   0.189345          -0.401911         -0.76492          -0.318194         -0.383999         -0.45085          -0.49798          -0.25698          -0.24998          -0.52998          
74   96   0.348596          -0.301925         -0.508208         -0.191457         -0.266168         -0.117382         0.28119           0.47519           0.42619           -0.03381          
74   98   0.413184          -0.182728         -0.045443         0.015697          -0.154372         0.011824          0.31354           0.27554           0.48454           -0.02546          
74   100  0.697374          0.010819          0.006296          0.110142          -0.048957         -0.110972         0.03446           0.16346           0.23646           -0.19654          
74   102  0.729407          -0.118731         -0.402005         -0.064391         -0.088186         -0.334478         -0.09615          0.18785           0.10785           -0.30115          
74   104  0.71327           -0.464246         -0.695547         -0.357567         -0.407042         -0.778847         -0.03299          0.02701           0.11601           -0.43199          
74   106  0.250427          -0.55314          -0.545303         -0.445485         -0.662869         -0.958829         -0.18415          -0.62615          -0.01315          -0.67015          
74   108  0.188387          -0.453183         -0.629546         -0.413928         -0.562202         -0.743875         -0.47968          -0.92568          -0.31568          -0.83768          
74   110  0.81548           0.17091           0.010315          0.12711           0.094834          -0.17438          -0.02742          -0.45242          0.12958           -0.40542          
74   112  0.872399          0.270156          -0.011124         0.133945          0.19872           -0.203271         -0.11887          -0.31187          0.04213           -0.49587          
74   114  1.075633          0.169663          -0.41788          0.077101          0.101362          -0.230813         -0.54524          -0.01724          -0.19124          -0.52724          
74   116  0.792358          0.496224          -0.540878         -0.123713         -0.022948         -0.465381         -0.31781          -0.11481          -0.00181          -0.45081          
76   90   -0.538081         -0.213717         -0.616736         -0.254879         -0.328102         -0.355351         -0.17937          0.02863           -0.11537          -0.55137          
76   92   -0.454246         -0.49055          -0.93211          -0.478987         -0.552859         -0.624394         -0.45891          -0.44791          -0.36791          -0.73591          
76   94   -0.099284         -0.510174         -0.928            -0.450693         -0.512494         -0.601094         -0.52873          -0.57373          -0.42373          -0.70473          
76   96   0.264894          -0.434316         -0.27365          -0.318015         -0.381382         0.14622           0.09009           0.52709           0.38909           -0.10391          
76   98   0.563169          -0.380814         0.006145          0.100217          -0.295486         -0.017745         0.34612           0.42612           0.50312           0.05912           
76   100  0.488881          0.106176          -0.165938         0.062355          -0.105556         -0.183754         0.13773           0.35473           0.30573           -0.07927          
76   102  0.602771          -0.190116         -0.479711         -0.137303         -0.138017         -0.396479         0.04412           0.33612           0.18312           -0.20588          
76   104  0.643403          -0.615342         -0.687401         -0.355052         -0.394036         -0.705397         0.0607            0.1627            0.1477            -0.3713           
76   106  0.413531          -0.451639         -0.486524         -0.379629         -0.45443          -0.906244         -0.27985          -0.67285          -0.09885          -0.70285          
76   108  0.363251          -0.311758         -0.500615         -0.322513         -0.526249         -0.721704         -0.66671          -1.01471          -0.49171          -0.96471          
76   110  0.669272          0.08612           -0.122591         0.000832          -0.015383         -0.346061         -0.53397          -0.87497          -0.33297          -0.83197          
76   112  0.770197          0.128339          -0.121882         0.031296          0.096603          -0.306378         -0.58058          -0.68058          -0.34858          -0.86758          
76   114  1.039497          0.383083          -0.320018         -0.011349         0.001309          -0.309595         -0.33353          -0.26753          -0.03953          -0.60553          
76   116  0.632441          0.221494          -0.460611         -0.135127         0.105189          -0.571134         -0.15382          -0.37482          0.11318           -0.57282          
76   118  0.141873          0.338111          -0.426189         0.372148          0.184251          -0.062642         -0.09981          -0.26481          0.17619           -0.49881          
78   92   -0.633408         -0.334995         -0.833468         -0.40451          -0.450362         -0.495143         -0.43165          0.25435           -0.35065          -0.74665          
78   94   -0.460123         -0.516213         -1.017647         -0.51848          -0.572068         -0.67242          -0.61912          -1.04812          -0.53512          -0.89412          
78   96   0.382463          -0.524791         -0.514562         -0.482222         -0.532089         0.087548          -0.32378          -0.49478          0.04822           -0.57778          
78   98   0.53581           -0.461953         0.089699          0.148865          -0.185491         0.114585          0.47262           0.59562           0.62762           0.18762           
78   100  0.44172           -0.241133         -0.122444         0.063985          -0.103711         -0.117895         0.23626           0.51126           0.37426           0.00326           
78   102  0.485817          -0.177875         -0.37695          -0.106016         -0.065962         -0.31958          0.22742           0.49342           0.31042           -0.07858          
78   104  0.376272          -0.168368         -0.499119         -0.279484         -0.02049          -0.507062         0.32302           0.42502           0.35202           -0.16598          
78   106  -0.087183         -0.0581           -0.6631           -0.498554         -0.169053         -0.780924         -0.23352          -0.52052          -0.01252          -0.59452          
78   108  0.107479          0.048941          -0.805332         -0.189995         -0.193742         -0.843095         -0.67093          -0.85593          -0.48493          -0.91193          
78   110  0.548413          0.116618          -0.549762         0.102847          -0.101201         -0.761979         -1.01211          -1.22211          -0.79511          -1.20611          
78   112  0.669863          0.061891          0.102486          0.152386          -0.047393         -0.126431         -0.87911          -1.10411          -0.83511          -1.01011          
78   114  0.869715          0.047526          0.176631          0.211662          0.027456          -0.057021         -0.03008          -0.65808          0.17592           -0.39108          
78   116  1.121816          -0.008559         0.047244          0.165954          -0.022552         -0.102758         -0.17089          -0.48589          0.11611           -0.45789          
78   118  1.580042          0.091616          -0.079084         0.184298          0.039534          -0.127756         -0.15196          -0.26396          0.16804           -0.38396          
78   120  1.447582          0.335291          0.134372          0.417883          0.35316           0.029454          0.14914           -0.17386          0.41214           -0.14586          
80   94   -0.556096         -0.410094         -0.96096          -0.511447         -0.528392         -0.608435         -0.51471          -0.80071          -0.42771          -0.82071          
80   96   -0.422407         -0.565778         -1.122509         -0.634866         -0.410744         -0.579857         -0.59134          -1.12134          -0.55934          -0.96134          
80   98   -0.151633         -0.536749         -0.466446         -0.262622         -0.244585         0.191487          -0.50435          -1.01635          -0.34735          -0.73735          
80   100  0.104326          -0.36235          0.096916          -0.057906         -0.120797         0.115936          -0.22751          0.65549           0.48749           -0.41551          
80   102  0.471674          -0.009233         -0.163284         0.041223          -0.056658         -0.129838         0.40594           0.64494           0.45294           0.05594           
80   104  0.242206          -0.017489         -0.314162         0.02692           -0.077553         -0.482547         0.33039           0.42939           0.35139           -0.16061          
80   106  0.52841           -0.043015         -0.213423         0.010783          -0.090364         -0.80498          -0.26682          -0.48182          -0.06582          -0.61982          
80   108  0.594132          -0.062923         -0.297246         0.002366          -0.097434         -0.426631         -0.83411          -0.90111          -0.67811          -1.05811          
80   110  0.673152          -0.083125         -0.146462         0.01341           -0.075196         -0.275624         -0.32829          -1.41429          -0.50429          -0.63729          
80   112  0.874579          -0.075752         0.018006          0.079559          -0.023355         -0.190395         -0.04162          -0.80262          0.11538           -0.42762          
80   114  1.035968          -0.148353         0.004986          0.040442          -0.080472         -0.211561         -0.1262           -0.3782           0.0628            -0.5062           
80   116  1.266915          -0.095926         -0.019559         0.043111          -0.080004         -0.19826          -0.16633          -0.40233          0.09467           -0.48533          
80   118  1.348058          0.013065          -0.164852         0.072685          -0.017189         -0.280622         -0.1014           -0.4404           0.1196            -0.4684           
80   120  1.274505          0.62083           0.147738          0.328767          0.211166          -0.024812         0.06468           -0.24732          0.29468           -0.32232          
80   122  1.575315          1.218214          0.958758          1.000161          1.040176          0.434906          0.49064           0.55164           0.70164           0.36864           
80   124  1.466139          1.394355          0.955558          1.593303          1.496188          1.275477          0.92798           0.66598           1.16798           0.36498           
82   98   *                 -0.557577         -0.778146         -0.552601         -0.582842         -0.616442         -0.72864          -1.06364          -0.62564          -0.98364          
82   100  -0.513115         -0.457789         -0.6494           -0.454827         -0.467285         -0.190476         -0.70756          -1.00256          -0.61356          -0.91956          
82   102  0.044868          -0.289966         -0.660281         -0.186975         -0.295535         -0.014131         -0.62484          0.24516           -0.48984          -0.77584          
82   104  0.224742          -0.175476         -0.271645         -0.181634         -0.20359          -0.377609         -0.18762          0.59138           0.08038           -0.64662          
82   106  0.244726          -0.136905         -0.08185          -0.149373         -0.161452         -0.431957         0.01826           -0.42674          0.07026           -0.36874          
82   108  0.645073          -0.033776         -0.40933          -0.040019         -0.062241         -0.293256         -0.11813          -0.76213          0.04287           -0.36513          
82   110  0.841546          0.021689          -0.494824         0.086222          -0.006516         -0.442521         -0.21667          -0.54767          -0.05867          -0.47467          
82   112  1.120738          0.119192          -0.457121         0.156477          0.09813           -0.569311         -0.24027          -0.36127          -0.07627          -0.53527          
82   114  1.314515          0.243169          0.215217          0.295656          0.228838          0.044392          -0.26879          -0.38679          -0.08479          -0.58879          
82   116  1.485899          0.343323          0.365177          0.425244          0.3375            0.167621          -0.34908          -0.48508          -0.04308          -0.22008          
82   118  1.660966          0.48614           0.611011          0.596832          0.488764          0.33351           0.42728           -0.55572          0.60128           -0.09272          
82   120  1.816957          0.642633          1.008286          0.777664          0.654155          0.505688          0.60505           -0.12595          0.79905           5e-05             
82   122  1.930683          0.816357          1.313969          0.96682           0.867184          0.676635          0.75423           0.46523           0.87223           0.06923           
82   124  1.993104          0.973696          1.544996          1.122584          1.01766           0.800587          0.81266           0.41766           0.86266           0.05666           
82   126  1.33207           0.108209          0.852263          0.233915          0.439076          0.15086           0.91635           0.42635           0.75035           0.11635           
82   128  0.498612          1.175491          -1.354638         0.245755          0.463082          -0.258824         -1.54947          -0.38347          -1.18047          -1.07947          
82   130  -0.026106         0.118569          -1.964359         -0.68982          -0.21342          -0.883921         -1.56973          -0.38473          -1.18673          -1.13173          
84   106  -0.039731         -0.003868         0.102968          0.073049          0.074117          -0.541198         -0.04749          -0.40349          -0.08149          -0.56549          
84   108  0.544227          -0.161497         -0.458349         -0.117576         -0.252038         -0.289181         -0.06467          -0.38767          0.02133           -0.27667          
84   110  0.364995          0.099465          -0.695905         -0.274563         -0.22481          -0.502113         -0.02041          -0.07741          0.08959           -0.27641          
84   112  0.212957          0.089974          -0.583167         0.094227          0.09166           -0.550198         -0.00705          -0.11405          0.10295           -0.34905          
84   114  0.905468          0.115749          0.119433          0.230205          0.11826           -0.135144         -0.08059          -0.21059          0.07341           -0.43359          
84   116  1.388659          0.231482          0.285004          0.331243          0.248332          0.095645          -0.17672          -0.30472          0.03128           -0.49872          
84   118  1.526566          0.380421          0.417213          0.48209           0.424513          0.221693          -0.19638          -0.39538          0.15762           -0.08338          
84   120  1.620926          0.601616          0.725884          0.708557          0.726746          0.439524          0.72105           -0.14795          0.92605           0.26405           
84   122  1.72136           1.078493          1.090448          1.154669          1.108113          0.729304          0.98418           0.71318           1.13018           0.36718           
84   124  1.96477           1.319319          1.573225          1.402636          1.292895          1.075117          1.10359           0.64459           1.14259           0.35759           
84   126  1.580156          0.511227          1.185974          0.573651          0.78233           0.456859          1.20581           0.67381           1.01581           0.42181           
84   128  -0.169026         0.557893          -1.905115         -0.332535         -0.149848         -0.876278         -1.95498          -0.62098          -1.51798          -1.50198          
84   130  -0.543851         -0.341374         -2.39648          -1.144819         -0.675939         -1.380493         -1.76813          -0.49513          -1.33713          -1.41913          
84   132  -0.422113         -0.363335         -1.951009         -1.071562         -0.715496         -1.320205         -1.34088          -0.33188          -1.14788          -1.27788          
