Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
50   58   -1.46688          -0.222245         -1.1267           -0.637824         -0.7159           -0.687552         -0.11188          0.33212           0.00512           -0.37588          
50   60   -1.361921         -0.296934         -0.743376         -0.483634         -0.627442         -0.623679         0.04332           0.25232           0.25432           -0.17268          
50   62   -0.729737         -0.113            -0.396346         -0.222751         -0.348197         -0.419085         0.38229           0.27429           0.48829           0.00829           
50   64   -0.126347         0.073778          -0.223216         -0.038241         -0.11752          -0.307809         0.3047            0.2497            0.5707            0.0987            
50   66   0.367728          0.348122          0.030083          0.247906          0.161056          -0.047056         0.59812           0.13712           0.60812           0.20312           
50   68   0.743292          0.47115           0.464735          0.438805          0.404645          0.045334          0.31248           0.10648           0.58848           0.24348           
50   70   1.02819           0.452818          0.473596          0.480606          0.470246          0.022145          0.21285           0.05285           0.77085           0.18085           
50   72   1.297278          0.404158          0.373565          0.481202          0.423556          0.034032          0.1274            -0.0036           0.2694            0.0874            
50   74   1.672568          0.267847          0.340043          0.519004          0.306021          0.066076          -0.15349          -0.01849          0.49051           -0.03149          
50   76   1.971024          0.103602          0.378772          0.418706          0.181782          0.006426          0.26532           -0.01668          0.47432           -0.17368          
50   78   2.078188          -0.048908         0.447328          0.330379          -0.054306         -0.097923         -0.0264           -0.0724           0.3866            -0.4064           
50   80   2.42267           -0.004202         0.754587          0.446632          -0.085119         -0.006947         0.07417           0.02117           0.70817           -0.52883          
50   82   1.458683          -1.339762         -0.185171         -0.775442         -1.152208         -1.017512         -0.50697          -0.32297          -0.24297          -0.97397          
50   84   1.214093          1.951172          -0.785042         0.804081          1.296723          0.342044          -0.99884          -1.10884          -0.82784          -0.37984          
52   56   -1.110177         0.139101          -0.599777         -0.235744         -0.685122         -0.285252         *                 0.29245           -0.06955          *                 
52   58   -1.056705         -0.108138         -0.922262         -0.42941          -0.393095         -0.593254         -0.41478          0.11522           -0.30378          -0.44378          
52   60   -0.660689         -0.165034         -0.995828         -0.433897         -0.442089         -0.555763         -0.31633          0.03967           -0.19033          -0.33833          
52   62   0.023462          -0.086899         -0.561554         -0.30374          -0.354194         -0.116488         -0.0957           0.2883            0.0703            -0.1937           
52   64   0.198525          0.086223          0.018752          0.047317          -0.084597         -0.12355          0.42997           0.44597           0.70297           0.20697           
52   66   0.469307          0.152416          0.195788          0.220356          0.059066          -0.091352         0.55274           0.45774           0.72474           0.29574           
52   68   0.565213          0.086348          -0.134136         0.085972          0.012144          -0.239875         0.22496           0.10596           0.45896           0.17496           
52   70   0.525876          0.062095          -0.214892         0.070537          0.020278          -0.475583         0.29789           -0.01511          0.37489           0.11989           
52   72   0.436394          0.259903          0.100059          0.186536          0.242921          -0.380658         0.3065            0.0725            0.4675            0.1535            
52   74   0.68174           0.33014           0.081097          0.246168          0.433854          -0.049886         0.26434           0.08334           0.53334           0.21534           
52   76   1.242677          0.29572           0.421022          0.630466          0.340469          0.051316          0.395             0.251             0.756             0.34              
52   78   1.799586          0.291831          0.74282           0.706584          0.237416          0.059699          0.52713           0.58013           0.99713           0.24613           
52   80   2.465803          0.247472          1.157956          0.801167          0.178386          0.414848          0.71113           0.61413           1.02213           0.10213           
52   82   1.823092          -0.909352         0.367172          -0.317218         -0.762777         -0.420613         0.44581           0.44581           0.78981           -0.16119          
52   84   0.334618          1.116458          -1.60122          -0.044287         0.502289          -0.598927         -1.90616          -1.71316          -1.98216          -1.43516          
52   86   0.770367          0.464378          -0.888722         -0.454796         0.193534          -0.469921         -1.35735          -0.83035          -0.90335          -1.07735          
52   88   0.291615          0.415526          -1.092335         -0.112058         0.062029          -0.518398         -1.00588          -0.13688          -0.25788          -0.36388          
54   58   -0.815956         -0.133215         -0.667265         -0.233221         -0.465492         -0.298415         -0.22135          0.28165           -0.12735          -0.17635          
54   60   -0.302387         -0.371141         -0.864605         -0.372471         -0.569535         -0.421993         -0.27219          -0.15119          -0.14219          -0.26819          
54   62   0.104452          -0.175838         -0.436036         -0.137836         -0.234242         -0.030133         0.00453           -0.06747          0.15653           -0.09547          
54   64   -0.055033         -0.016336         -0.178766         -0.034717         -0.087812         -0.145009         0.16203           0.15503           0.35203           -0.05697          
54   66   0.16812           0.130931          0.082359          0.053686          -0.005096         -0.13155          0.245             0.514             0.433             -0.057            
54   68   0.461805          0.150736          0.045087          0.095603          0.025376          -0.174001         0.09481           0.16781           0.25781           -0.01319          
54   70   0.608062          0.059609          -0.305733         0.024989          -0.049685         -0.298946         0.25392           0.11992           0.08292           0.15392           
54   72   0.375755          0.035713          -0.37329          -0.079289         -0.141455         -0.451188         0.49582           0.38182           0.65582           0.23682           
54   74   0.206902          0.179105          -0.025888         0.106891          0.060033          -0.320843         0.44603           0.29903           0.66903           0.26503           
54   76   0.70689           0.296444          0.439563          0.356501          0.28943           -0.090399         0.4172            0.3172            0.6982            0.3042            
54   78   1.313401          0.198348          0.577725          0.44475           0.332489          0.008206          0.51687           0.53287           0.87587           0.44287           
54   80   1.812171          0.099808          0.389339          0.640744          0.546863          -0.040415         0.93851           1.06951           1.38951           0.73151           
54   82   1.927182          -0.492771         0.854455          0.145726          -0.337189         0.065126          1.28103           1.08903           1.44003           0.55903           
54   84   0.637117          0.863568          -1.315341         -0.498916         0.05023           -0.731821         -2.57771          -1.88471          -2.40671          -2.02871          
54   86   0.595743          0.7743            -0.617925         0.23511           0.157645          -0.254115         -0.94885          -0.67085          -0.55085          -1.25985          
54   88   0.341995          0.513076          -0.571954         0.10672           0.187551          -0.239353         -0.19982          0.03118           0.13218           -0.13582          
54   90   0.50723           0.288257          -0.949445         -0.039465         0.076874          -0.403924         -0.42229          -0.13229          -0.09129          -0.04129          
56   66   -0.463587         0.011953          -0.110881         -0.193042         -0.366307         -0.389109         0.09606           0.12306           0.26506           -0.19094          
56   68   0.369492          0.309231          0.250868          0.152254          0.038332          -0.062302         0.17853           0.33353           0.33253           -0.07947          
56   70   0.594658          0.161597          -0.195953         0.042259          -0.013755         -0.21898          -0.08576          0.47824           -0.08176          -0.07876          
56   72   0.334997          0.019182          -0.558858         -0.177802         -0.216421         -0.477927         0.35777           0.49177           0.44677           0.14577           
56   74   -0.138314         0.085527          -0.418295         -0.099889         -0.190197         -0.478269         0.45632           0.44532           0.63832           0.25132           
56   76   0.232348          0.256999          0.154302          0.217427          0.153087          -0.191099         0.41089           0.43489           0.63889           0.35489           
56   78   0.956654          0.278209          0.541813          0.431091          0.361651          0.031298          0.68053           0.72853           0.90053           0.59553           
56   80   1.464136          -0.025306         0.462402          0.258287          0.236916          0.032662          1.2633            1.4853            1.5843            1.1843            
56   82   1.632637          -0.493638         0.578204          0.460701          -0.004102         0.075356          1.82265           1.52165           1.90365           1.10065           
56   84   0.691422          1.04389           -1.262591         -0.288683         0.02598           -0.78442          -2.80635          -1.78235          -2.55335          -2.31035          
56   86   0.467304          0.567203          -0.617768         -0.070817         0.029274          -0.411636         -1.41754          -1.17854          -0.90954          -1.77854          
56   88   0.281377          0.294676          -0.470615         -0.057839         -0.064883         -0.397029         -0.38349          -0.50149          -0.05249          -0.56149          
56   90   0.646863          0.185231          -0.822772         -0.067947         -0.096509         -0.469217         -0.4776           -0.2386           -0.1326           -0.2596           
56   92   1.291714          0.031485          -0.889739         -0.086094         -0.180047         -0.493929         -0.56828          -0.45928          -0.14828          -0.27928          
58   70   0.258647          0.169839          -0.379515         -0.064203         -0.015482         -0.298758         -0.16799          0.60401           -0.13799          -0.20499          
58   72   -0.113241         -0.028937         -0.813541         -0.365156         -0.311154         -0.610296         0.17238           0.58938           0.21538           -0.00662          
58   74   -0.617722         0.111368          -0.501119         -0.261442         -0.461353         -0.517864         0.46237           0.44437           0.63037           0.18437           
58   76   -0.029435         0.34786           0.182125          0.183519          -0.11797          -0.137434         0.31637           0.30337           0.57437           0.21437           
58   78   0.93366           0.453966          0.6963            0.519427          0.355949          0.185621          0.61588           1.18788           0.86588           0.55988           
58   80   1.419066          0.141855          0.599686          0.471974          0.26454           0.147518          1.80082           1.94782           1.92782           1.72182           
58   82   1.522488          -0.409708         0.638401          0.451321          0.136573          0.307679          2.2912            1.9402            2.2992            1.4142            
58   84   0.322973          0.794751          -1.616618         -0.528666         -0.114059         -1.119875         -2.95573          -1.76573          -2.73173          -2.41473          
58   86   0.267222          0.426752          -0.747484         -0.226796         -0.018487         -0.596381         -1.84632          -1.50532          -1.25832          -2.11632          
58   88   0.456171          0.247032          -0.345844         0.019001          0.075928          -0.373281         -0.22215          -0.79815          0.05085           -0.54415          
58   90   1.620525          -0.159547         -0.567542         -0.092058         -0.152511         -0.588716         -0.63365          -0.47365          -0.27565          -0.49965          
58   92   1.600235          -0.56172          0.059471          0.307221          0.023748          0.038164          -0.29408          -0.91708          0.04792           -0.73808          
60   72   -0.001049         -0.02543          -0.255656         -0.298132         -0.080163         -0.45364          0.08079           0.74079           0.10879           -0.02421          
60   74   -0.642398         -0.157609         -1.39335          -0.702028         -0.76119          -0.840364         0.15274           0.30774           0.23574           -0.01226          
60   76   -0.487254         0.42296           -0.140522         0.102379          -0.47734          -0.132591         0.15851           0.27251           0.41951           0.02251           
60   78   0.01728           0.726704          0.864777          0.632267          0.320571          0.31537           0.59834           1.17034           0.88734           0.50234           
60   80   1.37589           0.393808          0.814437          0.63487           0.398896          0.354801          1.89476           2.04376           2.11376           1.79976           
60   82   1.768256          -0.076456         1.053248          0.749464          0.249464          0.725196          2.3763            2.0053            2.3963            1.5283            
60   84   -0.271754         0.385903          -2.101431         -0.859131         -0.306786         -1.484837         -2.95861          -1.77561          -2.75261          -2.46361          
60   86   -0.005345         0.1159            -1.095417         -0.491166         -0.042316         -0.935047         -1.47254          -1.12754          -1.19754          -1.86154          
60   88   1.040282          0.093343          -0.20406          0.118858          0.267561          -0.310921         -0.04776          -0.47476          0.16224           -0.43676          
60   90   2.282779          -0.430772         0.231348          0.342748          0.168085          -0.066419         -0.42239          -0.66839          -0.11839          -0.57539          
60   92   1.338883          -0.427024         -0.032369         0.101693          -0.2272           -0.188176         -0.17629          -1.59429          0.00371           -0.79629          
60   94   0.770763          -0.149271         -0.658949         -0.177667         -0.331394         -0.560806         -0.7762           -0.4812           -0.3452           -0.6592           
60   96   0.694845          0.017892          -0.714251         -0.117129         -0.167761         -0.546526         -0.4303           -0.2303           0.0047            -0.3853           
62   76   -1.126023         -0.064268         -0.934316         -0.590296         -1.131239         -0.556017         -0.00151          0.52749           0.27049           -0.13551          
62   78   -0.215919         0.960798          0.772263          0.576543          0.261062          0.264981          0.68119           1.04719           1.08219           0.56919           
62   80   0.863706          0.766906          1.171108          0.964923          0.389117          0.696749          1.61683           1.63583           1.87383           1.43683           
62   82   2.246477          0.217933          1.634605          0.916373          0.371233          1.009906          2.3123            1.9553            2.3783            1.5173            
62   84   -0.913296         0.01631           -2.48194          -1.101467         -0.477064         -1.684831         -2.90441          -1.67341          -2.72141          -2.58741          
62   86   -0.057735         -0.231397         -1.457933         -0.724687         0.053656          -1.236301         -0.77759          -0.52459          -0.79459          -1.20359          
62   88   1.27913           -0.076072         0.135999          0.386023          0.475671          -0.034055         0.17449           -0.12151          0.32449           -0.22151          
62   90   1.741625          -0.327216         0.048543          0.3573            0.217565          0.027871          -0.2241           -0.7351           0.0009            -0.4401           
62   92   1.250752          -0.146851         -0.205663         0.011822          -0.179192         -0.290563         -0.20321          -1.02221          0.01079           -0.57621          
62   94   0.884128          -0.228726         -0.593471         -0.176674         -0.298653         -0.535184         -0.54889          -0.29389          -0.17289          -0.59389          
62   96   0.804609          -0.024516         -0.54521          -0.08047          -0.154876         -0.490407         -0.23145          -0.18845          0.15355           -0.34745          
62   98   0.663252          0.146688          -0.229582         0.077702          0.040355          -0.323083         0.02382           -0.03718          0.38382           -0.17918          
64   78   0.138229          0.353974          0.925793          0.654531          0.120736          0.581424          0.89612           0.87512           1.01012           0.57112           
64   80   0.694918          1.295996          0.93473           0.795626          0.383291          0.429598          0.97438           1.07438           1.28938           0.73938           
64   82   1.761489          0.170942          1.649902          0.869156          0.455517          0.951363          2.23409           1.84609           2.24309           1.61209           
64   84   -1.160669         -0.074753         -2.531743         -1.139356         -0.578324         -1.671906         -2.57318          -1.40018          -2.49118          -2.45318          
64   86   -0.179178         -0.504879         -1.726851         -0.930346         0.116466          -1.335097         -0.32424          -0.03424          -0.39324          -0.76224          
64   88   1.291409          -0.272294         0.365465          0.584788          0.558968          0.165824          0.33438           0.16438           0.44038           -0.05662          
64   90   1.331483          -0.046076         -0.190218         0.22038           0.061511          -0.032836         -0.39767          -0.62967          -0.15667          -0.50367          
64   92   1.13381           -0.263685         -0.307214         -0.053076         -0.21034          -0.315058         -0.22859          -0.85159          -0.06059          -0.55059          
64   94   0.78264           -0.311335         -0.56767          -0.215578         -0.357531         -0.549325         -0.34727          -0.35727          -0.06927          -0.55227          
64   96   0.639876          -0.149881         -0.542557         -0.171932         -0.290694         -0.54331          -0.13583          -0.30183          0.16417           -0.40583          
64   98   0.578473          0.043334          -0.192542         0.016007          -0.083549         -0.364589         0.08271           -0.09329          0.36671           -0.25929          
66   80   0.65676           1.061988          0.152522          0.318995          0.109537          -0.076906         0.65553           0.58553           0.76153           0.32853           
66   82   1.226511          0.462937          1.935277          1.156927          0.871885          1.263077          2.28373           2.10573           2.50973           1.90673           
66   84   -1.193367         -0.194565         -2.546514         -1.174786         -0.768316         -1.705682         -2.30468          -1.18168          -2.33268          -2.37468          
66   86   -0.547761         -0.720812         -1.597779         -1.064218         -0.059168         -1.145097         -0.21991          0.14509           -0.29091          -0.66491          
66   88   1.085705          -0.398875         0.091944          0.381597          0.398813          -0.141429         0.29533           0.21833           0.37333           -0.10867          
66   90   1.185367          0.032785          -0.214489         0.211821          -0.035204         -0.061874         -0.48869          -0.40969          -0.24969          -0.53069          
66   92   1.037241          -0.198658         -0.278335         -0.011284         -0.249465         -0.217462         -0.43102          -0.77702          -0.22502          -0.65602          
66   94   0.758802          -0.219513         -0.418567         -0.141898         -0.323491         -0.423288         -0.31502          -0.38602          -0.03802          -0.56102          
66   96   0.556739          -0.182757         -0.449814         -0.170472         -0.344021         -0.513061         -0.20238          -0.41538          0.10862           -0.48938          
66   98   0.445857          -0.151161         -0.289343         -0.154704         -0.295503         -0.497953         -0.16312          -0.39112          0.11688           -0.51712          
66   100  1.066867          0.247504          0.148494          0.268221          0.145982          -0.071437         0.06154           -0.07346          0.33254           -0.22846          
66   102  1.041355          -0.005717         -0.329975         0.017604          -0.104717         -0.308326         -0.48641          -0.26041          -0.14141          -0.56041          
68   80   0.607617          0.998429          -0.461095         0.027905          0.005469          -0.368077         0.70339           0.23939           0.39939           0.25839           
68   82   0.678489          0.611736          2.068858          1.305954          1.174739          1.430036          2.08304           2.29104           2.70304           1.93904           
68   84   -1.146691         -0.314574         -2.356801         -1.224191         -0.880374         -1.651847         -2.0857           -0.9677           -2.1647           -2.2597           
68   86   -0.809454         -0.804297         -1.304282         -0.957061         -0.293906         -1.073231         -0.23828          0.22472           -0.30828          -0.71428          
68   88   0.499557          -0.419188         -0.375358         -0.001571         0.126888          -0.331262         0.13668           0.15068           0.20768           -0.27732          
68   90   0.969824          0.051924          -0.344115         0.157343          -0.003953         -0.190228         -0.31873          -0.07873          -0.11673          -0.38473          
68   92   0.994652          -0.064819         -0.338405         0.062984          -0.180906         -0.193212         -0.45305          -0.58405          -0.22405          -0.57505          
68   94   0.823969          -0.107184         -0.253704         -0.010531         -0.243623         -0.277431         -0.30293          -0.35293          -0.06593          -0.56093          
68   96   0.664127          -0.074464         -0.224899         -0.032727         -0.239231         -0.352509         -0.208            -0.356            0.082             -0.498            
68   98   0.567084          -0.122456         -0.134747         -0.080744         -0.251682         -0.389609         -0.22679          -0.46479          0.03921           -0.57279          
68   100  0.933741          0.02804           0.028985          0.101596          -0.051263         -0.204118         -0.14476          -0.34676          0.08624           -0.48176          
68   102  1.162437          0.092561          -0.114637         0.160276          0.01383           -0.131009         -0.24814          -0.10314          0.04286           -0.43514          
68   104  0.815882          -0.145979         -0.566708         -0.174477         -0.282761         -0.491277         -0.27057          -0.05957          0.06543           -0.47457          
70   84   -1.069831         -0.218602         -2.039869         -1.016257         -0.770873         -1.421511         -1.75834          -0.60834          -1.84834          -1.95034          
70   86   -0.767783         -0.86016          -0.944504         -0.832103         -0.516594         -0.869211         -0.30927          0.25173           -0.40927          -0.83327          
70   88   -0.089281         -0.16127          -0.541869         -0.17956          -0.039844         -0.394768         0.02885           0.18985           0.10885           -0.36615          
70   90   0.439172          -0.173625         -0.683111         -0.12494          -0.118197         -0.424287         -0.1991           0.0459            -0.0781           -0.3721           
70   92   0.790978          -0.245239         -0.64889          -0.101602         -0.199776         -0.372612         -0.36328          -0.42528          -0.16028          -0.46828          
70   94   0.891757          -0.170317         -0.304158         -0.013495         -0.190422         -0.281435         -0.29071          -0.30371          -0.07071          -0.48571          
70   96   0.874256          -0.020898         -0.013669         0.119831          -0.112406         -0.1504           -0.09996          -0.10396          0.13704           -0.39596          
70   98   0.852417          0.004186          0.119123          0.117263          -0.111094         -0.141648         -0.14079          -0.29679          0.11021           -0.46579          
70   100  1.103059          0.083418          0.188175          0.197131          0.001505          -0.086363         -0.12265          -0.27465          0.08635           -0.44965          
70   102  1.050441          -0.102271         -0.191578         0.001625          -0.158572         -0.288761         -0.33716          -0.20616          -0.10216          -0.58816          
70   104  0.783428          -0.305591         -0.537767         -0.264066         -0.409916         -0.575037         -0.1717           -0.1517           0.0803            -0.5287           
70   106  0.579138          -0.094303         -0.477432         -0.12129          -0.266428         -0.514541         0.28056           0.03556           0.54756           -0.12944          
70   108  0.054522          -0.445345         -0.75814          -0.439417         -0.55588          -0.832836         -0.43279          -0.67079          -0.15079          -0.58879          
72   86   -0.60716          -0.635263         -0.596559         -0.591634         -0.520029         -0.577857         -0.22813          0.42587           -0.36613          -0.78013          
72   88   -0.428382         -0.130316         -0.490078         -0.241543         -0.230371         -0.372645         -0.10919          0.23981           -0.00019          -0.50019          
72   90   -0.128515         -0.292371         -0.818716         -0.31208          -0.295508         -0.529944         -0.1347           -0.0127           -0.0847           -0.4537           
72   92   0.261157          -0.405801         -0.903921         -0.315782         -0.35138          -0.534593         -0.30313          -0.36113          -0.15613          -0.47713          
72   94   0.597616          -0.298795         -0.533556         -0.137808         -0.210951         -0.32475          -0.26511          -0.20811          -0.05111          -0.38511          
72   96   0.612418          -0.180889         -0.252962         -0.024922         -0.151216         -0.180421         -0.0122           0.2058            0.2248            -0.2462           
72   98   0.788785          -0.065534         0.052663          0.132759          -0.079265         0.031202          0.08606           -0.00494          0.30606           -0.24294          
72   100  0.978159          0.131399          0.236775          0.232347          0.013044          -0.002939         -0.02601          -0.04401          0.17899           -0.30801          
72   102  0.832259          -0.060489         -0.294958         -0.002941         -0.092674         -0.283225         -0.14989          0.01411           0.04911           -0.40789          
72   104  0.570495          -0.426462         -0.703342         -0.362717         -0.413143         -0.719063         0.01153           -0.02947          0.19453           -0.42447          
72   106  0.427681          -0.358693         -0.514013         -0.308106         -0.456973         -0.751234         0.15445           -0.15655          0.38545           -0.31055          
72   108  0.219498          -0.426977         -0.643567         -0.380609         -0.509888         -0.733654         -0.40675          -0.63875          -0.13675          -0.62175          
72   110  0.872034          0.104434          0.054698          0.169348          0.122869          -0.143315         -0.05879          -0.27779          0.16921           -0.29279          
72   112  1.044568          0.330571          0.12747           0.230147          0.302168          -0.09312          0.0555            -0.1005           0.1985            -0.3065           
72   114  0.826038          0.092549          -0.794382         -0.133814         -0.024523         -0.422299         -1.04047          -0.08047          -0.53947          -0.61747          
74   88   -0.436574         -0.042116         -0.314736         -0.140329         -0.233347         -0.200564         -0.02639          0.49461           0.00961           -0.43539          
74   90   -0.42044          -0.340119         -0.734098         -0.357284         -0.424685         -0.521008         -0.20319          -0.16319          -0.15419          -0.59319          
74   92   -0.178143         -0.474206         -0.93223          -0.439111         -0.507862         -0.61861          -0.40991          -0.39591          -0.25591          -0.62791          
74   94   0.182615          -0.408641         -0.77165          -0.324924         -0.390729         -0.45758          -0.50471          -0.26371          -0.25671          -0.53671          
74   96   0.354046          -0.296475         -0.502758         -0.186007         -0.260718         -0.111932         0.28664           0.48064           0.43164           -0.02836          
74   98   0.410654          -0.185258         -0.047973         0.013167          -0.156902         0.009294          0.31101           0.27301           0.48201           -0.02799          
74   100  0.697374          0.010819          0.006296          0.110142          -0.048957         -0.110972         0.03446           0.16346           0.23646           -0.19654          
74   102  0.729407          -0.118731         -0.402005         -0.064391         -0.088186         -0.334478         -0.09615          0.18785           0.10785           -0.30115          
74   104  0.72229           -0.455226         -0.686527         -0.348547         -0.398022         -0.769827         -0.02397          0.03603           0.12503           -0.42297          
74   106  0.249767          -0.5538           -0.545963         -0.446145         -0.663529         -0.959489         -0.18481          -0.62681          -0.01381          -0.67081          
74   108  0.181487          -0.460083         -0.636446         -0.420828         -0.569102         -0.750775         -0.48658          -0.93258          -0.32258          -0.84458          
74   110  0.81595           0.17138           0.010785          0.12758           0.095304          -0.17391          -0.02695          -0.45195          0.13005           -0.40495          
74   112  0.871479          0.269236          -0.012044         0.133025          0.1978            -0.204191         -0.11979          -0.31279          0.04121           -0.49679          
74   114  1.073953          0.167983          -0.41956          0.075421          0.099682          -0.232493         -0.54692          -0.01892          -0.19292          -0.52892          
74   116  0.707028          0.410894          -0.626208         -0.209043         -0.108278         -0.550711         -0.40314          -0.20014          -0.08714          -0.53614          
76   90   -0.568761         -0.244397         -0.647416         -0.285559         -0.358782         -0.386031         -0.21005          -0.00205          -0.14605          -0.58205          
76   92   -0.465666         -0.50197          -0.94353          -0.490407         -0.564279         -0.635814         -0.47033          -0.45933          -0.37933          -0.74733          
76   94   -0.093224         -0.504114         -0.92194          -0.444633         -0.506434         -0.595034         -0.52267          -0.56767          -0.41767          -0.69867          
76   96   0.257574          -0.441636         -0.28097          -0.325335         -0.388702         0.1389            0.08277           0.51977           0.38177           -0.11123          
76   98   0.569839          -0.374144         0.012815          0.106887          -0.288816         -0.011075         0.35279           0.43279           0.50979           0.06579           
76   100  0.487991          0.105286          -0.166828         0.061465          -0.106446         -0.184644         0.13684           0.35384           0.30484           -0.08016          
76   102  0.604691          -0.188196         -0.477791         -0.135383         -0.136097         -0.394559         0.04604           0.33804           0.18504           -0.20396          
76   104  0.642533          -0.616212         -0.688271         -0.355922         -0.394906         -0.706267         0.05983           0.16183           0.14683           -0.37217          
76   106  0.412451          -0.452719         -0.487604         -0.380709         -0.45551          -0.907324         -0.28093          -0.67393          -0.09993          -0.70393          
76   108  0.366901          -0.308108         -0.496965         -0.318863         -0.522599         -0.718054         -0.66306          -1.01106          -0.48806          -0.96106          
76   110  0.665202          0.08205           -0.126661         -0.003238         -0.019453         -0.350131         -0.53804          -0.87904          -0.33704          -0.83604          
76   112  0.769857          0.127999          -0.122222         0.030956          0.096263          -0.306718         -0.58092          -0.68092          -0.34892          -0.86792          
76   114  1.038857          0.382443          -0.320658         -0.011989         0.000669          -0.310235         -0.33417          -0.26817          -0.04017          -0.60617          
76   116  0.632211          0.221264          -0.460841         -0.135357         0.104959          -0.571364         -0.15405          -0.37505          0.11295           -0.57305          
76   118  0.141133          0.337371          -0.426929         0.371408          0.183511          -0.063382         -0.10055          -0.26555          0.17545           -0.49955          
76   120  1.599668          0.685279          -0.091197         0.679843          0.589222          0.258352          -0.54163          -0.66363          -0.19363          0.09037           
78   92   -0.657128         -0.358715         -0.857188         -0.42823          -0.474082         -0.518863         -0.45537          0.23063           -0.37437          -0.77037          
78   94   -0.472363         -0.528453         -1.029887         -0.53072          -0.584308         -0.68466          -0.63136          -1.06036          -0.54736          -0.90636          
78   96   0.389363          -0.517891         -0.507662         -0.475322         -0.525189         0.094448          -0.31688          -0.48788          0.05512           -0.57088          
78   98   0.52885           -0.468913         0.082739          0.141905          -0.192451         0.107625          0.46566           0.58866           0.62066           0.18066           
78   100  0.44817           -0.234683         -0.115994         0.070435          -0.097261         -0.111445         0.24271           0.51771           0.38071           0.00971           
78   102  0.485407          -0.178285         -0.37736          -0.106426         -0.066372         -0.31999          0.22701           0.49301           0.31001           -0.07899          
78   104  0.377042          -0.167598         -0.498349         -0.278714         -0.01972          -0.506292         0.32379           0.42579           0.35279           -0.16521          
78   106  -0.090093         -0.06101          -0.66601          -0.501464         -0.171963         -0.783834         -0.23643          -0.52343          -0.01543          -0.59743          
78   108  0.109579          0.051041          -0.803232         -0.187895         -0.191642         -0.840995         -0.66883          -0.85383          -0.48283          -0.90983          
78   110  0.550403          0.118608          -0.547772         0.104837          -0.099211         -0.759989         -1.01012          -1.22012          -0.79312          -1.20412          
78   112  0.684813          0.076841          0.117436          0.167336          -0.032443         -0.111481         -0.86416          -1.08916          -0.82016          -0.99516          
78   114  0.857155          0.034966          0.164071          0.199102          0.014896          -0.069581         -0.04264          -0.67064          0.16336           -0.40364          
78   116  1.120456          -0.009919         0.045884          0.164594          -0.023912         -0.104118         -0.17225          -0.48725          0.11475           -0.45925          
78   118  1.579932          0.091506          -0.079194         0.184188          0.039424          -0.127866         -0.15207          -0.26407          0.16793           -0.38407          
78   120  1.448322          0.336031          0.135112          0.418623          0.3539            0.030194          0.14988           -0.17312          0.41288           -0.14512          
78   122  1.529611          0.405162          0.846166          0.633671          0.537779          0.372993          0.54921           0.37421           0.75821           0.19121           
78   124  1.473228          1.715663          0.488214          1.352954          1.636792          0.734436          1.0174            0.7944            1.1134            0.7464            
80   94   -0.578286         -0.432284         -0.98315          -0.533637         -0.550582         -0.630625         -0.5369           -0.8229           -0.4499           -0.8429           
80   96   -0.434647         -0.578018         -1.134749         -0.647106         -0.422984         -0.592097         -0.60358          -1.13358          -0.57158          -0.97358          
80   98   -0.144873         -0.529989         -0.459686         -0.255862         -0.237825         0.198247          -0.49759          -1.00959          -0.34059          -0.73059          
80   100  0.097656          -0.36902          0.090246          -0.064576         -0.127467         0.109266          -0.23418          0.64882           0.48082           -0.42218          
80   102  0.476624          -0.004283         -0.158334         0.046173          -0.051708         -0.124888         0.41089           0.64989           0.45789           0.06089           
80   104  0.243136          -0.016559         -0.313232         0.02785           -0.076623         -0.481617         0.33132           0.43032           0.35232           -0.15968          
80   106  0.52846           -0.042965         -0.213373         0.010833          -0.090314         -0.80493          -0.26677          -0.48177          -0.06577          -0.61977          
80   108  0.593792          -0.063263         -0.297586         0.002026          -0.097774         -0.426971         -0.83445          -0.90145          -0.67845          -1.05845          
80   110  0.673022          -0.083255         -0.146592         0.01328           -0.075326         -0.275754         -0.32842          -1.41442          -0.50442          -0.63742          
80   112  0.874709          -0.075622         0.018136          0.079689          -0.023225         -0.190265         -0.04149          -0.80249          0.11551           -0.42749          
80   114  1.045138          -0.139183         0.014156          0.049612          -0.071302         -0.202391         -0.11703          -0.36903          0.07197           -0.49703          
80   116  1.258615          -0.104226         -0.027859         0.034811          -0.088304         -0.20656          -0.17463          -0.41063          0.08637           -0.49363          
80   118  1.347458          0.012465          -0.165452         0.072085          -0.017789         -0.281222         -0.102            -0.441            0.119             -0.469            
80   120  1.275235          0.62156           0.148468          0.329497          0.211896          -0.024082         0.06541           -0.24659          0.29541           -0.32159          
80   122  1.574985          1.217884          0.958428          0.999831          1.039846          0.434576          0.49031           0.55131           0.70131           0.36831           
80   124  1.465699          1.393915          0.955118          1.592863          1.495748          1.275037          0.92754           0.66554           1.16754           0.36454           
80   126  2.241332          0.895114          1.686654          1.116496          1.303769          1.026052          1.64471           1.15671           1.49871           0.87771           
80   128  0.359241          1.028837          -1.545569         0.099499          0.24382           -0.403168         -1.70124          -0.54324          -1.30124          -1.10924          
