Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,NEW2018,NEW2018_sd,SKMS,SKP,SLy4,SV-min,UNEDF0,UNEDF1,UNEDF2,FRDM2012,HFB24
13,30,*,*,*,*,*,*,*,*,*,*,*,*,22.806462,23.47405,23.670412,23.117989,23.279628,23.719778,23.765688,23.42,25.58
,,,,,,,,,,,,,,,,,,,,,,
13,32,*,*,*,*,*,*,*,*,*,*,*,*,24.029779,24.895134,24.793407,24.389023,24.696899,24.853102,24.9805,24.95,26.49
,,,,,,,,,,,,,,,,,,,,,,
13,34,*,*,*,*,*,*,*,*,*,*,*,*,24.867492,25.967844,25.784611,25.267869,25.565323,25.651951,25.653213,26.73,26.1
,,,,,,,,,,,,,,,,,,,,,,
13,36,*,*,*,*,*,*,*,*,*,*,*,*,25.834384,27.060298,26.983779,26.336061,26.495423,26.369818,26.250567,27.58,*
,,,,,,,,,,,,,,,,,,,,,,
13,38,*,*,*,*,*,*,*,*,*,*,*,*,26.265261,28.018051,28.166779,27.25453,27.369261,26.914531,26.878027,28.32,*
,,,,,,,,,,,,,,,,,,,,,,
13,40,*,*,*,*,*,*,*,*,*,*,*,*,26.590016,28.588202,29.063618,27.941074,28.004555,27.15523,*,29.21,*
,,,,,,,,,,,,,,,,,,,,,,
13,42,*,*,*,*,*,*,*,*,*,*,*,*,28.858212,29.025926,29.483748,28.34496,28.38875,27.626134,*,31.14,*
,,,,,,,,,,,,,,,,,,,,,,
13,44,*,*,*,*,*,*,*,*,*,*,*,*,27.978216,29.705397,29.850507,28.6774,28.657438,28.05556,*,32.34,*
,,,,,,,,,,,,,,,,,,,,,,
13,46,*,*,*,*,*,*,*,*,*,*,*,*,28.553288,30.330285,30.547855,29.250832,28.89707,28.455992,*,32.32,*
,,,,,,,,,,,,,,,,,,,,,,
13,48,*,*,*,*,*,*,*,*,*,*,*,*,29.637507,31.001059,31.210544,29.649501,29.157351,28.852961,*,*,*
,,,,,,,,,,,,,,,,,,,,,,
13,50,*,*,*,*,*,*,*,*,*,*,*,*,30.573575,31.717001,31.98871,30.241597,29.573693,29.236163,*,*,*
,,,,,,,,,,,,,,,,,,,,,,
13,52,*,*,*,*,*,*,*,*,*,*,*,*,31.266485,32.516241,32.648835,30.879764,30.174554,29.794158,*,*,*
,,,,,,,,,,,,,,,,,,,,,,
15,2,*,*,*,*,*,*,*,*,*,*,*,*,-7.54685,-7.812075,-8.58881,-7.327804,-7.214988,-6.84946,*,*,*
,,,,,,,,,,,,,,,,,,,,,,
15,4,*,*,*,*,*,*,*,*,*,*,*,*,-7.096275,-7.834292,-8.360726,-7.071731,-7.290621,-6.725865,*,*,*
,,,,,,,,,,,,,,,,,,,,,,
15,6,*,*,*,*,*,*,*,*,*,*,*,*,-5.179311,-6.121222,-6.470527,-5.437958,-5.94676,-5.521938,-5.983524,*,*
,,,,,,,,,,,,,,,,,,,,,,
15,8,*,*,*,*,*,*,*,*,*,*,*,*,-2.917916,-3.615415,-3.962788,-3.289427,-3.728799,-3.447864,-3.877239,-4.31,-5.28
,,,,,,,,,,,,,,,,,,,,,,
15,10,*,*,*,*,*,*,*,*,*,*,*,*,-0.727718,-1.101453,-1.482338,-1.042114,-1.437327,-1.459576,-1.902562,-2.25,-2.21
,,,,,,,,,,,,,,,,,,,,,,
15,12,0.86137,0.02651,0.87041,0.02634,*,*,*,*,*,*,*,*,1.432241,1.497134,0.914554,1.209156,1.039682,0.924064,0.545658,-0.15,1.12
,,,,,,,,,,,,,,,,,,,,,,
15,14,2.7488,0.0006,2.74902,0.00036,*,*,*,*,*,*,*,*,3.793069,3.934397,3.477387,3.821326,3.556562,3.740202,3.325165,2.1,3.22
,,,,,,,,,,,,,,,,,,,,,,
15,16,7.29693,0.00019,7.29655,2E-05,*,*,*,*,*,*,*,*,5.913609,6.203009,5.612018,6.190524,6.03883,6.485515,5.969985,7.44,8.21
,,,,,,,,,,,,,,,,,,,,,,
15,18,9.54555,0.0011,9.54863,0.00113,*,*,*,*,*,*,*,*,8.126427,9.614689,7.971108,8.524388,8.368723,9.047146,8.568362,9.01,9.71
,,,,,,,,,,,,,,,,,,,,,,
15,20,12.18994,0.01424,12.18992,0.01424,*,*,*,*,*,*,*,*,10.224248,10.88417,10.301609,10.73953,10.569408,11.475978,10.999344,11.18,11.73
,,,,,,,,,,,,,,,,,,,,,,
15,22,13.80061,0.12916,13.84884,0.08121,*,*,*,*,*,*,*,*,12.11294,12.944595,12.415443,12.818861,12.657092,13.643868,13.089577,12.79,14.02
,,,,,,,,,,,,,,,,,,,,,,
15,24,16.09543,0.17202,15.89331,0.15385,*,*,*,*,*,*,*,*,13.693109,14.678105,14.341097,14.589363,14.466713,15.576658,15.316062,14.94,16.11
,,,,,,,,,,,,,,,,,,,,,,
15,26,18.03253,0.5966,17.69842,0.36544,*,*,*,*,*,*,*,*,15.650155,16.553303,16.44855,16.503213,16.383485,17.488545,17.31424,17.25,18
,,,,,,,,,,,,,,,,,,,,,,
15,28,*,*,*,*,*,*,*,*,*,*,*,*,17.066703,18.185485,17.969342,18.001639,17.969067,18.834299,18.774642,16.83,19.27
,,,,,,,,,,,,,,,,,,,,,,
15,30,*,*,*,*,*,*,*,*,*,*,*,*,18.698466,19.963323,19.641293,19.591255,19.798261,20.440852,20.409087,19.77,21.12
,,,,,,,,,,,,,,,,,,,,,,
15,32,*,*,*,*,*,*,*,*,*,*,*,*,19.953614,21.406814,21.001244,21.019722,21.039288,21.836169,21.607081,21.64,22.6
,,,,,,,,,,,,,,,,,,,,,,
15,34,*,*,*,*,*,*,*,*,*,*,*,*,20.899003,22.613779,22.198607,21.99034,21.904548,22.63786,22.376302,22.85,23.98
,,,,,,,,,,,,,,,,,,,,,,
15,36,*,*,*,*,*,*,*,*,*,*,*,*,22.136568,23.933933,23.603361,23.255126,23.052776,23.859169,23.611579,24.32,23.76
,,,,,,,,,,,,,,,,,,,,,,
15,38,*,*,*,*,*,*,*,*,*,*,*,*,23.328223,25.270249,25.050678,24.539696,24.18834,24.968419,24.794708,26.03,*
,,,,,,,,,,,,,,,,,,,,,,
15,40,*,*,*,*,*,*,*,*,*,*,*,*,24.51724,26.384685,26.321525,25.565385,25.120867,25.769282,*,26.79,*
,,,,,,,,,,,,,,,,,,,,,,
